,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1353)",4,1,0,3,2,2,4,0
"('cell', 1689)",0,0,2,4,0,0,2,0
"('cell', 1759)",1,0,1,4,0,0,2,0
"('cell', 1707)",0,0,2,4,0,0,2,0
"('cell', 1731)",2,0,2,4,0,0,4,0
"('cell', 1608)",3,2,1,10,0,1,10,1
"('cell', 1342)",12,2,1,5,1,0,10,1
"('cell', 2530)",1,1,0,2,3,0,0,0
"('cell', 1657)",2,1,2,6,0,0,5,0
"('cell', 1191)",2,1,0,7,2,2,0,0
"('cell', 1251)",2,2,0,5,2,2,0,0
"('cell', 2436)",3,2,0,6,0,0,3,0
"('cell', 2465)",2,1,0,5,0,0,3,0
"('cell', 1454)",5,3,2,12,1,0,12,2
"('cell', 1408)",8,3,1,8,1,0,12,1
"('cell', 1410)",7,1,0,6,2,2,8,0
"('cell', 1427)",10,3,1,6,1,0,14,1
"('cell', 1358)",10,3,0,6,0,1,4,0
"('cell', 2101)",1,4,0,4,0,0,2,1
"('cell', 2528)",1,1,1,2,4,0,0,0
"('cell', 2529)",1,1,1,3,4,0,0,0
"('cell', 2520)",1,0,0,1,2,0,0,0
"('cell', 2523)",1,1,0,1,2,0,0,2
"('cell', 2418)",0,0,0,3,3,1,0,2
"('cell', 1040)",8,1,0,1,0,0,2,1
"('cell', 1649)",2,1,2,3,0,0,1,1
"('cell', 1686)",0,1,2,6,0,0,1,0
"('cell', 1618)",5,3,2,3,0,0,4,1
"('cell', 2227)",7,2,2,6,0,0,12,1
"('cell', 2526)",1,0,0,1,0,0,0,0
"('cell', 2514)",2,0,0,3,2,0,0,1
"('cell', 1840)",1,0,0,1,0,0,3,0
"('cell', 1853)",2,0,0,2,0,0,4,0
"('cell', 1193)",15,4,0,0,1,2,6,1
"('cell', 1029)",0,2,0,4,0,0,0,0
"('cell', 1119)",1,2,0,5,2,1,0,0
"('cell', 777)",0,3,2,8,0,0,2,0
"('cell', 1317)",7,0,3,1,1,3,8,0
"('cell', 2067)",3,3,0,7,0,0,1,1
"('cell', 2463)",5,2,0,7,0,0,2,0
"('cell', 2421)",6,2,0,8,0,0,3,0
"('cell', 2435)",3,2,0,8,0,0,2,0
"('cell', 2480)",2,2,0,6,0,0,1,0
"('cell', 1591)",3,3,2,18,3,1,9,0
"('cell', 1744)",4,1,0,10,0,2,13,0
"('cell', 2389)",6,2,0,6,0,0,2,0
"('cell', 1346)",10,3,0,7,1,2,4,0
"('cell', 3)",7,2,1,2,1,0,0,1
"('cell', 12)",2,2,3,3,1,0,0,2
"('cell', 38)",5,2,3,4,3,0,0,2
"('cell', 196)",1,0,1,4,0,0,1,0
"('cell', 229)",11,4,5,4,3,0,2,0
"('cell', 379)",1,1,2,4,1,0,2,0
"('cell', 475)",1,1,3,7,0,0,4,0
"('cell', 472)",2,2,2,9,1,0,3,0
"('cell', 2512)",1,1,1,0,0,0,0,0
"('cell', 2498)",2,1,1,6,1,0,0,2
"('cell', 2383)",3,1,1,7,2,1,1,2
"('cell', 2428)",1,0,1,6,3,1,1,2
