,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1309)",0,7,0,2,4,1,1,5
"('cell', 1410)",2,7,0,4,5,1,1,8
"('cell', 1495)",4,4,0,6,2,1,1,5
"('cell', 1447)",2,1,0,6,0,0,6,0
"('cell', 1533)",0,1,0,5,0,0,6,0
"('cell', 2298)",3,0,0,0,0,0,4,0
"('cell', 2374)",3,0,0,0,0,0,8,0
"('cell', 1861)",3,2,0,1,5,0,3,0
"('cell', 1706)",2,1,0,2,4,0,4,0
"('cell', 1809)",2,1,0,1,3,0,3,0
"('cell', 1817)",4,1,0,1,5,0,3,0
"('cell', 1793)",2,1,0,1,3,0,1,0
"('cell', 4006)",0,1,0,1,3,0,0,1
"('cell', 4018)",0,0,0,0,2,0,0,0
"('cell', 3995)",1,1,0,4,2,0,0,1
"('cell', 4009)",2,3,0,2,4,0,0,1
"('cell', 3852)",1,1,0,1,4,0,1,0
"('cell', 3909)",0,1,0,2,7,0,3,0
"('cell', 3923)",0,1,0,2,5,0,1,0
"('cell', 2783)",2,0,0,1,3,0,12,1
"('cell', 2791)",5,0,0,2,5,0,12,1
"('cell', 2432)",4,0,0,0,0,0,9,0
"('cell', 2410)",6,0,0,1,0,0,8,0
"('cell', 2411)",5,0,0,0,0,0,8,0
"('cell', 2708)",6,0,0,2,3,0,12,1
"('cell', 2361)",6,0,0,0,0,0,7,0
"('cell', 2353)",7,1,0,0,0,0,4,0
"('cell', 9)",2,5,0,0,4,0,0,0
"('cell', 1)",2,5,0,0,3,0,0,0
"('cell', 14)",0,2,0,0,10,0,0,1
"('cell', 250)",1,1,0,5,5,0,2,2
"('cell', 1189)",0,7,0,1,4,0,1,4
"('cell', 1297)",0,7,0,3,3,1,2,4
"('cell', 1310)",3,7,0,4,2,2,3,4
"('cell', 1113)",2,6,0,1,8,0,3,4
"('cell', 1565)",3,5,0,4,2,0,1,7
"('cell', 1421)",0,1,0,5,0,0,4,0
"('cell', 1472)",1,1,0,5,0,0,4,0
"('cell', 1507)",0,1,0,5,0,0,4,0
"('cell', 1532)",1,1,0,5,0,0,4,0
"('cell', 2247)",4,0,0,0,1,0,2,0
"('cell', 2238)",1,0,0,0,1,0,4,0
"('cell', 1831)",2,1,0,0,0,0,2,0
"('cell', 2579)",2,0,0,0,0,0,11,0
"('cell', 2329)",3,0,0,0,0,0,8,0
"('cell', 1918)",4,3,0,1,7,0,3,1
"('cell', 2112)",5,4,0,0,5,0,3,2
"('cell', 1919)",4,3,0,0,5,0,3,0
"('cell', 1953)",4,3,0,0,5,0,3,1
"('cell', 862)",1,5,0,1,13,1,0,3
"('cell', 316)",0,2,0,5,10,1,1,2
"('cell', 18)",0,0,0,0,1,0,3,3
"('cell', 54)",0,0,0,0,2,3,0,8
"('cell', 27)",0,0,0,0,2,2,2,5
"('cell', 23)",1,3,0,2,2,0,0,2
"('cell', 3)",0,0,0,0,1,0,1,6
"('cell', 638)",1,4,0,2,16,0,2,1
"('cell', 821)",0,3,0,1,16,0,0,1
"('cell', 1704)",2,1,0,3,8,0,2,1
"('cell', 1749)",2,1,0,4,6,0,4,0
"('cell', 1746)",2,1,0,3,4,0,3,0
"('cell', 1868)",5,3,0,0,2,0,2,0
"('cell', 1794)",4,3,0,1,3,0,2,0
"('cell', 1849)",4,3,0,0,3,0,3,0
"('cell', 1929)",5,3,0,0,4,0,1,0
"('cell', 1750)",2,0,0,1,3,0,3,0
"('cell', 1659)",3,0,0,1,3,0,0,0
"('cell', 1792)",4,1,0,3,5,0,4,0
"('cell', 1860)",3,0,0,4,4,1,4,1
"('cell', 1807)",0,3,0,2,7,1,2,1
"('cell', 1808)",3,1,0,4,6,1,5,0
"('cell', 1745)",2,1,0,3,8,1,4,1
"('cell', 1628)",2,2,0,2,7,0,6,0
"('cell', 1033)",1,8,1,2,15,0,2,1
"('cell', 1737)",3,5,0,3,9,0,3,3
"('cell', 1658)",4,2,0,3,9,0,3,1
"('cell', 1549)",2,3,0,2,3,0,4,4
"('cell', 1536)",1,2,0,0,3,0,4,4
"('cell', 544)",6,1,0,3,16,2,0,0
"('cell', 493)",1,2,0,2,6,0,3,0
"('cell', 426)",2,0,0,1,12,2,4,0
"('cell', 414)",1,0,0,2,10,0,5,0
"('cell', 436)",1,0,0,0,9,0,3,0
"('cell', 3972)",2,1,0,4,5,0,0,1
"('cell', 3988)",0,0,0,2,4,0,0,1
"('cell', 3978)",2,2,0,4,3,0,0,1
"('cell', 4017)",1,3,0,3,2,0,0,1
"('cell', 4014)",2,3,0,4,5,0,0,1
"('cell', 3548)",3,3,0,3,9,0,2,2
"('cell', 3362)",4,5,0,1,8,0,1,1
"('cell', 3984)",0,2,0,2,8,1,1,2
"('cell', 4026)",0,1,0,2,7,1,1,2
"('cell', 3598)",4,1,0,3,2,0,14,1
