,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 2072)",0,1,1,0,6,0,0,0
"('cell', 2135)",0,0,1,1,1,0,0,0
"('cell', 247)",2,0,0,4,16,0,2,1
"('cell', 1362)",1,3,0,9,12,0,2,0
"('cell', 55)",0,4,0,2,8,0,0,0
"('cell', 63)",0,1,0,4,9,0,1,1
"('cell', 52)",0,5,0,1,6,0,0,0
"('cell', 117)",0,0,1,2,10,0,4,0
"('cell', 2002)",0,1,1,1,5,0,0,0
"('cell', 1434)",1,3,0,11,9,0,0,0
"('cell', 1485)",1,4,0,8,12,0,0,0
"('cell', 1536)",0,3,0,3,13,0,0,0
"('cell', 1322)",1,0,0,12,8,0,0,0
"('cell', 1285)",1,0,0,11,11,0,2,0
"('cell', 583)",1,1,0,5,9,0,1,0
"('cell', 335)",3,1,0,2,18,0,2,1
"('cell', 304)",2,1,0,1,18,0,2,1
"('cell', 982)",0,1,0,5,13,6,1,0
"('cell', 761)",0,2,0,2,17,6,1,0
"('cell', 2085)",2,0,2,3,2,1,3,0
"('cell', 2005)",2,1,2,3,3,2,3,0
"('cell', 2046)",2,0,2,3,3,2,2,0
"('cell', 1681)",0,3,0,6,5,0,7,0
"('cell', 2109)",1,0,2,4,1,1,4,0
"('cell', 1938)",1,1,2,2,4,2,5,0
"('cell', 1837)",1,0,0,2,11,0,4,0
"('cell', 1988)",0,5,3,3,10,0,0,0
"('cell', 2078)",0,2,2,4,7,4,0,0
"('cell', 2037)",0,1,0,4,5,4,2,0
"('cell', 2059)",0,1,1,5,9,4,3,0
"('cell', 2018)",1,1,1,5,8,2,2,0
"('cell', 1597)",3,4,2,2,8,4,4,1
"('cell', 1955)",0,4,3,2,10,0,0,0
"('cell', 1969)",1,4,3,2,10,0,1,0
"('cell', 1984)",1,1,2,4,8,1,3,0
"('cell', 2023)",1,2,4,3,10,2,3,0
"('cell', 1978)",1,5,2,3,10,1,4,0
"('cell', 1080)",1,0,1,0,13,0,2,0
"('cell', 1247)",0,4,0,2,10,0,2,0
"('cell', 1262)",0,5,0,2,10,0,4,0
"('cell', 1375)",1,3,0,3,6,4,0,0
"('cell', 1455)",1,4,0,3,7,2,1,0
"('cell', 1511)",1,4,0,2,10,0,1,0
"('cell', 1270)",0,4,0,2,14,0,1,0
"('cell', 69)",0,1,2,1,2,0,4,0
"('cell', 81)",0,1,1,1,5,0,3,0
"('cell', 1735)",0,6,0,1,14,0,0,0
"('cell', 1500)",1,4,0,6,8,0,0,0
"('cell', 1502)",1,6,0,9,14,0,0,0
"('cell', 1456)",1,2,0,9,6,0,0,0
"('cell', 2047)",0,2,1,1,6,0,0,0
"('cell', 1939)",0,2,1,1,8,0,0,0
"('cell', 1684)",0,1,0,0,13,0,0,0
"('cell', 1559)",0,2,0,3,11,0,0,0
"('cell', 1544)",0,3,0,4,11,0,4,0
"('cell', 1457)",0,3,0,4,18,0,4,0
"('cell', 1507)",0,1,0,4,16,0,4,0
"('cell', 363)",3,0,0,5,12,0,1,1
"('cell', 313)",3,0,0,7,12,0,1,1
"('cell', 424)",2,0,0,7,17,0,1,0
"('cell', 325)",2,0,0,4,11,0,0,1
"('cell', 414)",1,2,0,6,25,0,0,0
"('cell', 320)",1,2,0,7,13,1,0,0
"('cell', 286)",1,1,0,8,17,0,1,0
"('cell', 252)",1,1,0,8,14,0,2,1
"('cell', 432)",1,5,0,5,21,6,0,0
"('cell', 31)",0,3,1,1,7,0,0,0
"('cell', 58)",0,5,1,1,6,0,0,0
"('cell', 172)",1,0,0,5,11,0,2,1
"('cell', 182)",2,0,0,5,12,0,2,1
"('cell', 138)",1,2,0,5,14,0,0,0
"('cell', 212)",1,2,0,4,14,2,0,0
"('cell', 454)",4,5,2,6,8,7,2,0
"('cell', 402)",2,3,2,7,11,4,2,0
"('cell', 630)",1,2,0,7,6,0,1,0
"('cell', 731)",0,3,0,3,18,5,0,0
"('cell', 1989)",2,1,2,3,6,2,4,0
"('cell', 2054)",2,0,2,3,5,1,3,0
"('cell', 2039)",2,0,2,2,4,2,4,0
"('cell', 2015)",1,1,2,3,3,2,5,0
