,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 9)",0,0,0,4,2,0,0,0
"('cell', 4)",0,0,0,2,0,0,0,0
"('cell', 11)",0,0,0,5,2,0,0,0
"('cell', 2)",0,0,0,2,0,0,0,0
"('cell', 2370)",9,0,1,3,3,2,0,0
"('cell', 2412)",7,0,2,2,2,2,0,0
"('cell', 2378)",7,0,2,1,2,2,0,0
"('cell', 406)",2,2,0,2,1,4,4,1
"('cell', 2982)",1,0,0,0,1,3,1,0
"('cell', 2420)",7,1,1,2,2,4,0,0
"('cell', 20)",0,0,0,10,3,0,0,0
"('cell', 1174)",0,0,0,8,5,2,6,0
"('cell', 1257)",5,4,16,2,3,2,4,0
"('cell', 439)",5,2,0,0,1,3,3,1
"('cell', 429)",3,2,0,0,1,3,3,1
"('cell', 774)",0,0,0,9,3,0,6,0
"('cell', 819)",0,0,0,8,5,0,10,0
"('cell', 1580)",0,0,0,5,3,4,4,0
"('cell', 1095)",3,0,0,4,8,6,2,0
"('cell', 1038)",1,1,0,4,8,5,2,0
"('cell', 1040)",0,0,0,6,8,2,3,0
"('cell', 1772)",4,0,1,1,4,10,3,0
"('cell', 1797)",3,0,1,1,4,8,3,0
"('cell', 2631)",1,0,1,8,2,3,6,1
"('cell', 3074)",2,2,1,6,2,1,0,0
"('cell', 3058)",1,0,0,3,4,10,4,2
"('cell', 2298)",8,1,0,3,1,2,0,0
"('cell', 1424)",5,2,14,6,1,0,1,0
"('cell', 512)",7,1,0,2,2,2,4,1
"('cell', 516)",8,1,0,3,2,3,3,0
"('cell', 459)",3,4,3,5,4,2,2,1
"('cell', 567)",9,1,1,2,2,2,5,2
"('cell', 2038)",8,3,3,5,0,1,0,0
"('cell', 91)",0,0,0,4,17,0,1,0
"('cell', 2162)",3,1,0,14,2,4,7,0
"('cell', 2144)",5,2,0,16,4,4,7,0
"('cell', 2219)",6,1,2,6,4,2,1,0
"('cell', 3001)",3,0,6,2,2,3,1,0
"('cell', 3016)",1,0,5,2,1,2,2,0
"('cell', 3080)",3,0,4,3,3,2,0,0
"('cell', 3029)",4,0,9,1,5,3,0,0
"('cell', 3053)",3,1,10,1,1,3,1,0
"('cell', 8)",0,0,0,8,2,0,0,0
"('cell', 16)",0,0,0,10,2,0,0,0
"('cell', 15)",0,0,0,11,3,0,0,0
"('cell', 7)",0,0,0,8,2,0,0,0
"('cell', 1)",0,0,0,5,0,0,0,0
"('cell', 6)",0,0,0,6,0,0,0,0
"('cell', 844)",0,0,0,10,6,0,11,0
"('cell', 442)",0,0,0,4,8,0,1,0
"('cell', 410)",0,0,0,6,10,0,4,0
"('cell', 494)",0,0,0,7,11,0,3,0
"('cell', 385)",0,0,0,3,9,0,2,0
"('cell', 367)",0,0,0,6,18,0,1,0
"('cell', 1298)",0,0,0,11,7,5,8,0
"('cell', 1387)",0,0,0,11,6,3,5,0
"('cell', 1852)",0,0,0,3,8,5,6,2
"('cell', 778)",0,1,0,14,10,0,3,0
"('cell', 1200)",1,0,0,3,8,6,3,0
"('cell', 1153)",2,0,0,5,8,5,2,0
"('cell', 1085)",0,0,0,4,8,4,2,0
"('cell', 1081)",0,0,0,4,6,4,5,0
"('cell', 1173)",0,0,0,8,8,3,7,0
"('cell', 1162)",0,0,0,4,6,4,6,0
"('cell', 2240)",2,0,0,2,3,7,8,1
"('cell', 2185)",3,1,0,4,3,6,10,1
"('cell', 2242)",1,1,0,2,3,7,12,1
"('cell', 1375)",2,0,0,3,3,5,0,0
"('cell', 2358)",1,0,0,4,6,4,10,1
"('cell', 2344)",1,0,0,2,5,3,8,1
"('cell', 2815)",5,0,2,7,2,5,7,1
"('cell', 2877)",1,0,1,9,2,7,4,3
"('cell', 2614)",2,0,1,5,5,4,5,1
"('cell', 2925)",1,0,1,4,2,8,5,3
"('cell', 2918)",1,0,0,5,3,9,5,3
"('cell', 3083)",1,3,0,5,1,2,0,0
"('cell', 3073)",3,2,1,5,4,2,3,0
"('cell', 3082)",2,1,2,4,7,2,3,0
"('cell', 3086)",1,2,1,5,2,2,1,0
"('cell', 2190)",7,3,3,4,0,2,0,0
"('cell', 2112)",10,3,3,5,0,1,0,0
"('cell', 2095)",1,4,17,2,1,2,1,0
"('cell', 2502)",6,0,1,1,2,3,0,0
"('cell', 2410)",6,0,3,1,2,1,0,0
"('cell', 2263)",9,0,6,2,4,1,2,0
"('cell', 2366)",7,0,4,2,3,1,0,0
"('cell', 1939)",8,0,12,4,4,1,1,1
"('cell', 2368)",4,1,19,4,5,1,5,0
"('cell', 1117)",7,1,11,2,3,3,2,0
"('cell', 1292)",6,4,18,0,3,2,5,0
"('cell', 1862)",7,0,4,6,1,5,0,0
"('cell', 386)",3,1,0,3,2,3,4,0
"('cell', 399)",2,2,0,2,2,3,4,0
"('cell', 329)",2,2,0,3,2,3,2,0
"('cell', 371)",3,2,0,3,2,3,3,0
"('cell', 551)",9,2,0,2,2,3,5,1
"('cell', 242)",4,3,0,3,1,2,1,0
"('cell', 396)",3,6,2,5,4,4,0,1
"('cell', 344)",3,5,0,4,3,2,0,0
"('cell', 339)",3,4,0,3,2,2,1,0
"('cell', 423)",3,5,3,6,5,5,0,1
"('cell', 560)",8,1,2,1,4,6,5,0
"('cell', 631)",9,0,4,2,2,4,4,1
"('cell', 1218)",1,2,0,4,0,4,0,0
"('cell', 1905)",7,4,3,3,1,2,1,0
"('cell', 640)",8,0,4,3,1,2,2,1
"('cell', 29)",4,1,0,3,4,2,3,0
"('cell', 24)",3,3,0,6,7,0,3,0
"('cell', 80)",3,3,1,4,3,4,5,0
"('cell', 191)",1,2,0,5,7,6,2,0
"('cell', 47)",0,2,0,14,11,0,1,0
"('cell', 93)",0,2,0,9,6,3,2,0
"('cell', 10)",0,0,0,8,2,0,0,0
"('cell', 3)",0,0,0,5,3,0,0,0
"('cell', 61)",0,2,0,10,10,0,1,0
"('cell', 129)",1,1,0,16,11,0,0,0
"('cell', 3061)",2,1,7,3,6,3,0,0
"('cell', 2956)",2,4,6,5,9,4,3,0
"('cell', 2200)",4,2,0,2,6,1,3,0
"('cell', 2085)",3,1,0,2,5,2,0,0
"('cell', 2245)",3,2,0,4,4,1,2,0
"('cell', 2119)",3,1,0,2,7,2,2,0
"('cell', 1951)",5,0,0,1,5,6,0,0
"('cell', 2352)",4,3,0,8,4,1,3,0
"('cell', 2295)",4,3,0,5,4,1,2,0
"('cell', 2208)",10,1,2,9,4,5,1,0
"('cell', 2136)",8,0,1,9,4,6,2,0
"('cell', 2145)",8,1,1,10,5,7,3,0
"('cell', 2232)",8,2,3,8,3,4,1,0
"('cell', 940)",5,0,8,2,2,7,3,0
"('cell', 962)",5,0,10,2,4,6,3,0
"('cell', 997)",4,0,6,2,1,6,3,0
"('cell', 1082)",6,3,7,3,2,5,3,0
"('cell', 3004)",0,1,8,1,0,3,1,0
"('cell', 3084)",2,1,7,1,0,3,0,0
"('cell', 3087)",1,0,5,1,2,3,0,0
"('cell', 3028)",3,1,8,3,5,3,0,0
"('cell', 2744)",2,2,13,3,4,1,3,0
"('cell', 659)",0,0,0,6,9,0,4,0
"('cell', 1089)",0,0,0,9,3,1,6,0
"('cell', 1132)",0,0,0,9,5,1,4,0
"('cell', 1077)",0,0,0,9,5,0,4,0
"('cell', 1450)",0,0,0,9,6,1,3,0
"('cell', 1545)",0,0,0,8,4,3,4,0
"('cell', 1632)",0,0,0,4,3,4,4,0
"('cell', 1635)",0,0,0,3,3,5,6,0
"('cell', 1297)",2,0,0,4,7,4,5,0
"('cell', 2134)",1,0,0,4,10,4,3,3
"('cell', 1927)",2,0,0,3,7,4,6,2
"('cell', 2040)",2,0,0,4,8,4,4,3
"('cell', 1911)",2,0,0,4,8,4,5,2
"('cell', 1903)",2,0,0,6,6,6,5,0
"('cell', 888)",0,2,0,10,7,1,2,0
"('cell', 931)",0,0,0,5,7,1,2,0
"('cell', 921)",0,1,0,10,8,2,2,0
"('cell', 983)",0,0,0,6,8,1,2,0
"('cell', 955)",0,0,0,4,9,1,4,0
"('cell', 881)",0,0,0,5,6,1,4,0
"('cell', 1005)",0,0,0,4,9,2,9,0
"('cell', 2007)",4,1,0,2,4,4,0,0
"('cell', 1874)",4,0,0,1,7,6,1,0
"('cell', 1786)",5,0,0,1,4,8,1,0
"('cell', 1798)",4,0,0,1,5,7,1,0
"('cell', 2077)",3,0,0,1,7,8,2,0
"('cell', 2010)",3,0,0,2,6,6,0,0
"('cell', 1633)",6,0,0,1,3,5,3,0
"('cell', 1694)",3,0,0,4,8,4,6,0
"('cell', 1658)",7,0,0,0,4,10,4,0
"('cell', 1831)",4,0,0,1,8,8,2,0
"('cell', 1881)",5,1,0,1,8,7,2,0
"('cell', 1752)",7,0,0,3,6,5,5,0
"('cell', 2306)",1,0,0,2,6,5,9,1
"('cell', 2381)",0,1,0,3,6,4,9,1
"('cell', 2146)",1,0,0,4,3,3,6,1
"('cell', 2355)",1,0,0,3,6,5,12,2
"('cell', 2354)",1,0,0,1,7,5,10,1
"('cell', 2084)",2,1,0,1,3,9,3,0
"('cell', 1495)",6,0,0,4,7,5,3,0
"('cell', 1525)",6,0,0,8,6,4,3,0
"('cell', 1597)",5,0,0,6,4,3,3,0
"('cell', 1715)",5,0,0,5,6,5,6,0
"('cell', 1764)",6,0,0,6,5,6,8,0
"('cell', 1336)",3,0,0,3,8,7,0,0
"('cell', 1189)",2,0,0,2,5,7,2,0
"('cell', 1464)",5,0,0,4,5,3,1,0
"('cell', 1366)",4,0,0,1,5,5,0,0
"('cell', 1490)",3,0,0,5,3,5,2,0
"('cell', 1275)",2,1,0,1,2,10,1,0
"('cell', 1207)",2,1,0,2,2,9,2,0
"('cell', 1524)",2,0,0,5,5,7,3,0
"('cell', 1343)",3,0,0,3,3,8,1,0
"('cell', 2296)",0,0,0,4,6,3,3,1
"('cell', 2192)",1,0,0,3,10,3,1,3
"('cell', 2321)",0,0,0,3,6,4,5,1
"('cell', 2221)",1,0,0,4,10,2,2,3
"('cell', 1961)",2,0,0,5,4,5,3,0
"('cell', 1923)",3,0,0,4,5,7,3,0
"('cell', 2394)",0,0,0,2,5,3,5,2
"('cell', 2222)",0,0,0,3,9,3,2,3
"('cell', 2437)",0,0,0,3,6,3,6,3
"('cell', 2419)",0,0,0,3,6,4,8,2
"('cell', 2460)",1,0,0,1,7,4,9,1
"('cell', 2459)",4,1,0,4,6,4,7,1
