,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 3339)",0,0,1,0,0,0,0,0
"('cell', 3302)",0,0,1,0,0,0,0,0
"('cell', 3283)",0,0,1,0,0,0,0,0
"('cell', 3314)",0,0,1,0,0,0,0,0
"('cell', 3334)",0,0,1,0,0,0,0,0
"('cell', 3335)",3,0,1,1,0,0,3,0
"('cell', 3325)",0,0,1,0,0,0,0,0
"('cell', 4)",1,0,0,0,0,2,2,1
"('cell', 34)",1,0,0,0,0,2,2,1
"('cell', 696)",0,1,1,3,1,0,2,0
"('cell', 236)",2,5,0,11,3,4,2,3
"('cell', 2940)",0,0,1,1,0,0,0,5
"('cell', 2862)",0,0,0,0,0,0,0,5
"('cell', 1816)",2,0,0,0,1,0,6,7
"('cell', 1905)",0,0,0,0,0,0,1,3
"('cell', 2175)",0,0,0,0,1,0,0,3
"('cell', 2859)",0,0,1,0,0,0,0,2
"('cell', 2870)",0,0,0,0,0,0,0,5
"('cell', 2813)",0,1,1,0,0,0,0,2
"('cell', 2810)",0,0,0,0,0,0,0,6
"('cell', 2738)",0,0,0,0,0,0,0,6
"('cell', 2864)",1,0,2,0,0,0,2,0
"('cell', 2893)",0,0,2,0,0,0,0,3
"('cell', 123)",0,1,0,0,0,0,0,1
"('cell', 103)",0,1,0,0,0,0,0,0
"('cell', 2125)",0,0,1,1,0,2,3,2
"('cell', 2063)",0,0,2,2,0,1,5,2
"('cell', 963)",2,1,0,8,0,1,8,0
"('cell', 3342)",4,0,1,1,0,0,3,0
"('cell', 3229)",5,2,0,3,0,0,3,0
"('cell', 3337)",1,1,1,0,0,0,3,0
"('cell', 3331)",2,0,1,0,0,0,3,0
"('cell', 3315)",3,0,1,1,0,0,3,0
"('cell', 2599)",4,3,0,3,0,2,1,0
"('cell', 3104)",0,1,0,0,0,0,0,0
"('cell', 3097)",0,1,0,0,0,0,0,0
"('cell', 3103)",0,2,0,0,0,0,0,0
"('cell', 2526)",5,3,1,3,0,5,1,1
"('cell', 3296)",0,0,1,0,1,0,0,0
"('cell', 3287)",0,0,1,0,1,0,1,1
"('cell', 3213)",0,0,0,0,1,0,0,0
"('cell', 3184)",0,0,1,0,1,0,1,1
"('cell', 3107)",0,0,0,1,0,2,1,3
"('cell', 3106)",0,0,1,1,0,0,1,1
"('cell', 3344)",0,0,1,0,1,0,0,0
"('cell', 3306)",0,0,1,0,1,0,0,0
"('cell', 3148)",0,0,0,0,1,0,0,0
"('cell', 39)",1,0,0,0,0,2,1,0
"('cell', 19)",1,0,0,0,0,2,0,0
"('cell', 12)",0,0,0,0,0,1,0,0
"('cell', 60)",1,1,0,0,0,4,2,1
"('cell', 72)",1,1,0,2,0,4,2,1
"('cell', 42)",1,0,0,0,0,3,2,1
"('cell', 124)",3,1,0,4,0,5,4,1
"('cell', 612)",2,2,0,12,0,0,5,2
"('cell', 690)",0,1,1,2,1,0,0,0
"('cell', 697)",0,1,0,1,1,0,1,0
"('cell', 713)",0,1,0,4,1,0,4,1
"('cell', 661)",0,2,0,9,0,0,5,1
"('cell', 118)",0,11,2,3,2,0,2,0
"('cell', 783)",2,7,0,7,1,1,0,1
"('cell', 1817)",3,0,0,2,0,1,5,7
"('cell', 1736)",3,0,0,2,0,1,5,7
"('cell', 1708)",4,0,0,2,0,2,7,6
"('cell', 1861)",2,0,0,0,1,0,5,7
"('cell', 1854)",1,0,0,0,0,0,2,4
"('cell', 1896)",3,0,0,2,1,1,1,6
"('cell', 1731)",3,0,0,1,1,2,8,8
"('cell', 2010)",0,0,0,2,1,0,0,3
"('cell', 1966)",0,0,0,2,1,0,0,2
"('cell', 2062)",0,0,0,2,1,0,0,3
"('cell', 2569)",2,4,1,6,0,2,2,4
"('cell', 2755)",0,1,2,0,0,0,0,2
"('cell', 2794)",0,1,0,0,0,0,0,4
"('cell', 2640)",0,0,0,0,0,0,0,6
"('cell', 1976)",3,2,0,6,0,8,3,1
"('cell', 2466)",0,1,0,1,1,0,0,8
"('cell', 2488)",1,2,0,2,0,1,1,6
"('cell', 3311)",3,0,1,3,0,0,5,2
"('cell', 3330)",3,1,1,3,0,0,4,2
"('cell', 3345)",2,0,1,3,0,0,2,2
"('cell', 3294)",3,1,1,3,0,0,5,2
"('cell', 3180)",4,2,1,3,0,1,7,8
"('cell', 2696)",0,1,2,0,0,0,0,1
"('cell', 2741)",0,1,2,0,0,0,0,1
"('cell', 2863)",0,0,3,0,0,0,0,0
"('cell', 2843)",0,1,3,0,0,0,0,1
"('cell', 2900)",2,1,3,0,0,0,3,0
"('cell', 2888)",0,1,3,0,0,0,2,0
"('cell', 2829)",1,1,2,0,0,0,2,0
"('cell', 2807)",0,1,3,0,0,0,0,0
"('cell', 2742)",0,1,2,1,0,0,1,0
"('cell', 2891)",2,0,2,1,0,1,2,0
"('cell', 3268)",4,0,2,3,0,0,7,0
"('cell', 3288)",4,0,1,3,0,0,7,1
"('cell', 1023)",0,1,0,0,0,1,0,0
"('cell', 1005)",1,2,0,0,1,1,1,2
"('cell', 920)",0,1,0,0,0,0,0,0
"('cell', 599)",0,2,5,0,0,0,0,0
"('cell', 156)",0,1,2,0,0,0,0,1
"('cell', 155)",0,1,2,1,1,1,0,2
"('cell', 182)",0,0,2,2,1,2,1,3
"('cell', 415)",0,1,0,0,0,0,0,0
"('cell', 381)",0,1,1,0,0,0,0,0
"('cell', 318)",0,1,2,0,0,0,0,0
"('cell', 260)",0,1,1,0,0,0,0,0
"('cell', 192)",0,1,2,1,1,1,1,2
"('cell', 2994)",0,1,1,3,0,0,1,0
"('cell', 1046)",1,3,0,0,1,1,1,2
"('cell', 2938)",0,0,1,0,0,0,0,0
"('cell', 2196)",2,4,0,1,0,2,5,0
"('cell', 2162)",1,3,0,1,0,0,6,0
"('cell', 2397)",2,6,0,1,0,1,0,2
"('cell', 2259)",0,2,1,0,0,1,1,3
"('cell', 2445)",0,0,0,1,0,0,0,0
"('cell', 2597)",0,0,4,0,0,0,0,0
"('cell', 2188)",0,0,1,1,0,2,2,2
"('cell', 2184)",1,0,1,2,0,4,7,1
"('cell', 2106)",0,1,3,1,0,1,3,2
"('cell', 1990)",0,0,2,2,0,1,2,0
"('cell', 2044)",2,3,3,5,0,1,6,4
"('cell', 2082)",0,2,2,1,0,1,4,4
"('cell', 1988)",0,1,2,2,0,0,5,1
"('cell', 2014)",0,0,2,2,0,1,2,1
"('cell', 1935)",0,4,2,5,0,0,5,3
"('cell', 2049)",0,2,2,2,0,1,5,3
"('cell', 1940)",0,2,3,2,0,0,7,1
"('cell', 1849)",2,1,2,1,0,0,8,1
"('cell', 1831)",1,0,2,0,0,0,7,1
"('cell', 1928)",3,1,2,4,0,4,7,1
"('cell', 767)",0,3,0,8,0,0,7,1
"('cell', 734)",0,3,0,7,0,0,5,1
"('cell', 1123)",1,2,0,8,0,1,4,1
"('cell', 1361)",1,0,0,8,0,1,5,1
"('cell', 1313)",0,0,0,7,0,0,3,1
"('cell', 1379)",1,0,0,7,0,0,5,0
"('cell', 2872)",1,0,2,1,0,1,2,0
"('cell', 2761)",0,0,2,0,0,0,1,0
"('cell', 3243)",6,0,2,5,0,0,8,0
"('cell', 3240)",4,1,1,2,0,1,4,0
"('cell', 3231)",4,2,0,3,0,0,3,0
"('cell', 3303)",0,2,0,0,0,1,1,0
"('cell', 3273)",2,2,1,2,0,0,3,0
"('cell', 3276)",3,2,0,2,0,1,2,0
"('cell', 3346)",0,1,0,0,0,1,1,0
"('cell', 3064)",4,3,0,5,0,0,2,0
"('cell', 3171)",5,4,0,5,0,0,4,0
"('cell', 2630)",2,4,0,1,0,1,0,0
"('cell', 2638)",3,2,0,1,0,0,0,0
"('cell', 2591)",4,4,0,2,0,2,0,0
"('cell', 2533)",5,6,0,3,0,3,2,0
"('cell', 2232)",6,4,0,3,0,3,6,0
"('cell', 2616)",4,3,1,2,0,2,2,0
"('cell', 3115)",0,0,0,1,1,1,0,0
"('cell', 3070)",0,0,0,1,0,1,0,0
"('cell', 2852)",0,0,1,1,0,0,0,0
"('cell', 2874)",0,0,1,0,0,0,0,0
"('cell', 3108)",0,2,0,0,0,0,0,0
"('cell', 3087)",0,2,0,0,0,0,0,0
"('cell', 3098)",0,2,0,0,0,0,0,0
"('cell', 1768)",3,0,0,12,0,3,14,0
"('cell', 3018)",0,0,2,1,0,3,1,3
"('cell', 3271)",0,0,0,0,1,0,0,0
"('cell', 3245)",0,0,1,0,1,0,0,0
"('cell', 3270)",0,0,0,0,1,0,0,0
"('cell', 3266)",0,0,1,0,1,0,0,0
"('cell', 3321)",0,0,1,0,1,0,0,0
"('cell', 3323)",0,0,2,0,1,0,0,0
"('cell', 3298)",0,0,1,0,1,0,0,0
"('cell', 3324)",0,0,1,0,1,0,0,0
"('cell', 3290)",0,0,1,0,1,0,0,0
