,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 13)",0,3,1,1,0,0,3,0
"('cell', 1224)",0,0,1,1,0,2,0,1
"('cell', 612)",0,0,0,4,1,3,2,0
"('cell', 694)",0,0,0,3,0,3,0,1
"('cell', 1660)",2,0,0,3,2,8,2,0
"('cell', 2475)",1,0,0,1,1,0,0,0
"('cell', 1213)",0,0,1,1,0,2,0,1
"('cell', 663)",0,0,0,2,1,0,1,1
"('cell', 30)",0,3,0,2,1,0,2,0
"('cell', 3276)",2,0,0,3,3,0,0,0
"('cell', 2679)",1,0,1,0,0,0,0,0
"('cell', 330)",0,0,0,7,3,10,3,2
"('cell', 2295)",6,0,1,2,0,5,4,3
"('cell', 2152)",2,2,0,1,1,3,1,2
"('cell', 2740)",3,0,0,0,2,1,0,0
"('cell', 3475)",2,0,0,0,0,0,0,0
"('cell', 1557)",1,0,0,1,2,4,2,0
"('cell', 1607)",1,0,0,3,2,10,2,0
"('cell', 1556)",1,0,0,2,3,6,2,0
"('cell', 1519)",1,0,0,1,2,5,2,0
"('cell', 3257)",2,0,0,1,2,6,4,2
"('cell', 2632)",3,0,0,3,1,1,2,0
"('cell', 3012)",4,0,0,2,1,2,2,2
"('cell', 3396)",2,0,0,3,1,3,3,0
"('cell', 2513)",1,0,0,1,1,0,0,0
"('cell', 2536)",1,0,0,1,1,0,0,0
"('cell', 1947)",0,0,0,2,1,0,0,0
"('cell', 2466)",1,0,0,1,1,0,0,0
"('cell', 928)",1,0,0,6,2,4,1,5
"('cell', 692)",2,0,0,7,1,5,2,2
"('cell', 656)",0,0,0,4,1,3,2,1
"('cell', 779)",1,0,0,5,1,4,1,2
"('cell', 717)",1,0,0,3,1,2,1,1
"('cell', 726)",1,0,0,4,0,4,1,1
"('cell', 725)",1,0,0,5,1,4,2,1
"('cell', 2178)",2,1,2,4,0,2,0,0
"('cell', 1588)",0,0,1,0,0,0,0,0
"('cell', 25)",0,1,0,3,1,2,1,0
"('cell', 169)",0,0,0,0,0,0,2,0
"('cell', 2830)",4,0,0,0,1,0,0,0
"('cell', 2769)",4,0,0,0,3,0,0,0
"('cell', 2909)",3,0,0,1,0,0,0,1
"('cell', 2905)",4,0,0,0,2,2,0,0
"('cell', 2923)",3,0,0,1,0,2,0,1
"('cell', 2978)",3,0,0,3,0,4,1,1
"('cell', 3373)",2,0,0,0,0,0,0,0
"('cell', 3331)",3,0,0,2,2,0,0,0
"('cell', 3353)",2,0,0,0,0,0,0,0
"('cell', 3357)",2,0,0,2,0,0,0,0
"('cell', 3477)",0,1,0,0,0,0,0,0
"('cell', 1766)",6,1,0,1,1,2,1,0
"('cell', 809)",4,0,0,11,3,3,1,3
"('cell', 2851)",5,0,1,10,3,9,2,1
"('cell', 2818)",5,0,1,7,0,6,2,0
"('cell', 2817)",4,0,1,7,0,8,2,1
"('cell', 2678)",1,0,0,0,3,0,0,0
"('cell', 2728)",5,0,0,0,3,3,0,0
"('cell', 2446)",3,2,0,1,1,3,1,2
