,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 63)",0,2,0,6,2,0,0,3
"('cell', 2539)",0,0,0,0,2,0,0,3
"('cell', 2397)",0,0,0,0,8,0,0,0
"('cell', 548)",1,0,0,1,6,1,0,1
"('cell', 417)",0,0,0,0,5,0,0,0
"('cell', 122)",0,0,0,7,5,0,0,2
"('cell', 96)",0,0,0,6,5,0,0,2
"('cell', 110)",0,2,0,7,5,0,0,3
"('cell', 1981)",0,0,0,5,1,0,1,2
"('cell', 2047)",0,0,0,1,1,0,0,1
"('cell', 1902)",1,0,0,5,0,0,1,2
"('cell', 1865)",3,0,0,7,0,1,1,2
"('cell', 1635)",7,1,0,13,0,3,1,2
"('cell', 1506)",8,2,0,11,0,5,1,1
"('cell', 2036)",0,0,0,1,1,0,0,1
"('cell', 2129)",0,0,0,0,1,0,0,1
"('cell', 2079)",0,0,0,1,1,0,0,1
"('cell', 2450)",0,0,0,1,4,0,0,0
"('cell', 2210)",0,0,0,0,1,0,0,1
"('cell', 1948)",0,0,0,1,1,0,0,0
"('cell', 1461)",0,0,3,0,0,0,0,0
"('cell', 1763)",4,1,0,3,0,0,1,1
"('cell', 1565)",2,1,1,5,0,3,1,2
"('cell', 1741)",1,1,0,0,0,0,1,0
"('cell', 1877)",0,0,0,1,0,0,0,0
"('cell', 990)",5,2,0,5,1,2,2,0
"('cell', 917)",4,1,0,5,1,0,1,0
"('cell', 938)",3,1,0,6,1,0,2,0
"('cell', 1412)",8,8,1,14,0,5,2,0
"('cell', 1288)",0,0,0,0,15,0,0,0
"('cell', 1322)",0,0,0,1,13,1,0,1
"('cell', 1372)",0,0,0,3,14,3,0,2
"('cell', 1743)",0,0,0,5,10,5,1,1
"('cell', 1827)",0,0,0,4,9,3,1,1
"('cell', 2504)",0,0,0,0,4,0,0,1
"('cell', 2363)",0,0,0,1,10,0,0,6
"('cell', 855)",0,0,0,2,7,4,0,2
"('cell', 998)",3,0,0,2,12,4,0,0
"('cell', 1265)",0,0,1,1,18,0,0,1
"('cell', 1110)",1,0,0,0,11,0,0,0
"('cell', 1150)",0,0,0,0,20,1,0,0
"('cell', 1029)",2,0,0,0,16,3,0,0
"('cell', 1047)",0,0,0,0,18,0,0,0
"('cell', 1064)",1,0,0,0,13,2,0,0
"('cell', 1002)",3,0,0,2,11,4,0,0
"('cell', 471)",0,0,0,0,4,0,0,0
"('cell', 478)",1,0,0,0,6,0,0,0
"('cell', 369)",0,0,0,0,6,0,0,0
"('cell', 646)",0,0,4,0,2,0,0,0
"('cell', 535)",0,0,4,0,2,0,0,0
"('cell', 745)",1,0,1,0,12,0,0,1
"('cell', 737)",1,0,0,1,14,1,0,1
"('cell', 1933)",1,0,0,6,1,0,1,2
"('cell', 1837)",3,0,0,5,0,1,1,2
"('cell', 1991)",0,0,0,1,1,0,0,0
"('cell', 2020)",0,0,0,0,0,0,0,1
"('cell', 1945)",0,0,0,1,1,0,1,2
"('cell', 2194)",0,0,0,0,5,0,0,0
"('cell', 2321)",0,0,0,0,3,0,0,0
"('cell', 2155)",0,0,0,0,1,0,0,1
"('cell', 2152)",0,0,0,0,1,0,0,1
"('cell', 2364)",0,0,0,0,1,0,0,0
"('cell', 2413)",0,0,0,1,4,0,0,0
