,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1295)",1,1,0,3,0,3,7,6
"('cell', 163)",0,0,0,0,0,0,0,3
"('cell', 382)",1,3,0,7,0,0,3,6
"('cell', 128)",0,0,0,0,0,0,0,1
"('cell', 379)",2,2,0,7,0,0,2,3
"('cell', 402)",2,2,0,8,0,0,5,5
"('cell', 414)",2,1,1,9,0,0,4,5
"('cell', 1319)",2,0,0,2,0,2,4,3
"('cell', 1304)",2,0,0,5,0,3,5,4
"('cell', 1311)",2,0,0,3,0,3,6,3
"('cell', 250)",0,0,0,1,0,0,2,4
"('cell', 1229)",3,2,0,5,0,1,10,3
"('cell', 1209)",1,1,0,4,0,3,7,13
"('cell', 1158)",1,1,0,4,0,2,7,15
"('cell', 841)",0,0,0,8,0,2,15,0
"('cell', 838)",0,0,0,8,0,1,14,0
"('cell', 1220)",2,5,0,6,0,1,11,2
"('cell', 1237)",2,3,0,6,0,1,8,3
"('cell', 1271)",2,3,0,7,0,1,8,3
"('cell', 1073)",3,3,0,4,0,1,20,1
"('cell', 1053)",1,4,0,3,0,0,18,1
"('cell', 1107)",3,5,0,6,0,1,22,1
"('cell', 1046)",2,3,0,2,0,1,17,1
"('cell', 1022)",1,1,0,3,0,0,11,1
"('cell', 944)",0,2,0,3,0,0,14,3
"('cell', 651)",0,0,2,4,0,2,5,12
"('cell', 582)",0,0,2,8,0,2,5,8
"('cell', 559)",1,0,2,16,0,1,4,7
"('cell', 489)",2,2,0,13,0,0,7,4
"('cell', 800)",0,0,0,10,0,2,14,0
"('cell', 15)",0,0,0,0,1,0,2,0
"('cell', 1305)",1,1,0,5,0,5,5,0
"('cell', 1277)",3,1,0,9,0,8,8,3
"('cell', 1250)",2,1,0,8,0,7,10,1
"('cell', 948)",0,2,0,3,0,3,19,2
"('cell', 625)",0,0,0,5,0,0,6,0
"('cell', 674)",0,1,0,5,0,1,7,0
"('cell', 1285)",3,0,0,7,0,8,7,4
"('cell', 1317)",1,1,0,1,0,0,5,6
"('cell', 1138)",0,0,0,5,0,1,8,18
"('cell', 963)",1,2,0,8,0,0,14,5
"('cell', 902)",0,0,0,3,0,0,12,0
"('cell', 834)",0,2,0,3,0,2,12,2
"('cell', 1032)",0,4,0,2,0,0,18,2
"('cell', 1210)",3,2,0,7,0,2,10,23
"('cell', 159)",0,0,0,1,2,2,24,14
"('cell', 63)",0,0,0,0,0,0,14,2
"('cell', 94)",0,0,0,1,0,2,20,3
"('cell', 114)",0,0,0,1,0,0,16,1
"('cell', 124)",0,0,0,0,0,0,11,1
"('cell', 195)",0,0,0,1,0,1,26,4
"('cell', 82)",3,6,0,7,1,1,7,3
"('cell', 358)",2,2,0,5,0,0,2,4
"('cell', 357)",2,2,0,7,0,0,2,4
"('cell', 616)",0,0,0,15,0,4,17,0
"('cell', 572)",0,1,0,10,0,3,16,0
"('cell', 797)",0,0,0,12,0,3,9,8
"('cell', 302)",0,0,0,0,0,0,6,0
"('cell', 324)",0,0,0,0,0,0,6,0
"('cell', 344)",0,0,0,0,0,0,6,0
"('cell', 244)",1,1,0,4,0,0,12,3
"('cell', 424)",0,0,0,0,0,0,6,0
"('cell', 462)",0,0,0,0,0,0,5,0
"('cell', 487)",0,0,0,0,0,0,4,0
"('cell', 24)",0,0,0,7,0,0,2,0
"('cell', 1226)",2,1,0,6,0,7,9,1
"('cell', 1202)",2,1,0,8,0,5,8,0
"('cell', 1191)",1,2,0,9,0,7,9,0
"('cell', 719)",0,1,0,1,0,2,4,1
"('cell', 729)",0,0,0,3,0,0,5,0
"('cell', 722)",0,0,0,3,0,0,7,0
"('cell', 683)",0,0,0,5,0,0,9,1
"('cell', 746)",0,0,0,4,0,0,8,0
"('cell', 853)",0,1,0,2,0,1,12,1
"('cell', 866)",0,1,0,3,0,1,14,0
"('cell', 854)",0,0,0,4,0,1,15,0
"('cell', 733)",0,1,0,1,0,1,4,1
"('cell', 704)",0,0,0,1,0,1,2,0
"('cell', 709)",0,1,0,0,0,1,4,1
"('cell', 757)",0,1,0,1,0,1,7,1
"('cell', 744)",0,1,0,1,0,2,7,1
"('cell', 707)",0,1,0,3,0,2,6,1
"('cell', 753)",0,1,0,3,0,2,10,1
"('cell', 702)",0,1,0,2,0,2,6,1
"('cell', 688)",0,1,0,4,0,2,3,1
"('cell', 717)",0,1,0,5,0,2,6,1
"('cell', 884)",0,0,0,8,0,5,10,3
"('cell', 891)",0,0,0,7,0,4,14,2
"('cell', 823)",0,0,0,10,0,4,18,0
"('cell', 826)",0,0,0,7,0,4,13,0
"('cell', 912)",0,0,0,6,0,0,13,1
"('cell', 976)",1,1,0,4,0,1,16,2
"('cell', 552)",2,0,1,17,0,0,6,3
"('cell', 593)",0,1,0,10,0,3,17,0
"('cell', 309)",0,0,0,1,0,0,7,4
"('cell', 438)",0,0,0,0,0,0,8,0
"('cell', 426)",0,0,0,0,0,0,5,0
"('cell', 343)",0,0,0,1,0,0,6,4
"('cell', 971)",0,2,0,5,0,3,14,2
"('cell', 927)",0,2,0,5,0,3,21,2
"('cell', 852)",1,1,0,7,0,2,12,4
"('cell', 967)",0,1,0,4,0,2,3,8
"('cell', 724)",0,0,0,10,1,1,11,3
"('cell', 589)",0,0,0,4,0,0,3,0
"('cell', 561)",0,0,0,0,0,0,2,0
"('cell', 632)",0,0,0,7,0,1,7,1
"('cell', 615)",0,0,0,3,0,0,5,1
"('cell', 636)",0,0,0,4,0,0,5,0
