,CELL_ID,X,Y
1717,1718,1788,1073
2061,2062,1483,1342
2152,2153,1191,1433
2151,2152,1106,1430
2154,2155,1042,1434
2120,2121,589,1401
2108,2109,560,1390
1796,1797,348,1137
1804,1805,328,1141
666,667,1645,567
374,375,1866,355
409,410,1884,385
387,388,1871,367
1662,1663,1793,1033
1725,1726,1775,1075
2153,2154,1237,1433
2135,2136,1223,1417
1951,1952,1010,1261
1341,1342,344,891
960,961,316,731
992,993,179,743
917,918,286,708
933,934,301,715
958,959,285,729
879,880,285,689
398,399,813,380
1699,1700,296,1060
1901,1902,386,1223
699,700,1647,590
852,853,1759,677
575,576,1907,511
635,636,1680,552
104,105,1349,117
791,792,1126,641
1036,1037,1052,764
1692,1693,1743,1056
2051,2052,1500,1332
1721,1722,400,1076
2056,2057,1175,1338
2040,2041,1148,1325
2072,2073,1168,1353
2141,2142,1242,1416
2116,2117,1244,1398
2093,2094,1395,1376
2103,2104,1222,1385
2046,2047,1072,1337
1987,1988,1039,1287
2044,2045,1048,1325
2028,2029,1033,1312
1960,1961,1119,1263
890,891,493,690
927,928,414,711
1606,1607,256,1004
1212,1213,187,845
1022,1023,176,761
1031,1032,222,765
946,947,243,724
1006,1007,336,750
1005,1006,293,750
162,163,808,190
227,228,871,240
242,243,838,249
200,201,859,226
261,262,919,261
213,214,901,231
285,286,625,283
798,799,1082,645
679,680,1191,577
642,643,1192,556
1237,1238,528,853
988,989,704,745
478,479,855,448
523,524,854,478
648,649,845,557
557,558,778,502
618,619,776,543
512,513,739,474
538,539,805,488
606,607,798,539
1990,1991,756,1288
2021,2022,780,1302
2081,2082,595,1362
1695,1696,334,1060
729,730,1684,604
774,775,1751,634
732,733,1648,608
659,660,1619,562
638,639,1655,552
597,598,1605,532
568,569,1641,511
808,809,1911,649
730,731,1915,608
709,710,1736,596
788,789,1885,639
617,618,1822,543
660,661,1816,563
646,647,1894,554
684,685,1874,580
636,637,1871,551
592,593,1899,528
599,600,1914,533
551,552,1883,498
505,506,1896,465
465,466,1863,436
439,440,1769,415
435,436,1722,412
308,309,1811,300
363,364,1851,343
455,456,1756,432
536,537,1771,486
501,502,1770,463
486,487,1745,451
573,574,1723,511
598,599,1711,532
531,532,1741,481
566,567,1752,508
623,624,1765,545
655,656,1739,562
1387,1388,1869,911
1437,1438,1825,929
281,282,1353,278
472,473,1688,441
444,445,1700,421
526,527,1698,481
498,499,1733,459
386,387,1631,365
288,289,1490,284
188,189,1472,215
139,140,1449,160
56,57,1376,66
68,69,1438,79
58,59,1413,69
27,28,1377,37
746,747,1152,619
570,571,1185,512
595,596,1179,532
565,566,1156,507
548,549,1245,497
504,505,1256,465
541,542,1210,490
499,500,1333,460
515,516,1318,476
449,450,1299,426
467,468,1286,436
881,882,1004,689
784,785,1035,637
744,745,1010,618
989,990,958,743
1703,1704,1674,1061
1647,1648,1763,1028
2002,2003,1520,1298
2009,2010,1550,1302
2104,2105,1318,1385
2100,2101,1301,1383
1969,1970,1138,1270
2088,2089,1210,1367
2015,2016,1114,1304
2034,2035,1110,1319
2016,2017,1138,1303
2042,2043,1130,1321
1875,1876,1121,1200
1917,1918,971,1230
1962,1963,975,1267
696,697,187,588
1015,1016,558,753
1095,1096,272,792
1032,1033,285,766
1127,1128,261,807
1150,1151,233,818
878,879,236,689
913,914,264,707
207,208,776,230
165,166,788,192
128,129,805,152
79,80,805,89
126,127,779,151
146,147,800,172
157,158,827,187
349,350,781,341
414,415,687,389
345,346,671,336
447,448,834,424
460,461,867,433
418,419,1232,395
384,385,1193,367
378,379,1211,360
373,374,1246,356
477,478,1241,445
489,490,1221,454
419,420,1282,396
208,209,929,230
45,46,733,58
60,61,755,70
77,78,903,87
94,95,868,110
76,77,882,88
21,22,886,29
416,417,666,394
102,103,757,116
84,85,763,94
113,114,766,132
25,26,1314,34
38,39,1276,48
51,52,1311,60
49,50,1334,59
621,622,1154,544
678,679,1149,576
708,709,1122,597
649,650,1061,557
657,658,1090,563
612,613,1130,542
584,585,1133,519
619,620,984,543
534,535,1061,486
563,564,1007,505
589,590,1048,525
607,608,1071,537
558,559,956,504
268,269,940,266
1069,1070,707,779
672,673,935,573
641,642,949,553
654,655,987,563
1576,1577,554,987
476,477,693,445
543,544,724,490
809,810,436,650
839,840,848,667
766,767,942,629
922,923,934,709
1954,1955,925,1264
1924,1925,889,1238
1919,1920,913,1230
1675,1676,782,1043
1712,1713,790,1067
2079,2080,774,1360
2030,2031,744,1322
2070,2071,744,1349
2012,2013,765,1303
2033,2034,721,1317
2136,2137,614,1415
1678,1679,411,1045
1194,1195,1837,837
1161,1162,1813,820
748,749,1608,617
716,717,1617,600
715,716,1591,601
673,674,1602,572
755,756,1636,622
781,782,1613,636
893,894,1758,698
874,875,1733,686
397,398,1414,376
535,536,1373,488
582,583,1525,518
587,588,1497,521
518,519,1604,475
691,692,1853,583
987,988,1841,743
1100,1101,1842,794
896,897,1889,699
856,857,1820,679
401,402,1753,379
333,334,1822,322
301,302,1260,295
150,151,1317,180
267,268,1355,265
283,284,1433,279
338,339,1446,328
294,295,1395,291
248,249,1419,252
383,384,1324,364
65,66,1283,76
185,186,1491,210
205,206,1509,228
210,211,1535,230
291,292,1602,287
316,317,1641,308
354,355,1654,340
353,354,1599,335
258,259,1736,260
273,274,1719,270
251,252,1779,256
143,144,1476,167
295,296,1623,291
122,123,1399,139
130,131,1415,154
87,88,1395,97
105,106,1373,118
176,177,1381,203
154,155,1409,186
870,871,1090,687
847,848,1104,674
831,832,1152,664
1165,1166,1078,823
1010,1011,1119,748
910,911,1142,706
1009,1010,1096,751
385,386,1492,366
379,380,1478,360
367,368,1497,345
869,870,1053,686
821,822,1066,656
860,861,1073,678
854,855,1020,678
943,944,1090,720
925,926,1059,712
980,981,1077,736
909,910,1081,705
963,964,1103,730
889,890,1108,693
1808,1809,1034,1145
1877,1878,1148,1201
1761,1762,1637,1105
1807,1808,1654,1146
1605,1606,1663,1003
1843,1844,1353,1178
2032,2033,1426,1316
1869,1870,1644,1196
1983,1984,1591,1281
1982,1983,1540,1284
1023,1024,378,763
1696,1697,631,1060
1673,1674,651,1042
1998,1999,739,1292
2007,2008,565,1300
1945,1946,622,1258
2139,2140,1345,1417
2147,2148,1316,1425
2000,2001,1267,1295
2065,2066,1293,1346
1996,1997,1171,1290
2027,2028,1158,1315
1986,1987,951,1288
1985,1986,992,1286
1888,1889,1036,1209
1896,1897,1051,1217
1955,1956,1044,1261
897,898,351,702
900,901,313,700
850,851,218,679
770,771,300,633
1454,1455,273,937
169,170,719,198
161,162,762,191
149,150,706,174
206,207,724,231
390,391,854,369
399,400,840,378
326,327,859,317
309,310,1179,301
222,223,953,235
226,227,977,239
12,13,736,19
37,38,754,44
26,27,726,38
75,76,737,85
66,67,721,79
54,55,694,62
82,83,866,95
88,89,843,101
344,345,618,333
23,24,1230,34
175,176,1070,202
246,247,1069,248
22,23,1053,29
7,8,1117,9
20,21,1124,25
6,7,1145,7
13,14,1158,19
32,33,1117,39
43,44,1118,53
118,119,1237,134
89,90,1225,102
466,467,1068,437
502,503,1044,466
377,378,1067,359
350,351,1072,339
423,424,1064,399
461,462,1033,434
525,526,1126,481
503,504,1122,463
510,511,1099,470
544,545,1134,494
540,541,1093,491
513,514,1160,474
368,369,963,347
337,338,1035,328
1748,1749,579,1095
940,941,604,716
883,884,765,690
780,781,767,637
722,723,691,602
464,465,602,436
456,457,559,433
671,672,196,572
647,648,556,556
1840,1841,821,1179
1974,1975,870,1277
1948,1949,899,1259
1946,1947,875,1256
1819,1820,739,1161
2023,2024,824,1307
2026,2027,806,1308
2038,2039,809,1324
1973,1974,854,1278
761,762,1562,624
706,707,1539,592
773,774,1588,635
826,827,1662,659
832,833,1642,666
823,824,1587,658
813,814,1573,650
924,925,1719,710
935,936,1436,715
931,932,1506,713
865,866,1411,682
787,788,1478,639
806,807,1510,649
751,752,1477,619
768,769,1453,629
720,721,1448,601
740,741,1458,613
407,408,1438,382
496,497,1372,457
550,551,1496,498
332,333,1714,323
312,313,1705,302
330,331,1743,320
1480,1481,1771,948
990,991,1711,743
174,175,1247,201
164,165,1233,190
304,305,1313,297
239,240,1295,246
280,281,1325,278
340,341,1285,331
135,136,1529,156
125,126,1506,149
156,157,1572,186
136,137,1549,156
144,145,1586,167
170,171,1553,196
155,156,1604,186
53,54,1605,62
70,71,1621,77
46,47,1514,57
24,25,1540,34
19,20,1567,29
39,40,1596,47
97,98,1624,113
83,84,1634,96
145,146,1628,168
112,113,1642,132
36,37,1439,42
40,41,1478,51
50,51,1435,60
17,18,1382,24
16,17,1453,23
2,3,1339,6
9,10,1525,15
757,758,1181,622
1180,1181,1178,829
1228,1229,1184,850
1092,1093,1173,790
1065,1066,1190,778
1132,1133,1180,810
1041,1042,1172,765
1061,1062,1129,778
1020,1021,1154,758
1787,1788,1146,1126
1621,1622,1094,1012
1182,1183,941,830
1556,1557,1563,978
1446,1447,1725,936
1356,1357,1566,897
1968,1969,1389,1273
1911,1912,1361,1227
1899,1900,1382,1219
1627,1628,1597,1011
1950,1951,1556,1256
1965,1966,1543,1267
1972,1973,1560,1275
1966,1967,1577,1269
1943,1944,1574,1251
1913,1914,1555,1225
1634,1635,1459,1019
1867,1868,1476,1196
1844,1845,1448,1178
1885,1886,1463,1204
1820,1821,694,1165
2037,2038,1218,1321
2069,2070,1219,1349
2017,2018,1210,1305
2053,2054,1197,1333
1938,1939,1203,1249
1898,1899,1213,1218
733,734,210,612
1247,1248,474,858
318,319,827,309
236,237,809,247
293,294,1099,289
327,328,1048,316
266,267,1088,266
329,330,1095,320
310,311,1108,304
269,270,1114,266
300,301,1126,294
311,312,1153,304
427,428,1103,402
415,416,1150,389
462,463,1128,434
453,454,1170,429
101,102,711,115
109,110,719,125
90,91,740,104
14,15,873,22
93,94,1209,107
196,197,978,220
228,229,999,241
178,179,981,204
73,74,1126,81
55,56,1151,61
33,34,1160,41
29,30,1139,38
48,49,1129,60
1768,1769,567,1109
1457,1458,534,940
508,509,614,468
520,521,577,475
282,283,529,280
173,174,383,201
616,617,457,542
445,446,466,423
1865,1866,878,1196
1879,1880,829,1202
1893,1894,956,1212
1880,1881,1019,1203
1862,1863,927,1195
2144,2145,639,1421
2133,2134,663,1413
2145,2146,680,1422
2127,2128,713,1406
1649,1650,476,1028
903,904,1657,704
872,873,1666,685
1024,1025,1649,762
1025,1026,1685,762
975,976,1662,735
1002,1003,1630,748
923,924,1577,709
895,896,1550,698
877,878,1465,687
886,887,1485,693
810,811,1489,652
843,844,1458,673
968,969,1422,732
1118,1119,1324,803
950,951,1568,725
794,795,1442,643
602,603,1252,534
580,581,1253,516
661,662,1348,565
425,426,1417,399
483,484,1420,450
517,518,1494,472
463,464,1429,434
257,258,1267,257
275,276,1258,274
443,444,1652,417
243,244,1589,246
271,272,1582,271
240,241,1570,249
211,212,1568,227
241,242,1620,242
189,190,1619,214
224,225,1603,236
265,266,1629,264
263,264,1604,262
96,97,1475,113
117,118,1481,135
99,100,1450,114
74,75,1572,84
92,93,1506,108
44,45,1550,57
120,121,1560,138
100,101,1584,115
59,60,1589,69
95,96,1607,111
182,183,1711,208
181,182,1664,210
186,187,1696,211
216,217,1638,232
180,181,1636,206
158,159,1637,188
225,226,1699,236
1183,1184,1330,831
1060,1061,1522,775
1096,1097,1514,792
1038,1039,1489,766
1001,1002,1497,746
953,954,1536,729
633,634,1258,551
711,712,1225,598
1062,1063,1220,777
964,965,1187,730
1267,1268,1191,863
1283,1284,1240,871
1579,1580,960,990
1427,1428,963,929
1553,1554,1218,976
1652,1653,1185,1030
1407,1408,1606,921
1383,1384,1588,909
1694,1695,1536,1060
1629,1630,1571,1016
1737,1738,1606,1085
1674,1675,1523,1042
1860,1861,1545,1189
1850,1851,1479,1179
1845,1846,1585,1178
1933,1934,1420,1241
1905,1906,1515,1221
1912,1913,1533,1225
1886,1887,1503,1207
1125,1126,372,805
1510,1511,413,959
1878,1879,682,1202
1872,1873,643,1198
1859,1860,686,1188
1902,1903,709,1222
2019,2020,530,1305
1906,1907,624,1224
1864,1865,614,1196
1828,1829,537,1170
1815,1816,557,1154
256,257,1153,259
255,256,1131,261
244,245,1142,249
289,290,1144,285
278,279,1168,276
218,219,1192,231
231,232,1172,242
179,180,1197,206
184,185,1214,210
41,42,826,54
34,35,848,43
31,32,831,39
47,48,810,59
71,72,822,80
42,43,858,59
72,73,852,79
151,152,1209,181
172,173,1185,200
168,169,1170,196
67,68,1203,78
52,53,1213,63
107,108,1199,121
115,116,1216,132
147,148,1186,171
138,139,1225,158
233,234,1131,241
235,236,1105,244
215,216,1093,231
197,198,1079,221
191,192,1003,215
171,172,1048,200
159,160,1000,189
78,79,1167,87
63,64,1148,76
86,87,1145,96
91,92,1184,103
57,58,1172,66
64,65,1189,76
1635,1636,663,1021
485,486,453,452
459,460,436,430
652,653,492,559
603,604,472,537
1816,1817,939,1154
1821,1822,907,1166
1426,1427,881,928
2098,2099,656,1381
2109,2110,691,1388
2078,2079,688,1361
2122,2123,677,1403
904,905,1612,703
899,900,1589,700
942,943,1637,718
871,872,1604,684
887,888,1641,693
1080,1081,1434,785
1111,1112,1409,799
1043,1044,1425,768
1086,1087,1461,787
1011,1012,1459,749
1014,1015,1386,752
1000,1001,1411,748
929,930,1404,713
1066,1067,1399,779
1099,1100,1360,794
983,984,1369,739
1029,1030,1350,764
719,720,1425,599
776,777,1419,636
747,748,1431,619
707,708,1368,595
662,663,1420,566
690,691,1442,582
694,695,1472,588
613,614,1481,541
528,529,1464,482
596,597,1279,531
571,572,1303,512
422,423,1481,399
428,429,1449,401
438,439,1442,416
491,492,1496,455
400,401,1484,380
450,451,1549,427
375,376,1524,358
1123,1124,1669,803
