,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 984)",0,0,0,2,1,1,0,0
"('cell', 203)",0,1,0,0,2,0,7,0
"('cell', 241)",0,1,0,0,2,0,1,0
"('cell', 228)",0,1,0,2,2,0,2,0
"('cell', 202)",0,1,0,2,1,0,8,0
"('cell', 257)",0,1,0,1,2,0,0,0
"('cell', 168)",0,1,0,2,1,0,9,0
"('cell', 526)",0,0,0,1,2,0,9,0
"('cell', 17)",0,0,0,1,0,0,0,1
"('cell', 9)",0,0,0,1,0,0,0,1
"('cell', 893)",0,0,0,1,5,1,0,0
"('cell', 848)",0,0,0,2,4,2,0,0
"('cell', 22)",0,0,0,1,0,0,0,1
"('cell', 478)",0,0,0,0,3,0,2,0
"('cell', 555)",0,0,0,1,2,0,7,0
"('cell', 556)",0,0,0,1,1,0,4,0
"('cell', 446)",0,0,0,0,2,0,1,0
"('cell', 235)",0,1,0,2,0,0,5,0
"('cell', 187)",0,1,0,2,0,0,9,0
"('cell', 268)",0,1,0,2,2,0,4,0
"('cell', 285)",0,1,0,1,2,0,3,0
"('cell', 311)",0,1,0,2,2,0,6,0
"('cell', 325)",0,1,0,1,2,0,4,0
"('cell', 436)",0,0,1,0,1,0,12,0
"('cell', 230)",0,0,0,0,2,0,0,0
"('cell', 510)",0,0,1,2,3,4,14,0
"('cell', 482)",0,0,1,0,3,2,13,0
"('cell', 177)",0,0,0,4,2,0,0,0
"('cell', 840)",0,0,0,3,5,2,5,0
"('cell', 865)",0,0,0,5,6,2,10,0
"('cell', 884)",0,0,0,6,6,1,10,0
"('cell', 315)",0,1,0,2,0,0,7,0
"('cell', 272)",0,1,0,2,0,0,5,0
"('cell', 500)",0,0,1,0,0,0,10,0
"('cell', 471)",0,0,0,0,1,0,9,0
"('cell', 376)",0,0,1,2,1,0,17,0
"('cell', 345)",0,1,1,2,1,0,9,0
"('cell', 347)",0,1,0,1,2,0,6,0
"('cell', 432)",0,0,0,0,1,0,8,0
"('cell', 450)",0,0,0,0,0,0,8,0
"('cell', 605)",0,0,0,2,1,3,12,0
"('cell', 420)",0,0,0,0,2,0,7,0
"('cell', 472)",0,0,0,0,3,0,6,0
"('cell', 443)",0,0,0,0,2,0,2,0
"('cell', 1368)",0,2,0,8,7,0,9,0
"('cell', 1394)",0,2,0,7,6,0,11,0
"('cell', 1134)",0,0,0,7,10,3,15,0
"('cell', 1054)",0,0,0,7,10,2,16,0
"('cell', 839)",0,0,0,5,6,2,11,0
"('cell', 634)",0,0,0,5,4,7,13,1
"('cell', 787)",0,0,0,8,7,5,11,2
"('cell', 745)",0,0,0,7,7,7,13,3
"('cell', 809)",0,0,0,7,5,4,8,2
"('cell', 853)",0,0,0,8,6,2,6,2
"('cell', 1340)",0,2,0,11,8,2,13,0
"('cell', 1421)",0,1,0,4,1,0,13,1
"('cell', 1431)",0,2,0,4,3,1,14,2
"('cell', 1473)",2,1,0,3,0,0,22,0
"('cell', 648)",0,2,0,16,10,0,7,2
"('cell', 509)",0,1,0,2,6,2,12,1
"('cell', 150)",0,0,0,3,1,0,0,0
"('cell', 151)",0,0,0,1,2,0,13,0
"('cell', 442)",0,0,1,1,3,3,12,0
"('cell', 405)",0,0,1,2,3,1,16,0
"('cell', 484)",0,0,1,1,3,5,15,0
"('cell', 613)",0,1,0,10,9,0,10,2
"('cell', 633)",0,2,0,17,11,0,8,2
"('cell', 722)",0,0,0,3,4,2,0,0
"('cell', 686)",0,1,1,3,1,2,0,0
"('cell', 662)",0,1,3,2,1,2,0,0
"('cell', 649)",4,3,3,2,1,2,0,0
"('cell', 707)",0,1,4,1,1,1,0,0
"('cell', 763)",0,0,2,2,5,1,0,0
"('cell', 741)",0,1,3,1,2,0,0,0
"('cell', 723)",0,1,3,2,2,1,0,0
"('cell', 725)",0,0,3,3,4,2,0,0
"('cell', 804)",0,0,2,2,5,1,0,0
"('cell', 1184)",2,1,1,4,0,0,18,0
"('cell', 465)",1,1,0,11,0,4,0,0
"('cell', 79)",3,2,0,8,6,3,1,0
"('cell', 494)",2,1,0,9,3,0,14,0
"('cell', 568)",1,0,0,5,6,0,21,0
"('cell', 305)",0,1,1,2,1,0,12,0
"('cell', 292)",0,1,1,2,0,0,7,0
