,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 784)",0,0,0,5,0,0,0,1
"('cell', 787)",0,0,0,6,0,0,0,0
"('cell', 948)",0,0,0,5,0,0,0,0
"('cell', 86)",3,4,0,5,2,1,12,1
"('cell', 1113)",0,1,0,0,0,0,0,0
"('cell', 840)",1,0,0,7,1,1,16,3
"('cell', 1014)",0,0,0,3,0,0,0,0
"('cell', 1065)",0,0,0,3,0,0,0,0
"('cell', 745)",2,1,1,7,2,1,8,1
"('cell', 755)",2,1,1,8,2,1,9,2
"('cell', 1086)",0,1,0,0,0,0,0,0
"('cell', 1085)",0,0,0,1,0,0,0,0
"('cell', 1051)",0,0,0,3,0,0,0,0
"('cell', 1032)",0,0,0,3,0,0,0,0
"('cell', 821)",1,0,0,6,1,1,13,3
"('cell', 887)",0,0,0,4,0,0,0,0
"('cell', 888)",0,0,0,2,0,0,0,0
"('cell', 854)",0,0,0,2,0,0,0,0
"('cell', 838)",0,0,0,2,0,0,0,0
"('cell', 876)",0,0,0,3,0,0,0,0
"('cell', 868)",0,0,0,4,0,0,0,0
"('cell', 226)",2,2,0,4,0,1,6,0
"('cell', 215)",2,4,0,4,0,1,6,1
"('cell', 780)",0,0,0,3,0,1,8,2
"('cell', 1074)",0,1,0,1,0,0,0,0
"('cell', 1068)",0,0,0,2,0,0,0,0
"('cell', 603)",5,1,0,4,1,0,16,2
"('cell', 1115)",0,2,0,8,2,2,5,0
"('cell', 818)",0,0,0,2,0,0,0,0
"('cell', 831)",0,0,0,2,0,0,0,0
"('cell', 805)",0,0,0,4,0,0,0,0
"('cell', 895)",0,0,0,1,0,0,0,0
"('cell', 891)",0,0,0,2,0,0,0,0
"('cell', 812)",0,0,0,1,0,0,0,0
"('cell', 822)",0,0,0,1,0,0,0,0
"('cell', 813)",0,0,0,2,0,0,0,0
"('cell', 802)",0,0,0,3,0,0,0,0
"('cell', 775)",0,0,0,3,0,1,13,2
"('cell', 683)",2,2,0,7,1,0,20,4
"('cell', 583)",6,0,0,2,1,0,11,1
"('cell', 568)",5,0,0,2,1,0,9,0
"('cell', 560)",6,2,0,2,0,0,8,0
"('cell', 565)",6,7,0,4,1,0,15,2
"('cell', 534)",7,3,0,5,1,0,15,3
"('cell', 185)",4,5,0,4,2,0,12,1
"('cell', 184)",4,6,0,5,1,1,11,1
"('cell', 8)",0,1,0,2,2,0,10,0
"('cell', 13)",1,2,0,4,1,0,7,0
"('cell', 470)",1,1,0,1,0,2,14,0
"('cell', 624)",1,4,1,12,3,1,9,7
"('cell', 800)",0,0,0,4,0,0,0,0
"('cell', 794)",0,0,0,4,0,0,0,0
"('cell', 1077)",0,1,0,1,0,0,0,0
"('cell', 1106)",0,1,0,0,0,0,0,0
"('cell', 1112)",0,1,0,0,0,0,0,0
"('cell', 1102)",0,1,0,0,0,0,0,0
"('cell', 1104)",0,1,0,0,0,0,0,0
"('cell', 1082)",0,1,0,0,0,0,0,0
"('cell', 1093)",0,1,0,0,0,0,0,0
"('cell', 796)",0,0,0,4,0,0,0,0
"('cell', 806)",0,0,0,3,0,0,0,0
"('cell', 804)",0,0,0,2,0,0,0,0
"('cell', 923)",0,0,0,2,0,0,0,0
"('cell', 913)",0,0,0,3,0,0,0,0
"('cell', 902)",0,0,0,3,0,0,0,0
"('cell', 815)",0,0,0,2,0,0,0,0
"('cell', 63)",2,3,0,2,2,0,10,1
"('cell', 615)",3,6,0,4,1,0,20,4
"('cell', 636)",2,4,0,6,1,0,20,3
"('cell', 418)",9,3,0,5,0,1,9,2
"('cell', 165)",7,1,0,5,3,0,19,0
"('cell', 217)",6,1,0,7,3,1,21,0
"('cell', 57)",9,2,0,4,2,0,18,2
"('cell', 251)",6,1,0,5,1,0,24,0
"('cell', 224)",5,1,0,5,3,0,21,0
"('cell', 117)",5,2,0,3,1,0,19,2
"('cell', 11)",5,2,0,2,1,0,14,1
"('cell', 137)",3,4,0,4,1,0,15,2
"('cell', 134)",2,5,0,3,1,0,11,1
"('cell', 120)",4,4,0,5,1,0,12,1
"('cell', 955)",0,2,0,6,2,1,13,0
"('cell', 346)",2,0,0,3,0,2,13,0
"('cell', 649)",1,4,1,12,2,1,9,1
"('cell', 817)",0,0,0,3,0,0,0,0
"('cell', 823)",0,0,0,2,0,0,0,0
"('cell', 811)",0,0,0,3,0,0,0,0
"('cell', 809)",0,0,0,4,0,0,0,0
"('cell', 837)",0,0,0,3,0,0,0,0
"('cell', 592)",3,1,0,8,1,1,16,0
"('cell', 625)",7,1,0,6,5,3,14,1
"('cell', 654)",2,0,0,8,3,2,8,1
"('cell', 664)",2,6,0,9,2,3,13,0
"('cell', 727)",1,2,0,11,1,2,11,0
"('cell', 1057)",0,1,0,0,0,0,0,0
"('cell', 1073)",0,1,0,0,0,0,0,0
"('cell', 871)",0,0,0,2,0,0,0,0
"('cell', 798)",0,0,0,2,0,0,0,0
"('cell', 801)",0,0,0,3,0,0,0,0
"('cell', 789)",0,0,0,3,0,0,0,0
"('cell', 795)",0,0,0,2,0,0,0,0
"('cell', 803)",0,0,0,2,0,0,0,0
"('cell', 836)",0,0,0,1,0,0,0,0
"('cell', 814)",0,0,0,2,0,0,0,0
"('cell', 820)",0,0,0,2,0,0,0,0
"('cell', 828)",0,0,0,2,0,0,0,0
"('cell', 845)",0,0,0,1,0,0,0,0
"('cell', 824)",0,0,0,1,0,0,0,0
"('cell', 851)",0,0,0,2,0,0,0,0
"('cell', 37)",3,4,0,2,0,0,13,3
"('cell', 23)",4,3,0,2,0,0,15,0
"('cell', 147)",2,2,0,10,5,4,12,5
"('cell', 1028)",0,0,0,1,0,0,0,0
"('cell', 1010)",0,0,0,1,0,0,0,0
"('cell', 1044)",0,1,0,0,0,0,0,0
