,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 3026)",0,0,4,0,5,0,0,1
"('cell', 3052)",1,2,0,5,7,0,4,0
"('cell', 3054)",1,2,0,6,8,0,6,1
"('cell', 3044)",0,0,2,1,3,0,0,2
"('cell', 1238)",0,0,3,0,4,0,0,0
"('cell', 3037)",1,0,0,3,15,0,3,1
"('cell', 3042)",1,0,1,1,14,0,1,1
"('cell', 3036)",1,0,1,3,20,0,1,1
"('cell', 3033)",0,0,3,1,3,0,0,1
"('cell', 2139)",1,0,1,2,2,0,0,0
"('cell', 2109)",1,0,1,3,3,0,0,1
"('cell', 1731)",0,0,2,2,11,1,0,3
"('cell', 1578)",0,0,1,1,9,1,0,3
"('cell', 71)",0,0,0,2,5,4,0,2
"('cell', 1295)",0,0,3,0,0,0,0,0
"('cell', 1262)",0,0,3,0,0,0,0,0
"('cell', 1513)",0,0,0,1,1,1,0,0
"('cell', 1241)",0,0,4,0,1,0,0,0
"('cell', 1258)",0,0,2,0,1,0,0,0
"('cell', 779)",0,2,2,0,8,0,0,0
"('cell', 915)",0,3,2,0,5,0,0,0
"('cell', 3051)",0,0,2,0,12,0,0,0
"('cell', 3029)",0,0,2,1,3,0,0,2
"('cell', 3053)",0,0,1,1,6,0,0,2
"('cell', 3039)",1,0,0,3,12,0,7,1
"('cell', 3038)",1,2,1,7,9,0,7,0
"('cell', 3016)",0,0,4,0,7,0,0,1
"('cell', 2586)",0,0,2,2,11,0,2,2
"('cell', 2549)",0,0,2,2,9,0,2,2
"('cell', 1979)",1,0,0,2,8,1,0,3
"('cell', 1859)",1,0,0,2,12,1,0,3
"('cell', 2040)",1,0,1,4,7,1,0,1
"('cell', 1690)",0,0,4,3,16,1,0,3
"('cell', 1069)",0,0,3,0,0,0,0,0
"('cell', 994)",0,0,12,0,0,0,0,0
"('cell', 1038)",0,0,7,0,0,0,0,0
"('cell', 1031)",0,0,11,0,0,0,0,0
"('cell', 1009)",0,0,11,0,0,0,0,0
"('cell', 1066)",0,0,11,0,0,0,0,0
"('cell', 1328)",0,0,7,0,9,0,0,0
"('cell', 1139)",0,0,7,0,2,0,0,0
"('cell', 1293)",0,0,8,0,6,0,0,0
"('cell', 3049)",1,2,0,6,8,2,4,0
"('cell', 3035)",1,2,0,7,8,5,4,0
"('cell', 1702)",0,0,0,3,0,6,5,0
"('cell', 1640)",0,0,0,2,1,3,2,0
"('cell', 1905)",0,0,0,4,0,5,6,0
"('cell', 1900)",2,0,1,4,0,5,8,0
"('cell', 1550)",0,0,0,2,1,3,0,0
"('cell', 1545)",1,0,2,3,1,3,1,0
"('cell', 1558)",0,0,0,2,1,4,0,0
"('cell', 1622)",0,0,0,2,1,5,2,0
"('cell', 1351)",0,0,2,0,0,0,0,0
"('cell', 1323)",0,0,2,0,0,0,0,0
"('cell', 1368)",0,0,1,0,0,0,0,0
"('cell', 1432)",0,0,1,0,1,0,0,0
"('cell', 1179)",0,0,7,1,4,0,0,0
"('cell', 1287)",0,0,3,1,3,0,0,0
"('cell', 771)",0,0,3,0,7,0,0,0
"('cell', 812)",0,0,4,0,7,0,0,0
"('cell', 735)",0,0,4,0,6,0,0,0
"('cell', 1162)",0,0,4,0,2,0,0,0
"('cell', 1126)",0,0,3,0,2,0,0,0
"('cell', 720)",1,0,3,0,9,0,0,0
"('cell', 650)",1,0,3,0,6,0,0,0
"('cell', 549)",1,0,1,0,3,1,2,0
"('cell', 608)",1,0,2,0,5,0,1,0
"('cell', 543)",1,0,1,0,2,1,2,0
"('cell', 1168)",0,0,4,1,11,0,0,0
"('cell', 710)",0,0,1,0,8,0,0,0
"('cell', 1013)",1,0,9,0,7,0,1,0
"('cell', 3021)",0,0,2,1,17,0,0,1
"('cell', 2694)",0,0,1,0,16,0,1,1
"('cell', 2731)",0,0,0,0,9,0,0,1
"('cell', 2622)",0,0,2,1,14,0,1,1
"('cell', 2852)",1,0,1,0,9,0,0,0
"('cell', 2977)",0,0,4,0,7,0,0,1
"('cell', 2994)",0,0,5,0,8,0,0,1
"('cell', 2963)",0,0,7,0,7,0,0,0
"('cell', 3027)",0,0,3,0,7,0,0,1
"('cell', 2874)",0,0,2,1,11,0,0,0
"('cell', 2844)",0,0,2,1,20,0,0,1
"('cell', 1182)",1,0,3,1,2,3,2,0
"('cell', 1654)",0,0,5,2,17,1,0,0
"('cell', 2273)",1,0,3,4,3,1,2,0
"('cell', 2235)",1,0,2,2,2,0,1,0
"('cell', 2652)",0,0,1,1,16,0,1,1
"('cell', 1713)",0,0,4,2,18,1,0,2
"('cell', 1260)",0,0,3,0,4,0,0,0
"('cell', 1194)",0,0,4,0,3,0,0,0
"('cell', 1366)",0,0,6,0,10,0,0,0
"('cell', 1306)",0,0,7,0,7,0,0,0
"('cell', 1104)",0,0,4,0,1,0,0,0
