,CELL_ID,X,Y
2249,2250,1217,1430
2219,2220,1024,1394
1424,1425,1769,886
814,815,1785,522
2236,2237,940,1414
2210,2211,983,1386
2221,2222,964,1396
2238,2239,1076,1422
2241,2242,1050,1422
2217,2218,1059,1392
2250,2251,938,1432
1869,1870,369,1122
1528,1529,286,934
1411,1412,351,868
1147,1148,439,720
972,973,468,617
1491,1492,1746,912
1563,1564,1716,949
2193,2194,1028,1369
2203,2204,1046,1380
2159,2160,1030,1343
2251,2252,1186,1433
1167,1168,1656,735
1396,1397,1779,859
993,994,1693,630
1056,1057,1638,670
1030,1031,1675,652
871,872,1057,564
936,937,1029,599
585,586,1731,394
542,543,1707,369
592,593,1754,398
638,639,1748,424
353,354,1701,247
405,406,1672,287
713,714,1733,465
663,664,1736,439
772,773,1757,492
721,722,1773,469
992,993,1660,630
2207,2208,621,1383
2168,2169,649,1352
2198,2199,638,1373
2205,2206,686,1379
2231,2232,670,1409
1493,1494,286,915
1504,1505,306,919
1479,1480,276,907
785,786,309,504
737,738,290,478
1741,1742,368,1054
1756,1757,353,1062
1765,1766,387,1074
1972,1973,483,1191
1991,1992,440,1204
2024,2025,457,1227
1995,1996,416,1208
1892,1893,384,1140
1169,1170,441,735
1399,1400,455,861
1388,1389,475,857
1532,1533,350,934
1523,1524,330,930
1460,1461,355,896
1505,1506,376,919
1058,1059,445,669
931,932,473,597
266,267,353,197
320,321,333,229
109,110,452,85
13,14,624,10
29,30,658,24
1209,1210,1631,757
1278,1279,1594,793
969,970,1038,614
1008,1009,1038,637
1622,1623,1685,989
1605,1606,1712,978
1538,1539,1687,936
1489,1490,1649,909
1429,1430,1714,879
2165,2166,1066,1348
2120,2121,1002,1309
2098,2099,979,1293
2244,2245,1166,1426
2155,2156,1081,1343
1229,1230,1572,766
1180,1181,1603,742
1014,1015,1585,645
1047,1048,1604,663
1065,1066,1582,674
781,782,1735,498
838,839,1747,539
779,780,1568,500
937,938,1623,599
1025,1026,1626,648
1040,1041,1693,657
1092,1093,1709,685
1298,1299,1769,802
536,537,1276,366
634,635,1151,424
522,523,1217,363
50,51,1348,44
12,13,1338,8
152,153,1520,124
84,85,1167,65
108,109,1221,86
77,78,1189,62
34,35,1193,29
2,3,1196,3
33,34,1156,29
9,10,1150,8
