,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 2915)",0,0,1,0,1,0,0,0
"('cell', 2895)",0,0,0,0,1,0,0,0
"('cell', 1810)",2,1,0,1,0,0,7,0
"('cell', 1945)",2,1,0,2,0,0,10,0
"('cell', 1765)",0,1,0,0,0,0,5,0
"('cell', 1135)",0,1,0,0,0,0,10,0
"('cell', 1085)",0,2,1,0,1,0,0,0
"('cell', 1258)",6,4,1,2,1,4,7,0
"('cell', 1828)",0,0,5,0,0,0,1,0
"('cell', 2699)",1,1,0,0,0,2,2,0
"('cell', 1818)",0,0,0,0,0,2,2,0
"('cell', 1923)",0,0,1,0,0,0,0,0
"('cell', 1776)",0,0,2,0,0,0,0,0
"('cell', 1882)",0,0,2,0,0,0,1,0
"('cell', 2831)",0,0,0,0,1,0,0,0
"('cell', 2808)",0,0,0,0,1,0,0,0
"('cell', 2846)",0,0,0,0,1,0,0,0
"('cell', 2854)",0,0,0,0,1,0,0,0
"('cell', 2920)",0,0,0,0,0,3,5,1
"('cell', 2950)",0,0,1,0,0,0,0,0
"('cell', 2946)",0,0,1,0,0,0,0,0
"('cell', 2942)",0,0,1,0,0,1,1,0
"('cell', 2945)",0,0,0,0,0,3,5,1
"('cell', 2951)",0,0,0,2,0,6,8,1
"('cell', 2960)",0,0,1,0,0,0,0,0
"('cell', 2913)",0,0,0,1,0,5,8,1
"('cell', 2891)",0,0,0,1,0,3,4,1
"('cell', 1758)",1,1,0,1,0,0,7,0
"('cell', 1716)",0,0,0,0,0,0,2,0
"('cell', 1701)",0,0,0,0,0,0,4,0
"('cell', 1670)",0,0,0,0,0,0,1,0
"('cell', 1677)",0,0,0,0,0,0,4,0
"('cell', 1241)",0,1,1,0,0,0,0,0
"('cell', 1309)",0,1,1,0,0,0,0,0
"('cell', 1150)",0,0,0,0,0,0,5,0
"('cell', 1267)",0,1,1,0,0,0,0,0
"('cell', 1281)",0,1,0,0,0,0,0,0
"('cell', 1343)",0,1,0,0,0,0,2,0
"('cell', 1771)",0,1,0,0,0,0,1,0
"('cell', 1483)",0,0,1,0,0,0,0,0
"('cell', 1471)",0,0,1,0,0,0,0,0
"('cell', 1528)",0,0,1,0,0,0,0,0
"('cell', 2041)",0,0,0,1,0,1,10,0
"('cell', 1914)",1,3,0,0,0,0,2,0
"('cell', 1822)",0,1,0,0,0,0,1,0
"('cell', 1826)",1,1,0,0,0,0,8,0
"('cell', 1759)",1,1,0,0,0,0,7,0
"('cell', 1276)",7,3,0,1,0,3,7,0
"('cell', 1287)",4,3,0,0,0,2,6,0
"('cell', 1051)",0,4,1,0,1,0,1,0
"('cell', 1391)",0,0,1,0,0,0,0,0
"('cell', 2645)",1,2,0,1,1,3,2,0
"('cell', 2550)",0,0,0,0,0,0,3,0
"('cell', 2546)",1,0,0,0,1,1,3,0
"('cell', 2549)",1,0,0,0,0,0,4,0
"('cell', 2504)",0,0,0,0,1,0,1,0
"('cell', 2622)",4,0,0,1,0,2,8,0
"('cell', 2603)",2,0,0,0,0,2,6,0
"('cell', 2489)",0,1,0,0,0,0,0,0
"('cell', 2424)",0,0,0,1,0,0,3,0
"('cell', 1477)",0,2,0,0,1,0,1,0
"('cell', 1422)",2,1,0,2,1,0,3,0
"('cell', 1440)",0,1,0,2,0,0,2,0
"('cell', 1497)",0,2,0,0,0,0,1,0
"('cell', 1513)",0,1,0,0,1,0,0,0
"('cell', 1212)",5,3,1,1,1,2,3,0
"('cell', 1102)",3,2,1,0,1,0,1,0
"('cell', 1321)",1,2,1,4,1,1,4,0
"('cell', 1371)",1,2,0,4,1,1,6,0
"('cell', 1324)",1,1,1,3,1,1,9,0
"('cell', 1198)",2,1,0,5,0,4,7,0
"('cell', 980)",0,0,0,0,0,0,1,0
"('cell', 1011)",0,0,0,0,0,0,2,0
"('cell', 2683)",6,1,0,1,0,4,11,0
"('cell', 2746)",4,1,0,0,0,2,3,0
"('cell', 2694)",1,1,0,0,0,2,2,0
"('cell', 2673)",0,1,0,0,0,1,0,0
"('cell', 2086)",0,0,0,0,0,0,4,0
"('cell', 2031)",0,0,1,0,0,0,3,0
"('cell', 1890)",0,0,0,0,0,2,3,0
"('cell', 2131)",0,0,1,2,0,0,6,0
"('cell', 2130)",0,0,1,0,0,0,5,0
"('cell', 2059)",0,0,1,0,0,0,4,0
"('cell', 1605)",0,0,1,2,0,5,7,0
"('cell', 1788)",0,0,2,0,0,2,1,0
"('cell', 1775)",0,0,1,0,0,2,1,0
"('cell', 1738)",0,0,1,0,0,3,3,0
"('cell', 1646)",0,0,1,0,0,4,5,0
"('cell', 1608)",1,0,2,2,0,5,6,0
"('cell', 1690)",0,0,2,1,0,4,3,0
"('cell', 1729)",0,0,2,1,0,2,1,0
"('cell', 1760)",0,0,2,0,0,3,0,0
"('cell', 1686)",0,0,2,0,0,3,4,0
"('cell', 1651)",0,0,2,1,0,4,4,0
"('cell', 1618)",1,0,2,2,0,5,7,0
"('cell', 1819)",0,0,3,0,0,0,1,0
"('cell', 1827)",0,0,2,0,0,0,0,0
"('cell', 1752)",0,0,3,1,0,0,1,0
"('cell', 1857)",0,0,2,0,0,0,0,0
"('cell', 1766)",0,0,4,1,0,1,1,0
"('cell', 1858)",0,0,4,0,0,0,1,0
"('cell', 2868)",0,0,1,0,0,0,0,0
"('cell', 2888)",0,0,1,0,1,0,0,0
"('cell', 2909)",0,0,1,0,0,0,0,0
"('cell', 2923)",0,0,1,0,0,0,0,0
"('cell', 2933)",0,0,1,0,0,0,0,0
"('cell', 2901)",0,0,1,0,0,0,0,1
"('cell', 2914)",0,0,1,0,0,1,1,1
"('cell', 2892)",0,0,0,0,0,1,1,1
"('cell', 2716)",0,0,0,3,0,0,1,0
"('cell', 2750)",0,0,1,0,0,0,0,0
"('cell', 2758)",0,0,1,0,0,0,0,0
"('cell', 2638)",0,1,0,8,0,6,4,1
"('cell', 2690)",4,2,0,10,1,3,7,1
"('cell', 2738)",0,1,0,6,1,2,6,1
"('cell', 2776)",0,0,0,3,1,0,1,1
"('cell', 2819)",0,0,0,0,1,0,0,1
"('cell', 2788)",0,0,0,3,1,0,3,1
"('cell', 2742)",0,1,0,6,1,1,4,1
"('cell', 2795)",0,0,0,1,1,0,0,0
"('cell', 2825)",0,0,0,0,1,0,0,0
"('cell', 2767)",0,0,0,1,1,0,0,0
"('cell', 2745)",0,0,0,5,1,0,1,1
"('cell', 2876)",0,0,0,0,0,1,2,1
"('cell', 2862)",0,0,0,1,0,3,4,1
"('cell', 2861)",0,0,0,1,0,5,9,1
"('cell', 2648)",4,1,0,3,0,3,3,0
"('cell', 2663)",4,1,0,6,0,2,3,0
"('cell', 2634)",6,1,0,5,0,6,4,0
"('cell', 2672)",1,1,0,3,0,3,2,0
"('cell', 2686)",4,0,0,3,0,0,1,0
"('cell', 2624)",1,2,0,2,0,0,6,0
"('cell', 2661)",0,1,0,1,0,0,6,0
"('cell', 2630)",1,2,0,2,0,0,10,0
"('cell', 2578)",4,2,0,3,0,0,15,0
"('cell', 2640)",3,2,0,3,0,0,15,0
"('cell', 2620)",2,2,0,3,0,0,10,0
"('cell', 2581)",3,2,0,2,0,0,12,0
"('cell', 2692)",3,0,0,2,0,1,11,0
"('cell', 2583)",5,1,0,3,0,0,13,0
"('cell', 1454)",0,1,0,0,0,0,3,0
"('cell', 1365)",0,1,0,0,0,0,0,0
"('cell', 1453)",0,1,0,0,0,0,0,0
"('cell', 1417)",0,1,0,0,0,0,0,0
"('cell', 1382)",0,1,0,0,0,0,2,0
"('cell', 1364)",0,1,0,0,0,0,0,0
"('cell', 1315)",0,1,1,0,0,0,0,0
"('cell', 1270)",0,0,2,0,0,0,0,0
"('cell', 1298)",0,1,1,0,0,0,0,0
"('cell', 1218)",0,0,1,0,0,0,0,0
"('cell', 1322)",0,0,1,0,0,0,0,0
"('cell', 1358)",0,1,1,0,0,0,0,0
"('cell', 1093)",0,1,1,0,0,0,3,0
"('cell', 1054)",0,0,1,0,0,0,2,0
"('cell', 1142)",0,1,1,0,0,0,0,0
"('cell', 1242)",0,1,1,0,0,0,2,0
"('cell', 1098)",0,1,1,0,0,0,5,0
"('cell', 1101)",0,1,0,0,0,0,9,0
"('cell', 1158)",0,0,0,0,0,0,7,0
"('cell', 1076)",0,1,0,0,0,0,8,0
"('cell', 1125)",0,1,0,0,0,0,12,0
"('cell', 1215)",0,1,0,0,0,0,4,0
"('cell', 1237)",0,1,0,0,0,0,0,0
"('cell', 1273)",0,1,0,0,0,0,0,0
"('cell', 1182)",0,1,0,0,0,0,4,0
"('cell', 1124)",0,1,0,0,0,0,6,0
"('cell', 1304)",0,1,0,0,0,0,2,0
"('cell', 1243)",0,1,1,0,0,0,3,0
"('cell', 1302)",0,1,0,0,0,0,5,0
"('cell', 1331)",0,1,0,0,0,0,4,0
"('cell', 1310)",0,0,0,0,0,0,5,0
"('cell', 1230)",0,1,0,0,0,0,5,0
"('cell', 1186)",0,0,0,0,0,0,8,0
"('cell', 1264)",0,0,0,0,0,0,7,0
"('cell', 1913)",0,5,0,0,0,0,0,0
"('cell', 1870)",0,1,0,0,0,0,0,0
"('cell', 1447)",0,0,1,0,0,0,0,0
"('cell', 1402)",0,0,1,0,0,0,0,0
"('cell', 1495)",0,0,1,0,0,0,0,0
"('cell', 1928)",0,0,0,0,1,0,0,0
"('cell', 1963)",0,0,0,0,0,0,4,1
