,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1987)",0,0,3,5,2,1,1,0
"('cell', 1975)",0,0,3,7,2,1,2,0
"('cell', 2112)",0,0,1,3,1,0,1,0
"('cell', 2074)",0,0,1,5,3,0,1,0
"('cell', 2115)",0,0,1,5,1,0,1,0
"('cell', 1990)",0,0,1,5,3,0,2,0
"('cell', 2040)",0,0,1,5,3,0,1,0
"('cell', 2008)",0,0,1,2,2,0,1,0
"('cell', 1974)",0,0,1,2,3,0,2,0
"('cell', 2051)",0,0,1,9,2,2,4,2
"('cell', 1667)",0,0,2,6,3,1,2,0
"('cell', 1899)",0,0,1,4,4,0,7,0
"('cell', 2111)",0,0,1,0,3,0,0,0
"('cell', 993)",0,0,1,8,1,0,4,2
"('cell', 1886)",0,0,3,8,4,1,3,0
"('cell', 1926)",0,0,3,7,1,0,2,0
"('cell', 1945)",0,0,3,7,2,1,4,1
"('cell', 2016)",0,0,2,4,2,1,2,0
"('cell', 2058)",0,0,1,6,1,2,3,0
"('cell', 2033)",0,0,1,8,2,2,4,2
"('cell', 1982)",0,0,3,7,3,2,4,2
"('cell', 1302)",0,0,0,0,2,0,0,0
"('cell', 1629)",0,0,2,6,3,0,2,0
"('cell', 1165)",0,0,1,0,1,0,0,0
"('cell', 459)",1,0,0,4,3,1,2,0
"('cell', 2117)",0,0,3,0,8,0,0,0
"('cell', 2106)",0,0,0,0,2,0,0,0
"('cell', 2054)",0,0,0,0,6,0,0,0
"('cell', 2129)",0,0,0,0,1,0,0,0
"('cell', 1947)",1,0,1,3,4,0,4,0
"('cell', 1776)",7,2,2,1,1,1,1,0
"('cell', 2113)",0,0,1,0,9,0,0,0
"('cell', 2076)",1,0,0,1,2,2,3,0
"('cell', 1778)",0,0,0,0,1,0,0,0
"('cell', 2110)",1,0,0,1,2,1,1,0
"('cell', 2017)",1,0,0,1,4,2,3,0
"('cell', 62)",0,0,5,9,1,8,12,1
"('cell', 892)",0,0,0,9,4,0,4,2
"('cell', 904)",0,0,3,11,5,0,2,1
"('cell', 899)",0,0,4,11,5,0,3,1
"('cell', 938)",0,0,5,8,7,0,3,0
"('cell', 1909)",1,0,2,6,3,1,5,2
"('cell', 1245)",0,0,2,2,5,0,0,0
"('cell', 1107)",2,0,1,7,4,0,1,0
"('cell', 1333)",1,0,2,2,5,0,0,0
"('cell', 1250)",1,0,2,4,4,0,0,0
