,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 77)",0,0,0,0,0,2,1,0
"('cell', 46)",0,0,0,0,0,1,0,0
"('cell', 1878)",0,0,0,3,0,0,0,0
"('cell', 1672)",3,1,0,7,0,0,7,0
"('cell', 1873)",3,2,0,8,0,0,9,0
"('cell', 1577)",1,0,0,8,0,0,11,0
"('cell', 1486)",1,0,0,8,0,0,11,1
"('cell', 1884)",5,2,1,12,0,0,14,0
"('cell', 1946)",0,0,0,3,0,0,1,0
"('cell', 1913)",2,0,0,5,0,0,1,0
"('cell', 1951)",4,0,0,7,0,0,3,0
"('cell', 1957)",3,1,0,8,0,0,5,0
"('cell', 1950)",0,0,0,2,0,0,0,0
"('cell', 1554)",1,0,0,6,0,0,8,0
"('cell', 1464)",1,0,0,10,0,0,10,0
"('cell', 1456)",0,0,0,11,0,0,8,0
"('cell', 1819)",0,0,1,0,0,0,0,0
"('cell', 1580)",6,0,0,3,0,0,6,1
"('cell', 1751)",0,0,0,5,0,0,2,0
"('cell', 1958)",0,0,0,3,0,0,0,0
"('cell', 1961)",0,0,0,2,0,0,0,0
"('cell', 1965)",0,0,0,3,0,0,0,0
"('cell', 1617)",2,1,1,9,0,0,13,0
"('cell', 1584)",1,0,0,6,0,0,10,0
"('cell', 1923)",3,2,0,9,0,0,6,0
"('cell', 1605)",1,0,1,6,0,0,14,0
"('cell', 1587)",1,0,1,9,0,0,12,0
"('cell', 1963)",4,0,0,7,0,0,3,0
"('cell', 1970)",4,0,0,6,0,0,6,0
"('cell', 1968)",0,0,0,3,0,0,1,0
"('cell', 426)",4,0,0,4,0,0,11,1
"('cell', 1141)",4,0,1,7,1,1,17,1
"('cell', 1503)",1,0,0,7,0,0,5,0
"('cell', 1465)",0,0,0,9,0,0,4,0
"('cell', 1452)",0,0,0,10,0,0,7,0
"('cell', 1524)",1,0,0,8,0,0,6,0
"('cell', 1550)",1,0,0,7,0,0,4,0
"('cell', 1656)",0,0,1,3,0,0,3,0
"('cell', 1839)",0,0,1,0,0,0,2,0
"('cell', 1763)",0,0,1,2,0,0,1,0
"('cell', 1787)",0,0,1,2,0,0,1,0
"('cell', 1733)",0,0,1,4,0,0,2,0
"('cell', 1350)",6,3,0,13,0,1,7,1
"('cell', 1688)",3,1,0,4,0,0,3,1
"('cell', 1606)",4,1,0,4,0,1,4,1
"('cell', 1849)",0,0,0,3,0,0,0,0
"('cell', 1760)",0,0,0,4,0,0,2,0
"('cell', 1679)",2,0,0,4,0,0,5,0
"('cell', 1707)",2,0,0,5,0,0,5,0
"('cell', 1708)",2,0,0,5,0,0,5,0
"('cell', 1685)",2,0,0,4,0,1,6,0
"('cell', 1695)",2,0,0,5,0,1,5,0
"('cell', 1752)",0,0,0,4,0,1,3,0
"('cell', 1856)",0,0,0,4,0,0,0,0
"('cell', 1941)",0,0,0,2,0,0,0,0
"('cell', 1942)",0,0,0,3,0,0,0,0
"('cell', 311)",2,0,0,11,0,0,11,0
"('cell', 309)",3,0,0,10,0,0,8,0
"('cell', 337)",2,0,0,10,0,0,7,0
"('cell', 1485)",0,0,0,6,0,0,8,1
"('cell', 1484)",1,0,0,8,0,0,10,1
"('cell', 1590)",0,0,1,4,0,0,11,0
"('cell', 1574)",1,0,1,6,0,0,7,1
"('cell', 26)",0,0,0,1,0,0,2,0
"('cell', 31)",0,0,1,0,0,0,0,0
"('cell', 84)",1,0,2,0,0,0,3,0
"('cell', 141)",1,0,2,1,0,0,6,0
"('cell', 221)",1,1,2,1,0,0,13,0
"('cell', 171)",1,0,1,2,0,0,10,0
"('cell', 9)",0,0,1,0,0,0,0,0
"('cell', 577)",5,3,1,11,0,2,19,0
"('cell', 425)",0,1,0,3,0,2,12,0
"('cell', 398)",0,1,0,1,0,0,9,0
"('cell', 344)",1,0,0,1,0,0,4,0
"('cell', 701)",4,1,0,5,0,3,22,0
"('cell', 697)",4,1,1,9,0,0,18,0
"('cell', 382)",2,0,0,3,0,0,9,1
"('cell', 372)",3,0,0,3,0,0,9,1
"('cell', 373)",4,0,0,2,0,0,9,1
"('cell', 792)",3,0,0,6,0,0,15,0
"('cell', 1391)",9,2,0,8,1,0,19,0
"('cell', 1899)",2,0,0,6,0,0,1,0
"('cell', 1904)",1,0,0,3,0,0,1,0
"('cell', 1922)",0,0,0,3,0,0,0,0
"('cell', 1777)",3,0,1,8,0,0,12,0
"('cell', 1750)",2,0,1,7,0,0,14,0
"('cell', 1142)",1,0,0,7,1,1,19,1
"('cell', 1343)",0,0,1,12,0,1,13,1
"('cell', 1291)",1,0,1,11,1,1,12,1
"('cell', 1178)",5,0,0,9,1,0,24,0
"('cell', 1932)",0,0,0,0,0,0,1,0
"('cell', 1947)",0,0,0,0,0,0,1,0
"('cell', 1912)",0,0,0,0,0,0,3,0
"('cell', 1868)",0,0,0,0,0,0,3,0
"('cell', 1888)",0,0,0,0,0,0,3,0
"('cell', 1939)",0,0,0,0,0,0,2,0
"('cell', 1089)",7,3,0,10,0,4,12,1
"('cell', 1719)",1,2,0,6,0,0,3,0
"('cell', 1770)",0,0,0,2,0,0,2,0
"('cell', 1728)",0,0,0,3,0,0,3,0
"('cell', 318)",3,1,4,2,0,3,5,0
"('cell', 326)",4,1,4,1,0,3,7,0
"('cell', 260)",5,2,4,0,0,4,8,0
"('cell', 340)",7,1,4,3,0,1,10,0
"('cell', 135)",2,1,1,3,0,4,5,0
"('cell', 137)",3,1,1,3,0,4,6,0
"('cell', 62)",0,0,0,0,0,1,0,0
"('cell', 91)",0,0,0,0,0,2,1,0
"('cell', 1835)",0,0,0,3,0,0,0,0
"('cell', 1802)",0,0,0,3,0,0,0,0
"('cell', 1830)",0,0,0,3,0,0,0,0
"('cell', 1815)",0,0,0,3,0,0,0,0
"('cell', 1791)",0,0,0,1,0,0,0,0
"('cell', 1814)",0,0,0,3,0,0,0,0
"('cell', 1447)",9,3,0,12,0,1,8,1
"('cell', 1768)",0,0,0,4,0,0,2,0
"('cell', 1739)",0,0,0,1,0,0,1,0
"('cell', 1697)",2,0,0,4,0,1,7,0
"('cell', 1727)",0,0,0,3,0,1,6,0
"('cell', 1758)",0,0,0,4,0,1,2,0
"('cell', 1753)",0,0,0,3,0,2,1,0
"('cell', 134)",1,0,0,3,0,2,6,0
"('cell', 508)",2,3,1,14,0,1,23,1
"('cell', 547)",2,1,1,12,1,1,21,1
"('cell', 345)",3,0,2,10,0,0,8,0
"('cell', 255)",3,0,3,10,0,2,8,0
"('cell', 429)",1,0,3,4,0,0,6,0
"('cell', 367)",5,0,4,4,0,1,5,0
"('cell', 412)",4,0,4,4,0,0,4,0
"('cell', 442)",1,0,3,3,0,0,6,0
"('cell', 509)",1,1,1,6,0,0,15,0
"('cell', 513)",5,1,2,8,0,0,17,0
"('cell', 504)",2,1,2,8,0,0,17,0
"('cell', 1572)",0,0,1,4,0,0,7,1
"('cell', 1592)",0,0,1,5,0,0,7,0
"('cell', 1589)",0,0,1,5,0,0,10,0
"('cell', 1652)",1,0,0,3,0,0,7,0
"('cell', 1630)",1,0,1,2,0,0,10,0
"('cell', 1623)",0,0,0,1,0,0,7,0
"('cell', 1276)",9,0,0,12,1,0,13,0
"('cell', 128)",2,1,1,3,0,4,5,0
"('cell', 95)",0,1,0,2,0,4,5,0
"('cell', 70)",0,1,0,2,0,0,4,0
"('cell', 109)",1,1,0,0,0,1,5,0
"('cell', 42)",0,1,0,0,0,0,2,0
"('cell', 45)",0,0,0,2,0,0,3,0
"('cell', 74)",0,1,0,2,0,4,5,0
"('cell', 180)",3,2,0,2,0,0,7,0
"('cell', 161)",1,1,0,2,0,0,4,0
"('cell', 185)",3,0,0,2,0,0,7,0
"('cell', 152)",0,0,0,0,1,0,0,1
"('cell', 127)",0,0,0,0,1,0,0,1
"('cell', 118)",0,0,0,0,1,0,0,1
"('cell', 87)",0,0,0,0,1,0,0,1
"('cell', 82)",0,0,2,0,0,0,0,0
"('cell', 93)",1,0,2,0,0,0,1,0
"('cell', 56)",0,0,2,0,0,0,0,0
"('cell', 129)",1,0,2,1,0,0,6,0
"('cell', 24)",0,0,1,0,0,0,0,0
"('cell', 979)",4,1,1,6,0,2,14,0
"('cell', 781)",5,0,0,12,0,3,20,1
"('cell', 499)",4,3,1,12,0,2,25,0
"('cell', 401)",7,0,3,5,0,0,5,0
"('cell', 245)",0,0,0,0,0,0,2,0
"('cell', 198)",0,0,0,0,1,0,0,0
"('cell', 203)",0,0,0,0,1,0,0,0
"('cell', 178)",0,0,0,0,1,0,0,0
"('cell', 187)",0,0,0,0,1,0,1,0
"('cell', 271)",0,0,0,0,0,0,1,0
"('cell', 258)",0,0,0,0,1,0,0,0
"('cell', 355)",0,1,0,1,0,0,5,0
"('cell', 381)",0,1,0,2,0,2,9,0
"('cell', 369)",0,1,0,1,0,0,6,0
"('cell', 331)",0,1,0,1,0,0,2,0
"('cell', 305)",0,1,0,1,0,0,1,0
"('cell', 296)",0,1,0,1,0,0,1,0
"('cell', 275)",0,0,0,1,0,0,1,0
"('cell', 116)",1,0,2,0,0,0,3,0
"('cell', 97)",0,0,0,0,1,0,0,0
"('cell', 66)",0,0,0,0,1,0,0,0
"('cell', 192)",0,0,0,0,1,0,0,0
"('cell', 218)",0,0,0,0,1,0,0,0
"('cell', 155)",0,0,0,0,1,0,0,0
"('cell', 186)",0,0,0,0,1,0,0,0
"('cell', 251)",0,0,0,0,1,0,1,0
"('cell', 242)",0,0,1,0,1,0,1,0
"('cell', 1071)",8,0,1,14,0,0,12,0
"('cell', 652)",4,1,1,13,0,0,19,0
"('cell', 649)",3,1,1,12,0,2,14,0
"('cell', 390)",0,2,0,5,0,3,13,0
"('cell', 279)",0,0,1,1,0,1,4,0
"('cell', 295)",0,0,1,2,0,3,8,0
"('cell', 278)",0,1,1,1,0,1,13,0
"('cell', 294)",0,1,1,2,0,3,13,0
"('cell', 247)",0,1,1,1,0,0,11,0
"('cell', 428)",5,2,0,5,0,2,19,0
"('cell', 206)",0,0,1,0,1,0,0,0
"('cell', 237)",0,0,1,0,0,1,4,0
"('cell', 263)",0,0,1,1,0,1,6,0
"('cell', 360)",0,0,0,0,0,0,1,0
"('cell', 404)",0,0,0,0,1,0,4,0
"('cell', 366)",0,1,0,0,0,0,4,0
"('cell', 322)",0,1,0,0,0,0,1,0
"('cell', 351)",0,0,0,0,0,0,1,0
"('cell', 335)",3,0,0,2,0,0,5,0
"('cell', 730)",4,2,0,5,0,1,22,0
"('cell', 733)",5,2,0,8,0,1,24,0
"('cell', 433)",3,0,0,5,0,0,12,2
"('cell', 486)",4,0,0,6,0,0,11,2
"('cell', 610)",7,1,0,3,1,1,12,0
"('cell', 325)",0,0,0,1,0,0,3,1
"('cell', 341)",2,0,0,1,0,0,6,1
"('cell', 346)",3,0,0,2,0,0,6,0
"('cell', 290)",0,0,0,1,0,0,3,1
"('cell', 301)",0,0,0,1,0,0,3,1
"('cell', 1713)",0,0,1,2,0,0,4,0
"('cell', 1666)",0,0,1,2,0,0,4,0
"('cell', 1543)",2,1,0,7,0,0,9,0
"('cell', 1540)",0,0,0,7,0,0,8,0
"('cell', 1776)",0,0,1,2,0,0,3,0
"('cell', 1842)",0,0,1,0,0,0,3,0
"('cell', 1872)",0,0,0,0,0,0,3,0
"('cell', 1655)",0,0,0,1,0,0,5,0
"('cell', 1152)",11,0,1,15,1,0,14,0
"('cell', 1874)",1,0,0,2,0,0,1,0
"('cell', 1889)",0,0,0,1,0,0,0,0
"('cell', 1893)",0,0,0,3,0,0,0,0
"('cell', 1890)",1,0,0,3,0,0,1,0
"('cell', 1743)",1,0,1,6,0,0,10,0
"('cell', 1189)",5,0,0,10,0,0,24,0
"('cell', 1216)",3,0,1,9,1,0,27,1
"('cell', 1225)",3,0,1,8,1,1,19,1
"('cell', 1712)",1,2,1,7,0,0,3,0
"('cell', 1943)",0,0,0,0,0,0,3,0
"('cell', 1953)",0,0,0,0,0,0,2,0
"('cell', 1901)",0,0,0,0,0,0,1,0
"('cell', 1909)",0,0,0,0,0,0,2,0
"('cell', 1926)",0,0,0,0,0,0,2,0
"('cell', 1906)",0,0,0,0,0,0,1,0
"('cell', 1221)",9,1,0,8,1,4,16,0
"('cell', 1581)",3,1,0,8,0,1,14,0
"('cell', 1309)",11,3,0,8,0,3,20,0
"('cell', 163)",2,4,0,1,0,0,8,0
"('cell', 338)",9,2,2,3,0,0,14,0
"('cell', 545)",3,2,1,11,0,1,22,1
"('cell', 1757)",1,0,0,2,0,0,2,0
"('cell', 1798)",1,0,0,1,0,0,1,0
"('cell', 1813)",0,0,0,3,0,0,1,0
"('cell', 1766)",0,0,0,1,0,0,1,0
"('cell', 1729)",2,0,0,0,0,0,2,1
"('cell', 1724)",1,0,0,1,0,0,2,0
"('cell', 1678)",2,1,0,3,0,0,3,1
"('cell', 1701)",3,0,0,3,0,0,6,0
"('cell', 1710)",1,0,0,2,0,0,3,0
"('cell', 1709)",2,0,0,5,0,0,5,0
"('cell', 1694)",2,0,0,1,0,0,4,1
"('cell', 1807)",0,0,0,1,0,1,1,0
"('cell', 1670)",2,0,0,4,0,5,7,0
"('cell', 1539)",7,0,2,7,0,5,12,0
"('cell', 1705)",0,0,0,3,0,2,6,0
"('cell', 1664)",4,0,1,4,0,2,8,0
"('cell', 1686)",2,0,0,2,0,3,4,0
"('cell', 1716)",0,0,0,2,0,2,3,0
"('cell', 1665)",2,0,0,2,0,3,7,0
"('cell', 169)",2,0,0,6,0,2,7,0
"('cell', 284)",3,0,0,7,0,0,10,0
"('cell', 283)",2,0,0,10,0,0,11,0
"('cell', 291)",2,0,0,10,0,0,11,0
"('cell', 285)",4,1,3,3,0,4,4,0
"('cell', 268)",4,0,3,8,0,4,8,0
"('cell', 270)",5,1,3,5,0,4,7,0
"('cell', 1498)",4,0,0,9,1,0,6,0
"('cell', 1279)",7,0,0,7,1,0,11,0
"('cell', 105)",1,1,0,1,0,0,2,0
"('cell', 78)",1,0,0,0,0,0,1,0
"('cell', 99)",1,0,0,0,0,0,2,0
"('cell', 136)",1,1,0,1,0,0,3,0
"('cell', 150)",2,3,0,1,0,0,6,0
"('cell', 157)",4,4,0,0,0,1,8,0
"('cell', 168)",5,4,0,1,0,1,13,0
"('cell', 119)",1,2,0,0,0,1,5,0
"('cell', 145)",4,2,1,0,0,4,8,0
"('cell', 125)",2,1,1,3,0,4,5,0
"('cell', 108)",1,1,0,0,0,4,5,0
"('cell', 107)",0,1,0,2,0,4,4,0
"('cell', 316)",5,2,0,4,0,2,22,0
"('cell', 300)",6,4,0,2,0,2,17,0
"('cell', 321)",5,2,0,6,0,2,20,0
"('cell', 211)",4,3,0,2,0,0,14,0
"('cell', 250)",5,4,0,2,0,0,20,0
"('cell', 183)",0,0,0,0,1,0,0,1
"('cell', 57)",0,0,1,0,0,0,0,0
"('cell', 158)",2,0,0,2,0,0,4,0
"('cell', 120)",1,0,2,1,0,0,3,0
"('cell', 71)",0,0,2,0,0,0,0,0
"('cell', 12)",0,0,1,0,0,0,0,0
"('cell', 53)",0,0,0,0,1,0,0,0
"('cell', 17)",0,0,0,0,1,0,0,0
"('cell', 22)",0,0,0,0,0,1,0,0
"('cell', 954)",5,1,1,6,0,2,12,0
"('cell', 946)",5,1,1,5,1,1,17,0
"('cell', 452)",3,0,3,3,0,0,5,0
"('cell', 448)",5,0,2,1,0,0,2,0
"('cell', 419)",6,0,2,3,0,0,4,1
"('cell', 376)",7,0,1,4,0,1,12,1
"('cell', 394)",7,0,2,3,0,0,5,1
"('cell', 101)",0,0,0,0,1,0,0,0
"('cell', 96)",0,0,0,0,1,0,0,0
"('cell', 132)",0,0,0,0,1,0,0,0
"('cell', 72)",0,0,0,0,1,0,0,0
"('cell', 59)",0,0,0,0,1,0,0,0
"('cell', 89)",0,0,1,0,0,0,0,0
"('cell', 80)",0,0,0,0,1,0,0,0
"('cell', 181)",1,0,2,1,0,0,7,0
"('cell', 222)",0,1,1,1,0,0,11,0
"('cell', 144)",0,0,1,0,1,0,0,0
"('cell', 114)",0,0,0,0,1,0,0,0
"('cell', 143)",0,0,2,0,0,0,2,0
"('cell', 197)",0,0,0,0,1,0,0,0
"('cell', 229)",0,0,0,0,1,0,0,0
"('cell', 166)",0,0,0,0,1,0,0,0
"('cell', 142)",0,0,1,0,1,0,0,0
"('cell', 131)",0,0,0,0,1,0,0,0
"('cell', 124)",0,0,0,0,1,0,0,0
"('cell', 177)",0,0,0,0,1,0,0,0
"('cell', 190)",0,0,1,0,1,0,0,0
"('cell', 110)",0,0,1,0,1,0,0,0
"('cell', 1206)",8,0,1,13,1,1,14,0
"('cell', 1231)",5,1,0,6,0,1,14,0
"('cell', 1197)",7,1,0,7,1,2,14,0
"('cell', 565)",3,1,1,7,0,2,14,0
"('cell', 327)",0,3,1,3,0,3,15,0
"('cell', 333)",0,1,0,1,0,3,6,0
"('cell', 348)",0,1,0,1,0,3,5,0
"('cell', 330)",0,1,0,1,0,0,3,0
"('cell', 312)",0,1,0,1,0,1,4,0
"('cell', 310)",0,1,1,2,0,3,7,0
"('cell', 196)",0,0,1,0,1,0,3,0
"('cell', 216)",0,0,1,1,0,0,6,0
"('cell', 214)",0,0,1,0,1,0,3,0
"('cell', 189)",0,0,1,1,0,0,5,0
"('cell', 175)",0,0,1,0,1,0,1,0
"('cell', 176)",0,0,1,0,1,0,0,0
"('cell', 451)",3,0,0,2,1,1,15,0
"('cell', 430)",4,0,0,2,1,0,12,0
"('cell', 437)",1,0,0,0,1,0,10,0
"('cell', 416)",1,0,0,0,1,0,8,0
"('cell', 408)",4,0,0,4,0,0,10,0
"('cell', 405)",1,0,0,1,1,0,6,0
"('cell', 375)",1,0,0,1,0,0,3,0
"('cell', 299)",0,0,0,1,0,0,4,0
"('cell', 230)",0,0,0,0,0,0,2,1
"('cell', 207)",0,0,0,0,1,0,1,0
"('cell', 274)",0,0,0,0,0,0,4,0
"('cell', 293)",0,0,0,1,0,0,3,0
"('cell', 265)",0,0,0,1,0,0,3,1
"('cell', 782)",6,1,0,5,0,0,31,0
"('cell', 406)",4,0,0,2,1,0,3,0
"('cell', 392)",4,0,0,3,1,0,4,0
"('cell', 417)",4,0,0,2,1,0,5,0
"('cell', 336)",1,0,0,1,0,0,7,0
"('cell', 323)",1,0,0,1,0,0,5,0
"('cell', 356)",3,0,0,2,0,0,8,0
"('cell', 869)",3,0,0,14,0,0,26,1
"('cell', 823)",2,0,0,10,0,0,25,1
"('cell', 1621)",0,0,1,4,0,0,4,0
"('cell', 1692)",0,0,1,2,0,0,4,0
"('cell', 1863)",1,0,0,2,0,0,1,0
"('cell', 1860)",2,0,0,6,0,0,4,0
"('cell', 1801)",2,0,0,9,0,0,8,0
"('cell', 1829)",0,0,0,0,0,0,1,0
"('cell', 1628)",0,0,1,4,0,0,4,0
"('cell', 1711)",0,0,1,2,0,0,2,0
"('cell', 1821)",0,0,1,0,0,0,1,0
"('cell', 1650)",0,0,1,3,0,0,2,0
"('cell', 1698)",0,0,1,1,0,0,1,0
"('cell', 1811)",0,0,0,0,0,0,3,0
"('cell', 1797)",0,0,1,0,0,0,2,0
"('cell', 1853)",0,0,0,0,0,0,3,0
"('cell', 1490)",1,0,0,7,0,0,5,1
"('cell', 1468)",3,0,0,8,0,0,8,1
"('cell', 1609)",0,0,1,1,0,0,9,0
"('cell', 1614)",0,0,1,5,0,0,8,0
"('cell', 1541)",0,0,0,4,0,0,1,0
"('cell', 1871)",1,0,0,1,0,0,0,0
"('cell', 1461)",2,0,0,9,0,0,13,1
"('cell', 1611)",1,2,1,4,0,0,4,0
"('cell', 1641)",1,2,1,4,0,0,3,0
"('cell', 1677)",0,1,1,5,0,0,3,0
"('cell', 1924)",0,0,0,0,0,0,3,0
"('cell', 1960)",0,0,0,0,0,0,3,0
"('cell', 1954)",0,0,0,0,0,0,3,0
"('cell', 1858)",0,0,0,0,0,0,3,0
"('cell', 1838)",0,0,0,0,0,0,2,0
"('cell', 1870)",0,0,0,0,0,0,2,0
"('cell', 1887)",0,0,0,0,0,0,1,0
"('cell', 1851)",0,0,0,0,0,0,2,0
"('cell', 1818)",0,0,1,0,0,0,0,0
"('cell', 1898)",0,0,0,0,0,0,2,0
"('cell', 1894)",0,0,0,0,0,0,2,0
"('cell', 1879)",0,0,0,0,0,0,2,0
"('cell', 1917)",0,0,0,0,0,0,2,0
"('cell', 1892)",0,0,0,0,0,0,3,0
"('cell', 910)",8,2,0,12,0,1,18,0
"('cell', 963)",8,1,0,8,0,5,24,0
"('cell', 1374)",9,0,0,13,0,2,18,0
"('cell', 1200)",9,1,0,8,1,4,18,0
"('cell', 1659)",1,2,0,6,0,0,7,0
"('cell', 1732)",0,0,0,2,0,0,6,0
"('cell', 1675)",0,0,0,3,0,0,7,0
"('cell', 1718)",0,0,0,1,0,0,4,0
"('cell', 1744)",0,0,0,1,0,0,2,0
"('cell', 1740)",0,0,0,1,0,1,5,0
"('cell', 1762)",0,0,0,0,0,0,3,0
"('cell', 104)",2,2,0,0,0,0,2,0
"('cell', 146)",2,3,0,0,0,0,4,0
"('cell', 115)",1,3,0,1,0,0,2,0
"('cell', 50)",1,1,0,0,0,0,1,0
"('cell', 41)",1,2,0,0,0,0,2,0
"('cell', 126)",2,4,0,0,0,0,6,0
"('cell', 164)",3,3,0,2,0,0,8,0
"('cell', 160)",3,3,0,2,0,0,5,0
"('cell', 1663)",5,0,1,5,0,1,10,0
"('cell', 1661)",6,0,1,5,0,1,10,0
"('cell', 1419)",5,1,2,8,0,3,17,1
"('cell', 1220)",4,2,1,11,0,4,13,2
"('cell', 1119)",7,3,0,11,0,6,15,0
"('cell', 1696)",0,0,0,4,0,2,7,0
"('cell', 1674)",0,0,0,4,0,1,8,0
"('cell', 1738)",0,0,0,2,0,3,1,0
"('cell', 1779)",0,0,0,2,0,0,0,0
"('cell', 1742)",0,0,0,2,0,3,1,0
"('cell', 1730)",1,0,0,3,0,4,3,0
"('cell', 1824)",0,0,0,1,0,0,0,0
"('cell', 1775)",0,0,0,2,0,3,0,0
"('cell', 1805)",0,0,0,1,0,0,0,0
"('cell', 1786)",0,0,0,0,0,0,1,0
"('cell', 1767)",0,0,0,0,0,0,3,0
"('cell', 1721)",0,0,0,1,0,2,4,0
"('cell', 1690)",2,0,0,3,0,4,7,0
"('cell', 1778)",0,0,0,2,0,1,2,0
"('cell', 1759)",2,0,0,3,0,3,3,0
"('cell', 1673)",2,0,0,2,0,4,4,0
"('cell', 1691)",1,0,0,3,0,5,3,0
"('cell', 1735)",0,0,0,2,0,4,2,0
"('cell', 1725)",2,0,0,2,0,4,3,0
"('cell', 1669)",2,0,0,4,0,4,6,0
"('cell', 374)",5,1,3,10,0,1,8,0
"('cell', 358)",4,0,3,13,0,1,9,0
"('cell', 349)",5,0,3,8,0,4,9,0
"('cell', 400)",3,1,4,7,0,0,7,0
"('cell', 1529)",1,0,1,5,1,0,9,0
"('cell', 1521)",1,0,0,5,1,0,6,0
"('cell', 1534)",0,0,0,4,0,0,8,0
"('cell', 1553)",0,0,0,3,0,0,4,0
"('cell', 1583)",0,0,1,3,0,0,7,0
"('cell', 1579)",0,0,1,3,0,0,6,0
"('cell', 1480)",5,0,0,8,0,0,6,0
"('cell', 1491)",5,0,0,7,0,0,5,0
"('cell', 1445)",6,0,0,10,1,0,9,0
"('cell', 1489)",3,0,0,8,0,0,2,0
"('cell', 1500)",3,0,0,5,0,0,2,0
"('cell', 1463)",3,0,0,4,0,0,3,0
"('cell', 1478)",4,0,0,5,0,0,3,1
"('cell', 1362)",8,0,0,10,1,0,11,0
"('cell', 1284)",9,0,0,10,1,0,12,0
"('cell', 233)",3,2,1,3,0,0,14,0
"('cell', 289)",4,2,1,3,0,0,22,0
"('cell', 194)",3,0,1,2,0,0,11,0
"('cell', 156)",0,0,0,0,1,0,0,1
"('cell', 199)",0,0,0,0,1,0,2,1
"('cell', 201)",0,0,0,0,0,0,0,1
"('cell', 172)",0,0,0,0,1,0,0,1
"('cell', 188)",0,0,0,0,1,0,2,1
"('cell', 253)",0,0,0,0,0,0,3,1
"('cell', 297)",1,0,0,3,0,0,6,1
"('cell', 225)",0,0,0,0,0,0,2,1
"('cell', 276)",0,0,0,1,0,0,3,1
"('cell', 238)",0,0,0,1,0,0,3,1
"('cell', 151)",0,0,0,0,1,0,0,0
"('cell', 133)",0,0,0,0,1,0,0,0
"('cell', 149)",0,0,0,0,1,0,0,0
