,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1329)",0,0,0,2,1,2,3,0
"('cell', 1241)",0,0,0,2,1,2,3,0
"('cell', 1304)",0,0,0,2,1,2,4,0
"('cell', 794)",0,0,0,1,1,0,0,2
"('cell', 888)",0,0,1,1,1,0,0,2
"('cell', 725)",0,0,0,1,1,0,0,2
"('cell', 779)",0,0,0,1,1,0,0,2
"('cell', 837)",0,0,1,1,1,0,0,2
"('cell', 2805)",0,0,1,2,0,0,0,0
"('cell', 2793)",0,0,1,1,1,0,7,0
"('cell', 2758)",0,0,1,1,1,0,7,0
"('cell', 2762)",0,0,1,0,1,0,5,0
"('cell', 631)",0,0,3,0,1,0,0,0
"('cell', 624)",0,0,2,0,1,0,0,0
"('cell', 663)",0,0,2,0,1,0,0,0
"('cell', 489)",0,0,0,0,1,0,0,0
"('cell', 440)",0,0,0,0,1,0,0,0
"('cell', 601)",1,0,0,1,2,0,0,0
"('cell', 617)",1,0,0,1,2,0,0,0
"('cell', 795)",0,0,1,1,1,0,1,2
"('cell', 1360)",0,0,0,1,4,0,0,0
"('cell', 1528)",0,0,0,1,4,0,2,0
"('cell', 1166)",0,0,2,1,4,0,0,0
"('cell', 1309)",0,0,1,1,5,0,0,0
"('cell', 1284)",0,0,1,1,3,0,0,0
"('cell', 1242)",0,0,0,0,2,0,0,0
"('cell', 1293)",0,0,0,1,2,0,0,0
"('cell', 1245)",0,0,0,0,3,0,0,0
"('cell', 618)",0,0,0,1,0,0,0,2
"('cell', 900)",0,0,1,1,1,0,0,0
"('cell', 858)",0,0,1,1,1,0,1,1
"('cell', 2790)",1,0,0,5,1,8,5,0
"('cell', 2775)",1,0,0,5,1,5,8,0
"('cell', 2817)",0,0,0,5,1,4,2,0
"('cell', 2244)",0,0,0,5,0,6,11,0
"('cell', 1685)",0,0,0,1,3,0,8,0
"('cell', 2783)",0,0,1,0,1,0,5,0
"('cell', 2764)",0,0,1,0,1,0,3,0
"('cell', 2782)",0,0,1,1,0,0,1,0
"('cell', 2815)",0,0,1,2,0,0,1,0
"('cell', 2806)",0,0,1,1,1,0,4,0
"('cell', 1321)",0,0,0,2,1,3,6,0
"('cell', 736)",0,0,2,0,1,0,0,0
"('cell', 933)",0,0,0,1,1,0,0,0
"('cell', 894)",0,0,0,1,0,0,0,0
"('cell', 1161)",0,0,0,0,2,1,1,0
"('cell', 1151)",0,0,0,0,1,1,1,0
"('cell', 1231)",0,0,0,2,1,2,2,0
"('cell', 1001)",0,0,0,1,1,0,0,0
"('cell', 993)",0,0,0,1,1,0,0,0
"('cell', 956)",0,0,0,1,1,0,0,0
"('cell', 754)",0,0,2,0,1,0,0,0
"('cell', 386)",0,0,0,0,1,0,0,0
