,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1514)",0,0,0,4,1,2,5,0
"('cell', 962)",0,0,0,0,0,0,0,1
"('cell', 1490)",0,0,0,4,0,2,5,0
"('cell', 1593)",1,1,0,0,0,3,0,0
"('cell', 930)",0,0,0,0,0,0,0,1
"('cell', 917)",0,0,0,0,2,0,0,1
"('cell', 1581)",1,1,0,0,0,0,0,0
"('cell', 602)",0,1,2,0,2,0,0,0
"('cell', 1475)",0,2,0,7,1,2,11,1
"('cell', 1339)",0,0,0,6,0,1,14,2
"('cell', 9)",0,0,0,1,1,1,0,0
"('cell', 914)",0,0,0,0,0,0,0,1
"('cell', 943)",0,0,0,0,1,0,0,1
"('cell', 919)",0,0,0,0,1,0,0,1
"('cell', 817)",0,0,0,0,2,0,0,1
"('cell', 798)",0,1,1,0,2,0,0,1
"('cell', 848)",0,0,0,0,2,0,0,1
"('cell', 877)",0,0,0,0,1,0,0,1
"('cell', 953)",0,0,0,0,1,0,0,0
"('cell', 479)",0,2,2,0,1,0,0,0
"('cell', 584)",0,2,2,0,2,0,0,0
"('cell', 632)",0,2,2,0,2,0,0,1
"('cell', 541)",0,2,2,0,2,0,0,0
"('cell', 577)",0,1,2,0,2,0,0,0
"('cell', 551)",0,4,2,0,2,0,0,0
"('cell', 505)",0,2,2,0,1,0,0,0
"('cell', 444)",0,2,2,0,1,0,0,0
"('cell', 1283)",1,0,0,4,0,0,18,2
"('cell', 1268)",1,0,0,4,0,0,18,2
"('cell', 1298)",1,0,0,4,0,0,21,2
"('cell', 1080)",4,3,0,2,0,0,11,2
"('cell', 1101)",7,3,0,0,0,0,12,2
"('cell', 159)",1,2,0,3,0,2,0,0
"('cell', 149)",1,3,0,3,0,1,0,0
"('cell', 186)",1,5,0,3,0,2,0,0
"('cell', 122)",2,0,0,4,0,2,1,0
"('cell', 126)",3,2,0,3,0,2,1,0
"('cell', 18)",0,0,0,2,1,1,0,0
"('cell', 21)",1,1,0,2,4,3,2,0
"('cell', 969)",0,0,0,0,1,0,0,1
"('cell', 986)",0,0,0,0,1,0,0,0
"('cell', 954)",0,0,0,0,1,0,0,1
"('cell', 956)",0,0,0,0,0,0,0,1
"('cell', 939)",0,0,0,0,0,0,0,1
"('cell', 553)",0,4,2,0,2,0,0,0
"('cell', 1010)",0,0,0,0,2,0,0,0
"('cell', 609)",2,2,0,0,0,0,0,0
"('cell', 576)",2,1,0,0,0,0,0,0
"('cell', 5)",1,2,0,6,6,3,2,0
"('cell', 1022)",0,1,0,0,2,0,1,0
"('cell', 1005)",0,0,0,0,2,0,0,0
"('cell', 1041)",0,1,0,0,3,0,0,0
"('cell', 1046)",0,1,0,0,2,0,0,0
"('cell', 920)",4,1,0,6,1,11,6,3
"('cell', 894)",4,1,0,5,1,3,3,3
"('cell', 143)",1,1,0,0,0,0,0,0
"('cell', 116)",0,2,0,0,0,0,0,0
"('cell', 164)",1,1,0,1,0,0,0,0
"('cell', 104)",0,2,0,0,0,0,0,0
"('cell', 84)",1,0,0,2,0,1,0,0
"('cell', 94)",2,0,0,2,0,1,0,0
"('cell', 96)",0,1,0,1,0,0,0,0
"('cell', 111)",1,1,0,2,0,1,0,0
"('cell', 136)",3,3,0,3,0,2,1,0
"('cell', 92)",0,2,0,0,0,0,0,0
"('cell', 60)",0,2,0,0,0,0,0,0
"('cell', 78)",0,2,0,0,0,0,0,0
"('cell', 821)",5,3,1,0,1,6,5,1
"('cell', 759)",3,3,1,1,1,3,2,0
"('cell', 716)",0,0,2,0,1,0,0,0
"('cell', 761)",2,0,1,2,1,0,1,0
"('cell', 727)",2,1,1,0,0,0,1,0
"('cell', 760)",3,3,1,1,0,1,2,0
"('cell', 741)",3,0,1,1,1,0,1,0
"('cell', 702)",0,0,1,0,1,0,0,0
"('cell', 209)",1,7,0,6,0,3,0,1
"('cell', 15)",0,0,0,1,1,1,0,0
"('cell', 28)",1,1,0,2,2,3,2,0
"('cell', 52)",2,2,0,2,3,4,2,0
"('cell', 1220)",0,0,0,0,11,0,0,0
"('cell', 1203)",0,0,0,0,11,0,0,0
"('cell', 1242)",0,0,0,0,10,0,0,0
"('cell', 1243)",0,0,0,0,7,0,0,0
"('cell', 1316)",0,0,0,0,12,0,0,0
"('cell', 1618)",4,1,0,0,1,4,2,2
"('cell', 1605)",1,1,0,0,0,3,0,1
"('cell', 1584)",1,2,0,0,0,2,0,0
"('cell', 1002)",0,0,0,0,1,0,0,0
"('cell', 402)",0,4,2,0,0,0,0,0
"('cell', 492)",0,4,2,0,1,0,0,0
"('cell', 518)",0,4,2,0,1,0,0,0
"('cell', 606)",0,4,3,0,2,0,0,0
"('cell', 299)",0,2,1,0,0,0,0,0
"('cell', 344)",0,2,2,0,0,0,0,0
"('cell', 327)",0,2,2,0,0,0,0,0
"('cell', 282)",0,2,1,0,0,0,0,0
"('cell', 254)",0,2,1,0,0,0,0,0
"('cell', 305)",0,2,2,0,0,0,0,0
"('cell', 290)",0,3,3,0,0,0,0,0
"('cell', 309)",0,1,1,0,0,0,0,0
"('cell', 288)",0,5,3,0,0,0,0,0
"('cell', 278)",0,5,1,0,0,0,0,0
"('cell', 281)",0,1,2,0,0,0,0,0
"('cell', 200)",2,2,2,3,0,4,2,0
"('cell', 245)",2,1,1,0,0,2,1,0
"('cell', 273)",0,1,1,0,0,0,0,0
"('cell', 304)",0,1,1,0,0,0,0,0
"('cell', 227)",2,6,1,0,0,0,2,0
"('cell', 267)",0,3,1,0,0,0,0,0
"('cell', 238)",2,3,2,0,0,2,2,0
"('cell', 257)",0,6,1,0,0,0,0,0
"('cell', 131)",0,7,1,3,1,1,3,0
"('cell', 157)",2,5,1,4,1,4,3,0
"('cell', 197)",2,4,2,4,0,3,2,0
"('cell', 246)",0,6,3,0,0,0,0,0
"('cell', 204)",0,6,1,0,0,0,2,0
"('cell', 179)",2,5,1,3,0,0,2,0
"('cell', 799)",0,0,0,0,1,0,0,0
"('cell', 826)",0,0,0,0,1,0,0,0
"('cell', 1244)",0,1,0,2,0,1,4,2
"('cell', 637)",0,1,1,0,0,0,0,0
"('cell', 600)",0,2,0,2,0,0,1,0
"('cell', 991)",1,1,0,1,1,0,2,0
"('cell', 1026)",1,1,0,1,0,0,5,0
"('cell', 999)",0,1,0,0,2,0,1,0
"('cell', 996)",1,1,0,1,0,0,3,0
"('cell', 7)",0,0,0,3,3,1,1,0
"('cell', 3)",0,0,0,1,1,1,0,0
"('cell', 13)",1,1,0,4,4,3,3,0
