,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 916)",4,1,0,10,0,1,2,3
"('cell', 1005)",0,0,0,0,0,0,3,0
"('cell', 737)",0,1,0,3,1,8,3,2
"('cell', 519)",2,2,0,2,1,2,10,0
"('cell', 12)",0,2,0,1,0,0,12,0
"('cell', 377)",4,2,0,2,0,2,11,0
"('cell', 467)",4,2,0,2,0,2,17,0
"('cell', 827)",2,1,0,11,0,1,6,2
"('cell', 949)",4,3,0,8,1,2,3,3
"('cell', 701)",4,19,0,5,2,2,7,2
"('cell', 1029)",0,0,0,3,0,1,7,0
"('cell', 1023)",2,0,0,5,0,2,9,0
"('cell', 1046)",2,0,0,4,0,2,6,0
"('cell', 999)",0,0,0,0,0,0,3,0
"('cell', 1214)",0,0,0,3,0,0,6,1
"('cell', 977)",0,0,0,0,0,0,5,0
"('cell', 935)",0,0,0,0,0,0,3,0
"('cell', 1077)",0,0,0,1,0,0,5,0
"('cell', 1044)",0,0,0,0,0,0,3,0
"('cell', 1107)",0,0,0,0,0,0,2,0
"('cell', 1063)",0,0,0,1,0,0,3,0
"('cell', 1171)",2,0,0,3,0,0,6,1
"('cell', 1070)",2,0,0,2,0,2,8,0
"('cell', 1398)",1,0,0,3,0,0,7,8
"('cell', 1034)",1,0,0,7,0,8,9,4
"('cell', 710)",0,1,0,3,0,9,7,1
"('cell', 125)",3,0,1,5,2,0,13,0
"('cell', 485)",4,2,0,4,2,2,18,1
"('cell', 495)",4,3,0,4,2,2,15,1
"('cell', 370)",4,0,0,2,0,2,11,0
"('cell', 778)",1,2,0,11,0,1,9,2
"('cell', 790)",2,1,0,12,0,1,6,2
"('cell', 751)",3,4,0,11,1,0,5,2
"('cell', 538)",3,3,1,8,4,0,6,1
"('cell', 237)",4,0,1,8,1,0,15,1
"('cell', 415)",1,0,0,4,2,1,16,1
"('cell', 116)",3,0,1,6,0,0,17,0
"('cell', 310)",2,0,4,6,3,0,12,1
"('cell', 308)",2,0,4,10,5,1,14,1
"('cell', 361)",3,0,4,6,5,0,11,1
"('cell', 253)",0,0,2,5,1,0,6,0
"('cell', 1009)",4,0,1,13,1,0,9,2
"('cell', 969)",4,3,0,6,3,3,4,2
"('cell', 991)",4,3,0,9,1,2,3,3
"('cell', 1135)",1,0,1,5,1,1,7,4
"('cell', 1159)",1,0,1,7,3,1,6,5
"('cell', 957)",3,3,0,8,3,3,7,3
"('cell', 1132)",3,6,0,4,1,0,7,5
"('cell', 1404)",1,0,0,0,0,0,0,4
"('cell', 1177)",2,0,0,11,0,3,10,5
"('cell', 782)",0,0,0,2,0,4,3,0
"('cell', 951)",0,0,0,6,1,11,10,6
"('cell', 889)",0,0,0,0,0,0,3,0
"('cell', 1393)",1,0,0,1,0,0,1,6
"('cell', 1357)",1,0,0,3,0,0,5,8
"('cell', 345)",0,1,1,4,0,0,7,0
"('cell', 389)",0,1,0,4,1,0,7,0
"('cell', 331)",1,1,1,6,1,0,9,0
"('cell', 72)",0,1,0,7,0,0,14,0
"('cell', 10)",0,1,0,6,0,0,13,0
"('cell', 396)",0,0,1,0,0,0,0,0
"('cell', 301)",0,0,1,0,0,0,0,0
"('cell', 536)",2,1,0,3,2,3,8,1
"('cell', 526)",2,1,0,5,2,3,9,1
"('cell', 542)",2,1,0,3,2,5,10,1
"('cell', 796)",3,1,0,3,4,12,9,7
"('cell', 789)",1,0,0,3,4,7,7,6
"('cell', 606)",2,5,0,9,1,1,16,1
"('cell', 587)",2,5,0,7,1,1,15,1
"('cell', 59)",3,0,0,5,0,0,17,0
"('cell', 134)",2,0,1,7,1,0,14,0
"('cell', 158)",2,0,1,4,2,0,9,0
"('cell', 425)",4,2,0,4,0,2,17,1
"('cell', 513)",3,2,0,5,2,1,18,1
"('cell', 152)",2,0,1,5,2,0,13,0
"('cell', 224)",2,0,1,7,0,0,14,1
"('cell', 233)",2,0,0,7,1,0,13,1
"('cell', 354)",2,0,0,3,0,2,12,0
"('cell', 299)",3,0,1,6,1,1,13,0
"('cell', 466)",4,4,0,5,5,3,12,1
"('cell', 448)",4,2,0,6,2,1,14,1
"('cell', 478)",4,5,1,5,6,1,8,3
"('cell', 444)",1,2,1,3,1,0,12,0
"('cell', 472)",4,7,2,7,6,1,12,3
"('cell', 432)",1,2,1,4,1,0,11,0
"('cell', 480)",2,4,0,3,4,1,4,2
"('cell', 379)",1,1,2,4,4,0,11,0
"('cell', 360)",3,0,4,5,5,0,9,1
"('cell', 387)",4,4,4,7,5,0,11,3
"('cell', 1072)",2,0,1,12,1,0,6,1
"('cell', 1133)",1,0,1,4,3,1,5,6
"('cell', 1086)",1,0,1,9,1,0,5,2
"('cell', 880)",4,11,1,7,1,0,9,2
"('cell', 1377)",1,0,0,1,4,0,3,2
"('cell', 653)",3,5,2,8,6,2,5,2
"('cell', 689)",4,5,2,6,6,2,4,2
"('cell', 972)",5,0,1,13,0,0,8,1
"('cell', 992)",5,3,0,9,1,0,8,1
"('cell', 975)",7,7,0,6,1,1,12,2
"('cell', 978)",6,5,0,6,0,0,12,2
"('cell', 833)",3,10,0,3,0,1,4,0
"('cell', 849)",3,8,0,4,1,1,8,1
"('cell', 1065)",2,6,0,3,2,3,5,4
"('cell', 1124)",2,0,1,6,1,1,8,3
"('cell', 1347)",0,0,0,8,0,0,11,6
"('cell', 1310)",1,0,0,8,0,0,13,4
"('cell', 1359)",1,0,0,2,0,0,3,6
"('cell', 1346)",1,0,0,2,0,0,3,6
"('cell', 1403)",1,0,0,0,0,0,1,2
"('cell', 1152)",2,0,0,10,0,4,9,5
"('cell', 1030)",1,0,0,11,0,5,5,2
"('cell', 1335)",1,0,0,4,0,0,5,9
"('cell', 1285)",0,0,0,5,2,0,5,6
"('cell', 750)",0,0,0,3,1,5,4,2
"('cell', 846)",0,0,0,2,0,1,3,0
"('cell', 900)",0,0,0,4,1,3,3,2
"('cell', 962)",0,0,0,4,0,1,4,2
"('cell', 1154)",2,0,0,10,0,4,13,5
"('cell', 934)",0,0,0,0,0,0,4,0
"('cell', 938)",0,0,0,0,0,0,5,0
"('cell', 967)",0,0,0,2,0,1,4,0
"('cell', 910)",0,0,0,0,0,0,3,0
"('cell', 932)",0,0,0,2,0,1,3,1
"('cell', 384)",0,0,2,4,1,0,7,0
"('cell', 458)",2,3,1,6,1,0,9,0
"('cell', 364)",0,0,1,1,0,0,3,0
"('cell', 368)",0,0,0,3,1,0,7,0
"('cell', 412)",0,1,2,3,1,0,7,1
"('cell', 332)",1,0,1,6,1,0,9,0
"('cell', 359)",0,1,1,4,1,0,7,0
"('cell', 336)",1,1,1,4,0,0,7,0
"('cell', 393)",0,1,3,6,0,0,9,1
"('cell', 424)",0,2,0,6,1,0,6,1
"('cell', 400)",0,1,0,4,1,0,10,1
"('cell', 507)",1,2,1,9,2,0,8,1
"('cell', 85)",2,0,0,4,2,0,8,1
"('cell', 139)",1,0,1,1,3,0,8,1
"('cell', 120)",1,0,1,3,3,0,8,1
"('cell', 135)",1,0,0,1,2,0,6,1
"('cell', 303)",1,0,1,1,0,0,6,0
"('cell', 365)",0,0,2,2,1,0,3,0
"('cell', 352)",0,0,2,1,0,0,2,0
"('cell', 277)",1,0,2,3,0,0,5,0
"('cell', 328)",1,0,2,1,0,0,6,0
"('cell', 334)",1,0,2,1,0,0,3,0
"('cell', 21)",0,1,0,7,0,0,15,0
"('cell', 39)",3,0,0,6,2,0,7,0
"('cell', 60)",5,2,2,9,2,0,20,0
"('cell', 30)",3,1,0,7,1,0,17,0
"('cell', 32)",3,1,0,7,1,0,18,0
"('cell', 20)",3,0,0,6,2,0,9,0
"('cell', 87)",4,2,0,2,1,0,15,0
"('cell', 418)",0,0,1,0,0,1,0,0
"('cell', 452)",0,0,1,0,0,0,0,0
"('cell', 314)",0,0,0,1,0,0,0,0
"('cell', 382)",0,0,1,0,0,0,0,0
"('cell', 417)",3,1,1,8,1,0,15,1
"('cell', 369)",0,1,2,7,1,0,15,0
"('cell', 380)",0,0,1,8,1,0,20,2
"('cell', 1084)",2,0,0,7,0,3,13,1
"('cell', 1066)",2,0,0,7,0,2,12,1
"('cell', 1024)",2,0,0,5,0,2,13,1
"('cell', 649)",1,4,2,2,7,2,5,1
"('cell', 637)",3,4,2,3,6,1,4,0
"('cell', 652)",6,2,2,5,5,3,7,1
"('cell', 626)",7,3,1,4,7,0,6,1
"('cell', 650)",2,1,0,2,3,9,6,2
"('cell', 891)",1,2,0,6,2,3,7,3
"('cell', 759)",2,3,0,11,0,0,14,1
"('cell', 780)",2,2,0,11,0,1,10,2
"('cell', 746)",3,3,0,10,1,0,9,2
"('cell', 595)",3,2,0,2,1,0,10,0
"('cell', 684)",5,3,0,9,1,0,9,1
"('cell', 221)",2,0,5,5,1,0,11,0
"('cell', 88)",2,0,1,8,1,0,19,0
"('cell', 53)",0,0,0,7,1,0,20,0
"('cell', 33)",1,2,0,5,0,0,19,0
"('cell', 431)",3,0,0,4,1,0,9,1
"('cell', 447)",4,0,0,2,0,2,14,1
"('cell', 433)",3,0,0,4,0,2,9,1
"('cell', 413)",4,0,0,4,1,3,15,1
"('cell', 617)",2,15,0,5,6,1,8,2
"('cell', 429)",2,2,0,4,1,0,13,0
"('cell', 470)",1,4,1,4,1,0,10,0
"('cell', 338)",3,0,1,6,2,1,15,1
"('cell', 133)",2,0,1,7,0,0,11,0
"('cell', 351)",3,0,1,6,2,1,15,1
"('cell', 408)",3,4,1,5,8,2,13,3
"('cell', 239)",5,0,3,8,1,0,13,1
"('cell', 269)",2,0,3,7,1,0,9,1
"('cell', 248)",2,0,2,9,1,0,14,1
"('cell', 292)",0,0,4,5,1,0,7,0
"('cell', 317)",0,0,4,6,1,0,8,0
"('cell', 268)",0,0,3,5,1,0,6,0
"('cell', 258)",1,0,2,1,0,0,5,0
"('cell', 280)",1,0,1,1,0,0,5,0
"('cell', 245)",0,0,1,2,0,0,7,0
"('cell', 242)",1,0,1,3,0,0,7,0
"('cell', 141)",0,0,1,6,1,0,12,0
"('cell', 279)",0,0,1,2,0,0,9,0
"('cell', 263)",0,0,1,1,0,0,5,0
"('cell', 320)",0,0,1,4,0,0,6,0
"('cell', 373)",0,0,1,3,0,0,8,0
"('cell', 349)",0,0,1,3,0,0,6,0
"('cell', 356)",0,0,2,4,1,0,9,0
"('cell', 1400)",1,1,0,6,3,0,4,5
