,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 2250)",0,2,0,0,0,0,0,0
"('cell', 1136)",0,3,0,0,0,1,0,0
"('cell', 1099)",0,3,0,0,0,1,0,0
"('cell', 1058)",0,3,0,4,0,1,1,0
"('cell', 2191)",0,2,0,0,0,0,0,0
"('cell', 2317)",0,2,0,1,0,0,0,0
"('cell', 1852)",3,4,0,1,1,0,1,2
"('cell', 1780)",3,4,0,1,0,0,0,2
"('cell', 47)",4,2,3,1,0,0,0,0
"('cell', 122)",1,4,6,2,0,1,1,0
"('cell', 316)",0,1,1,3,0,0,2,0
"('cell', 503)",1,2,0,2,0,0,0,0
"('cell', 565)",1,7,4,1,0,0,2,0
"('cell', 594)",0,5,1,1,0,0,2,0
"('cell', 600)",0,6,2,1,0,0,2,0
"('cell', 688)",0,1,1,1,0,0,0,0
"('cell', 811)",1,5,2,1,0,0,0,0
"('cell', 2039)",1,1,0,0,0,1,0,0
"('cell', 1977)",1,0,0,1,0,0,0,0
"('cell', 2114)",0,0,0,1,0,0,0,0
"('cell', 1983)",0,0,0,1,0,0,0,0
"('cell', 1664)",0,0,0,1,0,0,0,0
"('cell', 1170)",0,1,0,0,0,0,0,0
"('cell', 1079)",1,3,0,7,0,1,4,0
"('cell', 2293)",0,2,0,1,0,0,0,0
"('cell', 2403)",0,2,0,1,0,1,0,0
"('cell', 2357)",0,2,0,1,0,1,0,0
"('cell', 2113)",0,1,0,0,0,0,0,0
"('cell', 1638)",1,0,1,4,1,0,4,0
"('cell', 1714)",1,2,1,6,1,1,4,0
"('cell', 1898)",2,4,1,4,1,1,3,1
"('cell', 1844)",2,4,0,2,1,0,1,0
"('cell', 1347)",0,1,0,3,0,2,0,2
"('cell', 1579)",0,0,2,4,1,1,1,0
"('cell', 1752)",2,2,1,6,1,0,4,1
"('cell', 2798)",0,1,0,0,2,0,0,0
"('cell', 2712)",2,1,0,2,2,0,0,0
"('cell', 2499)",4,1,0,6,3,1,4,1
"('cell', 468)",1,2,1,2,0,0,0,0
"('cell', 1834)",0,2,0,0,1,0,0,0
"('cell', 3196)",0,1,0,1,0,0,0,0
"('cell', 338)",1,1,1,3,0,0,2,0
"('cell', 861)",0,1,0,3,0,1,2,0
"('cell', 20)",0,5,5,2,2,0,0,1
"('cell', 3)",0,4,5,2,2,0,0,1
"('cell', 27)",0,1,7,1,1,0,0,0
"('cell', 22)",1,4,5,1,1,0,0,0
"('cell', 5)",0,4,4,0,1,0,0,0
"('cell', 14)",2,3,3,1,0,0,0,0
"('cell', 16)",1,5,2,0,0,0,0,0
"('cell', 80)",1,4,6,1,1,0,0,0
"('cell', 31)",1,4,5,0,1,0,0,0
"('cell', 17)",1,4,1,0,0,0,0,0
"('cell', 18)",1,4,3,0,1,0,0,0
"('cell', 1)",1,2,1,0,0,0,0,0
"('cell', 66)",1,4,7,1,1,0,0,0
"('cell', 78)",2,4,5,1,1,1,1,0
"('cell', 60)",2,3,6,1,1,0,1,0
"('cell', 238)",0,3,1,3,0,1,2,0
"('cell', 288)",0,2,2,2,0,0,2,0
"('cell', 45)",3,3,3,1,0,0,0,0
"('cell', 30)",3,2,4,1,0,0,0,0
"('cell', 43)",1,4,5,1,1,0,0,0
"('cell', 44)",3,3,4,1,1,0,0,0
"('cell', 376)",0,1,0,0,0,0,1,0
"('cell', 400)",1,3,1,0,0,1,0,0
"('cell', 391)",1,2,0,0,0,1,1,0
"('cell', 184)",3,5,1,0,0,1,1,0
"('cell', 178)",3,5,0,0,0,1,1,0
"('cell', 358)",1,0,2,3,0,0,1,0
"('cell', 635)",1,1,1,3,1,0,2,0
"('cell', 623)",0,2,1,4,1,0,2,0
"('cell', 630)",1,2,1,4,1,0,1,0
"('cell', 589)",0,2,0,0,0,0,0,0
"('cell', 522)",1,3,0,1,0,0,0,0
"('cell', 597)",0,2,0,1,0,0,0,0
"('cell', 489)",0,2,2,0,0,0,0,0
"('cell', 445)",3,3,0,1,0,0,0,0
"('cell', 409)",3,3,0,1,0,0,0,0
"('cell', 564)",0,2,1,1,0,0,0,0
"('cell', 500)",0,2,2,0,0,1,0,0
"('cell', 545)",0,2,1,0,0,0,0,0
"('cell', 584)",1,1,0,1,0,0,1,0
"('cell', 497)",2,2,2,1,0,2,1,0
"('cell', 633)",1,0,0,1,0,0,1,0
"('cell', 475)",0,2,2,0,0,1,0,0
"('cell', 433)",1,3,3,0,0,2,0,0
"('cell', 471)",1,3,1,0,0,1,0,0
"('cell', 519)",0,4,0,2,0,0,1,0
"('cell', 557)",0,2,0,2,0,0,1,0
"('cell', 520)",2,5,1,1,0,0,0,0
"('cell', 493)",0,5,0,1,0,0,0,0
"('cell', 547)",0,4,1,1,0,0,2,0
"('cell', 483)",3,5,2,1,0,0,0,0
"('cell', 530)",3,6,2,0,0,0,1,0
"('cell', 559)",1,5,1,0,0,0,2,0
"('cell', 683)",1,4,0,1,0,0,2,0
"('cell', 466)",2,4,0,1,0,0,0,0
"('cell', 458)",0,4,0,1,0,0,0,0
"('cell', 312)",0,4,2,1,0,0,0,0
"('cell', 276)",0,6,1,1,0,1,1,0
"('cell', 443)",1,3,0,0,0,1,0,0
"('cell', 1016)",0,6,2,0,0,0,1,0
"('cell', 1084)",0,8,3,0,0,0,1,0
"('cell', 760)",0,3,0,3,1,0,2,0
"('cell', 835)",1,6,0,3,0,0,0,0
"('cell', 907)",1,5,0,3,0,0,0,0
