,CELL_ID,X,Y
2071,2072,500,1376
2134,2135,309,1431
246,247,1540,226
1361,1362,234,882
54,55,1342,75
62,63,1368,81
51,52,1319,73
116,117,497,132
2001,2002,293,1323
1433,1434,327,927
1484,1485,341,958
1535,1536,395,995
1321,1322,284,859
1284,1285,273,838
582,583,1583,444
334,335,1470,285
303,304,1492,262
981,982,1517,663
760,761,1550,544
2084,2085,1431,1384
2004,2005,1409,1325
2045,2046,1379,1354
1680,1681,1363,1084
2108,2109,1421,1409
1937,1938,1522,1273
1836,1837,1593,1197
1987,1988,1071,1313
2077,2078,1128,1379
2036,2037,1164,1349
2058,2059,1178,1366
2017,2018,1160,1333
1596,1597,1034,1031
1954,1955,1081,1286
1968,1969,1099,1295
1983,1984,1145,1310
2022,2023,1119,1343
1977,1978,1123,1303
1079,1080,1361,722
1246,1247,1338,813
1261,1262,1356,821
1374,1375,1698,889
1454,1455,1696,937
1510,1511,1681,976
1269,1270,1546,826
68,69,601,85
80,81,551,97
1734,1735,315,1124
1499,1500,246,971
1501,1502,312,972
1455,1456,296,940
2046,2047,476,1354
1938,1939,304,1274
1683,1684,509,1088
1558,1559,433,1008
1543,1544,664,1000
1456,1457,633,940
1506,1507,625,973
362,363,1585,303
312,313,1580,267
423,424,1576,346
324,325,1556,279
413,414,1499,338
319,320,1374,274
285,286,1393,251
251,252,1426,229
431,432,1387,349
30,31,1295,48
57,58,1297,77
171,172,1471,177
181,182,1491,182
137,138,1353,148
211,212,1322,205
453,454,855,367
401,402,785,333
629,630,1627,467
730,731,1566,533
1988,1989,1340,1313
2053,2054,1320,1363
2038,2039,1350,1349
2014,2015,1480,1332
2026,2027,1446,1345
1769,1770,1365,1142
1763,1764,1401,1138
1959,1960,1476,1295
1808,1809,1432,1176
1869,1870,1576,1219
1918,1919,1556,1258
1777,1778,1624,1148
1790,1791,1610,1160
2088,2089,1281,1389
2114,2115,1283,1413
1932,1933,1201,1270
1888,1889,1268,1232
1978,1979,1277,1304
2028,2029,1275,1343
1950,1951,1286,1279
2041,2042,1308,1350
2121,2122,1050,1420
2020,2021,1090,1337
2119,2120,1029,1419
1584,1585,1012,1021
1381,1382,1241,894
1429,1430,1246,923
1442,1443,1338,931
1923,1924,1080,1263
1875,1876,1098,1224
1912,1913,1106,1251
1915,1916,1051,1255
889,890,1378,610
824,825,1360,578
1203,1204,1376,788
