,CELL_ID,X,Y
365,366,1779,326
416,417,1764,352
941,942,1822,704
1854,1855,1661,1403
1867,1868,1655,1426
1870,1871,1614,1425
1838,1839,1664,1369
1869,1870,1583,1427
1021,1022,465,761
81,82,648,115
3,4,1020,6
397,398,1731,339
922,923,1704,694
923,924,1727,696
932,933,1762,700
1380,1381,1526,1024
1546,1547,1678,1114
1437,1438,1801,1059
1404,1405,1803,1031
1487,1488,1817,1080
1853,1854,1582,1404
1875,1876,1533,1427
1495,1496,1625,1084
1562,1563,1658,1122
1577,1578,1598,1129
1834,1835,1632,1348
1805,1806,1664,1290
1776,1777,1657,1261
1706,1707,1388,1213
1866,1867,1115,1425
1812,1813,1395,1299
1255,1256,323,926
56,57,710,91
23,24,726,38
872,873,1651,663
908,909,1667,686
876,877,1681,669
714,715,1634,589
943,944,1681,707
787,788,1823,628
912,913,1794,691
873,874,1824,666
839,840,1808,650
806,807,1790,633
855,856,1757,658
822,823,1772,641
900,901,1760,678
905,906,1742,682
862,863,1786,661
1552,1553,1578,1115
1463,1464,1604,1071
1446,1447,1482,1059
1439,1440,1674,1054
1477,1478,1649,1076
1588,1589,1613,1137
1755,1756,1666,1245
1819,1820,871,1310
1816,1817,817,1301
1818,1819,793,1302
1823,1824,832,1314
1861,1862,1064,1420
1829,1830,956,1327
1876,1877,1058,1433
1862,1863,1420,1421
1860,1861,1138,1413
1880,1881,1140,1433
1259,1260,387,929
1456,1457,348,1069
679,680,272,563
1234,1235,423,914
1208,1209,361,896
944,945,504,707
437,438,1469,369
750,751,1454,612
786,787,1418,627
752,753,1479,613
795,796,1625,629
775,776,1604,620
805,806,1646,634
772,773,1695,620
779,780,1667,624
820,821,1685,642
821,822,1736,640
860,861,1718,658
631,632,1213,518
1068,1069,788,797
917,918,755,692
748,749,1751,612
459,460,1753,381
731,732,1715,603
716,717,1692,592
697,698,1667,577
443,444,1731,371
509,510,1710,412
770,771,1547,618
760,761,1579,615
936,937,1652,700
1421,1422,1513,1045
1670,1671,1425,1192
1462,1463,1521,1072
1551,1552,1551,1115
1598,1599,1508,1141
1557,1558,1527,1119
1590,1591,1535,1139
1522,1523,1493,1098
1511,1512,1474,1088
1461,1462,1502,1070
1523,1524,1525,1096
1370,1371,1670,1017
1362,1363,1609,1014
1417,1418,1646,1040
1427,1428,1628,1045
1416,1417,1592,1036
1403,1404,1775,1035
1399,1400,1694,1032
1420,1421,1751,1042
1466,1467,1764,1071
1534,1535,1789,1112
1498,1499,1786,1087
1873,1874,1441,1426
1882,1883,1516,1435
1636,1637,1530,1168
1605,1606,1555,1151
1770,1771,1575,1257
1625,1626,1497,1161
1792,1793,1546,1277
1793,1794,1567,1277
1610,1611,1287,1151
1576,1577,1306,1143
1616,1617,1348,1157
1645,1646,1002,1174
1683,1684,995,1199
1705,1706,979,1214
1657,1658,1024,1184
1630,1631,1027,1161
1777,1778,816,1265
1796,1797,1176,1278
1815,1816,1174,1299
1798,1799,1083,1281
1820,1821,1066,1310
1850,1851,1105,1402
1587,1588,1031,1138
1650,1651,1044,1176
1773,1774,855,1263
1748,1749,844,1246
1804,1805,857,1289
1783,1784,830,1271
1759,1760,993,1251
1828,1829,939,1324
1824,1825,909,1318
1821,1822,891,1310
1790,1791,879,1277
1879,1880,1268,1435
1840,1841,1361,1371
1857,1858,1382,1409
1864,1865,1396,1425
1855,1856,1405,1404
1847,1848,1171,1395
1851,1852,1152,1402
1856,1857,1184,1409
1395,1396,411,1032
1279,1280,411,943
1240,1241,442,918
1408,1409,329,1039
1413,1414,355,1042
1285,1286,338,947
1261,1262,362,929
1411,1412,374,1040
1402,1403,391,1036
410,411,530,351
457,458,532,382
1835,1836,854,1353
1731,1732,428,1230
1741,1742,460,1239
1004,1005,486,752
555,556,823,446
42,43,1474,69
25,26,1460,42
26,27,1419,43
76,77,1467,111
58,59,1452,89
0,1,1165,4
264,265,1303,252
532,533,1306,430
207,208,1589,208
159,160,1587,175
187,188,1605,196
221,222,1616,215
102,103,1302,136
866,867,1601,662
804,805,1590,636
843,844,1622,653
838,839,1581,649
929,930,1620,697
903,904,1637,682
723,724,1418,594
832,833,1439,646
803,804,1476,636
916,917,1575,691
937,938,1592,699
947,948,1565,705
879,880,1576,668
592,593,1145,481
586,587,1105,479
579,580,1128,466
522,523,804,419
448,449,803,375
471,472,802,391
465,466,817,386
440,441,831,370
403,404,751,342
467,468,939,388
475,476,969,395
351,352,1711,319
487,488,1549,401
513,514,1544,417
514,515,1565,415
1447,1448,1561,1062
1481,1482,1535,1078
1422,1423,1545,1043
1423,1424,1572,1046
1496,1497,1565,1087
1519,1520,1404,1096
1431,1432,1735,1049
1407,1408,1720,1039
1453,1454,1697,1066
1514,1515,1722,1096
1533,1534,1704,1107
1560,1561,1729,1120
1489,1490,1738,1082
1486,1487,1714,1079
1429,1430,1436,1048
1442,1443,1456,1061
1465,1466,1419,1069
1459,1460,1395,1067
1865,1866,1490,1423
1878,1879,1502,1434
1858,1859,1505,1409
1874,1875,1465,1426
1561,1562,1236,1124
1785,1786,1221,1274
1794,1795,989,1281
1832,1833,989,1331
1803,1804,1057,1285
1749,1750,1058,1243
1556,1557,887,1119
1700,1701,881,1219
1801,1802,744,1288
1813,1814,774,1299
1780,1781,791,1267
1757,1758,1170,1248
1795,1796,1146,1280
1781,1782,1158,1266
1762,1763,1104,1251
1822,1823,1162,1311
1830,1831,1158,1328
1811,1812,1112,1298
1825,1826,1094,1319
1810,1811,1091,1296
1791,1792,1118,1276
1808,1809,1136,1299
1827,1828,1137,1321
1715,1716,1083,1224
1629,1630,1088,1162
1684,1685,1091,1198
1611,1612,1066,1154
1579,1580,1087,1133
1612,1613,1107,1155
1618,1619,1151,1151
1580,1581,1119,1131
1595,1596,1183,1139
1725,1726,958,1226
1848,1849,1233,1397
1863,1864,1258,1424
1843,1844,1260,1384
1841,1842,1221,1379
1845,1846,1206,1392
1846,1847,1364,1396
1494,1495,1019,1083
1414,1415,1052,1041
1276,1277,445,941
1348,1349,292,1002
1324,1325,355,978
1384,1385,305,1029
1378,1379,290,1023
1200,1201,246,892
306,307,863,288
324,325,883,306
289,290,880,275
179,180,817,189
261,262,926,250
271,272,897,261
269,270,946,256
356,357,900,324
391,392,906,339
382,383,882,334
996,997,539,746
1142,1143,565,858
1732,1733,484,1231
1764,1765,482,1254
1671,1672,470,1189
1704,1705,481,1214
545,546,908,441
596,597,960,485
568,569,914,456
612,613,854,496
624,625,895,512
671,672,916,548
571,572,838,458
447,448,664,375
191,192,1404,197
89,90,1389,125
123,124,1397,150
153,154,1419,170
499,500,1355,406
118,119,1569,147
136,137,1578,158
336,337,1668,309
206,207,1458,206
223,224,1442,221
204,205,1428,207
50,51,1351,81
73,74,1313,108
77,78,1368,114
99,100,1193,130
376,377,1684,332
966,967,1575,722
974,975,1594,729
965,966,1552,722
759,760,1523,616
935,936,1446,696
882,883,1458,668
949,950,1424,710
850,851,1422,654
778,779,1312,622
836,837,1369,647
826,827,1350,642
758,759,1372,617
926,927,1385,694
894,895,1359,677
946,947,1361,709
934,935,1407,699
885,886,1407,671
837,838,1389,647
