,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 794)",0,0,0,0,0,0,2,1
"('cell', 869)",1,0,0,1,0,1,0,0
"('cell', 335)",1,0,0,0,0,0,6,0
"('cell', 362)",1,0,0,0,0,0,5,0
"('cell', 7)",1,0,0,3,3,1,4,0
"('cell', 883)",1,0,0,0,0,1,0,0
"('cell', 717)",2,0,0,4,1,1,13,0
"('cell', 57)",2,0,0,7,2,1,1,0
"('cell', 319)",3,8,3,4,0,3,11,0
"('cell', 16)",0,0,0,2,2,3,8,0
"('cell', 1026)",0,2,0,1,0,0,0,0
"('cell', 694)",2,0,0,2,0,1,9,0
"('cell', 324)",3,9,3,3,0,3,9,1
"('cell', 14)",2,0,0,5,0,0,2,0
"('cell', 48)",3,0,0,6,1,0,2,0
"('cell', 19)",3,0,0,6,1,0,2,0
"('cell', 115)",3,0,0,6,3,1,3,2
"('cell', 138)",5,0,0,5,3,0,0,3
"('cell', 76)",3,0,0,6,1,0,2,1
"('cell', 854)",1,0,0,0,0,1,0,0
"('cell', 942)",1,4,0,1,0,1,0,0
"('cell', 886)",1,0,0,0,0,1,1,0
"('cell', 922)",1,2,0,1,0,1,0,0
"('cell', 27)",2,1,1,5,0,2,5,0
"('cell', 336)",3,9,1,3,0,3,11,0
"('cell', 6)",2,0,0,2,1,0,7,0
"('cell', 63)",2,0,1,2,1,1,9,0
"('cell', 764)",0,0,0,3,1,0,5,1
"('cell', 813)",0,0,0,0,0,0,0,1
"('cell', 791)",0,0,0,1,1,0,6,1
"('cell', 664)",0,0,0,2,0,1,5,0
"('cell', 556)",3,4,2,14,2,2,8,0
"('cell', 1664)",1,0,0,5,0,3,7,0
"('cell', 1683)",2,1,0,2,0,3,5,1
"('cell', 1192)",0,0,0,1,0,0,7,1
"('cell', 1237)",0,1,0,1,0,10,6,0
"('cell', 1228)",0,1,0,1,0,9,5,0
"('cell', 1305)",2,0,0,2,0,0,4,2
"('cell', 1509)",6,3,2,2,0,0,2,2
"('cell', 698)",3,0,0,2,0,1,9,0
"('cell', 640)",3,0,0,3,1,2,6,0
"('cell', 1)",0,0,0,3,2,1,5,0
"('cell', 325)",6,11,4,4,0,1,6,2
"('cell', 24)",3,0,0,7,1,0,4,0
"('cell', 126)",3,0,0,6,2,0,0,3
"('cell', 137)",5,0,0,5,2,0,0,3
"('cell', 1074)",1,3,0,2,0,0,1,1
"('cell', 1067)",0,4,0,2,0,0,2,1
"('cell', 1112)",1,2,0,1,0,1,5,1
"('cell', 1126)",1,2,0,1,0,1,7,1
"('cell', 1120)",4,2,0,1,0,0,6,2
"('cell', 1138)",6,2,0,2,0,0,4,2
"('cell', 1046)",0,4,0,0,0,0,4,1
"('cell', 1077)",0,4,0,0,0,0,5,2
"('cell', 1030)",0,4,0,1,0,0,4,1
