,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 931)",0,1,1,2,0,0,1,0
"('cell', 844)",0,1,3,1,0,0,1,0
"('cell', 1869)",1,0,1,4,0,0,0,0
"('cell', 2509)",1,0,0,5,3,0,2,0
"('cell', 2540)",0,0,0,4,2,0,2,0
"('cell', 2524)",0,0,0,4,6,0,2,0
"('cell', 892)",0,1,1,2,0,0,1,0
"('cell', 937)",0,1,1,2,0,0,1,0
"('cell', 623)",0,0,1,1,0,0,3,0
"('cell', 535)",0,0,1,1,0,0,6,0
"('cell', 506)",0,0,1,1,0,0,6,0
"('cell', 675)",0,0,2,1,0,0,4,0
"('cell', 601)",0,0,1,1,0,0,5,0
"('cell', 727)",0,1,3,2,0,0,1,0
"('cell', 2409)",0,0,1,0,0,0,0,0
"('cell', 2348)",0,0,1,0,0,0,2,0
"('cell', 1896)",1,0,2,4,0,0,0,0
"('cell', 2546)",0,0,4,0,1,1,3,0
"('cell', 1163)",0,1,1,2,0,0,0,0
"('cell', 1245)",0,0,2,2,0,0,0,0
"('cell', 1181)",0,1,2,2,0,0,0,0
"('cell', 1619)",0,0,1,6,0,0,5,0
"('cell', 747)",0,1,3,2,0,0,1,0
"('cell', 659)",0,0,4,1,0,0,4,0
"('cell', 778)",0,0,3,0,0,0,0,0
"('cell', 674)",0,0,5,1,0,0,1,0
"('cell', 618)",0,0,2,1,0,0,6,0
"('cell', 5)",0,0,0,3,3,3,12,0
"('cell', 1)",0,0,0,3,3,1,10,0
"('cell', 144)",0,0,1,1,3,0,0,0
"('cell', 166)",0,0,1,0,4,0,0,0
"('cell', 194)",0,0,2,2,3,0,1,0
"('cell', 1487)",1,1,2,3,0,3,3,1
"('cell', 1830)",1,0,1,4,0,0,0,0
"('cell', 2393)",0,0,1,0,0,0,1,0
"('cell', 2347)",0,0,1,0,0,0,2,0
"('cell', 2391)",0,0,1,0,0,0,1,0
"('cell', 2378)",0,0,1,0,0,0,1,0
"('cell', 2365)",0,0,1,0,0,0,1,0
"('cell', 2189)",0,0,1,0,0,0,5,0
"('cell', 2418)",0,0,2,0,0,0,0,0
"('cell', 2468)",0,0,3,0,0,0,0,0
"('cell', 2434)",0,0,2,0,0,0,0,0
"('cell', 2337)",0,0,0,0,0,0,1,0
"('cell', 2370)",0,0,0,0,0,0,1,0
"('cell', 2338)",0,0,0,0,0,0,1,0
"('cell', 2317)",0,0,0,0,0,0,2,0
"('cell', 2325)",0,0,0,0,0,0,1,0
"('cell', 2301)",0,0,2,0,0,0,5,0
"('cell', 2332)",0,0,2,0,0,0,2,0
"('cell', 1979)",0,0,1,2,0,0,0,0
"('cell', 1956)",0,0,2,3,0,0,0,0
"('cell', 2014)",0,0,0,2,0,0,0,0
"('cell', 348)",0,0,1,0,1,2,0,0
"('cell', 1638)",0,0,5,4,2,0,4,1
"('cell', 1011)",0,0,10,0,0,0,0,0
"('cell', 1292)",0,1,12,0,4,0,0,0
"('cell', 977)",0,0,10,0,0,0,0,0
"('cell', 2500)",1,0,0,5,5,0,3,0
"('cell', 254)",0,0,2,1,2,0,2,0
"('cell', 2544)",0,0,0,0,5,0,2,0
"('cell', 2533)",1,0,4,0,1,2,5,0
"('cell', 2534)",0,0,4,0,0,0,0,0
"('cell', 2547)",0,0,0,2,5,0,2,0
"('cell', 2381)",0,0,9,0,0,0,2,3
"('cell', 2528)",0,0,4,0,0,0,0,0
"('cell', 2517)",0,0,5,0,0,0,0,0
"('cell', 2478)",0,0,5,0,0,0,0,0
"('cell', 2449)",0,0,7,0,0,0,1,0
"('cell', 2503)",0,0,4,0,0,0,0,0
"('cell', 2354)",0,0,1,0,0,0,1,0
"('cell', 2422)",0,0,2,0,0,0,0,0
"('cell', 2475)",0,0,3,0,0,0,0,0
"('cell', 2455)",0,0,3,0,0,0,0,0
"('cell', 2451)",0,0,3,0,0,0,0,0
"('cell', 2463)",0,0,5,0,0,0,0,0
"('cell', 1046)",0,1,2,2,0,0,1,0
"('cell', 1454)",0,0,8,1,0,0,3,0
"('cell', 763)",0,1,0,0,0,0,1,0
"('cell', 784)",0,1,2,1,0,0,1,0
"('cell', 741)",0,1,2,1,0,0,2,0
"('cell', 798)",0,1,0,2,0,0,1,0
"('cell', 666)",0,1,1,1,0,0,2,0
"('cell', 801)",0,1,0,2,0,0,1,0
"('cell', 927)",0,1,2,2,1,0,3,0
"('cell', 974)",0,1,2,2,1,0,3,0
"('cell', 622)",0,0,4,1,0,0,3,0
"('cell', 488)",1,0,2,2,0,0,12,0
"('cell', 498)",1,0,3,3,0,0,13,0
"('cell', 683)",0,0,4,0,0,0,1,0
"('cell', 564)",0,0,2,2,0,0,7,0
"('cell', 574)",0,0,3,2,0,0,7,0
"('cell', 556)",0,0,3,2,0,0,7,0
"('cell', 522)",1,0,3,2,0,0,9,0
"('cell', 370)",0,0,1,0,1,2,0,0
"('cell', 338)",0,0,1,0,1,2,0,0
"('cell', 660)",0,0,3,0,0,0,0,0
"('cell', 691)",0,0,4,0,0,0,0,0
"('cell', 854)",0,0,14,0,0,0,0,0
"('cell', 459)",0,0,19,3,0,0,0,0
"('cell', 235)",2,0,3,4,0,0,8,1
"('cell', 233)",0,0,4,0,3,0,0,0
"('cell', 184)",0,0,3,1,3,0,1,0
"('cell', 24)",0,1,0,3,0,0,2,0
"('cell', 15)",0,0,0,1,0,0,1,0
"('cell', 12)",0,1,0,2,0,0,1,0
"('cell', 28)",0,1,0,2,0,2,2,0
"('cell', 34)",0,1,0,2,0,0,1,0
"('cell', 43)",0,1,0,2,0,0,1,0
"('cell', 125)",0,0,0,1,3,0,0,0
"('cell', 219)",0,0,1,1,1,3,5,0
"('cell', 178)",0,0,0,1,0,5,7,0
"('cell', 1812)",2,0,1,10,0,0,2,2
"('cell', 1815)",0,0,6,2,2,1,4,0
"('cell', 1677)",2,0,3,6,0,0,1,3
"('cell', 1711)",2,0,2,8,0,0,1,3
"('cell', 1846)",2,0,2,5,0,0,1,1
"('cell', 1854)",0,0,1,3,0,0,0,0
"('cell', 1845)",0,0,1,4,0,0,0,0
"('cell', 2367)",0,0,1,0,0,0,0,0
"('cell', 2252)",0,0,0,0,0,0,2,0
"('cell', 2296)",0,0,0,0,0,0,2,0
"('cell', 2236)",0,0,1,0,0,0,5,0
"('cell', 2230)",0,0,0,0,0,0,2,0
"('cell', 2279)",0,0,0,0,0,0,1,0
"('cell', 2221)",0,0,0,0,0,0,2,0
"('cell', 2225)",0,0,3,1,0,1,6,0
"('cell', 2253)",0,0,3,0,0,0,6,0
"('cell', 2283)",0,0,3,0,0,0,4,0
"('cell', 2310)",0,0,2,0,0,0,1,0
"('cell', 2311)",0,0,3,0,0,0,0,0
"('cell', 2272)",0,0,4,0,0,0,4,0
"('cell', 1936)",0,0,1,3,1,0,0,0
"('cell', 1939)",0,0,1,3,0,0,0,0
"('cell', 1974)",0,0,1,1,0,0,0,0
"('cell', 1944)",0,0,1,2,0,0,0,0
"('cell', 1991)",0,0,1,2,0,0,0,0
