,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 99)",0,0,0,4,0,0,14,0
"('cell', 1376)",2,0,0,2,0,1,4,0
"('cell', 630)",0,0,0,0,1,1,2,0
"('cell', 1225)",3,0,0,5,0,1,8,0
"('cell', 1211)",3,0,0,6,0,1,8,0
"('cell', 1174)",4,0,0,6,0,1,13,0
"('cell', 2036)",0,0,0,0,1,0,0,0
"('cell', 1911)",0,0,0,0,1,0,2,0
"('cell', 2087)",0,0,0,1,0,0,5,0
"('cell', 2120)",0,0,0,1,0,0,5,1
"('cell', 2123)",0,0,0,2,0,0,6,1
"('cell', 2113)",0,0,0,3,0,0,7,0
"('cell', 2183)",0,0,0,3,1,0,7,1
"('cell', 2111)",0,0,0,4,0,0,10,1
"('cell', 2119)",1,0,0,6,0,0,11,0
"('cell', 1698)",0,0,0,2,2,0,1,0
"('cell', 1327)",3,0,0,5,0,2,5,0
"('cell', 1303)",3,0,0,5,0,2,5,0
"('cell', 1379)",2,0,0,3,0,1,4,0
"('cell', 1418)",0,1,0,5,1,1,4,1
"('cell', 1375)",0,1,0,10,0,2,10,0
"('cell', 1160)",0,0,0,2,0,1,3,1
"('cell', 1199)",0,0,0,0,0,1,2,1
"('cell', 916)",0,0,0,5,1,0,7,0
"('cell', 881)",0,0,0,4,1,0,5,0
"('cell', 953)",0,0,0,8,1,1,11,0
"('cell', 1004)",0,0,0,6,1,0,7,0
"('cell', 1171)",0,0,0,4,0,1,8,1
"('cell', 1145)",0,0,0,5,0,1,7,1
"('cell', 1135)",0,1,0,9,0,1,9,0
"('cell', 1206)",0,0,0,2,0,1,6,1
"('cell', 1341)",0,1,0,3,1,2,3,1
"('cell', 1307)",0,1,0,3,1,2,3,1
"('cell', 1243)",1,1,0,4,0,2,6,1
"('cell', 2139)",0,0,0,0,1,0,6,0
"('cell', 159)",0,0,0,5,0,0,17,0
"('cell', 655)",7,1,0,8,0,3,7,0
"('cell', 708)",8,1,0,9,0,4,7,0
"('cell', 2170)",0,0,0,0,1,0,2,1
"('cell', 2158)",0,0,0,0,1,0,3,1
"('cell', 2074)",0,0,0,1,0,0,5,0
"('cell', 2097)",1,0,0,5,0,0,11,0
"('cell', 2022)",0,0,0,4,1,0,7,0
"('cell', 1996)",0,0,0,5,1,0,8,0
"('cell', 1984)",0,0,0,4,1,0,5,0
"('cell', 1865)",0,0,0,3,1,0,0,0
"('cell', 1864)",0,0,0,1,1,0,0,0
"('cell', 2019)",0,0,0,4,1,0,4,0
"('cell', 2048)",0,0,0,3,1,0,6,0
"('cell', 1728)",0,0,0,3,2,0,3,0
"('cell', 1207)",2,0,0,11,3,2,15,0
"('cell', 1246)",1,1,0,8,3,1,16,0
"('cell', 1067)",1,0,0,12,0,2,20,0
"('cell', 1283)",1,2,0,6,3,1,12,0
"('cell', 1374)",1,1,0,8,1,3,7,1
"('cell', 1275)",1,1,0,5,1,2,6,1
"('cell', 1075)",0,0,0,4,0,0,6,0
"('cell', 1113)",0,0,0,5,0,1,8,0
"('cell', 1071)",0,0,0,4,0,0,6,1
"('cell', 1049)",0,0,0,4,0,0,8,0
"('cell', 1074)",0,0,0,8,0,1,10,0
"('cell', 1042)",0,0,0,8,0,0,10,0
"('cell', 1189)",4,3,0,11,0,4,10,0
"('cell', 1194)",1,2,0,7,0,2,8,1
"('cell', 23)",0,0,0,2,0,1,6,2
"('cell', 604)",0,0,0,3,1,1,2,0
"('cell', 355)",0,0,0,5,0,0,9,0
"('cell', 391)",0,0,0,5,0,0,8,0
"('cell', 423)",0,0,0,6,0,0,7,0
"('cell', 429)",2,0,0,2,0,0,15,0
"('cell', 1060)",2,0,1,7,0,4,19,0
"('cell', 1492)",0,0,0,6,1,2,8,0
"('cell', 1577)",0,0,0,2,1,0,3,0
"('cell', 1619)",0,0,0,1,0,0,0,0
"('cell', 1419)",2,0,0,3,0,0,5,0
"('cell', 1455)",0,0,0,3,1,0,6,0
"('cell', 1496)",0,0,0,7,1,2,8,0
"('cell', 901)",4,2,1,9,0,1,19,0
"('cell', 52)",3,2,0,2,0,0,11,3
"('cell', 33)",5,2,0,3,0,0,6,3
"('cell', 2155)",0,0,0,0,1,0,1,1
"('cell', 2115)",0,0,0,0,0,0,3,1
"('cell', 2124)",0,0,0,0,1,0,3,1
"('cell', 2099)",0,0,0,0,0,0,4,1
"('cell', 2128)",0,0,0,0,1,0,3,1
"('cell', 2146)",0,0,0,0,1,0,2,1
"('cell', 2142)",0,0,0,0,1,0,1,1
"('cell', 2110)",0,0,0,0,0,0,2,1
"('cell', 2121)",0,0,0,0,1,0,2,1
"('cell', 1507)",5,5,0,9,1,0,8,0
"('cell', 2081)",0,0,0,0,0,0,4,0
"('cell', 1947)",2,0,0,5,0,0,9,0
"('cell', 1964)",0,0,0,4,1,0,3,0
"('cell', 1989)",0,0,0,4,1,0,3,0
"('cell', 1729)",0,0,0,5,1,0,7,0
"('cell', 1280)",1,2,0,6,2,0,17,0
"('cell', 1214)",1,1,0,8,2,0,17,0
"('cell', 439)",6,2,0,7,7,2,17,0
"('cell', 1647)",0,0,0,1,1,0,2,0
"('cell', 1603)",0,0,0,2,1,0,3,0
"('cell', 1657)",0,0,0,4,1,0,5,0
"('cell', 1633)",0,0,0,1,2,0,2,0
"('cell', 1682)",0,0,0,1,1,0,2,0
"('cell', 1669)",0,0,0,1,2,0,1,0
"('cell', 1106)",9,2,1,12,0,2,5,0
"('cell', 1416)",1,1,0,6,1,2,9,0
"('cell', 1094)",5,2,0,9,0,3,11,0
"('cell', 1116)",7,2,0,9,0,5,11,0
"('cell', 1141)",7,4,0,13,0,2,6,0
"('cell', 1271)",2,0,0,7,3,2,11,0
"('cell', 1317)",3,3,0,7,3,1,9,0
"('cell', 248)",0,0,0,4,2,2,6,0
"('cell', 31)",0,0,0,0,0,0,0,2
"('cell', 17)",0,0,0,1,0,0,1,2
"('cell', 43)",0,0,0,0,0,0,0,3
"('cell', 79)",0,0,0,1,0,0,3,2
"('cell', 46)",0,0,0,1,0,0,3,2
"('cell', 191)",0,0,0,3,0,2,6,0
"('cell', 394)",0,0,0,1,1,1,5,0
"('cell', 562)",0,0,0,3,1,1,4,1
"('cell', 413)",1,0,0,8,0,1,8,0
"('cell', 838)",0,0,0,3,1,0,10,0
"('cell', 1034)",8,1,1,15,0,3,4,0
"('cell', 2148)",0,0,0,5,1,0,6,0
"('cell', 2001)",1,0,0,2,1,3,5,0
"('cell', 2030)",1,0,0,2,1,3,5,0
"('cell', 1907)",0,0,0,0,1,1,5,0
"('cell', 1839)",0,0,0,1,1,4,5,0
"('cell', 1845)",0,0,0,3,1,5,6,0
"('cell', 1880)",0,0,0,3,1,3,6,0
"('cell', 1923)",0,0,0,3,1,2,4,0
"('cell', 1955)",0,0,0,3,1,2,6,0
"('cell', 2153)",0,0,0,0,1,0,0,1
"('cell', 2178)",0,0,0,0,1,0,1,1
"('cell', 2176)",0,0,0,0,1,0,0,1
"('cell', 2195)",0,0,0,0,1,0,5,1
"('cell', 2180)",0,0,0,6,1,1,5,0
"('cell', 2161)",1,0,0,16,0,1,6,0
"('cell', 1623)",1,3,0,16,0,2,11,0
"('cell', 402)",3,0,0,2,0,0,22,0
"('cell', 366)",2,0,0,1,0,0,18,0
"('cell', 280)",1,0,0,4,0,0,22,0
"('cell', 1006)",2,0,0,1,0,4,18,0
"('cell', 1460)",0,0,0,6,1,2,7,0
"('cell', 1351)",3,0,0,5,0,2,5,0
"('cell', 750)",8,1,0,10,0,4,12,0
"('cell', 273)",1,0,0,4,3,3,6,0
"('cell', 2129)",0,0,0,0,1,0,0,1
"('cell', 2149)",0,0,0,0,1,0,1,1
"('cell', 2126)",0,0,0,0,1,0,0,1
"('cell', 2143)",0,0,0,0,1,0,0,1
"('cell', 1971)",2,0,0,7,0,0,11,0
"('cell', 1894)",0,0,0,4,1,0,2,0
"('cell', 1927)",0,0,0,3,1,0,3,0
"('cell', 1956)",0,0,0,4,1,0,1,0
"('cell', 1812)",0,0,0,5,1,0,3,0
"('cell', 1849)",0,0,0,5,1,0,3,0
"('cell', 1786)",0,0,0,8,2,0,9,0
"('cell', 1781)",0,0,0,4,2,0,1,0
"('cell', 1833)",0,0,0,5,1,0,0,0
"('cell', 1758)",0,0,0,5,2,0,4,0
"('cell', 1895)",0,0,0,3,1,0,4,0
"('cell', 1940)",0,0,0,5,1,0,5,0
"('cell', 1853)",1,0,0,10,0,0,12,0
"('cell', 1810)",1,0,0,10,0,0,13,0
"('cell', 1683)",0,0,0,5,1,0,8,0
"('cell', 1686)",0,0,0,6,1,0,9,0
"('cell', 1646)",0,0,0,4,1,0,7,0
"('cell', 1653)",0,0,0,4,1,0,8,0
"('cell', 1605)",0,0,0,6,1,0,11,0
"('cell', 991)",1,1,0,6,0,2,18,0
"('cell', 1156)",1,0,0,7,1,0,14,0
"('cell', 990)",6,1,0,10,0,5,14,0
"('cell', 1103)",7,2,0,7,0,3,10,0
"('cell', 1608)",0,0,0,0,1,0,5,0
