,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 595)",0,0,0,4,5,0,7,5
"('cell', 568)",0,0,0,4,4,0,7,4
"('cell', 606)",0,0,0,4,1,1,7,2
"('cell', 653)",0,0,1,2,3,0,5,1
"('cell', 19)",0,0,0,3,1,0,6,0
"('cell', 246)",4,0,0,1,2,1,2,1
"('cell', 164)",3,1,0,1,2,1,1,1
"('cell', 511)",2,0,0,5,2,0,11,4
"('cell', 469)",2,0,0,6,1,0,13,3
"('cell', 456)",2,0,0,5,1,0,14,2
"('cell', 447)",2,0,0,5,0,1,7,1
"('cell', 598)",0,0,1,4,1,1,7,2
"('cell', 567)",0,0,0,5,1,1,12,3
"('cell', 575)",0,0,0,5,1,1,11,3
"('cell', 740)",0,0,0,0,0,0,14,1
"('cell', 650)",0,0,1,4,2,0,4,1
"('cell', 673)",0,0,1,2,3,0,7,0
"('cell', 637)",0,0,1,3,2,1,4,1
"('cell', 631)",0,0,1,4,2,1,3,1
"('cell', 51)",0,0,0,4,1,0,9,0
"('cell', 29)",0,0,0,3,1,0,7,0
"('cell', 8)",0,0,0,1,1,0,5,0
"('cell', 717)",0,0,0,0,3,0,1,1
"('cell', 633)",0,0,0,1,1,0,2,2
"('cell', 776)",0,0,0,0,0,0,14,2
"('cell', 708)",0,0,0,0,3,0,1,1
"('cell', 639)",0,0,0,0,4,0,2,2
"('cell', 873)",1,0,0,0,1,1,6,3
"('cell', 111)",3,1,1,6,1,2,6,0
"('cell', 132)",3,1,0,3,2,1,5,0
"('cell', 125)",1,1,0,3,1,2,6,0
"('cell', 186)",3,1,0,3,2,1,4,1
"('cell', 223)",3,1,0,1,2,1,3,1
"('cell', 296)",5,0,0,3,1,0,4,1
"('cell', 292)",5,0,0,3,1,1,3,1
"('cell', 870)",1,0,0,0,0,1,8,3
"('cell', 484)",0,0,0,4,3,0,4,4
"('cell', 480)",0,0,0,4,3,0,4,4
"('cell', 404)",3,0,0,4,1,0,9,3
"('cell', 347)",5,0,0,5,1,0,7,2
"('cell', 344)",3,0,0,4,1,0,5,2
"('cell', 408)",1,2,2,4,1,1,9,2
"('cell', 464)",0,2,2,5,0,1,11,2
"('cell', 503)",1,1,1,4,0,0,13,2
"('cell', 579)",1,0,0,3,0,0,15,5
"('cell', 42)",0,0,0,5,1,0,8,0
"('cell', 378)",4,1,2,3,1,1,11,2
"('cell', 651)",0,0,0,1,3,1,22,0
"('cell', 645)",0,0,0,1,3,1,13,0
"('cell', 695)",0,0,0,0,0,0,21,0
"('cell', 700)",0,0,0,0,0,0,14,0
"('cell', 823)",0,0,0,1,0,0,16,2
"('cell', 782)",0,0,0,1,0,0,19,2
"('cell', 746)",0,0,0,0,0,0,15,1
"('cell', 644)",0,0,0,4,2,0,2,1
"('cell', 624)",1,1,0,2,0,0,20,3
"('cell', 670)",0,2,0,1,0,0,21,2
