,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 432)",0,0,1,0,4,0,0,0
"('cell', 33)",0,0,5,0,0,0,0,1
"('cell', 660)",0,0,2,0,4,0,0,0
"('cell', 715)",1,0,2,0,4,0,0,0
"('cell', 9)",0,1,3,0,3,0,0,1
"('cell', 24)",0,0,3,0,0,0,0,1
"('cell', 462)",0,0,2,0,5,0,0,0
"('cell', 465)",0,0,2,0,5,0,0,0
"('cell', 663)",0,1,2,3,5,6,9,5
"('cell', 611)",0,0,2,0,5,0,0,0
"('cell', 119)",0,0,4,0,2,0,0,9
"('cell', 93)",0,0,3,0,4,0,0,0
"('cell', 23)",0,0,2,0,1,0,0,1
"('cell', 17)",0,0,2,0,3,0,0,1
"('cell', 30)",0,0,4,0,1,0,0,1
"('cell', 38)",0,0,7,0,1,0,0,1
"('cell', 66)",0,0,5,0,4,0,0,0
"('cell', 347)",0,0,0,0,6,0,0,6
"('cell', 702)",1,0,1,2,3,0,0,0
"('cell', 765)",1,0,1,3,0,1,3,1
"('cell', 815)",1,0,1,2,0,0,0,1
"('cell', 1540)",0,1,0,3,7,0,0,1
"('cell', 1544)",0,1,0,5,5,3,2,3
"('cell', 1541)",0,2,0,4,6,6,4,3
"('cell', 977)",1,0,0,4,4,3,10,8
"('cell', 803)",1,0,0,2,1,0,0,0
"('cell', 814)",1,0,0,2,0,0,0,1
"('cell', 741)",1,0,1,2,1,0,0,0
"('cell', 723)",1,0,1,2,3,0,0,0
"('cell', 1081)",1,0,0,2,0,7,0,15
"('cell', 1441)",0,0,0,0,6,0,0,5
"('cell', 1191)",0,0,0,0,2,0,0,6
"('cell', 50)",0,0,6,0,0,0,0,1
"('cell', 318)",0,2,0,0,0,0,0,0
"('cell', 307)",0,1,0,0,0,0,0,0
"('cell', 319)",1,0,3,4,0,2,3,7
"('cell', 311)",1,0,3,2,0,0,1,4
"('cell', 97)",0,0,3,0,4,0,0,0
"('cell', 54)",0,0,4,0,2,0,0,0
"('cell', 151)",0,0,1,0,4,0,0,3
"('cell', 139)",0,0,5,0,3,0,1,2
"('cell', 89)",0,0,2,0,4,0,0,4
"('cell', 67)",0,0,2,0,4,0,0,2
"('cell', 79)",0,0,2,0,4,0,0,3
"('cell', 115)",0,0,3,0,5,0,0,4
"('cell', 145)",0,0,5,0,3,0,0,0
"('cell', 7)",0,0,0,0,2,0,0,0
"('cell', 16)",0,0,1,0,1,0,0,0
"('cell', 4)",0,0,1,0,0,0,0,0
"('cell', 68)",0,0,7,0,0,0,0,1
"('cell', 51)",0,0,7,0,1,0,0,1
"('cell', 40)",0,0,2,0,2,0,0,1
"('cell', 37)",0,0,2,0,2,0,0,2
"('cell', 143)",0,0,6,0,3,1,1,0
"('cell', 91)",0,0,3,0,3,0,0,0
"('cell', 88)",0,0,4,0,2,0,0,0
"('cell', 102)",0,0,3,0,2,0,0,0
"('cell', 117)",0,0,5,0,4,0,1,0
"('cell', 696)",0,0,0,5,4,0,0,5
"('cell', 684)",0,1,0,7,5,0,0,8
"('cell', 721)",0,0,0,3,4,0,0,7
"('cell', 714)",0,0,0,3,4,0,0,4
"('cell', 440)",0,1,0,2,6,0,0,7
"('cell', 615)",0,1,0,7,4,0,0,9
"('cell', 674)",0,1,0,7,4,0,0,6
"('cell', 689)",0,0,0,3,4,0,0,7
"('cell', 1170)",1,0,0,0,2,0,0,8
"('cell', 392)",0,1,0,5,5,0,0,8
"('cell', 362)",0,0,0,1,7,0,0,7
"('cell', 770)",0,0,1,0,1,9,17,10
"('cell', 476)",1,1,0,10,1,3,2,12
"('cell', 496)",1,1,0,9,1,1,1,10
"('cell', 494)",1,1,0,8,7,3,2,12
"('cell', 483)",1,1,0,10,5,3,2,12
"('cell', 688)",0,0,0,3,1,0,5,9
"('cell', 671)",0,1,2,3,5,8,10,7
"('cell', 308)",0,2,1,0,1,0,0,1
"('cell', 112)",0,0,2,0,4,0,0,5
"('cell', 65)",0,0,2,0,2,0,0,3
"('cell', 272)",0,1,0,0,1,0,0,4
