,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1349)",2,3,1,0,0,0,0,0
"('cell', 1078)",1,2,3,0,1,0,1,0
"('cell', 1121)",2,2,2,0,0,0,1,0
"('cell', 1290)",2,3,1,0,0,0,0,0
"('cell', 1235)",3,3,1,0,0,0,0,0
"('cell', 1160)",3,3,3,0,0,0,0,0
"('cell', 1106)",2,3,3,1,0,0,1,0
"('cell', 908)",0,3,1,1,0,0,0,0
"('cell', 955)",0,4,1,1,0,0,0,0
"('cell', 1565)",1,2,0,0,1,2,0,0
"('cell', 1559)",3,5,0,0,1,3,0,0
"('cell', 2068)",0,5,0,0,2,0,0,0
"('cell', 1727)",0,5,0,0,1,0,0,0
"('cell', 1518)",4,2,0,0,1,3,0,0
"('cell', 1515)",3,3,0,0,1,3,0,0
"('cell', 136)",0,4,0,1,1,0,0,0
"('cell', 113)",0,3,0,1,1,0,3,0
"('cell', 183)",0,4,0,1,1,0,0,0
"('cell', 150)",0,4,0,1,1,0,0,0
"('cell', 270)",0,0,0,1,1,0,0,0
"('cell', 294)",0,4,0,0,1,0,0,0
"('cell', 263)",0,4,0,0,1,0,0,0
"('cell', 1150)",3,5,1,1,0,1,0,0
"('cell', 1083)",3,7,1,2,0,0,0,0
"('cell', 1008)",2,6,1,1,0,0,0,0
"('cell', 403)",0,0,0,2,1,0,0,0
"('cell', 404)",0,0,0,2,1,0,0,0
"('cell', 470)",0,0,0,2,0,0,0,0
"('cell', 1414)",3,2,1,0,0,0,0,0
"('cell', 1383)",3,2,1,1,0,0,0,0
"('cell', 1395)",2,3,1,0,1,0,0,0
"('cell', 1133)",2,2,2,0,2,0,1,0
"('cell', 1180)",2,3,0,0,2,0,0,0
"('cell', 1267)",2,3,0,0,1,0,0,0
"('cell', 1092)",1,2,1,0,3,0,1,0
"('cell', 1450)",3,3,1,0,1,0,0,0
"('cell', 1187)",3,3,3,1,0,0,0,0
"('cell', 1222)",4,3,1,1,0,0,0,0
"('cell', 1017)",1,1,2,0,3,0,1,0
"('cell', 1038)",1,1,3,0,1,0,1,0
"('cell', 7)",0,1,0,1,0,0,0,2
"('cell', 41)",0,3,0,1,5,0,0,0
"('cell', 27)",0,1,0,1,4,0,0,2
"('cell', 62)",0,6,0,1,5,0,0,0
"('cell', 483)",3,13,0,3,1,4,0,0
"('cell', 826)",1,3,0,2,0,0,0,0
"('cell', 872)",0,5,1,1,0,0,0,0
"('cell', 788)",0,3,0,2,0,0,0,0
"('cell', 1063)",2,5,1,1,0,0,0,0
"('cell', 988)",0,4,1,1,0,0,0,0
"('cell', 835)",0,2,1,2,0,0,0,0
"('cell', 1103)",3,4,1,0,0,1,0,0
"('cell', 1131)",3,5,1,2,0,2,0,0
"('cell', 1155)",5,6,1,1,0,0,0,0
"('cell', 1126)",2,5,1,1,0,0,0,0
"('cell', 2029)",0,5,0,0,1,0,0,0
"('cell', 1647)",0,5,0,0,1,0,0,0
"('cell', 1610)",1,5,0,0,1,1,0,0
"('cell', 1690)",0,4,0,0,1,0,0,0
"('cell', 1609)",1,5,0,0,1,2,0,0
"('cell', 1724)",0,7,0,0,1,2,0,0
"('cell', 1479)",4,2,0,1,1,3,0,0
