,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1162)",0,0,0,0,1,0,0,0
"('cell', 1163)",0,0,0,2,5,0,0,0
"('cell', 1067)",0,0,1,0,0,0,0,0
"('cell', 1145)",0,0,1,0,0,0,0,0
"('cell', 1105)",0,0,1,0,0,0,0,0
"('cell', 1042)",2,0,0,0,0,0,0,0
"('cell', 1049)",1,0,0,0,0,0,0,0
"('cell', 1032)",2,0,0,0,0,0,0,0
"('cell', 1056)",1,0,1,0,0,0,0,0
"('cell', 974)",2,0,2,0,0,0,0,0
"('cell', 982)",2,0,2,0,0,0,0,0
"('cell', 1026)",2,0,1,0,0,0,0,0
"('cell', 1011)",2,0,1,0,0,0,0,0
"('cell', 949)",2,0,1,1,0,0,2,0
"('cell', 1028)",2,0,1,0,0,0,0,0
"('cell', 994)",1,0,2,0,0,0,0,0
"('cell', 577)",0,0,0,3,4,0,0,6
"('cell', 564)",0,0,0,2,1,0,0,4
"('cell', 572)",0,0,0,3,2,0,0,7
"('cell', 857)",4,1,0,1,0,0,0,0
"('cell', 886)",5,1,0,1,0,0,0,0
"('cell', 891)",3,0,0,0,0,2,1,2
"('cell', 905)",2,0,0,0,0,0,0,0
"('cell', 910)",3,0,0,0,0,0,0,0
"('cell', 908)",2,0,0,1,0,2,2,1
"('cell', 809)",0,0,0,3,10,0,0,4
"('cell', 625)",0,0,0,3,14,0,0,0
"('cell', 508)",0,0,0,4,11,0,0,6
"('cell', 554)",0,0,0,2,4,0,0,4
"('cell', 368)",0,0,0,1,20,0,0,6
"('cell', 954)",2,2,2,2,0,4,1,0
"('cell', 111)",0,1,0,0,14,2,0,0
"('cell', 1085)",2,2,0,5,0,0,0,1
"('cell', 1020)",0,0,1,0,0,0,0,0
"('cell', 958)",2,0,2,0,0,0,1,0
"('cell', 951)",2,0,2,1,0,0,2,0
"('cell', 961)",2,0,2,0,0,0,1,0
"('cell', 986)",0,2,1,0,0,1,0,0
"('cell', 1000)",0,0,1,0,0,0,0,0
"('cell', 1005)",0,2,1,0,0,1,0,0
"('cell', 985)",1,2,1,0,0,4,1,0
"('cell', 978)",1,2,2,0,0,1,0,0
"('cell', 849)",0,0,0,2,3,0,0,2
"('cell', 667)",3,0,0,3,5,0,0,5
"('cell', 747)",1,1,0,0,1,0,0,0
"('cell', 904)",4,0,0,1,0,5,2,1
"('cell', 855)",4,0,0,1,0,0,0,2
"('cell', 310)",1,0,0,1,8,0,1,5
"('cell', 762)",0,0,0,3,10,0,0,5
"('cell', 606)",0,0,0,2,15,0,0,0
"('cell', 703)",0,0,0,0,10,0,0,0
"('cell', 584)",0,0,0,3,1,0,0,5
"('cell', 569)",0,0,0,2,0,0,0,3
"('cell', 561)",0,0,0,4,19,0,0,1
"('cell', 570)",0,0,0,3,18,0,0,0
"('cell', 533)",0,0,0,4,18,0,0,0
"('cell', 545)",0,0,0,4,14,0,0,5
"('cell', 689)",0,0,0,1,12,0,0,3
"('cell', 472)",0,0,0,1,11,0,0,0
"('cell', 482)",0,0,0,1,9,0,0,0
"('cell', 635)",0,0,0,0,9,0,0,0
"('cell', 599)",0,0,0,0,14,0,0,0
"('cell', 507)",0,0,0,0,19,0,0,6
"('cell', 962)",2,3,1,4,0,5,1,0
"('cell', 89)",0,0,0,2,5,2,1,4
"('cell', 517)",0,1,0,0,0,2,0,0
"('cell', 298)",0,0,0,1,3,1,3,2
"('cell', 159)",2,0,0,1,5,1,1,4
"('cell', 86)",1,0,0,0,5,3,1,2
"('cell', 97)",2,0,0,0,2,5,1,4
"('cell', 92)",2,0,0,0,5,4,1,3
"('cell', 107)",0,1,0,0,12,4,0,1
"('cell', 102)",0,1,0,0,15,2,0,0
"('cell', 118)",0,1,0,0,9,4,0,5
"('cell', 93)",2,0,0,0,0,4,1,1
"('cell', 6)",0,0,0,1,7,0,4,3
"('cell', 659)",0,0,0,0,5,0,0,0
"('cell', 1073)",0,1,1,1,3,1,0,0
"('cell', 1034)",0,0,2,0,4,0,0,0
"('cell', 1022)",0,0,2,0,4,0,0,0
"('cell', 957)",0,0,1,1,8,0,0,0
"('cell', 968)",0,0,0,1,15,0,0,1
"('cell', 1078)",0,1,1,1,3,1,0,0
"('cell', 1083)",0,0,1,1,3,0,0,0
"('cell', 932)",0,0,0,1,0,0,2,2
