,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 2272)",3,0,2,2,3,0,0,0
"('cell', 2260)",3,0,2,1,3,0,0,0
"('cell', 1203)",0,0,1,2,0,0,0,0
"('cell', 2257)",2,0,2,0,2,0,0,0
"('cell', 1379)",1,0,2,0,0,0,0,0
"('cell', 968)",1,0,1,0,0,0,0,0
"('cell', 2258)",0,0,0,0,1,0,0,0
"('cell', 2216)",0,0,0,0,1,0,0,0
"('cell', 831)",1,1,0,7,0,0,4,0
"('cell', 1524)",0,0,2,0,0,0,0,0
"('cell', 1599)",0,0,3,0,0,0,0,0
"('cell', 1470)",0,0,2,0,0,0,0,0
"('cell', 1852)",0,0,1,1,0,0,0,0
"('cell', 1877)",0,0,2,1,0,0,0,0
"('cell', 1901)",0,0,1,1,0,0,0,0
"('cell', 1949)",0,1,1,1,0,0,0,0
"('cell', 2225)",0,0,2,0,2,0,1,0
"('cell', 1267)",1,0,0,0,0,0,0,0
"('cell', 1297)",1,0,1,0,0,0,0,0
"('cell', 1326)",0,0,1,0,0,0,0,0
"('cell', 1385)",1,0,0,0,0,0,0,0
"('cell', 1444)",1,0,2,0,0,0,0,0
"('cell', 2200)",0,0,2,1,2,0,1,0
"('cell', 2195)",0,0,2,3,1,0,1,0
"('cell', 1252)",0,0,2,0,0,0,0,0
"('cell', 861)",0,0,1,0,0,0,0,0
"('cell', 908)",0,0,1,0,0,0,0,0
"('cell', 814)",0,0,2,0,0,0,0,0
"('cell', 1156)",1,1,2,0,0,0,0,0
"('cell', 1169)",1,0,0,0,0,0,0,0
"('cell', 1184)",1,0,0,0,0,0,0,0
"('cell', 1161)",1,0,0,0,0,0,0,0
"('cell', 1201)",1,0,0,0,0,0,0,0
"('cell', 1240)",1,0,0,0,0,0,0,0
"('cell', 1001)",1,0,2,0,0,0,0,0
"('cell', 935)",1,0,2,0,0,0,0,0
"('cell', 978)",1,0,1,0,0,0,0,0
"('cell', 1024)",1,0,1,0,0,0,0,0
"('cell', 1065)",1,0,1,0,0,0,0,0
"('cell', 1064)",1,0,0,0,0,0,0,0
"('cell', 997)",1,0,0,0,0,0,0,0
"('cell', 1036)",1,0,1,0,0,0,0,0
"('cell', 1107)",1,0,1,0,0,0,0,0
"('cell', 1154)",1,0,0,0,0,0,0,0
"('cell', 969)",1,0,0,0,0,0,0,0
"('cell', 491)",0,0,1,1,0,0,0,0
"('cell', 2267)",2,0,0,3,2,0,4,0
"('cell', 2275)",0,0,0,1,1,0,0,0
"('cell', 1167)",0,0,2,3,0,0,1,0
"('cell', 1238)",0,0,2,3,0,0,0,0
"('cell', 1725)",0,0,3,0,0,0,0,0
"('cell', 1678)",0,0,3,0,0,0,0,0
"('cell', 1447)",0,0,1,1,0,0,0,0
"('cell', 1341)",0,0,0,3,0,0,0,0
"('cell', 1334)",0,0,0,3,0,0,0,0
"('cell', 1394)",0,0,0,2,0,0,0,0
"('cell', 1384)",0,0,0,2,0,0,0,0
"('cell', 1502)",0,0,1,0,0,0,0,0
"('cell', 1610)",0,0,2,0,0,0,0,0
"('cell', 1563)",0,0,2,0,0,0,0,0
"('cell', 1187)",0,0,1,3,0,0,0,0
"('cell', 1084)",0,0,0,3,0,0,0,0
"('cell', 1904)",0,1,1,1,0,0,0,0
"('cell', 1929)",0,1,1,1,0,0,0,0
"('cell', 1928)",0,2,0,1,0,0,0,0
"('cell', 1873)",0,0,1,1,0,0,0,0
"('cell', 1897)",0,2,0,1,0,0,0,0
"('cell', 1867)",0,0,1,1,0,0,0,0
"('cell', 1967)",1,2,0,1,0,0,0,0
"('cell', 2184)",0,0,3,1,2,0,1,0
"('cell', 2229)",0,0,3,0,2,0,1,0
"('cell', 2240)",0,0,2,0,2,0,0,0
"('cell', 2246)",2,0,2,0,2,0,0,0
"('cell', 2121)",0,0,3,7,2,0,1,1
"('cell', 2143)",0,0,3,3,2,0,1,0
"('cell', 1253)",2,1,4,0,0,0,0,0
"('cell', 1218)",2,1,4,0,0,0,0,0
"('cell', 1207)",1,0,2,0,0,0,0,0
"('cell', 1300)",2,1,4,0,0,0,0,0
"('cell', 1271)",1,0,1,0,0,0,0,0
"('cell', 647)",1,0,1,0,0,0,1,0
"('cell', 695)",3,0,0,2,0,0,2,0
"('cell', 2172)",0,0,2,4,2,0,1,0
"('cell', 2192)",0,0,2,4,1,0,1,0
"('cell', 2137)",0,0,2,6,0,0,1,0
"('cell', 983)",2,0,0,3,2,0,2,0
"('cell', 2193)",0,0,0,0,1,0,0,0
"('cell', 1248)",0,0,1,2,0,0,0,0
"('cell', 1294)",0,0,1,0,0,0,0,0
