,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 8)",0,0,0,0,0,0,1,0
"('cell', 2748)",0,0,0,0,0,0,3,0
"('cell', 17)",0,0,0,0,0,0,2,0
"('cell', 11)",0,1,0,0,0,0,3,0
"('cell', 33)",0,1,0,0,0,0,9,0
"('cell', 30)",1,1,0,0,0,2,8,0
"('cell', 12)",0,1,0,0,0,2,3,0
"('cell', 22)",0,1,0,0,0,0,8,0
"('cell', 52)",1,1,0,0,0,1,12,2
"('cell', 2778)",0,0,0,5,0,3,1,0
"('cell', 1779)",3,0,0,6,0,1,19,0
"('cell', 1907)",3,0,0,5,0,0,14,1
"('cell', 1937)",1,0,0,4,0,0,11,0
"('cell', 2670)",0,0,0,1,1,0,1,1
"('cell', 1932)",1,0,0,3,0,0,11,1
"('cell', 2274)",0,0,0,0,1,0,0,1
"('cell', 19)",0,0,0,0,0,0,2,2
"('cell', 770)",6,3,18,5,0,0,1,1
"('cell', 44)",1,1,0,0,0,1,13,3
"('cell', 2776)",0,0,0,4,1,2,1,0
"('cell', 1488)",2,0,0,4,0,2,11,0
"('cell', 1963)",1,0,0,1,0,3,13,2
"('cell', 1956)",1,0,0,4,0,0,11,0
"('cell', 1994)",1,0,0,1,0,0,8,0
"('cell', 1965)",1,0,0,2,0,0,9,0
"('cell', 2334)",0,0,0,0,1,0,1,2
"('cell', 2074)",1,0,0,5,0,0,5,1
"('cell', 1972)",0,0,0,0,0,0,8,0
"('cell', 2005)",0,0,0,0,0,0,5,0
"('cell', 1988)",0,0,0,1,0,0,10,1
"('cell', 2107)",0,0,0,3,1,0,6,0
"('cell', 2090)",2,0,0,3,1,0,1,0
"('cell', 2132)",2,0,0,0,1,0,0,0
"('cell', 2053)",2,0,0,5,1,0,3,0
"('cell', 2130)",1,0,0,3,1,0,5,0
"('cell', 2042)",2,0,0,5,1,0,6,0
"('cell', 2044)",2,0,0,7,1,0,5,0
