,CELL_ID,X,Y
1962,1963,769,1436
1893,1894,1645,1371
589,590,1894,458
599,600,1868,466
751,752,1670,559
798,799,440,591
868,869,449,634
735,736,429,553
1365,1366,774,971
1961,1962,1060,1437
1950,1951,729,1427
1902,1903,625,1384
1877,1878,626,1353
1768,1769,942,1254
1933,1934,1608,1411
1948,1949,1596,1425
1906,1907,1647,1386
1840,1841,1621,1322
1835,1836,1595,1311
530,531,1890,415
565,566,1872,439
551,552,1897,429
614,615,1771,472
478,479,1864,384
509,510,1879,404
534,535,1869,418
289,290,1782,260
717,718,1717,539
646,647,1764,497
703,704,1831,529
678,679,1803,512
671,672,1693,509
647,648,1861,496
664,665,1899,504
672,673,1876,510
808,809,466,593
28,29,868,32
889,890,495,644
912,913,553,659
1080,1081,940,764
1092,1093,958,765
1938,1939,820,1416
1937,1938,798,1419
1958,1959,798,1434
1796,1797,949,1277
1824,1825,937,1301
1890,1891,812,1368
1442,1443,441,1036
1905,1906,1579,1386
1722,1723,1817,1227
1805,1806,1624,1282
1830,1831,1611,1303
1800,1801,1604,1280
795,796,1425,585
968,969,1072,697
1736,1737,943,1233
1635,1636,942,1160
1369,1370,879,975
1342,1343,827,948
1326,1327,804,934
607,608,1819,467
616,617,1802,477
584,585,1837,452
623,624,1835,481
651,652,1812,498
439,440,1832,360
491,492,1842,391
459,460,1806,373
426,427,1809,350
593,594,1797,457
505,506,1817,398
442,443,1763,362
483,484,1767,391
453,454,1787,368
407,408,1783,337
364,365,1814,313
309,310,1816,275
401,402,1838,333
514,515,1901,406
361,362,1755,311
344,345,1778,297
398,399,1764,332
339,340,1747,293
656,657,1590,501
774,775,1687,575
732,733,1692,548
764,765,1590,566
619,620,1736,476
771,772,1759,570
706,707,463,531
665,666,440,506
693,694,444,522
21,22,886,29
4,5,949,8
851,852,735,619
862,863,720,625
946,947,385,683
908,909,410,656
1349,1350,547,954
1315,1316,530,928
1296,1297,557,916
1170,1171,570,818
1161,1162,538,811
1764,1765,643,1253
1618,1619,777,1147
1781,1782,830,1262
1769,1770,856,1255
1852,1853,912,1333
1834,1835,921,1309
1813,1814,841,1287
1939,1940,870,1417
1921,1922,870,1400
1929,1930,842,1408
1960,1961,877,1435
1955,1956,839,1433
1956,1957,914,1434
1866,1867,600,1341
1817,1818,563,1293
1838,1839,574,1315
1920,1921,615,1401
1759,1760,660,1247
1753,1754,832,1243
1675,1676,786,1191
1645,1646,788,1169
1703,1704,774,1208
1910,1911,746,1388
1798,1799,814,1280
1864,1865,767,1338
1887,1888,761,1367
1884,1885,779,1363
1880,1881,793,1357
1936,1937,1532,1415
1829,1830,1429,1304
598,599,1916,463
1701,1702,1646,1207
1681,1682,1603,1195
1711,1712,1607,1217
1685,1686,1585,1197
1700,1701,1631,1207
1841,1842,1730,1320
966,967,1118,697
1006,1007,1136,719
1928,1929,1310,1406
1927,1928,1291,1408
1896,1897,1308,1377
1918,1919,1334,1397
1943,1944,1320,1422
1957,1958,1387,1432
1849,1850,1231,1326
1873,1874,1239,1351
1794,1795,1355,1275
1758,1759,1408,1247
1623,1624,852,1152
1659,1660,891,1178
1652,1653,860,1172
853,854,1647,618
733,734,1864,548
765,766,1852,569
708,709,1849,532
700,701,1880,527
886,887,1842,641
709,710,1914,533
697,698,1902,524
848,849,1782,616
812,813,1704,596
779,780,1707,578
761,762,1719,565
755,756,1738,561
510,511,629,405
617,618,493,477
609,610,526,473
714,715,483,534
657,658,466,500
791,792,529,585
809,810,500,597
36,37,836,47
92,93,944,98
394,395,1009,331
404,405,1043,333
431,432,1021,354
1117,1118,578,783
1208,1209,575,850
1249,1250,610,881
875,876,600,638
832,833,678,612
826,827,1015,607
857,858,983,623
1265,1266,565,892
1133,1134,380,794
1094,1095,374,771
1058,1059,387,751
1027,1028,373,726
1103,1104,454,774
1098,1099,407,774
1050,1051,486,745
1036,1037,393,736
1397,1398,557,997
1952,1953,1099,1430
1614,1615,803,1146
1851,1852,848,1330
1872,1873,843,1351
1836,1837,849,1311
1843,1844,873,1323
1256,1257,391,885
1740,1741,629,1235
1773,1774,596,1257
1784,1785,572,1265
1803,1804,657,1282
1761,1762,679,1250
1894,1895,687,1371
1883,1884,741,1363
1903,1904,661,1387
1900,1901,696,1386
1912,1913,722,1391
1847,1848,679,1325
1846,1847,653,1325
1732,1733,777,1234
1741,1742,752,1237
1756,1757,801,1248
1828,1829,1409,1306
1792,1793,1481,1273
1802,1803,1464,1283
1822,1823,1446,1299
1809,1810,1407,1284
1839,1840,1331,1318
1892,1893,1343,1371
1895,1896,1382,1374
1908,1909,1365,1388
1644,1645,1748,1169
1633,1634,1725,1157
1331,1332,1495,940
1142,1143,1470,796
1107,1108,1471,775
1123,1124,1494,786
1181,1182,1460,826
1399,1400,1510,998
1412,1413,1472,1014
878,879,1281,637
1022,1023,1247,726
1940,1941,1230,1419
1907,1908,1222,1387
1931,1932,1244,1413
1945,1946,1213,1423
1932,1933,1263,1412
1959,1960,1329,1434
1842,1843,1282,1320
1821,1822,1247,1299
1857,1858,1264,1333
1774,1775,1384,1259
1731,1732,1455,1232
1751,1752,1435,1240
1785,1786,1451,1263
1775,1776,1475,1258
1689,1690,1435,1198
1729,1730,1418,1228
1694,1695,1413,1203
1660,1661,1408,1180
1695,1696,852,1204
1673,1674,870,1191
1723,1724,847,1227
1687,1688,821,1198
1647,1648,826,1171
1658,1659,809,1178
1668,1669,842,1187
1693,1694,804,1201
1705,1706,836,1213
1717,1718,809,1222
1316,1317,895,929
1287,1288,878,908
1347,1348,889,953
1793,1794,1252,1273
215,216,1772,194
469,470,1581,380
1002,1003,1656,720
823,824,1678,602
847,848,1705,619
969,970,1638,700
786,787,1816,584
817,818,1804,603
838,839,1827,614
772,773,1832,573
785,786,1788,582
752,753,1824,558
759,760,1785,563
856,857,1870,621
767,768,1904,568
743,744,1911,554
738,739,1882,553
830,831,1738,611
813,814,1724,594
492,493,519,395
526,527,492,417
579,580,529,447
506,507,492,401
454,455,629,373
566,567,601,441
594,595,585,462
610,611,617,472
559,560,639,438
527,528,575,415
558,559,580,437
552,553,558,433
539,540,606,422
484,485,604,393
433,434,511,354
444,445,483,363
445,446,557,364
475,476,569,386
480,481,539,391
463,464,515,376
569,570,669,444
580,581,704,450
488,489,744,392
662,663,516,503
615,616,553,474
695,696,532,525
63,64,832,71
211,212,887,193
171,172,887,154
141,142,872,135
124,125,928,118
22,23,963,23
12,13,992,20
1,2,967,5
17,18,1117,24
9,10,1145,11
16,17,1067,20
300,301,1006,270
871,872,693,635
1066,1067,826,754
1083,1084,782,766
1138,1139,868,797
1137,1138,810,795
1178,1179,856,824
1104,1105,821,776
1105,1106,880,774
1139,1140,896,798
1263,1264,823,889
1209,1210,838,853
1304,1305,835,919
1289,1290,808,910
1277,1278,856,901
849,850,611,619
825,826,663,606
850,851,632,619
782,783,708,583
796,797,685,586
741,742,692,556
701,702,701,529
807,808,740,595
852,853,1059,617
1258,1259,520,889
1247,1248,546,879
1211,1212,524,852
1276,1277,540,902
1169,1170,388,820
1195,1196,380,843
1202,1203,397,850
1047,1048,1093,743
989,990,1094,715
1009,1010,1065,721
1059,1060,1057,748
1046,1047,1030,743
1637,1638,1048,1164
1586,1587,790,1125
1583,1584,741,1126
1548,1549,733,1103
1459,1460,835,1045
1418,1419,846,1018
1440,1441,859,1034
1424,1425,821,1022
1292,1293,516,913
1352,1353,520,958
1708,1709,501,1215
1679,1680,506,1193
1657,1658,599,1178
1856,1857,697,1332
1853,1854,749,1331
1820,1821,686,1297
1832,1833,765,1307
1808,1809,761,1284
1882,1883,1543,1362
1819,1820,1389,1299
1816,1817,1369,1290
1430,1431,1669,1025
1447,1448,1702,1038
1575,1576,1745,1118
1606,1607,1752,1139
1540,1541,1756,1096
1564,1565,1774,1111
1421,1422,1705,1020
1075,1076,1662,759
1278,1279,1913,901
1301,1302,1914,917
1511,1512,1814,1081
1546,1547,1798,1100
1484,1485,1812,1059
1672,1673,1849,1188
1319,1320,1902,930
1651,1652,1449,1174
1373,1374,1641,974
1391,1392,1609,991
1385,1386,1625,984
1506,1507,1790,1075
1475,1476,1794,1055
1520,1521,1773,1086
1589,1590,1686,1129
1574,1575,1715,1118
1567,1568,1606,1110
1010,1011,1493,721
1031,1032,1509,733
994,995,1522,715
1164,1165,1486,813
1290,1291,1502,910
1189,1190,1511,831
1393,1394,1484,993
1056,1057,1156,747
1581,1582,989,1123
1879,1880,1213,1355
1353,1354,1265,960
1629,1630,1413,1155
1638,1639,1387,1163
1771,1772,1327,1256
1750,1751,1313,1241
1742,1743,1389,1236
1697,1698,1390,1203
1713,1714,1495,1218
1744,1745,1489,1236
1734,1735,1526,1233
1691,1692,1498,1199
1698,1699,1537,1206
1707,1708,1478,1212
1616,1617,836,1146
1410,1411,923,1009
1427,1428,942,1025
1762,1763,1247,1249
0,1,922,5
452,453,1069,370
681,682,1244,513
704,705,1239,533
904,905,1646,652
869,870,1674,635
932,933,1660,665
900,901,1715,649
870,871,1697,634
905,906,1692,654
1063,1064,1611,752
1035,1036,1615,733
1044,1045,1635,742
998,999,1547,716
940,941,1632,676
899,900,1627,649
831,832,1901,610
859,860,1913,624
839,840,1887,615
788,789,1902,585
787,788,1884,584
880,881,1807,636
874,875,1762,634
1033,1034,1818,734
1004,1005,1834,719
531,532,769,420
538,539,749,418
561,562,739,437
613,614,749,474
