,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 235)",0,0,0,0,2,0,0,0
"('cell', 313)",0,0,0,0,2,0,0,0
"('cell', 391)",0,0,0,1,4,0,1,0
"('cell', 723)",0,2,0,6,3,5,3,0
"('cell', 729)",0,0,0,2,3,1,2,0
"('cell', 130)",0,0,0,0,12,0,0,1
"('cell', 5)",1,2,2,1,0,0,0,1
"('cell', 2945)",0,0,0,0,4,0,0,0
"('cell', 2967)",0,0,1,1,5,0,0,0
"('cell', 1802)",1,0,9,1,0,2,0,0
"('cell', 1791)",0,0,6,1,0,0,0,0
"('cell', 1590)",1,0,5,2,2,0,0,0
"('cell', 704)",0,3,0,4,6,5,4,0
"('cell', 551)",0,1,0,2,5,2,3,0
"('cell', 684)",0,3,0,4,5,5,3,0
"('cell', 103)",0,0,0,0,13,0,0,2
"('cell', 45)",0,0,0,0,11,0,0,2
"('cell', 142)",0,0,0,0,15,0,0,2
"('cell', 314)",1,0,0,1,8,0,0,0
"('cell', 145)",0,0,0,0,4,0,0,0
"('cell', 106)",1,0,2,0,13,0,0,2
"('cell', 2166)",0,0,0,0,4,0,0,0
"('cell', 2132)",1,0,2,0,4,0,0,0
"('cell', 2152)",1,0,4,0,6,0,0,0
"('cell', 2157)",1,0,3,0,4,0,0,0
"('cell', 2177)",0,0,3,0,5,0,0,0
"('cell', 1920)",0,0,6,0,2,0,0,0
"('cell', 1914)",0,0,6,0,2,0,0,0
"('cell', 805)",2,7,2,5,0,1,4,1
"('cell', 816)",5,6,2,6,0,2,6,1
"('cell', 2965)",0,0,2,1,6,0,0,0
"('cell', 2270)",0,2,15,0,0,0,0,0
"('cell', 2934)",1,0,4,1,0,0,3,0
"('cell', 2262)",1,2,4,2,3,0,1,0
"('cell', 2201)",0,0,1,0,3,0,0,0
"('cell', 2180)",0,1,2,0,3,0,0,0
"('cell', 2722)",5,3,0,3,2,3,3,0
"('cell', 2010)",0,1,0,0,1,0,0,0
"('cell', 2107)",1,1,3,0,2,0,0,0
"('cell', 1741)",0,0,7,1,2,0,0,0
"('cell', 1981)",0,0,3,1,3,0,0,0
"('cell', 2134)",0,2,12,0,0,0,0,0
"('cell', 2066)",2,2,0,1,0,0,3,0
"('cell', 2086)",3,3,0,0,0,0,4,0
"('cell', 2063)",1,2,3,2,0,0,0,0
"('cell', 1202)",0,2,6,1,0,0,0,0
"('cell', 1169)",0,2,10,1,1,0,0,0
"('cell', 1070)",1,3,8,2,1,0,2,0
"('cell', 884)",0,5,3,2,4,5,7,0
"('cell', 1053)",0,2,6,2,1,0,1,0
"('cell', 1633)",1,0,9,2,2,0,0,0
"('cell', 1498)",2,0,6,2,1,0,0,0
"('cell', 1469)",1,1,8,2,1,0,0,0
"('cell', 1815)",2,1,9,1,0,3,1,0
"('cell', 670)",1,3,0,3,6,5,4,0
"('cell', 336)",3,1,0,0,10,0,1,0
"('cell', 286)",1,0,0,0,9,0,0,0
"('cell', 334)",3,2,0,2,7,1,1,0
"('cell', 461)",2,1,0,2,4,6,3,0
"('cell', 373)",3,2,0,2,7,5,2,0
"('cell', 230)",3,1,0,0,10,0,1,0
"('cell', 180)",0,0,0,0,11,0,0,0
"('cell', 115)",0,0,0,0,10,0,0,1
"('cell', 218)",1,0,0,0,9,0,0,0
"('cell', 214)",1,0,0,0,6,0,0,0
"('cell', 177)",0,0,0,0,10,0,0,0
"('cell', 75)",0,0,0,0,6,0,0,2
"('cell', 52)",0,0,0,0,7,0,0,2
"('cell', 92)",1,0,2,0,8,0,0,2
"('cell', 1071)",0,0,10,1,1,0,0,0
"('cell', 1034)",0,0,7,1,0,0,0,0
"('cell', 949)",1,2,5,0,0,0,0,0
"('cell', 993)",1,0,8,1,0,0,0,0
"('cell', 2120)",2,1,3,5,0,2,2,0
"('cell', 2187)",0,0,1,0,3,0,0,0
"('cell', 2145)",0,0,1,0,3,0,0,0
"('cell', 2186)",0,0,0,0,4,0,0,0
"('cell', 2248)",1,2,2,2,3,0,1,0
"('cell', 2235)",1,1,1,1,4,0,1,0
"('cell', 1907)",1,0,4,0,1,0,0,0
"('cell', 2307)",1,0,4,0,1,0,0,0
"('cell', 2212)",1,1,8,0,0,0,0,0
"('cell', 2271)",1,1,11,0,0,0,0,0
"('cell', 1252)",0,3,6,1,1,0,0,0
"('cell', 1286)",0,5,13,2,1,0,0,0
"('cell', 1380)",1,4,10,2,1,0,0,0
"('cell', 1560)",0,8,9,2,0,2,6,0
"('cell', 2213)",1,0,9,0,0,0,0,0
"('cell', 27)",0,0,4,0,5,0,0,1
"('cell', 108)",0,2,4,0,4,0,2,0
"('cell', 202)",2,2,4,0,4,4,3,0
"('cell', 1928)",1,0,7,0,2,0,0,0
"('cell', 1991)",1,0,4,0,4,0,0,0
"('cell', 1929)",1,0,7,0,5,0,0,0
"('cell', 1962)",1,0,5,0,2,0,0,0
"('cell', 2225)",0,1,3,0,5,0,0,0
"('cell', 2200)",0,1,3,0,5,0,0,0
"('cell', 2191)",0,1,3,0,4,0,0,0
