,CELL_ID,X,Y
742,743,286,728
521,522,291,566
570,571,279,605
487,488,277,538
611,612,258,635
139,140,539,253
149,150,573,262
0,1,1102,14
40,41,1134,117
409,410,290,483
460,461,294,514
755,756,241,734
753,754,262,734
728,729,234,716
788,789,205,759
670,671,245,673
687,688,282,687
645,646,268,659
697,698,217,694
624,625,230,647
438,439,261,505
1104,1105,1770,1051
987,988,1792,935
1516,1517,1624,1411
414,415,1289,484
382,383,1002,454
215,216,1117,324
311,312,689,399
289,290,697,383
138,139,848,256
150,151,809,255
32,33,1010,104
11,12,1012,57
78,79,1148,167
50,51,1148,132
57,58,1176,139
159,160,1033,276
172,173,1092,284
944,945,291,894
1182,1183,268,1122
1127,1128,258,1072
1457,1458,389,1364
1211,1212,324,1147
1166,1167,306,1110
651,652,414,662
533,534,314,573
502,503,304,550
156,157,514,272
432,433,612,500
374,375,629,447
355,356,652,428
449,450,336,510
421,422,323,490
472,473,317,529
375,376,309,447
440,441,477,505
445,446,440,511
399,400,567,466
397,398,596,465
223,224,346,327
530,531,1780,573
1032,1033,1728,980
1070,1071,1739,1016
1073,1074,1707,1022
772,773,1596,747
938,939,1783,886
553,554,905,589
607,608,766,634
592,593,892,618
710,711,1553,700
1421,1422,1699,1329
1489,1490,1581,1387
3,4,1135,28
31,32,1160,105
23,24,1140,90
12,13,1138,62
54,55,1201,139
37,38,1197,110
503,504,1277,551
418,419,1255,487
312,313,1235,399
406,407,1202,479
92,93,1200,196
271,272,1147,367
60,61,558,145
157,158,596,272
194,195,599,308
30,31,832,103
29,30,977,100
5,6,978,31
113,114,797,223
237,238,1059,340
233,234,969,338
1065,1066,232,1016
957,958,205,908
1386,1387,370,1307
1316,1317,348,1235
1361,1362,399,1278
1345,1346,408,1262
1086,1087,543,1037
582,583,346,607
543,544,337,572
588,589,311,610
606,607,312,637
674,675,312,679
720,721,304,709
721,722,325,706
711,712,344,700
615,616,378,638
621,622,345,643
583,584,370,615
672,673,362,674
643,644,387,658
714,715,764,703
526,527,666,571
439,440,397,504
404,405,354,478
512,513,407,554
578,579,399,611
493,494,437,545
541,542,391,584
413,414,407,486
366,367,374,445
187,188,515,299
345,346,489,426
317,318,508,402
601,602,415,629
574,575,514,608
622,623,535,644
1096,1097,1729,1046
1108,1109,1665,1057
689,690,1588,687
737,738,1601,713
880,881,1781,833
915,916,1811,869
842,843,1640,803
653,654,859,663
614,615,871,636
800,801,1003,771
836,837,1207,800
840,841,1188,806
960,961,1028,909
1445,1446,1604,1350
1452,1453,1654,1357
1304,1305,1384,1233
1470,1471,1495,1370
1012,1013,1050,961
970,971,1051,924
1021,1022,1083,969
989,990,1434,935
6,7,1192,45
7,8,1162,46
1,2,1179,16
15,16,1181,73
19,20,1243,83
34,35,1225,108
68,69,1435,162
475,476,1112,530
477,478,1138,531
627,628,999,646
496,497,1044,547
648,649,1017,659
209,210,930,319
218,219,1240,324
282,283,719,380
277,278,745,373
116,117,556,225
102,103,570,204
165,166,635,278
176,177,656,288
195,196,649,307
170,171,618,282
151,152,656,266
133,134,648,249
128,129,610,243
162,163,769,278
251,252,773,350
182,183,795,294
141,142,879,257
91,92,866,188
100,101,827,202
114,115,868,224
38,39,1029,113
48,49,1000,130
61,62,1050,142
63,64,1018,152
16,17,794,76
56,57,788,137
44,45,811,121
1320,1321,401,1243
1287,1288,390,1212
972,973,651,925
735,736,368,721
713,714,362,705
731,732,345,722
823,824,746,788
789,790,769,763
613,614,563,637
703,704,590,697
738,739,634,725
464,465,367,525
452,453,383,512
451,452,354,511
473,474,390,531
470,471,345,531
511,512,372,558
342,343,349,423
319,320,376,404
236,237,508,346
276,277,505,372
213,214,495,317
238,239,474,342
567,568,565,602
620,621,1789,639
822,823,1796,788
1143,1144,1750,1089
1241,1242,1749,1166
1150,1151,1664,1091
1163,1164,1646,1107
1162,1163,1604,1109
1245,1246,1465,1169
1216,1217,1457,1148
1235,1236,1411,1163
1238,1239,1434,1165
1286,1287,1514,1208
1036,1037,1466,982
1061,1062,1484,1008
1088,1089,1473,1039
1126,1127,1606,1070
1016,1017,1657,962
1084,1085,1651,1033
1026,1027,1699,971
1006,1007,1503,955
813,814,1656,782
812,813,1624,781
955,956,1615,900
975,976,1634,928
985,986,1663,938
908,909,1625,863
872,873,1630,825
949,950,1654,893
808,809,1586,779
833,834,1324,802
928,929,1208,883
920,921,1189,875
905,906,1175,861
1317,1318,1242,1234
1292,1293,1201,1210
1309,1310,1214,1228
1348,1349,1188,1264
1337,1338,1211,1251
1357,1358,1142,1273
1372,1373,1171,1287
1338,1339,1559,1254
1314,1315,1538,1231
1423,1424,1614,1328
1373,1374,1557,1288
1299,1300,1466,1220
1271,1272,1446,1195
1295,1296,1418,1216
1305,1306,1499,1221
1260,1261,1487,1190
1367,1368,1483,1279
1331,1332,1472,1247
1370,1371,1514,1282
1395,1396,1522,1308
1343,1344,1512,1261
1464,1465,1398,1366
1447,1448,1367,1356
1477,1478,1424,1386
1435,1436,1337,1341
1385,1386,1262,1297
1347,1348,1240,1264
1419,1420,1304,1329
1366,1367,1333,1281
1339,1340,1349,1256
1358,1359,1376,1280
1393,1394,1334,1306
1333,1334,1293,1250
1350,1351,1270,1268
1378,1379,1301,1292
1342,1343,1317,1259
1315,1316,1276,1232
1253,1254,1352,1180
1282,1283,1372,1203
1237,1238,1385,1167
1301,1302,1325,1213
1552,1553,1459,1434
1480,1481,1469,1388
1149,1150,1059,1094
1011,1012,1122,960
1056,1057,1086,1002
1090,1091,1098,1041
947,948,1369,898
937,938,1317,883
450,451,1344,511
563,564,1088,599
527,528,1106,567
513,514,1168,557
488,489,1246,542
537,538,1248,579
536,537,1218,579
108,109,1273,215
118,119,1295,228
330,331,692,416
327,328,810,413
120,121,652,230
85,86,622,182
111,112,611,218
105,106,636,211
96,97,593,202
81,82,596,170
66,67,640,158
174,175,676,287
247,248,797,345
21,22,866,89
67,68,949,157
74,75,883,165
94,95,1023,196
83,84,1011,178
95,96,991,199
