,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 618)",0,0,4,0,1,0,5,0
"('cell', 1867)",0,0,0,5,28,1,0,0
"('cell', 112)",0,0,0,0,1,0,0,0
"('cell', 645)",0,0,3,0,1,0,4,0
"('cell', 989)",0,0,0,4,22,6,1,2
"('cell', 1459)",0,1,0,5,24,0,1,0
"('cell', 1456)",0,0,0,6,22,3,2,0
"('cell', 99)",0,0,0,0,1,0,0,0
"('cell', 1994)",1,6,0,3,0,0,1,0
"('cell', 442)",2,2,1,0,0,2,0,0
"('cell', 1404)",0,4,1,2,6,0,0,2
"('cell', 1398)",0,4,1,2,7,0,0,2
"('cell', 1369)",0,4,0,2,6,0,0,1
"('cell', 726)",1,0,4,0,1,0,4,0
"('cell', 1284)",0,0,0,2,14,1,0,0
"('cell', 1256)",0,0,0,3,17,1,0,0
"('cell', 1444)",0,0,0,1,11,0,1,0
"('cell', 1302)",0,0,0,2,15,1,0,0
"('cell', 688)",0,0,0,1,1,1,0,0
"('cell', 658)",0,0,0,1,1,0,1,0
"('cell', 717)",0,0,0,1,6,1,0,0
"('cell', 934)",0,0,0,2,12,6,0,1
"('cell', 664)",0,0,0,1,2,0,1,0
"('cell', 598)",0,0,0,0,0,0,1,0
"('cell', 564)",0,0,0,0,0,0,1,0
"('cell', 620)",0,0,0,1,0,0,1,0
"('cell', 638)",0,0,0,1,2,0,1,0
"('cell', 2008)",0,0,0,6,13,0,1,0
"('cell', 1968)",0,0,0,6,19,1,1,0
"('cell', 1036)",0,0,0,3,26,1,1,0
"('cell', 1132)",0,0,0,5,21,6,0,2
"('cell', 1377)",0,1,0,6,25,0,0,0
"('cell', 1433)",0,1,0,6,23,0,1,0
"('cell', 1355)",0,1,0,4,28,0,0,0
"('cell', 1999)",0,0,0,2,17,2,1,0
"('cell', 2005)",0,0,0,3,12,0,1,0
"('cell', 1841)",0,0,0,5,29,3,2,1
"('cell', 574)",0,0,0,0,0,0,1,0
"('cell', 537)",0,0,0,6,18,1,0,0
"('cell', 328)",0,1,0,7,15,0,0,1
"('cell', 709)",0,0,0,9,27,0,1,0
"('cell', 941)",0,0,0,3,26,1,1,0
"('cell', 872)",0,0,1,7,23,0,1,0
"('cell', 1910)",1,3,0,1,0,0,0,4
"('cell', 2003)",3,2,0,5,0,1,0,0
"('cell', 1990)",1,1,0,3,0,0,0,0
"('cell', 1933)",3,3,0,5,0,1,1,0
"('cell', 40)",0,0,0,0,1,0,0,0
"('cell', 497)",2,2,1,0,0,2,1,0
"('cell', 408)",1,1,1,0,0,0,0,0
"('cell', 459)",1,2,1,0,0,0,1,0
"('cell', 282)",1,1,1,0,0,0,0,0
"('cell', 503)",1,2,1,0,0,0,1,0
"('cell', 707)",0,0,4,0,2,0,4,0
"('cell', 500)",2,0,1,0,1,0,3,0
"('cell', 555)",0,0,3,0,1,0,4,0
"('cell', 53)",0,0,0,0,0,0,1,0
"('cell', 234)",2,0,3,2,0,0,3,0
"('cell', 520)",3,1,1,0,0,3,1,0
"('cell', 417)",2,1,2,1,0,2,0,0
"('cell', 384)",3,1,1,1,0,2,0,0
"('cell', 1833)",0,3,0,1,1,0,0,8
"('cell', 1872)",0,3,0,0,0,0,0,8
"('cell', 1578)",0,0,0,4,9,2,0,1
"('cell', 1049)",2,1,3,0,2,0,1,0
"('cell', 1142)",0,4,3,2,5,0,0,0
"('cell', 967)",3,3,3,0,0,0,1,0
"('cell', 1017)",3,3,4,0,3,0,1,0
"('cell', 1059)",3,3,3,1,4,0,1,0
"('cell', 993)",3,3,4,0,0,0,1,0
"('cell', 1062)",2,4,4,2,4,0,0,0
"('cell', 1121)",0,3,2,2,5,0,0,0
"('cell', 1080)",0,3,1,2,2,0,0,0
"('cell', 763)",3,1,5,0,1,0,4,0
"('cell', 744)",0,0,4,0,0,0,4,0
"('cell', 776)",4,0,2,0,0,0,3,0
"('cell', 838)",4,1,4,0,1,0,2,0
"('cell', 791)",4,0,4,0,1,0,4,0
"('cell', 1568)",0,0,0,0,13,2,1,3
"('cell', 1615)",0,0,0,0,10,3,1,2
"('cell', 899)",0,0,0,1,18,5,0,1
"('cell', 913)",0,0,0,1,14,4,0,0
"('cell', 1584)",0,0,0,0,9,3,1,5
"('cell', 1591)",0,0,0,2,13,4,1,5
"('cell', 1686)",1,0,0,1,25,1,0,2
"('cell', 1261)",0,0,0,3,18,1,0,1
"('cell', 1110)",0,0,0,2,27,0,2,0
"('cell', 1157)",0,0,0,4,20,4,2,0
"('cell', 1516)",0,0,0,2,27,0,2,0
"('cell', 1579)",0,2,0,4,21,0,1,0
"('cell', 1550)",1,2,0,2,30,0,1,0
"('cell', 2009)",0,0,0,2,14,0,0,0
"('cell', 1717)",0,2,0,4,30,3,3,1
"('cell', 258)",1,1,0,12,12,4,1,2
"('cell', 229)",0,1,0,8,15,3,1,2
"('cell', 7)",0,0,0,0,18,0,0,1
"('cell', 33)",0,0,0,0,10,0,0,2
"('cell', 356)",0,0,0,0,1,0,1,0
"('cell', 150)",0,0,0,0,1,0,1,0
"('cell', 292)",0,1,0,4,16,0,0,0
"('cell', 682)",0,3,2,0,0,0,1,0
"('cell', 613)",0,0,0,8,29,0,0,0
"('cell', 575)",0,0,0,7,27,1,0,0
"('cell', 552)",0,0,0,7,19,1,0,0
"('cell', 581)",0,0,0,8,26,1,0,0
"('cell', 736)",0,0,0,4,22,1,0,0
"('cell', 727)",0,0,0,3,16,2,1,0
"('cell', 777)",0,0,0,1,16,1,1,0
