,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1298)",0,1,2,0,2,1,1,3
"('cell', 1281)",0,1,3,0,4,1,1,3
"('cell', 1299)",0,1,2,0,3,1,1,3
"('cell', 1316)",0,0,1,0,2,0,0,4
"('cell', 11)",0,1,1,0,0,0,0,1
"('cell', 2666)",1,0,0,1,12,0,0,4
"('cell', 2088)",0,0,0,2,6,0,0,3
"('cell', 2086)",0,0,0,0,5,0,0,2
"('cell', 2038)",0,0,0,1,4,0,0,3
"('cell', 1536)",0,0,1,0,1,0,0,4
"('cell', 1934)",0,0,0,1,2,0,0,3
"('cell', 2043)",0,0,0,2,5,0,0,2
"('cell', 525)",0,0,1,0,0,0,1,2
"('cell', 539)",0,0,1,0,0,0,1,2
"('cell', 51)",0,0,0,0,1,0,2,1
"('cell', 69)",0,0,0,2,1,0,1,2
"('cell', 50)",0,0,0,2,1,0,0,1
"('cell', 33)",0,0,0,2,1,0,0,0
"('cell', 40)",0,0,0,2,1,0,0,1
"('cell', 123)",0,0,0,2,1,1,2,1
"('cell', 114)",0,0,0,2,1,0,2,1
"('cell', 80)",0,0,0,2,1,0,1,2
"('cell', 316)",0,0,0,2,1,1,1,1
"('cell', 20)",0,1,0,0,0,0,4,0
"('cell', 12)",0,1,0,0,1,0,3,0
"('cell', 30)",0,0,0,0,1,0,2,0
"('cell', 10)",0,1,1,0,0,0,0,1
"('cell', 5)",0,1,1,0,0,0,0,1
"('cell', 87)",0,1,1,0,3,8,0,3
"('cell', 105)",0,0,1,0,0,10,0,2
"('cell', 85)",0,2,1,0,0,8,0,1
"('cell', 89)",0,1,1,0,0,6,0,0
"('cell', 2171)",0,0,0,0,4,0,0,0
"('cell', 2178)",0,0,0,0,4,0,0,0
"('cell', 2482)",3,0,0,1,11,0,0,3
"('cell', 2536)",2,0,0,1,11,0,0,3
"('cell', 2634)",2,0,0,1,15,0,0,4
"('cell', 2663)",2,0,0,1,11,0,0,4
"('cell', 2517)",3,0,0,1,14,0,0,3
"('cell', 1509)",0,0,1,0,1,0,0,4
"('cell', 1462)",0,0,1,0,3,0,0,3
"('cell', 1553)",0,0,1,0,2,0,0,5
"('cell', 1468)",0,0,1,0,2,0,0,4
"('cell', 2014)",0,0,0,0,4,0,0,2
"('cell', 2008)",0,0,0,1,2,0,0,2
"('cell', 2046)",0,0,0,1,4,0,0,2
"('cell', 1905)",0,0,0,1,2,0,0,2
"('cell', 2101)",0,0,0,4,7,0,0,2
"('cell', 2096)",0,0,0,4,7,0,0,3
"('cell', 2139)",1,0,0,4,1,0,6,0
"('cell', 2141)",1,0,0,4,3,0,2,0
"('cell', 2495)",3,0,0,1,14,0,0,4
"('cell', 2398)",1,0,0,1,13,0,0,2
"('cell', 1270)",0,1,3,0,4,1,1,2
"('cell', 1305)",0,1,2,0,3,1,1,3
"('cell', 1379)",0,0,1,0,2,0,0,3
"('cell', 1341)",0,0,1,0,2,1,0,3
"('cell', 1419)",0,0,1,0,1,0,0,3
"('cell', 1438)",0,0,1,0,1,0,0,3
"('cell', 1445)",0,0,1,0,2,0,0,4
"('cell', 1335)",0,0,1,0,4,1,0,3
"('cell', 1059)",0,1,3,0,4,0,1,3
"('cell', 1119)",0,1,3,0,6,1,1,3
"('cell', 356)",0,0,0,1,0,1,1,0
"('cell', 452)",0,0,1,0,0,0,1,1
