,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1257)",0,0,0,1,2,0,1,2
"('cell', 1254)",0,0,0,1,3,0,6,2
"('cell', 1625)",0,0,0,2,0,1,7,1
"('cell', 1622)",0,0,0,2,0,1,7,1
"('cell', 34)",0,0,0,0,6,0,0,1
"('cell', 1374)",0,0,0,1,0,0,6,0
"('cell', 1281)",0,0,0,2,3,0,5,2
"('cell', 1207)",0,0,0,1,4,0,5,2
"('cell', 1105)",0,0,0,1,6,0,1,2
"('cell', 1349)",0,0,0,1,0,0,7,0
"('cell', 1202)",0,0,0,1,4,0,6,2
"('cell', 1340)",0,0,0,0,0,0,7,1
"('cell', 1432)",0,1,0,0,6,0,11,7
"('cell', 993)",1,0,0,0,11,0,3,5
"('cell', 965)",1,0,0,0,10,0,3,6
"('cell', 1637)",0,0,0,0,0,1,5,3
"('cell', 1574)",0,0,0,2,0,1,8,1
"('cell', 1358)",0,0,0,0,0,2,12,1
"('cell', 1566)",0,0,0,2,0,2,10,1
"('cell', 1552)",0,0,0,2,0,2,13,2
"('cell', 3)",0,1,0,3,11,0,0,3
"('cell', 26)",0,1,0,1,11,0,0,1
"('cell', 1021)",0,0,0,1,10,0,0,2
"('cell', 1425)",0,0,0,4,0,0,6,2
"('cell', 1410)",0,0,0,3,0,0,6,2
"('cell', 1390)",0,0,0,4,0,0,7,1
"('cell', 320)",0,0,1,1,1,2,1,2
"('cell', 44)",0,0,0,0,10,0,2,1
"('cell', 636)",0,0,0,0,0,0,1,1
"('cell', 1472)",0,0,0,0,0,2,13,1
"('cell', 1480)",0,0,0,1,0,2,6,1
"('cell', 1487)",0,0,0,1,0,2,11,1
"('cell', 1309)",0,0,0,0,0,0,9,1
"('cell', 1276)",0,0,1,0,0,0,5,1
"('cell', 1289)",0,0,1,0,0,0,7,1
"('cell', 841)",1,0,1,0,11,0,2,5
"('cell', 1513)",0,0,0,0,0,2,13,3
"('cell', 1441)",0,0,0,4,0,0,6,2
"('cell', 1520)",0,0,0,4,1,0,5,3
"('cell', 1060)",0,0,0,1,5,0,2,2
"('cell', 21)",0,0,0,0,7,0,6,0
"('cell', 28)",0,1,0,3,15,0,6,3
"('cell', 47)",0,1,0,4,13,1,10,1
"('cell', 2)",0,0,0,0,8,0,1,1
"('cell', 5)",0,1,0,3,13,0,2,2
"('cell', 183)",0,0,0,0,6,0,0,2
"('cell', 276)",0,0,0,2,8,0,4,2
"('cell', 133)",0,0,0,1,11,0,3,2
"('cell', 277)",1,2,0,8,12,0,6,4
"('cell', 31)",0,0,0,1,9,0,0,1
"('cell', 51)",0,0,0,1,14,0,0,5
"('cell', 45)",0,0,0,1,15,0,0,5
"('cell', 768)",0,0,0,0,13,0,0,3
"('cell', 794)",0,0,0,0,17,0,0,4
"('cell', 793)",0,0,0,1,10,0,4,1
"('cell', 975)",0,0,0,0,6,0,0,3
"('cell', 629)",0,0,0,0,16,0,0,4
"('cell', 614)",0,0,0,0,17,0,0,3
"('cell', 1366)",0,0,0,4,0,0,7,1
"('cell', 1357)",0,0,0,4,2,0,10,1
"('cell', 113)",0,0,0,0,4,0,1,2
"('cell', 130)",0,0,0,0,4,1,1,1
"('cell', 354)",0,0,0,1,3,2,0,1
"('cell', 364)",0,0,0,1,0,1,2,1
"('cell', 361)",0,0,1,1,0,1,2,1
"('cell', 386)",0,0,0,1,0,1,4,0
"('cell', 345)",0,0,0,1,0,1,1,1
"('cell', 330)",0,0,0,1,1,2,1,2
"('cell', 62)",0,0,0,0,13,0,2,1
"('cell', 758)",0,0,1,3,0,0,5,1
"('cell', 775)",0,0,1,4,0,0,5,0
"('cell', 748)",0,0,1,3,0,0,3,0
"('cell', 773)",0,0,1,4,0,0,4,0
"('cell', 791)",2,0,1,4,0,0,6,0
"('cell', 799)",3,0,1,2,0,3,10,1
"('cell', 439)",0,0,0,1,10,0,0,2
"('cell', 462)",0,0,0,1,14,0,0,2
"('cell', 282)",0,0,0,0,4,2,0,1
"('cell', 670)",0,0,0,0,11,0,0,4
"('cell', 766)",0,0,0,1,7,0,3,0
"('cell', 715)",0,0,0,0,12,0,0,4
"('cell', 741)",0,0,0,0,13,0,1,4
"('cell', 706)",0,0,0,0,12,0,0,4
"('cell', 634)",0,0,0,1,17,0,0,4
"('cell', 502)",0,0,0,1,2,0,2,2
"('cell', 499)",0,0,0,1,1,2,5,1
"('cell', 639)",0,0,0,0,11,0,0,4
"('cell', 655)",0,0,0,0,5,0,0,2
"('cell', 1382)",0,0,0,2,0,0,0,0
"('cell', 1355)",0,0,0,0,0,2,10,1
"('cell', 1089)",1,0,1,0,0,0,3,0
"('cell', 1196)",0,0,1,0,0,0,2,0
"('cell', 1176)",0,0,1,0,0,0,2,0
"('cell', 1239)",0,0,1,0,0,0,3,0
"('cell', 1186)",0,0,1,0,0,0,1,0
"('cell', 1173)",0,0,1,0,0,0,4,0
"('cell', 1230)",0,0,1,0,0,0,2,0
"('cell', 1075)",1,0,1,0,0,0,5,0
"('cell', 1098)",0,0,0,1,0,0,2,0
"('cell', 1476)",0,0,0,1,0,2,10,1
"('cell', 1492)",0,0,0,1,0,0,11,1
"('cell', 1479)",0,0,0,1,0,0,8,1
"('cell', 1463)",0,0,0,0,0,2,8,1
"('cell', 1303)",0,0,0,1,0,0,10,0
"('cell', 1011)",1,0,0,0,11,0,7,4
"('cell', 830)",1,0,1,0,13,0,5,4
"('cell', 294)",0,0,0,2,3,0,7,7
"('cell', 314)",0,0,0,1,2,0,7,3
"('cell', 663)",0,1,0,1,12,0,1,6
"('cell', 662)",0,1,0,0,10,0,1,6
"('cell', 328)",1,0,0,0,15,0,11,4
"('cell', 357)",1,0,0,2,2,0,13,7
"('cell', 380)",1,0,0,5,3,0,13,5
"('cell', 370)",0,0,0,3,5,0,14,4
"('cell', 300)",0,0,0,1,4,0,12,8
"('cell', 319)",0,0,0,1,2,0,9,5
"('cell', 340)",0,1,0,1,16,0,14,3
"('cell', 1565)",0,0,0,2,0,1,8,0
"('cell', 1499)",0,0,0,1,0,1,10,0
"('cell', 1534)",0,0,0,3,0,2,12,1
"('cell', 1402)",0,0,0,4,2,0,10,2
"('cell', 1500)",0,0,0,0,0,2,17,1
"('cell', 1542)",0,0,0,1,0,2,13,4
"('cell', 1470)",0,0,0,4,0,0,3,2
"('cell', 1554)",0,0,0,0,0,0,4,4
"('cell', 1584)",0,0,0,0,0,0,4,4
"('cell', 1553)",0,0,0,3,0,0,4,4
"('cell', 1519)",0,0,0,2,1,1,11,3
"('cell', 1527)",0,0,0,2,1,0,6,3
"('cell', 1545)",0,0,0,0,0,1,9,3
"('cell', 1523)",0,0,0,0,0,2,13,3
"('cell', 1120)",0,0,0,0,3,0,1,1
"('cell', 1140)",0,0,0,0,0,0,4,1
"('cell', 1135)",0,0,0,0,1,0,3,1
"('cell', 543)",0,1,0,1,9,0,9,2
"('cell', 521)",0,1,0,1,8,0,9,2
"('cell', 352)",1,2,0,4,10,0,3,6
"('cell', 30)",0,0,0,0,7,0,6,1
"('cell', 56)",0,0,0,0,10,0,8,2
"('cell', 17)",0,1,0,4,7,1,8,1
"('cell', 10)",0,0,0,4,7,1,7,1
"('cell', 378)",0,0,1,1,0,1,4,1
"('cell', 184)",0,0,0,0,4,0,0,1
