,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 884)",2,1,0,8,4,0,4,0
"('cell', 62)",0,0,1,1,2,0,0,0
"('cell', 18)",0,1,0,1,5,0,0,0
"('cell', 2076)",2,4,1,2,4,2,0,1
"('cell', 772)",3,1,0,8,3,1,2,0
"('cell', 2293)",3,2,1,2,3,0,0,1
"('cell', 1489)",1,3,0,1,3,0,3,1
"('cell', 1530)",0,3,0,1,3,0,4,1
"('cell', 1476)",0,3,0,0,0,0,1,1
"('cell', 1306)",0,0,0,0,0,0,0,1
"('cell', 1473)",0,3,0,1,3,0,2,1
"('cell', 1148)",0,0,0,0,0,0,0,1
"('cell', 1079)",0,0,0,0,0,0,0,1
"('cell', 916)",0,0,1,0,0,0,0,0
"('cell', 747)",0,0,2,0,0,0,0,0
"('cell', 667)",0,0,2,0,0,0,0,0
"('cell', 478)",0,0,0,0,1,0,0,0
"('cell', 583)",0,0,4,1,0,0,0,0
"('cell', 514)",0,0,4,1,0,0,0,0
"('cell', 11)",0,0,0,2,4,0,0,0
"('cell', 1964)",2,2,0,3,4,3,0,1
"('cell', 2033)",2,4,1,3,4,3,0,1
"('cell', 2084)",1,5,1,2,5,2,0,1
"('cell', 2168)",2,4,1,1,4,0,0,1
"('cell', 2250)",2,2,1,0,4,1,0,1
"('cell', 2130)",1,3,1,1,4,1,0,1
"('cell', 2285)",3,4,1,2,4,1,0,1
"('cell', 2338)",5,4,1,5,3,2,0,1
"('cell', 615)",4,2,0,8,3,2,4,0
"('cell', 835)",3,1,0,8,4,0,3,0
"('cell', 885)",1,1,0,9,7,4,4,1
"('cell', 473)",3,2,0,4,4,2,7,0
"('cell', 933)",1,1,1,8,3,2,11,1
"('cell', 46)",0,1,1,3,7,0,0,0
"('cell', 31)",0,1,0,2,7,0,0,0
"('cell', 236)",0,1,10,0,5,0,0,1
"('cell', 252)",0,1,5,3,6,0,0,0
"('cell', 278)",0,1,12,2,4,0,0,0
"('cell', 170)",0,1,5,4,8,0,0,0
"('cell', 367)",0,0,8,0,1,0,0,0
"('cell', 2)",1,0,2,3,4,0,1,2
"('cell', 642)",0,0,2,2,14,4,1,5
"('cell', 1526)",1,4,0,2,3,0,6,2
"('cell', 2193)",0,2,0,5,1,1,3,0
"('cell', 1327)",0,2,0,1,3,0,0,2
"('cell', 1376)",0,2,0,1,3,0,0,1
"('cell', 1433)",1,3,0,1,3,0,4,2
"('cell', 1053)",0,0,2,1,1,0,1,3
"('cell', 1128)",0,1,2,1,4,0,4,3
"('cell', 1160)",0,0,1,1,4,0,4,3
"('cell', 1164)",0,0,1,1,3,0,1,2
"('cell', 1275)",0,0,1,1,3,0,0,2
"('cell', 1276)",0,0,0,1,0,0,0,1
"('cell', 724)",0,0,1,0,0,0,0,0
"('cell', 727)",0,0,2,0,0,0,0,0
"('cell', 754)",0,0,1,0,0,0,0,0
"('cell', 696)",0,0,1,0,0,0,0,0
"('cell', 889)",0,0,1,0,0,0,0,0
"('cell', 833)",0,0,1,0,0,0,0,0
"('cell', 887)",0,1,14,1,3,0,1,1
"('cell', 834)",0,1,14,1,3,0,0,1
"('cell', 1058)",0,1,6,1,2,0,2,3
"('cell', 1025)",0,0,3,1,1,0,0,3
"('cell', 1070)",1,1,0,4,1,4,11,0
"('cell', 2587)",4,2,0,4,0,7,0,0
