,CELL_ID,X,Y
1956,1957,372,1141
1527,1528,1853,909
2118,2119,424,1250
2126,2127,457,1251
1299,1300,325,791
55,56,542,44
116,117,543,94
84,85,554,77
72,73,544,63
70,71,523,63
114,115,562,103
1945,1946,1748,1133
157,158,1611,126
167,168,1599,134
1452,1453,1218,876
1381,1382,1219,839
1416,1417,1219,857
2263,2264,840,1367
918,919,1822,569
976,977,1853,603
922,923,1847,573
985,986,337,611
875,876,277,544
959,960,349,595
2160,2161,453,1270
1871,1872,459,1096
1938,1939,406,1131
1984,1985,383,1162
1279,1280,275,782
1315,1316,277,801
1113,1114,264,688
1154,1155,267,711
1827,1828,437,1071
1650,1651,348,974
1351,1352,326,825
1337,1338,293,816
1179,1180,378,725
147,148,514,121
131,132,533,116
172,173,516,141
162,163,498,136
144,145,491,118
850,851,269,529
101,102,502,87
302,303,560,232
203,204,1650,162
221,222,1671,174
250,251,1684,197
73,74,600,62
64,65,623,57
34,35,595,26
48,49,567,38
77,78,572,68
107,108,594,94
436,437,1690,304
473,474,1678,326
426,427,1705,299
629,630,1716,402
645,646,1698,411
702,703,1591,439
2242,2243,1019,1346
1544,1545,1633,920
1571,1572,1579,934
1632,1633,1612,962
1554,1555,1598,924
1588,1589,1618,939
1541,1542,1557,926
1152,1153,1379,710
1752,1753,1694,1027
1843,1844,1779,1081
1813,1814,1767,1061
2158,2159,1665,1271
2125,2126,1649,1252
2107,2108,1680,1238
1895,1896,1769,1107
123,124,1608,103
206,207,1633,165
44,45,1435,34
43,44,1361,33
1,2,1328,5
26,27,1374,17
1074,1075,1852,663
1056,1057,1776,655
1059,1060,1673,659
963,964,1503,594
978,979,1522,607
939,940,1473,580
937,938,1491,579
1376,1377,665,840
1514,1515,1218,903
1377,1378,1177,837
1371,1372,1196,835
1515,1516,684,906
1558,1559,661,926
2296,2297,671,1410
2315,2316,689,1431
1031,1032,277,643
1010,1011,269,629
1084,1085,379,668
942,943,271,583
926,927,353,573
787,788,465,490
669,670,561,425
962,963,536,597
901,902,527,559
893,894,549,553
927,928,545,573
2181,2182,484,1287
1820,1821,455,1065
1850,1851,469,1085
1899,1900,468,1111
1284,1285,301,783
1243,1244,269,762
1198,1199,271,738
1175,1176,316,723
1184,1185,281,727
1194,1195,299,735
1206,1207,322,744
1626,1627,395,958
1657,1658,371,974
1695,1696,343,995
1718,1719,315,1005
1806,1807,412,1061
1933,1934,389,1127
1932,1933,359,1127
1510,1511,441,902
1226,1227,407,759
1287,1288,409,787
1290,1291,477,788
1235,1236,391,760
1207,1208,352,744
1261,1262,402,773
1302,1303,364,792
1230,1231,335,758
1265,1266,332,773
1156,1157,414,711
1151,1152,392,708
1199,1200,395,735
1109,1110,414,684
1131,1132,428,697
1135,1136,403,700
1102,1103,396,683
797,798,296,495
852,853,308,530
824,825,286,511
851,852,291,531
50,51,527,38
298,299,452,232
294,295,415,230
273,274,432,216
290,291,583,225
331,332,575,247
334,335,554,249
286,287,485,223
394,395,527,281
393,394,508,282
345,346,540,262
405,406,588,292
377,378,567,274
423,424,495,298
52,53,1414,40
38,39,1397,28
638,639,1385,406
704,705,1401,442
45,46,1452,34
195,196,1600,159
191,192,1582,159
364,365,1680,268
282,283,1660,219
1367,1368,977,834
418,419,1648,296
397,398,1670,289
385,386,1712,276
677,678,1689,431
601,602,1700,388
635,636,1668,401
622,623,1683,398
657,658,1677,416
674,675,1635,427
691,692,1664,436
706,707,1624,445
639,640,1642,405
557,558,1628,364
1041,1042,1764,651
880,881,1754,548
932,933,1796,578
839,840,1754,522
920,921,1560,569
984,985,1615,609
954,955,1574,590
969,970,1586,598
2298,2299,1022,1411
1823,1824,1165,1066
2229,2230,1068,1336
2262,2263,1343,1364
1499,1500,1519,897
1535,1536,1545,912
1509,1510,1576,904
1676,1677,1586,984
1620,1621,1574,954
1570,1571,1530,932
1420,1421,1390,859
1494,1495,1474,895
1489,1490,1240,894
1453,1454,1241,874
2087,2088,1615,1229
2171,2172,1643,1278
2121,2122,1623,1248
2077,2078,1661,1222
2057,2058,1638,1211
1990,1991,1702,1168
1982,1983,1742,1160
2044,2045,1692,1205
1101,1102,1767,677
1080,1081,1702,667
1103,1104,1824,679
1309,1310,1688,790
1392,1393,1497,847
917,918,1448,569
864,865,1446,540
862,863,1465,535
315,316,1175,238
2233,2234,1238,1340
2071,2072,1203,1219
1625,1626,1210,957
1569,1570,1192,932
1622,1623,1231,954
1609,1610,1189,954
1670,1671,1224,980
1231,1232,1003,757
1272,1273,1005,775
1306,1307,1053,796
1398,1399,1152,849
1368,1369,1258,833
1547,1548,965,922
1560,1561,1040,927
1915,1916,527,1120
1488,1489,517,893
1493,1494,540,895
2208,2209,729,1313
692,693,1747,436
693,694,1793,436
654,655,1743,414
721,722,1762,453
779,780,1779,484
791,792,1756,493
741,742,1785,463
760,761,1757,472
1008,1009,330,626
1029,1030,313,641
1052,1053,287,655
777,778,345,485
808,809,376,504
767,768,408,478
805,806,403,503
780,781,387,486
747,748,386,464
688,689,418,434
720,721,407,451
647,648,483,411
836,837,521,523
857,858,546,531
804,805,604,501
837,838,602,521
877,878,575,544
727,728,564,457
684,685,575,435
847,848,376,527
887,888,365,550
907,908,382,564
931,932,382,577
815,816,436,510
809,810,451,506
835,836,404,521
801,802,422,500
876,877,399,545
765,766,433,476
668,669,529,425
642,643,542,410
695,696,551,436
923,924,417,571
1016,1017,554,632
993,994,541,617
1349,1350,578,820
2105,2106,501,1238
2151,2152,502,1264
2119,2120,478,1249
2197,2198,505,1306
2172,2173,512,1279
2222,2223,505,1326
2191,2192,530,1300
1890,1891,432,1107
1924,1925,448,1124
1921,1922,423,1123
1873,1874,446,1100
1858,1859,410,1091
1849,1850,429,1083
1826,1827,393,1067
1466,1467,602,884
1529,1530,364,914
1530,1531,380,911
1317,1318,380,800
1305,1306,393,796
1345,1346,360,818
1189,1190,444,733
1161,1162,468,720
1217,1218,457,747
1182,1183,424,727
1210,1211,419,746
1114,1115,461,686
1035,1036,543,645
1159,1160,542,713
267,268,761,215
420,421,659,295
432,433,638,305
342,343,620,255
387,388,614,280
341,342,597,260
305,306,599,235
396,397,628,290
413,414,673,296
534,535,503,352
464,465,482,320
476,477,509,327
614,615,496,396
549,550,489,361
588,589,478,379
608,609,547,393
649,650,567,412
424,425,571,299
399,400,549,291
222,223,955,176
58,59,1377,49
536,537,1390,353
569,570,1390,370
499,500,1390,336
456,457,1407,316
462,463,1392,320
428,429,1386,299
505,506,1651,337
521,522,1640,347
458,459,1650,315
504,505,1582,338
447,448,1571,309
480,481,1640,327
417,418,1593,295
372,373,1586,270
29,30,628,26
20,21,616,13
1433,1434,1064,865
1458,1459,1056,879
1513,1514,1042,904
1479,1480,1019,890
1457,1458,920,882
1512,1513,948,903
818,819,1023,509
209,210,916,164
238,239,934,194
211,212,934,169
735,736,1714,459
715,716,1727,448
790,791,1711,491
771,772,1732,481
313,314,1716,236
348,349,1695,259
308,309,1689,235
340,341,1717,254
271,272,1708,216
390,391,1752,281
523,524,1763,346
556,557,1761,363
555,556,1740,364
579,580,1713,372
709,710,1684,446
734,735,1698,456
558,559,1671,365
563,564,1652,365
600,601,1684,385
559,560,1688,362
532,533,1656,350
500,501,1664,334
947,948,1696,585
967,968,1735,597
956,957,1757,591
912,913,1689,568
892,893,1731,550
828,829,1721,512
940,941,1721,582
770,771,1673,481
732,733,1666,458
749,750,1641,466
740,741,1685,461
764,765,1703,475
849,850,1673,529
882,883,1705,548
891,892,1679,552
833,834,1698,518
948,949,1591,585
814,815,1659,507
796,797,1690,493
1017,1018,1572,631
989,990,1537,615
990,991,1596,616
1040,1041,1643,647
2303,2304,977,1416
2309,2310,995,1425
2277,2278,1499,1381
2154,2155,964,1269
1999,2000,1151,1168
1951,1952,1179,1139
1869,1870,1169,1096
2116,2117,1150,1247
2170,2171,1358,1278
1502,1503,1625,898
1501,1502,1600,899
1523,1524,1647,907
1341,1342,1589,819
1423,1424,1508,860
1450,1451,1522,876
1699,1700,1556,996
1412,1413,1407,854
1387,1388,1377,844
1331,1332,1397,810
1334,1335,1322,812
1856,1857,1677,1089
1811,1812,1683,1060
1637,1638,1785,963
1484,1485,1808,893
142,143,1579,119
143,144,1593,119
127,128,1591,107
91,92,1529,79
109,110,1545,95
731,732,1447,455
725,726,1420,454
966,967,1439,596
832,833,1380,520
838,839,1430,524
885,886,1429,551
846,847,1486,527
1183,1184,1161,727
1270,1271,1109,774
1249,1250,1087,766
1663,1664,1241,978
1694,1695,1236,994
1721,1722,1460,1008
1480,1481,1118,889
1506,1507,1097,901
1522,1523,1131,907
1443,1444,1109,870
1422,1423,1136,859
1470,1471,1089,884
1507,1508,1158,901
1603,1604,1165,947
1542,1543,1155,921
1697,1698,1114,995
1619,1620,1151,954
1698,1699,1164,998
1681,1682,1152,983
1675,1676,1183,982
1779,1780,1182,1041
1685,1686,1199,989
1693,1694,1136,993
1268,1269,1265,773
1596,1597,1018,944
1748,1749,1101,1022
1726,1727,1130,1016
1866,1867,1149,1093
1565,1566,797,930
1549,1550,846,924
1559,1560,817,926
1472,1473,814,887
1520,1521,874,908
1601,1602,826,946
2068,2069,536,1217
2067,2068,512,1216
1992,1993,506,1165
2095,2096,517,1236
2082,2083,554,1226
2123,2124,526,1251
1876,1877,512,1102
1903,1904,543,1112
1715,1716,663,1004
1757,1758,622,1030
1568,1569,599,932
2167,2168,651,1278
1958,1959,979,1141
1081,1082,311,669
1095,1096,285,676
726,727,312,455
755,756,312,471
710,711,346,448
768,769,283,480
631,632,446,404
699,700,468,441
742,743,453,463
683,684,486,435
655,656,464,415
707,708,437,444
664,665,442,421
750,751,523,467
716,717,531,447
799,800,550,499
831,832,555,518
774,775,564,482
751,752,548,468
821,822,569,510
806,807,528,503
772,773,532,482
587,588,585,378
612,613,608,393
623,624,583,401
535,536,570,353
575,576,568,370
597,598,561,386
871,872,518,540
949,950,397,586
1002,1003,365,623
957,958,375,593
1015,1016,528,629
1104,1105,523,684
1096,1097,486,674
1119,1120,485,688
987,988,555,610
950,951,559,589
2142,2143,568,1259
2134,2135,551,1255
2109,2110,565,1242
1848,1849,357,1083
1846,1847,384,1082
1870,1871,376,1099
1883,1884,357,1105
1763,1764,356,1035
1795,1796,358,1054
1742,1743,344,1019
1419,1420,629,858
1395,1396,645,848
1460,1461,621,882
1384,1385,629,842
525,526,360,348
303,304,743,235
489,490,606,332
468,469,591,322
448,449,606,310
477,478,626,324
537,538,608,354
508,509,580,339
213,214,696,171
526,527,460,347
583,584,451,379
548,549,468,362
492,493,468,334
493,494,541,333
445,446,558,309
451,452,527,315
506,507,556,339
519,520,523,346
540,541,541,356
51,52,1285,39
263,264,973,212
248,249,956,199
79,80,1121,73
407,408,1370,281
83,84,1463,71
68,69,1436,59
67,68,1406,58
593,594,1377,382
512,513,1372,341
745,746,1565,464
479,480,1608,326
440,441,1616,306
491,492,1625,334
457,458,1589,318
516,517,1596,343
531,532,1612,349
327,328,1667,247
354,355,1653,261
270,271,1553,213
264,265,1534,211
301,302,1544,232
293,294,1590,226
326,327,1570,246
300,301,1525,232
30,31,663,23
21,22,642,14
35,36,729,24
6,7,747,7
204,205,897,164
1438,1439,1042,868
1437,1438,1021,867
1403,1404,1003,854
1553,1554,907,925
1526,1527,923,911
1525,1526,895,911
1575,1576,861,932
1590,1591,947,942
1027,1028,939,640
595,596,1794,382
580,581,1773,372
606,607,1769,388
626,627,1787,400
659,660,1789,417
722,723,1819,451
522,523,1726,346
486,487,1753,331
474,475,1698,327
2215,2216,1018,1318
2051,2052,1156,1206
2072,2073,1177,1221
1947,1948,1222,1135
1918,1919,1185,1119
1859,1860,1187,1089
2120,2121,1002,1246
2005,2006,1000,1176
2115,2116,1074,1246
2102,2103,1042,1238
2075,2076,1024,1222
2168,2169,1045,1277
2139,2140,1057,1258
2177,2178,1072,1285
2216,2217,1054,1319
2132,2133,1035,1253
2084,2085,1123,1225
2103,2104,1131,1238
2076,2077,1144,1223
2128,2129,1123,1252
2056,2057,1135,1211
2012,2013,1139,1181
1989,1990,1120,1163
2033,2034,1120,1192
2058,2059,1114,1213
2088,2089,1102,1231
1332,1333,1562,807
1303,1304,1588,793
1425,1426,1633,860
1459,1460,1630,880
1435,1436,1605,866
1393,1394,1607,846
1370,1371,1632,833
1408,1409,1527,854
1365,1366,1568,832
1364,1365,1524,832
2179,2180,1608,1285
1551,1552,1783,923
1545,1546,1767,919
1486,1487,1729,892
98,99,1496,88
88,89,1511,71
100,101,1471,88
69,70,1491,57
1369,1370,1419,834
874,875,1398,540
936,937,1370,580
788,789,1452,494
803,804,1484,500
766,767,1465,478
822,823,1450,510
748,749,1430,466
783,784,1409,489
568,569,1016,368
1244,1245,1215,764
1688,1689,1264,989
1448,1449,1368,873
1615,1616,1101,954
1656,1657,1056,973
1550,1551,1084,924
1563,1564,1122,931
1618,1619,983,952
1576,1577,994,933
1607,1608,999,951
1614,1615,964,953
1720,1721,1010,1009
1662,1663,992,977
1758,1759,958,1031
1730,1731,1040,1013
1648,1649,1024,972
1786,1787,1096,1047
1833,1834,1143,1071
1935,1936,1116,1127
1914,1915,1081,1118
1974,1975,1103,1151
1966,1967,1138,1147
1851,1852,1109,1086
1875,1876,1132,1100
1912,1913,1156,1121
1613,1614,469,953
1624,1625,529,960
1838,1839,527,1082
1828,1829,507,1070
1863,1864,561,1097
1884,1885,611,1104
2184,2185,633,1289
2192,2193,613,1299
1961,1962,1047,1142
2000,2001,1023,1171
1996,1997,966,1168
2010,2011,904,1180
1794,1795,963,1053
1817,1818,975,1065
2268,2269,685,1373
1132,1133,353,695
1123,1124,330,690
1108,1109,368,681
1178,1179,351,724
1143,1144,376,706
1155,1156,327,710
964,965,522,596
938,939,529,580
982,983,459,611
1085,1086,510,671
1045,1046,529,650
1007,1008,501,626
1025,1026,516,638
992,993,513,618
1048,1049,509,651
1164,1165,502,716
1117,1118,503,689
1144,1145,482,706
1139,1140,532,703
1176,1177,529,723
914,915,568,568
650,651,605,414
2218,2219,578,1325
2189,2190,565,1295
2198,2199,548,1307
2207,2208,595,1310
2248,2249,580,1355
2112,2113,592,1244
2099,2100,577,1236
2143,2144,585,1258
2074,2075,573,1221
1042,1043,469,639
1013,1014,484,631
1060,1061,490,657
1077,1078,472,667
1034,1035,434,639
1058,1059,453,658
1068,1069,427,664
1024,1025,452,640
1053,1054,404,655
1012,1013,410,628
980,981,430,610
1006,1007,454,625
596,597,323,385
33,34,1139,27
14,15,1145,10
74,75,1172,67
25,26,1229,17
11,12,1175,10
41,42,1171,31
90,91,1369,79
87,88,1398,71
187,188,1326,150
239,240,1363,192
227,228,1330,181
320,321,1405,241
318,319,1363,244
266,267,1371,215
112,113,1449,97
686,687,1423,433
484,485,1415,331
603,604,1470,387
412,413,1554,295
369,370,1551,266
347,348,1529,257
351,352,1601,258
375,376,1620,270
254,255,1525,200
205,206,1554,164
62,63,693,52
61,62,653,56
31,32,695,24
42,43,709,35
49,50,682,38
2,3,688,4
13,14,710,11
39,40,744,32
59,60,717,52
28,29,760,20
15,16,802,13
113,114,819,99
285,286,898,220
242,243,913,192
171,172,910,139
1089,1090,866,671
1187,1188,887,730
698,699,1578,442
666,667,1537,422
696,697,1557,438
2162,2163,1002,1274
2183,2184,1019,1288
2188,2189,999,1292
2127,2128,1013,1252
2144,2145,988,1258
2053,2054,1097,1207
2016,2017,1096,1181
2001,2002,1056,1170
2052,2053,1058,1208
2079,2080,1049,1224
2081,2082,1070,1224
2030,2031,1048,1190
2023,2024,1076,1190
2063,2064,1083,1216
1289,1290,1557,786
1427,1428,1560,862
1405,1406,1547,852
1400,1401,1570,850
1475,1476,1547,883
1463,1464,1577,880
1424,1425,1585,860
2124,2125,1580,1252
739,740,1506,464
714,715,1517,449
795,796,1510,492
729,730,1540,457
681,682,1484,432
713,714,1471,449
754,755,1487,468
