,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 791)",0,0,8,0,0,0,0,0
"('cell', 1842)",0,2,1,4,0,5,7,0
"('cell', 1708)",1,1,0,4,0,3,0,0
"('cell', 1440)",0,0,1,0,0,0,0,1
"('cell', 1405)",1,0,1,0,0,0,0,1
"('cell', 1487)",0,1,0,0,0,0,1,1
"('cell', 1580)",0,2,0,1,0,1,3,1
"('cell', 1036)",3,2,1,1,0,2,6,0
"('cell', 2620)",0,0,0,0,2,0,0,1
"('cell', 653)",0,0,6,0,0,0,0,0
"('cell', 649)",0,0,7,0,0,0,0,0
"('cell', 680)",0,0,7,0,1,0,0,0
"('cell', 737)",0,0,6,0,0,0,0,0
"('cell', 699)",0,0,7,0,0,0,0,0
"('cell', 797)",0,0,4,0,0,0,0,0
"('cell', 807)",0,0,5,0,0,0,0,0
"('cell', 742)",0,0,5,0,0,0,0,0
"('cell', 748)",0,0,7,0,0,0,0,0
"('cell', 1903)",0,3,1,5,2,5,9,0
"('cell', 1865)",0,2,1,4,0,5,10,0
"('cell', 166)",0,2,4,0,0,0,0,0
"('cell', 33)",0,0,7,0,0,0,0,0
"('cell', 836)",1,0,0,0,0,0,0,0
"('cell', 1876)",2,1,1,5,0,3,1,0
"('cell', 1447)",3,2,0,5,0,2,7,0
"('cell', 1476)",2,2,0,5,0,2,4,0
"('cell', 1421)",2,2,0,3,0,1,7,0
"('cell', 1630)",1,1,0,2,0,0,0,0
"('cell', 1592)",1,1,0,2,0,0,0,0
"('cell', 1510)",0,2,0,0,0,0,0,0
"('cell', 1469)",0,3,0,0,0,0,0,0
"('cell', 1564)",0,2,0,0,0,0,0,0
"('cell', 2005)",0,0,0,0,1,0,0,0
"('cell', 2014)",0,0,0,0,1,0,0,0
"('cell', 2628)",0,0,0,0,3,0,0,1
"('cell', 2506)",1,1,2,1,0,0,0,1
"('cell', 2523)",1,0,1,1,0,0,0,1
"('cell', 2504)",1,1,2,1,0,0,0,2
"('cell', 2536)",1,0,2,1,1,0,0,1
"('cell', 2499)",0,0,2,1,0,0,0,1
"('cell', 700)",0,0,8,0,0,0,0,0
"('cell', 659)",0,0,6,0,0,0,0,0
"('cell', 743)",3,3,6,2,0,0,0,0
"('cell', 775)",0,0,3,0,0,0,0,0
"('cell', 855)",0,0,5,0,0,0,0,0
"('cell', 778)",0,0,4,0,0,0,0,0
"('cell', 979)",0,0,5,0,0,0,0,0
"('cell', 1606)",0,2,1,2,0,0,0,0
"('cell', 1470)",0,1,1,1,0,0,1,1
"('cell', 851)",2,0,3,0,1,1,2,0
"('cell', 15)",0,0,6,0,0,0,0,0
"('cell', 24)",0,1,9,0,0,0,0,0
"('cell', 162)",0,0,6,0,0,0,0,0
"('cell', 765)",6,5,6,3,0,0,0,0
"('cell', 764)",9,5,5,3,0,0,2,0
"('cell', 850)",1,0,5,0,0,0,1,0
"('cell', 261)",0,2,2,0,0,0,0,0
"('cell', 208)",0,2,0,0,0,0,0,0
"('cell', 264)",1,2,0,0,0,0,0,0
"('cell', 1053)",0,0,0,0,0,1,0,0
"('cell', 968)",1,2,0,0,0,0,0,0
"('cell', 1010)",1,3,0,0,0,0,0,0
"('cell', 982)",1,2,0,0,0,0,0,0
"('cell', 857)",1,0,0,0,0,0,0,0
"('cell', 874)",1,0,0,0,0,0,0,0
"('cell', 768)",1,0,0,0,0,0,0,0
"('cell', 2642)",0,0,1,3,2,0,2,0
"('cell', 2646)",4,0,1,2,2,1,2,1
"('cell', 2548)",0,0,2,3,0,0,0,0
"('cell', 2580)",3,0,1,4,1,0,2,0
"('cell', 2551)",0,0,0,2,1,0,0,0
"('cell', 2206)",0,2,0,3,0,0,5,0
"('cell', 2235)",0,1,0,3,0,0,8,0
"('cell', 2130)",1,3,0,3,0,0,6,0
"('cell', 2097)",1,3,1,4,0,1,6,0
"('cell', 1232)",3,1,0,4,0,1,6,0
"('cell', 1081)",3,1,0,7,0,4,4,0
"('cell', 1072)",2,0,0,3,0,1,3,0
"('cell', 1026)",1,3,0,0,0,0,0,0
"('cell', 1040)",1,2,1,0,0,0,0,0
"('cell', 1082)",0,3,1,0,0,0,0,0
"('cell', 1371)",1,2,0,2,0,1,5,0
"('cell', 1288)",1,1,1,1,0,0,2,0
"('cell', 1264)",4,1,0,4,0,2,6,0
"('cell', 1240)",5,1,0,4,0,1,7,0
"('cell', 1029)",1,0,0,2,0,1,4,0
"('cell', 1084)",1,1,0,2,0,0,3,0
"('cell', 1162)",1,1,0,1,0,0,1,0
"('cell', 1704)",6,5,2,3,0,1,1,0
"('cell', 1756)",4,6,2,2,0,1,1,0
"('cell', 1727)",4,6,3,3,1,0,0,0
"('cell', 2494)",2,5,1,1,0,3,2,0
"('cell', 2383)",0,2,1,1,0,0,0,0
"('cell', 2344)",0,2,1,1,0,0,1,0
