,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 120)",0,0,0,2,2,1,0,0
"('cell', 136)",0,1,0,2,2,1,0,0
"('cell', 588)",0,0,0,0,3,0,0,0
"('cell', 60)",0,1,0,0,0,0,0,0
"('cell', 90)",0,0,0,2,2,1,0,0
"('cell', 34)",0,0,0,2,1,1,0,0
"('cell', 79)",0,0,0,1,2,1,0,0
"('cell', 280)",0,0,0,1,0,0,0,0
"('cell', 179)",0,2,0,2,2,1,0,0
"('cell', 156)",0,1,0,2,2,1,0,0
"('cell', 202)",1,2,0,2,2,2,0,0
"('cell', 250)",1,3,0,1,2,2,0,0
"('cell', 1169)",11,3,0,9,0,1,4,0
"('cell', 1352)",15,2,0,7,0,0,4,0
"('cell', 1410)",12,1,0,6,0,0,2,0
"('cell', 369)",0,0,0,1,1,0,0,0
"('cell', 385)",0,0,0,1,1,0,0,0
"('cell', 713)",0,0,0,0,3,0,0,0
"('cell', 779)",0,0,0,0,1,0,0,0
"('cell', 724)",0,0,0,0,2,0,0,0
"('cell', 746)",0,0,0,0,2,0,0,0
"('cell', 1146)",0,0,1,0,0,0,0,0
"('cell', 104)",0,1,0,0,0,0,0,0
"('cell', 85)",0,1,0,0,0,0,0,0
"('cell', 99)",0,1,0,0,0,0,0,0
"('cell', 61)",0,1,0,0,0,0,0,0
"('cell', 51)",0,1,0,0,0,0,0,0
"('cell', 271)",0,0,1,0,0,0,0,0
"('cell', 115)",0,1,0,0,0,0,0,0
"('cell', 151)",0,1,0,0,0,0,0,0
"('cell', 152)",0,1,1,0,0,0,0,0
"('cell', 227)",1,2,0,1,2,2,0,0
"('cell', 189)",0,2,0,2,2,1,0,0
"('cell', 255)",1,3,0,1,1,1,0,0
"('cell', 169)",0,1,0,1,0,1,0,0
"('cell', 188)",0,0,0,1,0,0,0,0
"('cell', 206)",0,0,0,1,0,0,0,0
"('cell', 249)",0,0,0,1,0,0,0,0
"('cell', 1460)",0,1,0,0,0,0,0,0
"('cell', 1509)",1,2,0,2,0,0,0,0
"('cell', 1575)",2,2,0,1,0,0,0,0
"('cell', 1467)",0,1,0,1,0,0,0,0
"('cell', 1474)",1,3,0,3,0,0,0,0
"('cell', 904)",5,3,0,5,0,2,8,0
"('cell', 1188)",13,2,0,12,0,1,8,0
"('cell', 1246)",0,2,0,5,1,0,1,0
"('cell', 1240)",0,2,0,5,1,0,1,0
"('cell', 78)",7,0,1,5,0,6,6,0
"('cell', 2085)",3,3,0,9,8,0,5,0
"('cell', 2359)",0,6,1,3,1,0,1,0
"('cell', 1372)",1,1,1,4,1,0,0,1
"('cell', 1371)",0,2,0,1,0,0,0,0
"('cell', 1431)",0,2,0,1,0,0,0,0
"('cell', 1420)",0,1,0,0,0,0,0,0
"('cell', 1411)",1,2,0,4,1,0,0,1
"('cell', 353)",0,0,0,1,0,0,0,0
"('cell', 321)",0,0,0,1,0,0,0,0
"('cell', 697)",0,0,0,0,3,0,0,0
"('cell', 569)",0,0,0,0,2,0,0,0
"('cell', 459)",0,0,0,0,2,0,0,0
"('cell', 406)",0,0,0,1,1,0,0,0
"('cell', 434)",0,0,0,0,1,0,0,0
"('cell', 468)",0,0,0,0,2,0,0,0
"('cell', 489)",0,0,0,0,2,0,0,0
"('cell', 751)",0,1,0,1,0,1,2,0
"('cell', 782)",0,1,0,0,0,0,2,0
"('cell', 721)",0,1,0,0,1,0,0,0
"('cell', 774)",0,1,0,0,0,0,0,0
"('cell', 725)",0,0,0,0,1,0,0,0
"('cell', 778)",0,0,0,0,3,0,0,0
"('cell', 798)",0,0,0,0,2,0,0,0
"('cell', 735)",0,0,0,0,3,0,0,0
"('cell', 748)",0,0,0,0,4,0,0,0
"('cell', 869)",0,0,0,0,3,0,0,0
"('cell', 829)",0,0,0,0,2,0,0,0
"('cell', 1088)",0,0,1,2,0,0,0,0
"('cell', 1197)",0,0,1,1,0,1,0,0
"('cell', 1252)",0,1,1,2,1,1,1,0
"('cell', 858)",0,4,0,0,1,0,0,0
"('cell', 866)",0,1,0,3,0,1,3,0
"('cell', 822)",0,1,0,2,0,1,3,0
"('cell', 879)",0,1,0,6,1,1,3,0
"('cell', 894)",0,1,0,3,0,0,3,0
"('cell', 1050)",0,2,0,6,0,2,1,0
"('cell', 1086)",0,1,0,5,0,1,0,0
"('cell', 1044)",0,0,0,3,0,0,1,0
"('cell', 117)",0,1,2,0,0,0,0,0
"('cell', 23)",5,0,1,5,0,6,4,1
"('cell', 29)",5,1,1,7,0,7,2,1
"('cell', 209)",1,2,0,1,2,2,0,0
"('cell', 210)",0,1,0,1,2,2,0,0
"('cell', 261)",1,2,0,1,2,2,0,0
"('cell', 243)",1,2,0,1,2,2,0,0
"('cell', 130)",0,1,0,0,0,0,0,0
"('cell', 114)",0,1,0,0,0,0,0,0
"('cell', 70)",0,1,0,0,0,0,0,0
"('cell', 49)",0,1,0,0,0,1,0,0
"('cell', 262)",0,0,1,0,0,0,0,0
"('cell', 192)",0,0,0,1,2,1,0,0
"('cell', 167)",0,1,0,1,2,1,0,0
"('cell', 146)",0,1,0,1,0,0,0,0
"('cell', 274)",0,0,1,0,0,0,0,0
"('cell', 270)",1,2,0,1,0,1,0,0
"('cell', 315)",1,3,0,1,0,1,1,0
"('cell', 242)",1,2,0,1,0,2,0,0
"('cell', 238)",0,2,0,1,0,1,0,0
"('cell', 1481)",19,6,0,6,0,0,9,1
"('cell', 1325)",1,1,1,6,1,0,2,1
"('cell', 1471)",2,4,0,4,1,0,2,1
"('cell', 1437)",2,4,1,8,1,1,4,1
"('cell', 1514)",4,5,0,4,2,0,2,1
"('cell', 1298)",1,4,1,3,2,0,5,0
"('cell', 1937)",4,2,0,8,0,4,7,2
"('cell', 1104)",1,3,1,5,0,4,1,0
"('cell', 1075)",1,3,0,9,0,4,2,0
"('cell', 1237)",1,5,1,6,2,2,4,0
"('cell', 937)",0,3,0,0,0,0,0,0
"('cell', 929)",0,3,0,2,1,0,0,0
"('cell', 899)",0,3,0,0,1,0,0,0
"('cell', 991)",0,3,1,1,0,0,0,0
"('cell', 977)",0,3,0,1,0,0,0,0
"('cell', 1051)",0,1,1,0,0,0,0,0
"('cell', 1046)",0,0,0,1,0,1,0,0
"('cell', 1038)",0,1,0,1,0,0,0,0
"('cell', 1082)",0,0,0,1,0,1,0,0
"('cell', 1087)",0,1,0,6,0,3,0,0
"('cell', 1154)",0,1,0,3,1,1,0,0
"('cell', 1192)",0,1,0,1,1,0,0,0
"('cell', 1191)",0,1,0,2,1,0,0,0
"('cell', 1120)",0,0,0,2,0,1,0,0
"('cell', 1203)",1,4,1,2,1,0,3,0
"('cell', 427)",1,6,0,8,0,2,4,1
"('cell', 97)",1,3,3,8,0,0,0,5
