,src,tgt,distance
0,2811,2797,46.09772228646444
1,2811,2790,27.65863337187866
2,2815,2816,22.02271554554524
3,2815,2791,16.1245154965971
4,2815,2801,14.317821063276353
5,2801,2785,20.8806130178211
6,2801,2791,14.866068747318506
7,2806,2807,15.297058540778355
8,2806,2789,21.93171219946131
9,2715,2734,22.47220505424423
10,2715,2711,19.1049731745428
11,2715,2744,27.65863337187866
12,2807,2816,31.25699921617557
13,2807,2800,19.313207915827967
14,2807,2789,18.027756377319946
15,2816,2784,24.08318915758459
16,2816,2800,17.029386365926403
17,2816,2791,29.410882339705484
18,2661,2662,37.0
19,2661,2651,15.264337522473747
20,2662,2621,27.730849247724095
21,2662,2651,25.298221281347036
22,2662,2636,22.02271554554524
23,2769,2724,34.539832078341085
24,2769,2760,16.55294535724685
25,2769,2787,19.235384061671343
26,2620,2647,15.0
27,2620,2607,14.866068747318506
28,2620,2624,20.024984394500787
29,2620,2603,15.620499351813308
30,2651,2621,20.808652046684813
31,2781,2734,34.20526275297414
32,2781,2786,34.0
33,2781,2802,23.430749027719962
34,2734,2744,26.0
35,2814,2782,26.0
36,2779,2760,24.413111231467404
37,2779,2787,20.396078054371138
38,2779,2767,17.804493814764857
39,2779,2795,16.1245154965971
40,2779,2788,37.48332962798263
41,2760,2724,25.079872407968907
42,2760,2746,20.591260281974
43,2760,2787,24.73863375370596
44,2760,2767,25.709920264364882
45,2787,2795,15.620499351813308
46,2767,2746,17.46424919657298
47,2767,2788,32.802438933713454
48,2795,2788,45.70557952810576
49,2818,2808,35.510561809129406
50,2818,2740,61.1310068623117
51,2818,2768,50.60632371551998
52,2636,2600,41.400483088968905
53,2636,2621,31.016124838541646
54,2636,2581,35.84689665786984
55,2647,2656,18.973665961010276
56,2647,2624,24.413111231467404
57,2705,2724,22.47220505424423
58,2705,2746,27.018512172212592
59,2705,2716,20.248456731316587
60,2705,2692,15.0
61,2705,2676,23.345235059857504
62,2724,2746,25.0
63,2724,2703,16.15549442140351
64,2724,2692,22.135943621178654
65,2746,2716,26.90724809414742
66,2782,2757,23.853720883753127
67,2782,2738,34.713109915419565
68,2607,2582,17.72004514666935
69,2607,2603,21.095023109728988
70,2621,2570,32.55764119219941
71,2621,2581,22.825424421026653
72,567,575,28.071337695236398
73,567,538,17.26267650163207
74,567,537,26.92582403567252
75,567,620,30.0
76,537,538,23.08679276123039
77,537,530,18.788294228055936
78,19,45,24.698178070456937
79,19,2,21.93171219946131
80,19,25,21.540659228538015
81,19,3,26.0
82,225,203,3533.0
83,1615,1657,25.80697580112788
84,1615,1697,31.622776601683793
85,1615,1581,22.02271554554524
86,2794,2786,20.615528128088304
87,2794,2802,32.0624390837628
88,2794,2772,29.017236257093817
89,2794,2793,19.235384061671343
90,2794,2809,32.01562118716424
91,2786,2802,21.93171219946131
92,2786,2772,21.93171219946131
93,2772,2745,32.202484376209235
94,2772,2793,26.90724809414742
95,2798,2771,33.60059523282288
96,2798,2765,27.294688127912362
97,2793,2771,38.948684188300895
98,2793,2745,35.73513677041127
99,2793,2809,22.02271554554524
100,2809,2771,41.182520563948
101,872,827,23.853720883753127
102,872,842,30.364452901377952
103,872,919,22.847319317591726
104,872,907,25.612496949731394
105,919,827,41.19465984809196
106,919,954,15.811388300841896
107,919,1037,47.80167361086848
108,919,907,29.427877939124322
109,907,922,25.298221281347036
110,907,942,16.76305461424021
111,907,954,31.240998703626616
112,907,873,34.48187929913333
113,907,842,26.570660511172846
114,922,946,15.524174696260024
115,922,942,20.615528128088304
116,922,873,25.709920264364882
117,1107,1081,15.652475842498529
118,1107,1164,21.840329667841555
119,1107,1133,26.570660511172846
120,1107,1187,31.906112267087632
121,827,738,52.392747589718944
122,827,842,43.41658669218482
123,827,1037,87.46427842267951
124,1291,1260,18.35755975068582
125,1291,1259,19.697715603592208
126,1291,1325,22.20360331117452
127,1291,1326,20.615528128088304
128,1291,1243,17.029386365926403
129,1325,1412,41.19465984809196
130,1325,1259,21.0
131,1325,1399,64.00781202322104
132,1325,1326,26.68332812825267
133,1325,1293,21.95449840010015
134,2771,2712,39.05124837953327
135,2771,2745,27.459060435491963
136,2771,2737,29.832867780352597
137,2771,2765,24.0
138,1518,1588,26.248809496813376
139,1518,1577,39.408120990476064
140,1518,1475,29.0
141,1518,1570,28.284271247461902
142,1518,1493,25.942243542145693
143,1570,1588,28.442925306655784
144,1570,1565,18.0
145,2800,2784,17.029386365926403
146,2800,2789,26.0
147,2791,2784,26.92582403567252
148,2791,2776,17.029386365926403
149,2791,2785,19.72308292331602
150,2768,2740,40.8166632639171
151,2768,2732,28.0178514522438
152,2768,2744,22.360679774997898
153,712,696,17.46424919657298
154,712,791,62.289646009589745
155,712,689,17.029386365926403
156,712,823,60.00833275470999
157,712,728,52.46903848937962
158,1986,2020,23.021728866442675
159,1986,1985,27.294688127912362
160,1986,1912,32.01562118716424
161,2068,2039,16.76305461424021
162,2068,2020,32.55764119219941
163,2068,2108,18.601075237738275
164,2068,2025,26.1725046566048
165,2025,2039,23.194827009486403
166,2025,2081,31.11269837220809
167,2025,1993,19.1049731745428
168,2025,1985,27.202941017470888
169,2025,2108,34.713109915419565
170,2039,2020,19.924858845171276
171,2039,1985,25.96150997149434
172,2020,1985,32.202484376209235
173,2081,1993,37.107950630558946
174,2081,2129,23.345235059857504
175,2081,2108,31.38470965295043
176,2081,2024,33.94112549695428
177,2081,2134,30.610455730027933
178,2081,2074,24.186773244895647
179,1950,1993,23.345235059857504
180,1950,1985,36.24913792078372
181,1950,1920,18.788294228055936
182,1950,1935,24.698178070456937
183,1950,1969,18.867962264113206
184,1993,1985,30.083217912982647
185,1993,2024,35.11409973215888
186,1993,1969,23.853720883753127
187,1985,1935,26.0
188,1985,1912,39.824615503479755
189,1920,1935,32.01562118716424
190,1920,1838,35.34119409414458
191,1920,1878,32.64965543462902
192,1920,1969,28.160255680657446
193,1935,1878,23.08679276123039
194,1935,1912,31.016124838541646
195,2640,2666,16.492422502470642
196,2640,2656,17.029386365926403
197,2640,2624,14.212670403551895
198,2640,2646,15.811388300841896
199,2640,2594,28.160255680657446
200,2656,2666,17.72004514666935
201,2656,2682,22.47220505424423
202,2656,2624,20.09975124224178
203,2624,2603,16.401219466856727
204,2624,2594,20.615528128088304
205,2692,2675,14.035668847618199
206,2692,2703,14.317821063276353
207,2692,2676,21.2602916254693
208,2676,2669,32.2490309931942
