,CELL_ID,X,Y
152,153,1704,155
0,1,820,4
536,537,1150,465
621,622,1004,521
1431,1432,1806,1035
1102,1103,1830,827
47,48,1572,60
1165,1166,933,873
1302,1303,944,960
1279,1280,960,946
632,633,1018,529
1343,1344,518,988
958,959,264,722
1387,1388,1797,1007
1489,1490,1791,1073
1458,1459,1805,1058
1508,1509,1879,1084
260,261,1665,248
211,212,1699,203
346,347,1789,317
115,116,943,124
88,89,993,111
48,49,1178,65
1206,1207,1096,902
1274,1275,1088,943
1313,1314,1100,968
1117,1118,419,842
1561,1562,346,1111
2075,2076,453,1374
2117,2118,547,1397
2115,2116,488,1392
2157,2158,513,1415
2069,2070,534,1370
1626,1627,358,1152
1949,1950,337,1308
1403,1404,499,1024
593,594,1080,503
447,448,1233,388
212,213,931,209
509,510,858,442
816,817,1005,635
1322,1323,779,973
1234,1235,779,921
1205,1206,769,900
1258,1259,709,933
823,824,809,638
1026,1027,822,770
1321,1322,419,972
1347,1348,429,989
1110,1111,361,834
1029,1030,400,773
969,970,485,728
940,941,322,714
1507,1508,1416,1080
1285,1286,1675,952
1269,1270,1703,942
1315,1316,1699,968
1305,1306,1715,959
1325,1326,1728,975
1351,1352,1752,986
52,53,1595,63
63,64,1631,78
59,60,1581,74
262,263,1481,253
214,215,1670,211
180,181,1675,182
156,157,1671,160
250,251,1643,247
869,870,1867,664
694,695,1704,565
626,627,1734,524
677,678,1683,554
946,947,1185,713
471,472,1188,412
433,434,1668,382
354,355,1576,324
1,2,1119,4
6,7,939,9
12,13,1102,11
109,110,1112,122
293,294,1156,281
368,369,1159,332
342,343,1207,317
21,22,1295,24
8,9,1461,9
18,19,1499,20
37,38,1326,43
15,16,1318,19
7,8,1337,10
3,4,1365,8
239,240,1220,230
215,216,1214,206
242,243,1243,233
34,35,819,40
102,103,895,117
108,109,919,120
55,56,903,69
114,115,871,123
1331,1332,1085,979
2197,2198,1330,1432
1135,1136,922,853
1185,1186,926,888
1256,1257,963,930
1118,1119,888,843
1141,1142,901,855
1106,1107,905,830
1287,1288,673,953
1655,1656,708,1163
1595,1596,226,1130
1558,1559,228,1110
1632,1633,247,1153
