,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 2250)",2,0,0,1,0,6,7,4
"('cell', 1538)",0,0,0,5,2,0,2,0
"('cell', 1499)",0,0,0,4,1,0,2,0
"('cell', 1594)",0,0,0,5,4,0,2,0
"('cell', 861)",0,1,0,0,2,0,0,0
"('cell', 1372)",0,0,0,2,1,0,2,0
"('cell', 1263)",0,0,0,3,0,0,2,0
"('cell', 1348)",0,0,0,5,0,0,2,0
"('cell', 1294)",0,0,0,3,0,0,2,0
"('cell', 164)",0,0,0,5,1,0,1,1
"('cell', 2065)",0,0,0,2,1,5,2,1
"('cell', 2044)",0,0,0,2,1,5,1,1
"('cell', 2106)",9,0,0,5,0,5,16,5
"('cell', 930)",0,1,0,0,7,0,0,0
"('cell', 871)",0,1,0,0,7,0,0,0
"('cell', 936)",0,0,0,0,8,0,0,2
"('cell', 901)",0,1,0,0,4,0,0,0
"('cell', 967)",0,1,0,0,8,0,0,2
"('cell', 984)",1,1,0,0,8,0,0,0
"('cell', 117)",0,0,0,0,1,0,0,5
"('cell', 243)",0,0,0,0,1,0,0,6
"('cell', 1660)",1,0,0,5,5,0,0,0
"('cell', 1590)",0,0,0,7,4,0,2,0
"('cell', 1498)",0,0,0,5,1,0,2,0
"('cell', 1537)",0,0,0,8,2,0,2,0
"('cell', 870)",1,1,0,0,6,0,0,0
"('cell', 830)",2,1,0,4,7,0,0,2
"('cell', 919)",0,0,3,3,8,0,0,5
"('cell', 879)",0,0,4,3,8,0,0,3
"('cell', 987)",0,0,1,4,4,0,0,4
"('cell', 1206)",0,0,0,2,2,0,0,3
"('cell', 1251)",1,0,0,6,1,0,0,3
"('cell', 1221)",0,0,0,2,0,0,0,0
"('cell', 1244)",0,0,0,3,0,0,1,0
"('cell', 921)",0,0,4,2,4,0,0,5
"('cell', 897)",0,0,4,2,4,0,0,3
"('cell', 894)",0,0,4,2,4,0,0,3
"('cell', 2151)",0,0,0,2,0,8,4,2
"('cell', 2148)",2,0,0,1,0,12,10,6
"('cell', 1893)",0,0,0,2,5,0,0,0
"('cell', 1920)",0,0,0,4,4,0,0,0
"('cell', 803)",0,0,0,2,7,0,0,1
"('cell', 1230)",0,0,0,0,15,0,0,2
"('cell', 1006)",0,1,0,0,8,0,0,2
"('cell', 1185)",0,0,0,0,13,0,0,3
"('cell', 1875)",7,4,0,8,0,7,4,0
"('cell', 942)",6,5,0,14,1,0,4,4
"('cell', 956)",5,6,0,5,1,1,4,2
"('cell', 991)",3,5,0,6,1,2,5,2
"('cell', 70)",0,0,2,0,0,0,1,3
"('cell', 85)",0,0,0,0,0,0,1,4
"('cell', 90)",0,0,2,0,0,0,1,5
"('cell', 94)",0,0,0,0,0,0,1,5
"('cell', 129)",0,0,0,0,1,0,0,5
"('cell', 147)",0,0,0,0,3,0,0,5
"('cell', 136)",0,0,0,0,3,0,0,5
"('cell', 118)",0,0,0,0,0,0,1,6
"('cell', 169)",0,0,0,0,6,0,0,6
"('cell', 151)",0,0,0,0,4,0,1,5
"('cell', 218)",0,0,0,0,3,0,0,8
"('cell', 346)",0,2,0,1,1,0,0,8
"('cell', 1579)",2,0,0,14,1,0,0,0
"('cell', 1576)",2,0,0,14,3,0,0,0
"('cell', 1592)",2,0,0,14,2,0,0,0
"('cell', 1618)",2,0,0,9,4,0,0,0
"('cell', 1543)",2,0,0,16,3,0,0,0
"('cell', 1585)",0,0,0,10,5,0,0,0
"('cell', 1593)",0,0,0,12,5,0,0,0
"('cell', 1606)",0,0,0,10,5,0,1,0
"('cell', 1408)",0,0,0,13,0,0,1,0
"('cell', 1220)",0,0,0,1,2,0,0,3
"('cell', 663)",3,0,1,10,1,0,0,0
"('cell', 651)",3,0,1,11,2,0,0,0
"('cell', 204)",0,0,0,6,1,6,1,1
"('cell', 898)",1,0,3,4,6,0,0,3
"('cell', 922)",0,0,3,3,8,0,0,4
"('cell', 873)",2,1,3,5,7,0,0,2
"('cell', 1207)",0,0,0,5,1,0,0,3
"('cell', 1088)",2,0,0,5,2,0,0,3
"('cell', 1381)",0,0,0,12,0,0,0,2
"('cell', 1228)",1,0,0,10,2,0,0,3
"('cell', 939)",2,1,0,2,4,0,0,2
"('cell', 1105)",0,0,0,3,1,0,0,1
"('cell', 1160)",0,0,0,3,0,0,0,0
"('cell', 1125)",0,0,0,2,1,0,0,1
"('cell', 904)",2,1,1,6,7,0,0,2
"('cell', 923)",2,1,1,3,5,0,0,1
"('cell', 433)",0,1,0,6,8,0,0,1
"('cell', 412)",0,1,0,4,5,0,0,1
"('cell', 688)",2,1,0,6,2,0,0,3
"('cell', 1270)",0,0,1,3,0,0,0,0
"('cell', 1009)",0,0,3,0,3,0,0,3
"('cell', 804)",0,1,0,6,5,0,0,1
"('cell', 652)",3,1,1,14,2,0,0,0
"('cell', 719)",1,0,1,7,1,0,0,0
"('cell', 670)",3,0,1,9,2,0,0,0
"('cell', 1961)",0,0,0,3,4,2,0,0
