,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 351)",1,3,0,10,3,1,5,0
"('cell', 2235)",0,2,0,0,0,0,0,0
"('cell', 2133)",0,3,0,0,0,0,0,0
"('cell', 2182)",0,3,0,0,0,0,0,0
"('cell', 1126)",0,1,1,2,0,0,3,0
"('cell', 647)",0,2,0,9,4,2,7,0
"('cell', 539)",0,1,0,7,3,2,6,0
"('cell', 1109)",0,2,2,2,0,0,5,0
"('cell', 1136)",5,4,3,4,0,1,1,0
"('cell', 1116)",5,2,3,3,0,0,1,0
"('cell', 2579)",0,4,0,4,0,0,0,0
"('cell', 2618)",9,2,0,4,2,2,4,1
"('cell', 2363)",0,2,0,1,0,0,0,1
"('cell', 1177)",1,1,6,1,4,0,4,0
"('cell', 452)",1,2,0,12,4,3,7,0
"('cell', 1198)",1,2,7,0,4,0,3,0
"('cell', 1261)",1,2,3,0,1,0,0,0
"('cell', 1237)",1,2,3,0,1,0,0,0
"('cell', 1199)",0,2,2,1,0,0,2,0
"('cell', 1150)",0,2,2,2,0,0,2,0
"('cell', 1174)",0,2,1,2,0,0,2,0
"('cell', 1233)",0,1,2,0,0,0,0,0
"('cell', 1128)",0,2,2,2,0,0,5,0
"('cell', 679)",8,0,0,13,3,3,15,1
"('cell', 2624)",2,2,6,0,0,0,0,0
"('cell', 2395)",1,1,5,2,1,0,0,0
"('cell', 2331)",0,2,0,1,0,0,0,0
"('cell', 1648)",0,4,1,2,1,0,1,0
"('cell', 654)",10,8,0,7,2,1,1,0
"('cell', 1413)",3,8,4,11,0,3,6,0
"('cell', 2370)",0,1,0,0,0,0,0,1
"('cell', 2377)",0,1,0,1,0,0,0,0
"('cell', 2317)",0,0,0,1,0,0,0,0
"('cell', 2610)",0,2,0,3,0,0,0,0
"('cell', 2419)",0,2,0,1,0,0,0,1
"('cell', 2227)",0,0,6,0,2,0,0,0
"('cell', 2302)",0,0,4,3,2,0,0,0
"('cell', 2620)",3,5,0,4,0,0,0,0
"('cell', 1255)",1,2,8,0,3,0,0,0
"('cell', 1343)",0,1,1,0,0,0,0,0
"('cell', 1449)",0,1,0,0,0,0,0,0
"('cell', 1369)",0,1,1,1,0,0,1,0
"('cell', 1311)",1,2,3,0,2,0,0,0
"('cell', 1214)",1,2,4,0,3,0,2,0
"('cell', 1149)",0,2,2,1,2,0,5,0
"('cell', 1061)",0,2,2,7,4,1,11,0
"('cell', 1062)",0,2,2,4,0,0,9,0
"('cell', 269)",2,9,1,1,5,2,3,0
"('cell', 280)",3,10,1,2,2,2,4,0
"('cell', 234)",2,10,1,1,5,2,2,0
"('cell', 41)",2,0,1,6,0,5,2,0
"('cell', 32)",2,0,1,5,0,5,1,0
"('cell', 445)",1,4,10,3,0,0,1,0
"('cell', 458)",2,5,13,3,0,1,1,0
"('cell', 358)",1,8,17,2,0,0,0,0
"('cell', 105)",3,8,5,1,0,0,6,0
"('cell', 146)",3,6,5,6,1,2,3,1
"('cell', 126)",3,9,5,2,0,1,5,1
"('cell', 101)",3,7,5,1,0,0,5,1
"('cell', 150)",3,8,5,4,0,2,3,1
"('cell', 2623)",2,0,5,1,0,0,1,0
"('cell', 2465)",6,4,7,4,0,1,5,1
"('cell', 2632)",0,2,8,0,0,0,0,0
"('cell', 2362)",0,3,0,1,0,0,0,1
"('cell', 1796)",0,2,1,2,0,0,0,0
"('cell', 1552)",0,3,1,0,0,0,0,0
"('cell', 1908)",0,3,1,2,0,0,0,0
"('cell', 1558)",2,4,3,3,0,0,1,0
"('cell', 1581)",2,3,3,3,0,0,1,0
"('cell', 1582)",0,3,4,1,1,0,1,0
"('cell', 1098)",4,5,3,3,0,1,1,0
"('cell', 1051)",4,4,4,1,1,1,2,0
"('cell', 1055)",4,2,4,1,0,1,1,0
"('cell', 1050)",5,2,4,2,0,0,1,0
"('cell', 963)",3,4,4,1,0,1,1,0
"('cell', 27)",1,3,3,1,0,0,2,0
"('cell', 1)",1,1,1,5,1,3,3,0
"('cell', 1405)",0,8,9,8,3,3,2,1
"('cell', 1400)",0,6,7,2,5,1,1,1
"('cell', 1468)",12,6,2,6,0,0,10,0
"('cell', 846)",16,5,0,6,2,3,8,1
"('cell', 1553)",2,5,2,1,0,0,0,0
