,CELL_ID,X,Y
634,635,1252,472
48,49,616,111
21,22,638,72
51,52,591,113
815,816,526,564
832,833,303,572
770,771,312,541
6,7,935,49
9,10,992,55
4,5,953,40
10,11,891,56
22,23,920,76
298,299,402,299
342,343,399,324
50,51,638,112
71,72,563,136
59,60,649,119
32,33,650,89
154,155,796,203
401,402,915,354
328,329,886,319
421,422,886,362
821,822,501,565
705,706,492,511
775,776,524,544
758,759,505,537
735,736,501,524
2316,2317,629,1424
2327,2328,612,1430
2334,2335,647,1432
2240,2241,527,1354
1050,1051,933,682
1554,1555,1763,927
1588,1589,1793,938
1514,1515,1792,905
637,638,339,479
612,613,352,464
671,672,365,491
702,703,337,508
716,717,317,515
381,382,389,341
549,550,344,432
814,815,400,562
776,777,334,544
743,744,336,529
890,891,409,602
848,849,397,580
2,3,797,36
5,6,846,45
475,476,1695,389
84,85,1120,146
1,2,1083,29
108,109,1088,165
139,140,1092,189
172,173,1097,214
60,61,1291,116
44,45,1319,105
40,41,1304,99
90,91,1205,154
1513,1514,1767,905
708,709,1368,510
625,626,1230,469
173,174,646,216
307,308,905,305
347,348,912,326
303,304,879,301
331,332,869,320
255,256,897,275
248,249,916,269
220,221,921,250
230,231,880,257
273,274,921,289
277,278,893,291
110,111,774,169
118,119,806,176
106,107,824,164
112,113,790,173
81,82,793,144
86,87,812,149
153,154,703,202
155,156,674,206
133,134,734,187
12,13,700,61
117,118,749,176
1235,1236,1038,768
1435,1436,1075,864
1227,1228,1125,767
1251,1252,1136,777
932,933,1056,626
943,944,817,630
771,772,548,542
802,803,542,557
834,835,557,573
822,823,586,568
879,880,820,595
764,765,710,539
855,856,483,581
738,739,429,526
782,783,430,548
696,697,444,509
704,705,413,509
737,738,403,526
784,785,405,548
392,393,861,348
611,612,969,463
2321,2322,1050,1426
2338,2339,1083,1436
2143,2144,882,1278
2155,2156,483,1282
2175,2176,483,1303
2170,2171,464,1292
2130,2131,441,1264
2141,2142,499,1274
1464,1465,1077,880
1413,1414,1060,857
1409,1410,1044,855
1228,1229,1178,767
1420,1421,1112,858
1305,1306,1136,807
1797,1798,1150,1043
1716,1717,1166,1002
1756,1757,1158,1023
1678,1679,1150,987
1723,1724,1143,1005
1800,1801,1129,1045
1356,1357,861,829
1249,1250,1022,779
1172,1173,998,739
1090,1091,973,698
1245,1246,1010,773
1001,1002,984,660
977,978,994,644
1601,1602,331,947
1338,1339,266,819
2004,2005,369,1176
1895,1896,442,1108
1963,1964,459,1153
2080,2081,444,1225
2111,2112,414,1248
2263,2264,1507,1372
2298,2299,1493,1407
2279,2280,1495,1390
2003,2004,1684,1172
1945,1946,1661,1135
2006,2007,1704,1174
2086,2087,1351,1227
1841,1842,1753,1067
762,763,1366,538
859,860,1673,585
1027,1028,382,668
1028,1029,347,669
1062,1063,366,684
1094,1095,337,704
1139,1140,344,725
