,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 743)",2,1,1,4,0,4,4,2
"('cell', 522)",0,0,0,1,0,0,0,0
"('cell', 571)",0,0,0,1,0,0,0,0
"('cell', 488)",0,0,0,1,0,0,0,0
"('cell', 612)",0,0,1,1,0,0,0,0
"('cell', 140)",2,2,0,2,0,0,0,0
"('cell', 150)",2,2,0,3,0,0,0,0
"('cell', 1)",1,1,5,2,0,0,1,0
"('cell', 41)",2,0,6,2,0,1,1,1
"('cell', 410)",0,0,0,1,0,0,0,0
"('cell', 461)",0,0,0,1,0,0,0,0
"('cell', 756)",4,2,1,3,0,1,1,1
"('cell', 754)",4,2,1,4,0,3,1,2
"('cell', 729)",3,1,1,3,0,0,1,1
"('cell', 789)",4,2,1,3,0,1,1,1
"('cell', 671)",1,1,1,3,0,0,0,1
"('cell', 688)",2,2,1,5,0,0,0,1
"('cell', 646)",0,2,1,3,0,0,0,0
"('cell', 698)",3,1,1,3,0,0,1,1
"('cell', 625)",1,0,1,1,0,0,0,1
"('cell', 439)",0,0,0,1,0,0,0,0
"('cell', 1105)",1,2,0,0,0,0,0,1
"('cell', 988)",0,3,0,1,0,0,1,1
"('cell', 1517)",2,0,0,4,1,2,1,0
"('cell', 415)",2,4,0,4,1,5,7,3
"('cell', 383)",6,8,0,9,4,1,8,0
"('cell', 216)",4,4,0,4,5,4,3,4
"('cell', 312)",4,1,3,5,0,1,1,0
"('cell', 290)",4,1,2,5,0,1,1,0
"('cell', 139)",0,1,5,0,1,1,1,5
"('cell', 151)",0,1,4,1,1,0,1,3
"('cell', 33)",1,0,7,2,0,1,1,1
"('cell', 12)",1,0,6,2,0,1,1,0
"('cell', 79)",2,3,6,4,0,2,3,6
"('cell', 51)",2,2,5,3,0,1,2,3
"('cell', 58)",1,4,5,3,0,2,3,4
"('cell', 160)",2,4,3,5,1,4,1,10
"('cell', 173)",4,4,0,4,4,5,2,8
"('cell', 945)",5,3,0,6,0,4,11,3
"('cell', 1183)",1,1,0,8,0,6,2,1
"('cell', 1128)",2,1,0,7,0,5,2,1
"('cell', 1458)",2,2,0,10,0,2,1,0
"('cell', 1212)",1,1,0,9,0,6,3,3
"('cell', 1167)",0,1,0,8,0,6,2,3
"('cell', 652)",7,3,0,3,0,1,7,1
"('cell', 534)",0,0,0,1,0,0,0,0
"('cell', 503)",0,0,0,1,0,0,0,0
"('cell', 157)",2,3,1,2,0,0,0,0
"('cell', 433)",5,5,1,7,2,2,8,1
"('cell', 375)",5,3,1,7,1,1,1,1
"('cell', 356)",6,2,3,9,1,1,1,1
"('cell', 450)",1,0,0,0,0,0,0,0
"('cell', 422)",1,0,0,1,0,0,0,0
"('cell', 473)",0,0,0,1,0,0,0,0
"('cell', 376)",1,0,0,1,0,0,0,0
"('cell', 441)",4,3,0,6,1,1,2,1
"('cell', 446)",3,3,0,4,1,1,2,0
"('cell', 400)",4,6,1,7,1,2,4,1
"('cell', 398)",5,5,1,8,1,2,3,1
"('cell', 224)",1,2,1,0,0,0,0,0
"('cell', 531)",3,0,0,2,1,1,5,0
"('cell', 1033)",0,3,0,1,0,0,1,1
"('cell', 1071)",1,3,0,1,0,0,0,1
"('cell', 1074)",2,3,0,1,0,0,0,1
