,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1064)",0,0,0,0,1,0,0,0
"('cell', 1103)",0,0,0,0,1,0,0,0
"('cell', 1065)",0,0,0,0,1,0,0,0
"('cell', 1071)",0,0,0,0,1,0,0,0
"('cell', 1105)",0,0,0,0,1,0,0,0
"('cell', 1084)",0,0,0,0,2,0,0,0
"('cell', 1138)",0,0,0,0,1,0,0,0
"('cell', 1344)",0,0,0,0,2,0,0,0
"('cell', 1389)",0,0,0,0,3,0,0,0
"('cell', 1722)",2,1,0,3,7,0,5,4
"('cell', 41)",1,0,0,6,1,2,0,1
"('cell', 931)",0,0,0,1,1,0,0,0
"('cell', 1001)",0,0,0,0,1,0,0,0
"('cell', 1030)",0,0,0,0,1,0,0,0
"('cell', 969)",0,0,0,1,1,0,0,0
"('cell', 1022)",0,0,0,0,1,0,0,0
"('cell', 76)",1,0,0,5,3,0,0,0
"('cell', 1419)",0,0,0,0,5,0,0,0
"('cell', 1227)",0,0,0,0,1,0,0,0
"('cell', 604)",3,2,0,3,4,0,2,0
"('cell', 728)",1,2,0,3,3,1,5,1
"('cell', 568)",3,2,0,5,5,0,5,0
"('cell', 1734)",1,1,0,5,5,2,3,6
"('cell', 1727)",0,1,0,3,7,4,1,4
"('cell', 1732)",0,1,0,6,8,4,1,5
"('cell', 788)",1,1,0,9,1,1,14,7
"('cell', 1061)",5,4,0,2,3,0,16,10
"('cell', 118)",2,0,0,8,1,3,6,1
"('cell', 80)",1,0,0,6,1,1,4,1
"('cell', 660)",0,0,0,12,0,1,12,13
"('cell', 713)",0,0,0,8,0,0,4,5
"('cell', 592)",0,0,0,11,0,0,1,2
"('cell', 626)",0,0,0,9,0,0,4,4
"('cell', 602)",0,0,0,7,0,0,1,4
"('cell', 635)",0,0,0,9,0,0,1,3
"('cell', 656)",0,0,0,11,0,0,3,3
"('cell', 104)",0,0,0,0,0,0,0,2
"('cell', 217)",0,0,0,0,1,0,0,9
"('cell', 745)",1,0,0,4,1,0,0,0
"('cell', 990)",0,0,0,0,1,0,0,0
"('cell', 918)",0,0,0,1,1,0,0,0
"('cell', 62)",1,0,0,3,1,1,1,0
"('cell', 68)",0,0,0,4,3,1,1,0
"('cell', 77)",0,0,0,4,3,0,1,0
"('cell', 238)",1,0,0,6,1,0,1,1
"('cell', 627)",0,0,0,0,1,0,1,0
"('cell', 1479)",0,1,1,7,5,0,2,6
"('cell', 1484)",0,2,1,5,7,0,7,3
"('cell', 1448)",1,1,0,1,6,0,0,0
"('cell', 1469)",0,0,0,0,6,0,0,0
"('cell', 1429)",0,1,0,0,4,0,0,0
"('cell', 1438)",1,1,0,0,5,0,0,0
"('cell', 1409)",0,1,0,0,4,0,0,0
"('cell', 1410)",0,1,0,2,4,0,0,0
"('cell', 1502)",0,1,1,4,7,0,5,4
"('cell', 1653)",1,0,0,2,6,2,0,4
"('cell', 1474)",1,1,0,1,6,0,0,2
"('cell', 1496)",0,0,0,0,5,0,0,0
"('cell', 590)",1,0,0,4,0,0,0,1
"('cell', 1109)",1,2,0,3,10,2,5,5
"('cell', 711)",0,2,0,4,5,2,1,6
"('cell', 710)",1,1,0,4,5,1,4,3
"('cell', 1077)",2,2,0,7,8,3,3,5
"('cell', 683)",0,2,0,6,6,1,6,0
"('cell', 633)",1,2,0,8,4,0,7,0
"('cell', 565)",1,1,0,6,4,0,5,1
"('cell', 651)",3,1,0,7,3,0,6,0
"('cell', 709)",3,1,0,6,2,0,7,0
"('cell', 701)",3,2,0,6,2,0,8,0
"('cell', 500)",3,1,0,3,4,0,4,4
"('cell', 1655)",2,1,0,5,10,2,5,7
