,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 132)",0,0,3,4,5,2,3,0
"('cell', 74)",0,0,3,2,0,0,0,0
"('cell', 48)",0,0,3,1,0,0,0,0
"('cell', 22)",0,0,1,1,0,0,1,0
"('cell', 730)",4,2,0,9,0,5,2,1
"('cell', 2276)",1,2,0,3,0,2,13,0
"('cell', 2179)",1,2,0,4,0,2,14,0
"('cell', 1063)",5,1,0,9,3,1,3,1
"('cell', 1099)",2,1,0,10,4,1,4,1
"('cell', 1108)",1,1,0,8,3,1,2,1
"('cell', 1013)",6,1,0,8,3,3,4,1
"('cell', 1)",0,0,2,3,0,0,4,0
"('cell', 16)",2,0,3,0,0,0,0,0
"('cell', 185)",0,0,3,9,5,2,7,0
"('cell', 35)",0,0,2,3,0,0,4,0
"('cell', 24)",0,0,2,6,2,0,4,0
"('cell', 1014)",5,1,0,8,3,2,2,1
"('cell', 958)",5,1,0,5,2,4,2,1
"('cell', 678)",0,0,2,5,2,0,6,0
"('cell', 719)",0,1,2,4,1,1,7,0
"('cell', 799)",3,0,0,1,0,0,6,0
"('cell', 557)",1,0,0,1,1,0,3,0
"('cell', 664)",3,0,0,3,0,0,7,0
"('cell', 611)",3,0,0,2,1,0,5,0
"('cell', 512)",0,0,0,0,1,0,0,0
"('cell', 1667)",0,2,0,8,1,2,14,4
"('cell', 1658)",1,1,0,6,0,0,24,1
"('cell', 1045)",1,0,0,0,2,0,6,0
"('cell', 1092)",2,0,0,0,2,0,11,0
"('cell', 2812)",1,1,0,6,1,4,6,0
"('cell', 2836)",0,0,0,4,1,3,5,1
"('cell', 1950)",0,0,0,8,0,0,1,0
"('cell', 1094)",3,0,0,12,5,1,6,1
"('cell', 1480)",5,0,0,17,6,2,10,1
"('cell', 1662)",3,0,0,13,6,1,6,2
"('cell', 1579)",3,0,0,17,5,2,7,1
"('cell', 2395)",1,0,0,3,3,3,3,6
"('cell', 2096)",1,0,0,7,3,4,1,2
"('cell', 2154)",1,0,0,7,3,4,2,4
"('cell', 2078)",1,0,0,7,3,3,1,1
"('cell', 2001)",0,0,0,8,2,0,5,1
"('cell', 67)",1,0,2,9,3,0,4,0
"('cell', 15)",2,0,1,0,0,0,0,0
"('cell', 71)",0,0,3,0,0,0,0,0
"('cell', 647)",2,3,0,10,0,5,2,1
"('cell', 493)",0,0,2,9,4,4,4,0
"('cell', 534)",0,0,2,9,3,5,5,0
"('cell', 608)",0,0,2,7,3,2,6,0
"('cell', 702)",3,0,0,0,1,0,4,0
"('cell', 584)",2,0,0,1,1,0,3,0
"('cell', 766)",3,0,0,0,2,0,5,0
"('cell', 642)",3,0,0,2,1,0,5,0
"('cell', 835)",3,0,0,1,0,0,6,1
"('cell', 1501)",0,0,0,1,0,0,22,0
"('cell', 1131)",1,0,0,0,2,0,11,0
"('cell', 884)",3,0,0,0,0,0,3,1
"('cell', 1010)",2,0,0,0,2,0,8,1
"('cell', 2619)",1,0,0,2,5,6,13,1
"('cell', 2556)",2,0,0,3,8,5,6,0
"('cell', 2599)",3,0,0,2,7,4,8,0
"('cell', 2304)",0,2,0,5,6,1,10,0
"('cell', 1703)",1,1,0,4,0,0,22,0
"('cell', 1135)",1,0,0,0,2,0,14,0
"('cell', 2808)",0,1,0,6,0,3,4,0
"('cell', 2795)",1,1,0,6,0,4,9,0
