,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 977)",0,0,1,1,3,4,3,0
"('cell', 735)",0,1,0,0,8,0,0,0
"('cell', 1588)",0,3,3,1,0,0,0,0
"('cell', 710)",0,1,0,0,8,0,0,0
"('cell', 54)",2,4,0,3,3,6,4,0
"('cell', 1475)",0,0,5,1,3,0,0,1
"('cell', 1428)",0,1,8,1,1,0,0,1
"('cell', 633)",0,1,1,4,0,2,9,0
"('cell', 1575)",1,1,4,1,1,0,0,0
"('cell', 1549)",1,1,4,1,1,0,0,0
"('cell', 1606)",1,1,5,1,1,0,0,0
"('cell', 1617)",1,3,5,1,1,0,0,0
"('cell', 1589)",0,1,3,1,1,0,0,0
"('cell', 1047)",0,3,4,5,2,0,2,0
"('cell', 1818)",0,3,3,1,0,0,0,0
"('cell', 1824)",0,6,4,1,0,0,0,0
"('cell', 1863)",2,4,2,2,0,0,1,0
"('cell', 1848)",0,4,3,1,0,0,0,0
"('cell', 1832)",0,4,4,2,0,0,0,0
"('cell', 1867)",3,3,1,5,1,0,4,0
"('cell', 354)",1,3,4,5,2,1,5,0
"('cell', 1525)",0,1,8,1,3,0,0,1
"('cell', 1326)",0,2,5,0,1,0,0,0
"('cell', 1300)",0,2,7,0,1,0,0,0
"('cell', 1371)",0,2,5,0,1,0,0,0
"('cell', 1648)",0,2,5,1,2,0,0,1
"('cell', 790)",1,1,0,0,0,0,0,0
"('cell', 1004)",4,2,3,5,5,3,3,0
"('cell', 8)",5,0,0,1,0,0,10,0
"('cell', 350)",0,2,8,3,4,1,8,1
"('cell', 1527)",0,1,3,1,1,0,0,0
"('cell', 1632)",1,3,7,1,1,0,0,0
"('cell', 1063)",0,2,3,5,3,0,3,0
"('cell', 1293)",0,0,10,0,0,0,0,0
"('cell', 1309)",0,0,12,0,0,0,0,0
"('cell', 1340)",0,1,12,0,0,0,0,0
"('cell', 1149)",0,3,8,7,2,0,2,0
"('cell', 1038)",0,2,3,4,4,2,2,0
"('cell', 1078)",1,2,4,6,3,2,2,0
"('cell', 1016)",1,0,2,1,4,5,4,0
"('cell', 1189)",1,3,9,6,2,1,3,0
"('cell', 1166)",0,2,9,7,2,0,3,0
"('cell', 1074)",1,0,0,2,3,5,4,0
"('cell', 1330)",0,0,3,1,0,3,3,0
"('cell', 1301)",1,1,3,2,1,4,3,0
"('cell', 1350)",0,0,3,1,0,1,2,0
"('cell', 1302)",0,1,10,0,0,0,0,0
"('cell', 1318)",1,1,4,2,1,4,2,0
"('cell', 1329)",0,1,9,0,0,0,0,0
"('cell', 1323)",1,3,1,9,4,3,4,0
"('cell', 1060)",4,2,6,3,2,3,3,0
"('cell', 930)",0,2,4,0,4,0,2,0
"('cell', 965)",0,4,4,0,4,1,1,0
"('cell', 1054)",1,1,0,7,2,1,25,0
"('cell', 1766)",2,3,4,7,1,0,3,0
"('cell', 1836)",3,2,2,7,3,0,6,0
"('cell', 1457)",1,4,4,4,2,0,3,0
"('cell', 1136)",2,2,6,6,3,0,6,0
"('cell', 1030)",0,3,5,5,3,0,2,0
"('cell', 793)",0,3,6,2,5,0,0,0
"('cell', 781)",0,0,0,0,11,0,0,0
"('cell', 308)",1,4,3,5,2,1,7,0
"('cell', 47)",2,6,1,1,5,8,1,0
"('cell', 1526)",0,4,4,4,1,0,7,2
"('cell', 1880)",0,1,2,1,2,0,0,1
"('cell', 1599)",1,2,5,2,4,1,3,1
"('cell', 1603)",1,2,4,0,2,0,1,1
"('cell', 1630)",1,2,4,0,2,0,0,0
"('cell', 1739)",0,3,3,1,4,0,1,0
"('cell', 1528)",0,1,6,1,2,0,0,1
"('cell', 1491)",1,1,6,0,1,0,1,1
"('cell', 1578)",1,2,5,1,4,1,3,1
"('cell', 1516)",1,1,5,1,3,1,3,1
"('cell', 1506)",0,0,5,1,2,0,0,1
"('cell', 1389)",0,4,2,2,1,0,0,0
"('cell', 1347)",0,4,0,5,1,0,0,0
"('cell', 1634)",0,3,6,1,3,0,0,1
"('cell', 1637)",0,4,5,1,4,0,0,1
"('cell', 1671)",0,2,5,2,2,0,0,1
"('cell', 1244)",0,2,10,0,1,0,0,0
"('cell', 1256)",0,0,11,0,1,0,0,0
"('cell', 1193)",0,1,8,0,1,0,0,0
"('cell', 1205)",0,1,9,0,1,0,0,0
"('cell', 1056)",0,2,6,0,2,0,0,0
"('cell', 1119)",0,2,4,2,2,0,0,0
"('cell', 1082)",0,1,4,2,3,0,0,0
"('cell', 1117)",0,2,3,0,3,0,0,0
"('cell', 1160)",0,2,7,0,2,0,0,0
"('cell', 1066)",1,2,3,4,3,0,0,0
"('cell', 383)",1,6,2,3,2,4,12,0
"('cell', 696)",0,1,1,3,0,1,5,0
"('cell', 769)",0,0,2,2,0,0,3,0
"('cell', 759)",0,0,2,2,0,0,1,0
"('cell', 775)",0,0,2,1,0,0,1,0
"('cell', 810)",4,5,1,0,3,0,4,0
"('cell', 835)",1,4,0,0,1,0,2,0
"('cell', 849)",3,5,1,0,3,0,6,0
"('cell', 869)",3,4,0,0,1,0,6,0
"('cell', 740)",3,3,3,9,6,0,12,0
"('cell', 868)",2,3,5,2,5,0,6,0
"('cell', 952)",1,3,4,1,4,1,3,0
"('cell', 921)",0,3,4,0,5,0,5,0
"('cell', 788)",4,4,1,0,4,0,4,0
"('cell', 44)",2,0,2,0,7,0,13,0
"('cell', 39)",1,0,0,2,4,0,21,0
"('cell', 76)",7,2,0,11,4,2,9,0
"('cell', 395)",1,2,5,7,5,0,7,1
"('cell', 437)",2,2,7,7,7,0,4,0
"('cell', 398)",1,2,8,5,5,0,5,1
"('cell', 377)",2,3,3,9,5,0,12,1
"('cell', 358)",0,3,7,7,5,1,10,1
"('cell', 1310)",0,0,12,0,0,0,0,0
"('cell', 1179)",2,3,8,6,2,0,6,0
"('cell', 1454)",0,3,5,0,1,0,0,0
"('cell', 1488)",0,3,6,0,1,0,0,0
"('cell', 1386)",0,1,6,0,0,0,0,0
"('cell', 1416)",0,2,6,0,0,0,0,0
"('cell', 1427)",0,1,4,0,0,0,0,0
"('cell', 1352)",0,0,8,0,0,0,0,0
"('cell', 1025)",0,1,3,4,5,4,1,0
"('cell', 1019)",0,2,4,5,6,4,2,0
"('cell', 1018)",1,1,3,3,4,5,4,0
"('cell', 1236)",0,2,10,5,1,0,2,0
"('cell', 1290)",0,1,10,3,0,0,0,0
"('cell', 1331)",0,1,6,1,0,0,0,0
"('cell', 1304)",1,1,5,2,1,0,2,0
"('cell', 1313)",0,1,9,1,0,0,0,0
"('cell', 1343)",0,1,7,0,0,0,0,0
