,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 562)",1,2,0,4,1,1,6,3
"('cell', 309)",0,1,0,2,1,0,4,3
"('cell', 275)",0,1,0,3,1,1,4,6
"('cell', 669)",0,2,0,8,2,0,8,1
"('cell', 3)",0,1,0,0,2,0,0,1
"('cell', 38)",0,1,0,0,1,0,0,1
"('cell', 939)",3,0,0,6,1,1,3,6
"('cell', 1052)",0,2,3,2,6,0,4,1
"('cell', 376)",1,0,0,5,1,2,4,6
"('cell', 579)",0,1,0,7,1,4,4,5
"('cell', 1483)",0,2,0,4,7,4,1,1
"('cell', 1503)",0,1,0,3,5,3,0,1
"('cell', 1436)",0,4,0,6,6,3,0,0
"('cell', 1527)",0,0,0,4,5,2,1,1
"('cell', 727)",1,2,0,1,9,1,1,10
"('cell', 1149)",2,5,0,2,0,4,4,0
"('cell', 1130)",4,5,0,2,0,4,4,0
"('cell', 903)",1,0,0,4,1,1,2,8
"('cell', 1984)",0,0,0,5,2,3,0,0
"('cell', 891)",0,2,0,0,7,0,0,0
"('cell', 1050)",4,0,2,7,4,2,10,4
"('cell', 1205)",6,1,1,8,8,2,6,5
"('cell', 927)",4,0,0,11,2,1,19,2
"('cell', 399)",1,0,0,4,1,4,8,5
"('cell', 189)",1,1,0,1,2,1,2,6
"('cell', 217)",1,1,0,1,2,1,3,6
"('cell', 23)",0,0,0,0,2,0,0,0
"('cell', 59)",0,0,0,5,3,0,0,0
"('cell', 96)",1,0,0,5,3,0,3,2
"('cell', 84)",1,0,0,5,1,0,0,0
"('cell', 70)",0,0,0,5,2,0,1,2
"('cell', 18)",0,1,0,0,2,0,0,1
"('cell', 652)",2,2,0,7,3,2,9,9
"('cell', 698)",1,3,0,5,2,1,7,9
"('cell', 715)",2,3,0,5,3,0,8,9
"('cell', 633)",0,3,0,3,8,2,0,8
"('cell', 684)",1,3,0,3,14,2,0,10
"('cell', 906)",2,0,0,4,1,1,2,9
