,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 541)",1,3,0,3,1,0,3,1
"('cell', 1126)",1,4,1,8,6,5,2,0
"('cell', 1832)",0,0,2,1,0,0,1,0
"('cell', 773)",0,2,3,0,0,0,0,0
"('cell', 849)",2,0,0,2,0,1,2,0
"('cell', 1028)",3,2,0,4,3,0,6,0
"('cell', 1207)",3,1,0,3,5,0,6,0
"('cell', 540)",1,3,0,3,2,0,1,1
"('cell', 602)",1,3,0,4,2,0,2,1
"('cell', 457)",1,2,0,0,1,0,3,0
"('cell', 475)",1,1,0,2,1,0,3,1
"('cell', 374)",1,1,0,0,3,0,3,0
"('cell', 444)",1,2,0,0,3,0,2,0
"('cell', 491)",1,2,0,2,3,0,2,0
"('cell', 1316)",1,2,0,5,4,0,1,0
"('cell', 1344)",1,2,0,7,5,1,1,0
"('cell', 1819)",2,0,1,1,0,1,1,0
"('cell', 1730)",0,0,1,2,3,0,0,1
"('cell', 1722)",0,2,2,5,4,0,0,3
"('cell', 741)",0,2,4,0,0,0,0,0
"('cell', 785)",1,2,6,1,0,0,0,0
"('cell', 748)",0,2,5,0,0,0,0,0
"('cell', 806)",1,0,0,2,0,1,2,1
"('cell', 882)",1,0,0,2,0,1,2,0
"('cell', 855)",1,0,0,2,0,1,0,0
"('cell', 891)",0,0,0,2,0,1,0,0
"('cell', 842)",1,0,0,1,0,1,0,0
"('cell', 815)",1,0,0,1,0,1,0,0
"('cell', 813)",1,0,1,1,0,1,0,1
"('cell', 922)",1,1,0,3,0,1,2,0
"('cell', 664)",2,3,0,6,3,1,4,1
"('cell', 1765)",1,1,3,1,0,4,1,0
"('cell', 1729)",0,1,4,2,0,0,1,0
"('cell', 1757)",0,0,4,1,1,0,1,0
"('cell', 52)",1,0,0,10,10,0,3,0
"('cell', 201)",0,0,0,5,6,0,1,0
"('cell', 39)",1,0,0,7,12,0,3,0
"('cell', 937)",3,2,1,1,3,2,10,0
"('cell', 3)",1,1,0,5,4,0,5,0
"('cell', 778)",6,2,0,7,3,1,6,0
"('cell', 313)",0,0,0,1,4,0,3,0
"('cell', 180)",0,0,0,3,6,0,2,0
"('cell', 143)",0,0,0,6,6,0,1,0
"('cell', 298)",0,0,0,2,4,0,3,0
"('cell', 1320)",3,3,0,8,6,0,5,0
"('cell', 1310)",2,3,0,8,4,1,4,0
"('cell', 1298)",2,3,0,6,4,0,4,0
"('cell', 1375)",2,3,0,7,6,4,0,0
"('cell', 1356)",1,2,0,6,5,1,0,0
"('cell', 1326)",1,2,0,5,6,8,2,0
"('cell', 1332)",0,3,0,6,5,11,2,0
"('cell', 1778)",2,1,1,1,0,4,1,0
"('cell', 1780)",2,0,1,1,0,3,1,0
"('cell', 1713)",0,2,1,3,3,0,0,1
"('cell', 1737)",0,0,4,1,1,0,1,1
"('cell', 1610)",1,2,1,6,6,1,1,1
"('cell', 1696)",1,2,2,3,3,0,1,1
"('cell', 1706)",1,0,4,2,1,3,1,1
"('cell', 1840)",2,2,0,7,0,0,6,1
"('cell', 863)",3,0,1,3,4,1,14,0
"('cell', 713)",1,3,7,5,1,3,0,0
"('cell', 808)",1,1,6,1,0,1,0,0
"('cell', 556)",1,0,0,1,0,1,0,1
"('cell', 609)",1,0,1,1,0,1,0,1
"('cell', 623)",1,0,0,0,0,1,0,1
"('cell', 587)",1,0,1,1,0,1,0,1
"('cell', 558)",1,0,2,2,0,1,0,1
"('cell', 745)",1,2,2,0,0,0,0,1
"('cell', 699)",0,2,5,0,0,0,0,0
"('cell', 1014)",5,4,1,4,2,2,9,0
"('cell', 788)",5,0,0,3,6,1,4,0
"('cell', 853)",7,1,0,5,6,2,6,0
"('cell', 817)",6,1,0,5,5,2,6,0
"('cell', 1341)",3,3,0,8,8,0,6,0
"('cell', 1299)",4,4,0,8,7,0,8,0
"('cell', 1376)",3,1,2,4,6,0,3,1
"('cell', 1330)",4,3,0,6,7,0,6,0
"('cell', 1370)",3,2,2,8,8,0,3,1
"('cell', 1401)",2,0,2,4,7,0,1,2
"('cell', 1407)",1,2,2,7,6,0,1,2
"('cell', 1432)",1,0,2,7,5,0,1,2
