,CELL_ID,X,Y
1138,1139,1553,1332
458,459,185,574
1208,1209,1004,1408
611,612,165,777
613,614,140,780
616,617,1744,781
567,568,1763,717
552,553,1746,694
441,442,1748,545
438,439,1771,540
455,456,1772,562
447,448,1730,559
525,526,1703,661
534,535,1731,670
407,408,1008,508
560,561,1695,704
579,580,1692,732
565,566,1713,716
543,544,1711,685
544,545,1658,691
548,549,1682,688
531,532,1616,667
523,524,1662,660
536,537,1637,678
81,82,1624,156
213,214,1596,276
202,203,1658,265
187,188,1678,253
210,211,1637,275
217,218,1617,280
233,234,1644,296
1173,1174,1015,1368
473,474,210,594
476,477,184,599
586,587,155,748
638,639,174,810
593,594,186,759
395,396,1063,493
424,425,1084,524
397,398,1042,495
260,261,1644,324
242,243,1622,310
157,158,1603,224
113,114,1620,187
95,96,1605,167
223,224,1669,286
230,231,1694,293
252,253,1664,317
533,534,1585,670
589,590,1704,752
608,609,1715,775
319,320,571,400
475,476,265,597
1198,1199,495,1395
1214,1215,521,1422
492,493,1657,623
511,512,1624,649
518,519,1644,653
348,349,1739,433
331,332,1685,412
247,248,1685,314
376,377,1745,467
358,359,1689,444
353,354,1717,438
444,445,1706,554
272,273,903,339
236,237,878,301
28,29,1498,90
37,38,1463,100
39,40,1568,102
24,25,1522,89
22,23,1548,85
58,59,1574,131
21,22,1475,79
38,39,1420,101
36,37,1396,100
31,32,1352,94
51,52,1381,120
27,28,1381,89
50,51,1334,119
30,31,1312,93
18,19,1387,70
257,258,1332,321
72,73,1393,146
63,64,1367,138
70,71,1332,142
77,78,1357,157
164,165,1451,232
103,104,1503,176
132,133,1487,203
52,53,1490,120
47,48,1443,117
287,288,1460,354
299,300,1445,368
237,238,1469,303
274,275,1500,343
178,179,1154,243
268,269,1107,337
251,252,1141,316
265,266,1128,333
313,314,1217,396
104,105,1263,179
91,92,1276,164
74,75,1289,155
111,112,1554,185
89,90,1576,161
92,93,1537,167
112,113,1584,187
131,132,1509,203
418,419,1113,520
392,393,1111,492
499,500,1577,635
547,548,1613,694
1083,1084,1516,1280
1155,1156,1343,1346
994,995,273,1208
