,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 179)",0,0,1,0,0,0,0,0
"('cell', 68)",0,0,0,0,0,0,3,0
"('cell', 38)",0,0,0,0,0,0,1,0
"('cell', 29)",0,0,0,0,1,0,1,0
"('cell', 61)",0,0,0,0,0,0,3,0
"('cell', 37)",0,0,1,0,3,0,0,0
"('cell', 127)",0,0,1,0,0,0,0,0
"('cell', 279)",0,0,3,1,2,0,2,0
"('cell', 219)",0,0,2,0,4,0,0,0
"('cell', 259)",0,0,3,1,3,0,1,0
"('cell', 32)",0,0,0,0,2,0,0,0
"('cell', 35)",0,0,2,0,0,0,0,0
"('cell', 57)",0,0,0,1,1,0,0,0
"('cell', 31)",0,0,0,1,1,0,0,0
"('cell', 122)",0,0,1,1,2,0,4,0
"('cell', 82)",0,0,1,1,2,0,1,0
"('cell', 17)",0,0,0,1,1,0,0,0
"('cell', 1793)",0,0,4,4,0,0,2,0
"('cell', 1808)",0,0,4,1,0,0,0,0
"('cell', 42)",0,0,2,0,0,0,0,0
"('cell', 1246)",1,1,7,1,2,0,2,0
"('cell', 1133)",0,0,2,1,0,0,4,0
"('cell', 43)",0,0,1,0,3,0,0,0
"('cell', 27)",0,0,1,0,3,0,0,0
"('cell', 71)",0,0,2,0,2,0,0,0
"('cell', 65)",0,0,5,0,3,0,0,0
"('cell', 103)",0,0,3,0,2,0,0,0
"('cell', 60)",0,0,2,0,3,0,0,0
"('cell', 86)",0,0,6,0,1,0,0,0
"('cell', 33)",0,0,1,0,3,0,0,0
"('cell', 36)",0,0,3,0,2,0,0,0
"('cell', 58)",0,0,6,0,2,0,0,0
"('cell', 172)",0,0,1,0,0,0,0,0
"('cell', 160)",0,0,1,0,0,0,0,0
"('cell', 79)",0,0,1,0,0,0,0,0
"('cell', 238)",0,0,1,0,0,0,0,0
"('cell', 207)",0,0,1,0,0,0,0,0
"('cell', 383)",3,0,2,11,1,3,3,0
"('cell', 249)",0,0,3,0,0,0,0,0
"('cell', 237)",0,0,3,0,0,0,0,0
"('cell', 224)",0,0,1,0,0,0,0,0
"('cell', 382)",1,0,0,7,1,0,6,0
"('cell', 379)",2,0,2,10,1,1,5,0
"('cell', 330)",0,0,3,6,1,0,2,0
"('cell', 298)",0,0,3,6,2,0,2,0
"('cell', 275)",0,0,3,2,3,0,1,0
"('cell', 359)",3,0,2,9,1,2,3,0
"('cell', 360)",0,0,3,7,1,1,2,0
"('cell', 268)",1,0,1,0,4,0,4,0
"('cell', 368)",1,0,0,4,2,0,5,0
"('cell', 347)",1,0,1,4,2,0,3,0
"('cell', 302)",1,0,1,1,3,0,2,0
"('cell', 205)",0,0,1,0,6,0,0,0
"('cell', 170)",0,0,2,0,4,0,0,0
"('cell', 309)",0,0,0,5,2,0,5,0
"('cell', 180)",0,0,1,3,2,0,8,0
"('cell', 53)",0,0,0,0,2,0,2,0
"('cell', 1791)",0,0,8,1,0,0,0,0
"('cell', 1731)",1,1,6,4,1,0,1,0
"('cell', 1754)",0,1,6,1,0,0,0,0
"('cell', 1722)",1,3,8,6,0,0,4,0
"('cell', 1738)",1,1,4,0,0,0,0,0
"('cell', 1730)",1,2,4,0,0,1,1,0
"('cell', 72)",0,0,3,0,0,0,0,0
"('cell', 20)",0,0,0,0,1,0,0,0
"('cell', 94)",0,0,1,1,2,0,3,0
"('cell', 66)",0,0,0,1,2,0,0,0
"('cell', 141)",0,0,0,2,0,0,8,0
"('cell', 188)",0,0,0,5,2,0,11,0
"('cell', 181)",0,0,0,4,2,0,13,0
"('cell', 133)",0,0,0,0,1,0,9,0
