,CELL_ID,X,Y
1412,1413,1647,1429
855,856,1608,838
1420,1421,1606,1434
1191,1192,1747,1231
1351,1352,1665,1362
1344,1345,1677,1357
1385,1386,1628,1396
1009,1010,1262,1050
3,4,889,5
676,677,232,645
718,719,1056,672
636,637,1058,608
1183,1184,1722,1225
1390,1391,1671,1397
1378,1379,1683,1388
1405,1406,1678,1419
1406,1407,1655,1418
1386,1387,1650,1396
1368,1369,1660,1379
1224,1225,1736,1254
1277,1278,1776,1299
1215,1216,1748,1247
1348,1349,1650,1360
803,804,1183,761
154,155,1624,131
183,184,1607,161
1424,1425,1622,1435
9,10,1104,8
13,14,1124,13
10,11,1084,9
15,16,707,10
33,34,726,30
881,882,270,872
870,871,230,858
866,867,253,850
885,886,241,879
732,733,1068,687
754,755,1136,707
775,776,1038,729
945,946,970,967
508,509,709,473
204,205,512,190
31,32,706,30
517,518,1027,483
500,501,1001,461
322,323,959,311
288,289,975,286
313,314,980,307
342,343,993,325
359,360,1016,339
306,307,1005,298
486,487,291,453
1311,1312,1703,1327
1252,1253,1621,1281
1178,1179,1658,1222
1188,1189,1681,1229
1156,1157,1669,1204
1150,1151,1643,1199
811,812,1116,765
783,784,1119,736
749,750,1083,702
814,815,1061,770
823,824,1052,784
825,826,1069,791
794,795,1096,747
788,789,1074,742
800,801,1045,753
819,820,1107,774
1415,1416,1029,1432
1411,1412,1010,1428
1362,1363,1072,1375
208,209,1531,197
210,211,1543,199
215,216,1516,204
200,201,1549,185
629,630,1128,604
588,589,1073,570
551,552,1056,517
32,33,1028,30
21,22,1060,17
18,19,1032,14
8,9,1018,8
122,123,1117,108
139,140,1088,120
113,114,1085,99
101,102,1101,87
92,93,1123,82
74,75,1175,67
72,73,1156,62
37,38,1146,34
123,124,1172,104
132,133,1145,114
95,96,1144,83
87,88,1166,79
138,139,1165,120
107,108,1183,94
50,51,1215,41
67,68,1191,60
11,12,1151,9
14,15,1224,12
42,43,1246,39
168,169,1118,145
158,159,1060,133
34,35,904,33
305,306,872,295
905,906,264,913
830,831,235,797
840,841,254,806
844,845,226,820
835,836,277,804
652,653,314,616
639,640,341,611
617,618,337,596
680,681,280,646
660,661,263,632
705,706,269,663
701,702,246,660
553,554,273,522
538,539,268,501
546,547,244,513
890,891,944,884
842,843,951,815
829,830,932,792
889,890,979,880
796,797,621,749
847,848,521,825
831,832,572,800
850,851,583,828
808,809,581,763
906,907,241,913
996,997,268,1033
485,486,695,449
402,403,748,373
377,378,749,352
561,562,537,532
549,550,559,515
118,119,527,106
27,28,680,22
22,23,693,17
53,54,719,46
420,421,790,389
408,409,768,374
362,363,872,337
329,330,858,312
341,342,846,323
330,331,908,317
345,346,891,327
319,320,936,310
464,465,1002,429
336,337,1041,322
361,362,1037,342
333,334,1022,318
433,434,669,399
481,482,503,446
251,252,439,247
249,250,420,242
295,296,442,289
283,284,488,273
282,283,468,274
280,281,504,273
223,224,474,214
240,241,452,232
197,198,488,186
1234,1235,1704,1262
1223,1224,1718,1252
1232,1233,1690,1260
1254,1255,1666,1282
1248,1249,1683,1281
1233,1234,1674,1263
1256,1257,1636,1284
1266,1267,1653,1292
1212,1213,1649,1248
1211,1212,1280,1244
1145,1146,1238,1196
826,827,1003,792
846,847,975,822
871,872,989,859
1062,1063,1190,1106
1051,1052,1171,1097
1338,1339,1082,1351
1342,1343,1098,1356
1303,1304,1102,1325
1308,1309,1134,1328
1258,1259,1142,1285
1231,1232,1198,1258
1288,1289,1170,1309
1228,1229,1244,1256
1166,1167,1231,1213
527,528,1177,488
518,519,1129,484
523,524,1105,484
499,500,1057,463
1402,1403,811,1418
1408,1409,787,1421
1393,1394,777,1404
153,154,1180,132
194,195,1141,177
260,261,1098,257
38,39,1280,34
6,7,1390,5
36,37,1426,31
12,13,1414,10
26,27,1484,22
103,104,1219,91
76,77,1216,67
135,136,1206,116
186,187,1100,164
167,168,1082,145
180,181,1057,157
209,210,1015,199
212,213,1053,201
218,219,1041,210
193,194,1044,177
191,192,1077,175
94,95,902,83
148,149,1031,129
110,111,877,97
152,153,875,130
121,122,846,105
61,62,896,57
0,1,862,4
7,8,785,7
48,49,796,40
28,29,779,25
155,156,851,132
417,418,703,385
851,852,310,829
838,839,294,807
857,858,336,849
757,758,262,710
761,762,299,718
727,728,279,686
746,747,244,701
723,724,250,680
820,821,258,775
773,774,263,731
807,808,321,762
822,823,285,783
793,794,306,745
806,807,282,762
869,870,300,853
865,866,277,847
878,879,296,868
856,857,297,839
859,860,320,841
882,883,315,876
790,791,408,746
891,892,299,890
698,699,300,658
663,664,292,632
657,658,330,627
672,673,341,639
742,743,325,696
740,741,300,695
764,765,318,720
713,714,321,669
770,771,345,729
735,736,356,693
714,715,346,668
630,631,288,604
638,639,262,610
607,608,251,587
582,583,287,563
601,602,329,582
614,615,309,591
599,600,280,582
568,569,271,543
589,590,267,571
560,561,522,532
901,902,924,904
908,909,914,919
904,905,741,908
884,885,929,876
887,888,908,881
892,893,877,889
782,783,643,737
733,734,441,688
795,796,601,747
898,899,698,898
868,869,652,852
911,912,709,920
1031,1032,301,1082
1174,1175,485,1221
1219,1220,479,1251
1269,1270,462,1295
1113,1114,663,1156
1093,1094,653,1139
1094,1095,674,1138
1124,1125,685,1171
1261,1262,793,1286
477,478,668,442
482,483,649,450
427,428,716,394
489,490,769,457
513,514,744,479
521,522,776,484
536,537,528,504
574,575,574,551
580,581,556,560
557,558,553,530
654,655,493,623
665,666,515,633
641,642,396,611
164,165,526,140
141,142,529,122
173,174,515,151
189,190,517,169
366,367,816,346
355,356,828,334
378,379,854,354
367,368,781,348
311,312,1066,305
309,310,1087,301
258,259,915,256
298,299,916,293
302,303,898,292
278,279,929,273
267,268,968,259
