,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 26)",0,1,2,9,2,1,6,0
"('cell', 11)",0,2,3,3,3,1,1,0
"('cell', 37)",0,3,3,3,9,0,0,0
"('cell', 1506)",0,0,0,0,4,0,0,0
"('cell', 1460)",0,0,0,0,4,0,0,0
"('cell', 563)",0,1,0,0,2,0,2,0
"('cell', 580)",0,2,0,2,2,0,3,0
"('cell', 549)",0,1,0,0,2,0,3,0
"('cell', 1540)",0,1,0,0,1,1,0,0
"('cell', 2591)",3,3,0,7,1,0,6,0
"('cell', 2569)",4,4,0,7,1,0,8,0
"('cell', 21)",0,3,3,0,8,0,0,0
"('cell', 1)",0,3,3,0,8,0,0,0
"('cell', 1174)",0,4,1,5,7,0,7,0
"('cell', 894)",0,2,0,2,14,0,8,0
"('cell', 947)",0,2,0,3,11,0,9,0
"('cell', 977)",0,3,0,3,11,0,10,0
"('cell', 2585)",0,0,3,1,1,0,0,0
"('cell', 2003)",1,1,0,10,0,0,3,0
"('cell', 1610)",0,3,3,1,0,0,1,0
"('cell', 1487)",0,0,0,0,6,0,0,0
"('cell', 1054)",0,3,0,0,6,0,0,0
"('cell', 505)",0,1,0,0,3,1,3,0
"('cell', 590)",0,2,0,1,2,0,3,0
"('cell', 1554)",0,1,0,0,2,1,0,0
"('cell', 1519)",0,0,0,0,3,0,0,0
"('cell', 1502)",0,0,0,0,5,0,0,0
"('cell', 1521)",0,1,0,0,2,1,0,0
"('cell', 2119)",0,5,0,16,1,4,10,0
"('cell', 530)",0,1,0,3,7,0,4,0
"('cell', 492)",0,1,0,2,7,0,6,0
"('cell', 572)",2,4,0,3,4,0,7,0
"('cell', 559)",3,6,0,6,3,0,8,0
"('cell', 1032)",0,5,0,3,9,0,8,0
"('cell', 1140)",0,7,1,6,7,0,9,0
"('cell', 834)",0,0,0,2,14,0,7,0
"('cell', 1175)",1,5,1,2,5,0,8,0
"('cell', 1247)",3,9,1,2,11,0,10,0
"('cell', 1185)",0,4,0,8,2,3,5,0
"('cell', 1167)",0,2,1,10,2,3,8,0
"('cell', 919)",0,4,4,8,2,2,6,0
"('cell', 742)",0,3,3,1,5,1,0,0
"('cell', 569)",4,8,0,9,3,0,7,0
"('cell', 1631)",0,1,0,6,7,0,3,0
"('cell', 1672)",0,0,0,3,6,0,2,0
"('cell', 1461)",0,2,0,7,8,0,6,0
"('cell', 1440)",0,0,1,0,17,1,1,0
"('cell', 1473)",0,0,1,1,19,1,1,0
"('cell', 1822)",0,6,1,0,13,0,0,0
"('cell', 2021)",0,3,1,1,5,0,2,0
"('cell', 1998)",0,5,1,1,5,0,0,0
"('cell', 2556)",0,4,3,2,1,0,2,0
"('cell', 2560)",0,0,0,1,2,0,0,2
"('cell', 28)",0,3,0,13,7,1,10,0
"('cell', 1469)",4,2,0,11,5,0,6,3
"('cell', 1448)",0,0,1,0,18,2,3,0
"('cell', 2318)",1,5,1,3,7,1,3,1
"('cell', 2098)",0,0,2,1,13,0,0,0
"('cell', 2118)",0,0,3,1,12,0,0,0
"('cell', 2075)",2,4,0,9,1,0,1,0
"('cell', 2066)",2,3,0,9,0,0,2,0
"('cell', 2017)",1,2,0,8,1,0,1,0
"('cell', 2065)",1,2,0,11,0,0,3,0
"('cell', 2153)",2,5,0,13,2,3,7,0
"('cell', 2109)",2,3,0,12,0,0,2,0
"('cell', 2110)",2,5,0,12,2,0,5,0
"('cell', 2161)",2,7,0,15,1,3,8,0
"('cell', 1994)",0,3,0,9,0,0,6,0
"('cell', 1699)",0,2,3,1,1,0,3,0
"('cell', 1676)",0,3,3,1,0,0,2,0
"('cell', 1727)",0,2,3,1,1,0,5,0
"('cell', 1645)",0,4,4,1,0,0,1,0
"('cell', 2023)",0,1,0,3,4,0,5,0
"('cell', 1517)",0,1,1,0,1,0,0,0
"('cell', 1581)",0,1,1,1,0,0,0,0
"('cell', 1465)",0,1,1,0,2,0,0,0
"('cell', 1648)",0,0,0,0,2,0,0,0
"('cell', 729)",0,3,3,1,5,1,1,0
"('cell', 677)",0,2,4,0,6,1,3,1
"('cell', 655)",0,1,4,0,4,0,2,0
"('cell', 1587)",0,4,4,1,0,0,0,0
"('cell', 1557)",0,1,2,1,0,0,0,0
"('cell', 733)",0,1,4,0,6,0,3,0
"('cell', 782)",0,1,3,1,5,1,0,0
"('cell', 103)",0,1,0,0,9,0,0,0
"('cell', 5)",0,0,1,0,6,0,0,0
"('cell', 1090)",0,2,0,0,6,0,0,0
"('cell', 1284)",0,0,0,0,8,0,0,0
"('cell', 1239)",0,0,0,0,7,0,0,0
"('cell', 1278)",0,0,0,0,6,0,0,0
"('cell', 1443)",0,0,0,0,6,0,0,0
"('cell', 611)",1,3,0,2,2,0,3,0
"('cell', 879)",0,3,0,0,1,0,0,0
"('cell', 821)",1,4,0,2,1,0,2,0
"('cell', 825)",1,2,0,2,1,0,1,0
"('cell', 866)",0,3,0,1,1,0,2,0
"('cell', 880)",0,1,0,0,1,0,1,0
"('cell', 904)",0,3,0,0,3,0,0,0
"('cell', 869)",1,6,0,2,1,0,1,0
"('cell', 2108)",0,4,0,7,1,3,5,0
"('cell', 2042)",0,4,0,10,0,3,10,0
"('cell', 1980)",0,3,0,3,2,0,8,0
"('cell', 419)",0,9,0,4,2,1,8,1
"('cell', 555)",0,3,4,0,5,2,8,1
"('cell', 675)",0,0,0,0,8,0,2,0
"('cell', 612)",0,1,0,0,8,0,2,0
"('cell', 706)",0,1,0,0,8,0,5,0
"('cell', 608)",0,4,0,3,8,0,4,0
"('cell', 429)",0,0,0,4,5,0,6,0
"('cell', 486)",1,1,0,3,4,0,6,0
"('cell', 480)",2,4,0,4,3,0,8,0
"('cell', 1183)",0,1,1,10,4,3,4,0
"('cell', 1208)",1,5,2,2,7,0,7,0
"('cell', 1180)",0,3,1,4,16,0,4,0
"('cell', 765)",0,4,3,1,1,0,0,0
"('cell', 781)",0,1,2,1,7,1,0,0
"('cell', 753)",0,5,2,1,4,1,0,0
"('cell', 789)",0,4,3,2,2,0,3,0
"('cell', 809)",0,4,2,2,1,0,3,0
"('cell', 839)",0,3,2,2,1,0,3,0
"('cell', 1026)",0,3,1,2,7,0,5,0
"('cell', 845)",0,6,1,2,3,0,5,0
"('cell', 1015)",0,4,1,2,8,1,3,0
"('cell', 1062)",0,3,1,2,11,0,4,0
"('cell', 896)",0,6,1,2,2,0,5,0
"('cell', 862)",0,2,2,2,1,0,4,0
"('cell', 954)",0,3,3,11,4,3,8,0
"('cell', 1248)",0,7,1,9,5,2,8,0
"('cell', 884)",0,3,4,4,2,0,5,0
"('cell', 854)",0,1,0,2,16,0,9,0
"('cell', 596)",4,7,0,8,4,0,5,0
"('cell', 639)",4,6,1,6,8,0,4,0
"('cell', 531)",2,4,1,8,3,0,0,0
"('cell', 1882)",0,1,2,0,10,0,0,0
"('cell', 1842)",0,0,0,1,6,0,1,0
"('cell', 1814)",0,0,0,0,6,0,0,0
"('cell', 1863)",0,0,0,0,7,0,0,0
"('cell', 1662)",0,2,0,6,7,0,2,0
"('cell', 2061)",0,1,0,0,5,0,0,0
"('cell', 2096)",0,1,1,0,4,0,0,0
"('cell', 2077)",0,1,1,0,5,0,0,0
"('cell', 2359)",0,0,1,2,0,0,3,0
"('cell', 2376)",0,0,1,1,1,0,6,0
"('cell', 2350)",0,0,1,1,2,0,3,0
"('cell', 1836)",0,2,0,0,13,0,0,0
"('cell', 1878)",0,8,1,0,13,0,0,0
"('cell', 1821)",0,7,1,0,15,0,0,0
"('cell', 1508)",2,2,0,12,4,0,9,3
"('cell', 2035)",0,5,0,4,6,0,2,0
"('cell', 1991)",0,5,1,1,7,0,0,0
"('cell', 1971)",0,5,0,2,8,0,1,0
"('cell', 2577)",0,1,2,2,1,0,4,0
"('cell', 2568)",0,0,2,1,0,0,4,0
"('cell', 2567)",0,0,2,1,0,0,2,1
