,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 932)",0,0,0,0,1,0,1,0
"('cell', 988)",0,0,0,0,1,0,1,0
"('cell', 815)",0,0,0,0,0,0,1,1
"('cell', 852)",0,0,0,0,1,0,1,1
"('cell', 960)",0,0,0,0,1,0,0,0
"('cell', 2058)",0,0,0,0,3,0,0,0
"('cell', 1021)",0,0,0,0,1,0,1,0
"('cell', 2429)",0,0,0,0,14,0,0,0
"('cell', 2628)",0,2,0,0,5,0,0,1
"('cell', 2617)",0,1,0,0,6,0,0,0
"('cell', 2561)",0,1,0,0,11,0,0,0
"('cell', 1728)",0,0,2,3,0,2,6,0
"('cell', 1572)",0,0,1,1,0,3,1,0
"('cell', 720)",0,0,0,4,11,0,0,4
"('cell', 676)",0,0,1,1,9,0,0,4
"('cell', 787)",1,0,1,1,0,1,1,0
"('cell', 780)",0,0,0,1,1,0,1,1
"('cell', 595)",0,0,0,1,0,0,1,1
"('cell', 901)",1,0,4,1,0,2,1,0
"('cell', 944)",1,0,7,1,0,2,2,0
"('cell', 860)",0,0,5,0,0,1,1,0
"('cell', 893)",1,0,2,1,0,2,1,0
"('cell', 1011)",1,0,1,1,1,2,1,0
"('cell', 955)",1,0,1,0,1,0,2,1
"('cell', 2636)",0,0,0,0,9,0,0,0
"('cell', 2705)",0,2,0,0,5,0,0,1
"('cell', 2460)",0,0,1,0,12,0,0,0
"('cell', 2465)",0,0,0,0,16,0,0,0
"('cell', 2456)",0,0,1,0,12,0,0,0
"('cell', 1691)",0,0,2,3,0,2,3,0
"('cell', 1708)",0,0,2,3,0,2,4,0
"('cell', 1764)",0,0,1,2,0,1,2,0
"('cell', 1878)",0,0,0,0,0,0,1,0
"('cell', 2202)",0,0,2,0,9,0,0,0
"('cell', 1840)",0,0,0,0,0,0,1,0
"('cell', 1811)",0,0,1,0,0,0,0,0
"('cell', 1824)",0,0,1,1,0,0,0,0
"('cell', 1738)",0,0,1,1,0,2,1,0
"('cell', 1614)",0,0,1,1,0,2,1,0
"('cell', 1647)",0,0,2,3,0,3,3,0
"('cell', 1565)",0,0,1,0,0,0,0,0
"('cell', 1378)",0,0,0,1,0,2,3,0
"('cell', 1486)",1,0,1,3,0,3,4,0
"('cell', 1547)",0,0,1,0,0,3,1,0
"('cell', 1505)",0,0,1,0,0,3,0,0
"('cell', 1447)",0,0,1,1,0,3,2,0
"('cell', 1551)",0,0,2,2,0,4,3,0
"('cell', 2751)",0,0,0,1,0,0,0,0
"('cell', 669)",0,0,3,0,0,0,0,0
"('cell', 409)",0,0,0,0,1,0,0,0
"('cell', 1239)",0,0,9,0,1,0,0,0
"('cell', 1275)",0,0,5,0,1,0,0,0
"('cell', 44)",0,0,1,0,0,0,0,1
"('cell', 92)",0,0,1,0,0,0,0,1
"('cell', 659)",0,0,1,0,1,1,4,0
"('cell', 634)",0,0,1,0,3,1,4,0
"('cell', 853)",0,0,1,3,4,0,0,1
"('cell', 583)",0,0,1,0,6,0,3,0
"('cell', 1113)",1,1,10,2,4,0,0,0
"('cell', 2739)",0,2,0,0,2,0,0,1
"('cell', 2570)",0,2,0,0,9,0,0,1
"('cell', 1729)",0,0,1,3,0,1,5,1
"('cell', 2139)",0,0,0,0,4,0,0,0
"('cell', 2081)",0,0,0,0,1,0,0,0
"('cell', 2196)",0,0,1,0,6,0,0,0
"('cell', 2252)",0,0,0,0,12,0,0,0
"('cell', 674)",0,0,0,2,13,0,0,1
"('cell', 50)",0,0,2,0,0,0,1,1
"('cell', 124)",0,0,1,0,0,0,0,1
"('cell', 169)",0,0,5,0,0,0,0,1
"('cell', 358)",0,0,1,0,1,0,0,0
"('cell', 254)",0,0,2,0,1,0,0,0
"('cell', 315)",0,0,1,0,1,0,0,0
"('cell', 823)",1,0,3,0,0,1,1,0
"('cell', 805)",1,0,1,0,0,1,1,0
"('cell', 970)",1,0,7,1,0,2,3,0
"('cell', 887)",0,0,8,0,0,0,0,0
"('cell', 1197)",1,2,11,3,0,1,2,0
"('cell', 1196)",1,0,1,2,0,2,4,0
"('cell', 1183)",1,0,5,2,0,2,5,0
"('cell', 1018)",0,0,11,0,0,1,1,0
"('cell', 870)",0,0,9,0,0,2,2,0
"('cell', 1139)",1,0,2,1,0,2,3,0
"('cell', 1159)",1,0,1,1,0,2,4,0
"('cell', 1235)",1,0,0,1,0,2,2,0
"('cell', 1270)",0,0,0,2,0,1,4,0
"('cell', 1103)",1,0,1,1,1,1,1,0
"('cell', 1127)",1,0,1,1,0,2,1,0
"('cell', 1059)",1,0,1,1,0,2,1,0
"('cell', 1044)",1,0,1,1,1,1,1,0
"('cell', 1182)",0,0,0,0,1,0,0,0
"('cell', 1144)",1,0,0,1,1,0,0,0
"('cell', 1126)",0,0,0,0,1,0,0,0
"('cell', 1091)",1,0,0,0,1,0,1,0
"('cell', 1082)",1,0,1,0,1,0,1,0
"('cell', 8)",0,0,0,0,0,0,0,1
"('cell', 215)",1,0,0,3,0,0,6,0
"('cell', 179)",1,0,0,3,0,0,12,0
"('cell', 2432)",0,0,1,0,17,0,0,0
"('cell', 2452)",0,0,0,0,18,0,0,0
"('cell', 2515)",0,0,0,0,12,0,0,0
"('cell', 2520)",0,0,0,0,10,0,0,0
"('cell', 2539)",0,0,0,0,10,0,0,0
"('cell', 2606)",0,1,0,0,11,0,0,0
"('cell', 2554)",0,0,0,0,13,0,0,0
"('cell', 2525)",0,0,0,0,12,0,0,0
"('cell', 2523)",0,0,0,0,16,0,0,0
"('cell', 2029)",0,0,1,0,5,0,0,0
"('cell', 1973)",0,0,0,1,0,0,1,0
"('cell', 1938)",0,0,0,1,0,0,1,0
"('cell', 2000)",0,0,0,0,2,0,0,0
"('cell', 2067)",0,0,5,2,2,0,1,1
"('cell', 2066)",0,0,3,0,9,0,0,0
"('cell', 2026)",0,0,2,0,3,0,0,0
"('cell', 1754)",0,0,0,0,0,0,1,0
"('cell', 1752)",0,0,1,0,0,0,0,0
"('cell', 1748)",0,0,0,0,0,0,1,0
"('cell', 1808)",0,0,0,0,0,0,1,0
"('cell', 1792)",0,0,0,0,0,0,1,0
"('cell', 1631)",0,0,1,0,0,0,1,0
"('cell', 1664)",0,0,1,1,0,2,1,0
"('cell', 1704)",0,0,1,1,0,2,1,0
"('cell', 1580)",0,0,0,0,0,0,1,0
"('cell', 1629)",0,0,0,0,0,0,1,0
"('cell', 1689)",0,0,0,0,0,0,1,0
"('cell', 1477)",0,0,0,0,0,0,1,0
"('cell', 1514)",0,0,0,0,0,0,1,0
"('cell', 1442)",0,0,0,0,0,0,1,0
"('cell', 1546)",0,0,0,0,0,0,1,0
"('cell', 1193)",1,0,0,1,1,0,0,0
"('cell', 1201)",1,0,0,1,0,2,2,0
"('cell', 1347)",0,0,0,1,0,0,3,0
"('cell', 1407)",0,0,0,0,0,0,1,0
"('cell', 1317)",0,0,0,0,0,0,2,0
"('cell', 1278)",1,0,0,1,0,0,2,0
"('cell', 1297)",1,0,0,1,0,0,0,0
"('cell', 1290)",0,0,0,0,1,0,1,0
"('cell', 2007)",0,0,0,2,4,0,1,0
"('cell', 2032)",0,1,0,2,2,0,4,0
"('cell', 1946)",0,1,0,7,4,0,1,0
"('cell', 1968)",0,1,0,5,7,0,1,0
"('cell', 1984)",0,1,0,4,8,0,1,0
"('cell', 2047)",0,1,0,2,2,0,4,0
"('cell', 2030)",0,1,0,3,4,0,4,0
"('cell', 2050)",0,1,0,4,2,0,7,0
"('cell', 2001)",1,2,0,5,2,2,4,0
