,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 370)",0,0,0,4,0,0,0,0
"('cell', 495)",0,0,0,2,0,0,0,0
"('cell', 267)",0,0,0,4,0,0,0,0
"('cell', 304)",0,0,0,4,0,0,0,0
"('cell', 324)",0,0,0,4,0,0,0,0
"('cell', 478)",0,0,0,3,0,0,0,0
"('cell', 673)",0,1,0,0,0,0,0,0
"('cell', 1455)",3,1,0,7,1,1,3,5
"('cell', 1389)",4,1,0,9,1,1,4,6
"('cell', 1799)",2,0,1,1,1,1,3,0
"('cell', 1801)",2,0,0,1,1,1,3,0
"('cell', 516)",0,0,0,2,0,0,0,0
"('cell', 461)",0,0,0,3,0,0,0,0
"('cell', 428)",0,0,0,3,0,0,0,0
"('cell', 397)",0,0,0,3,0,0,0,0
"('cell', 489)",0,0,0,3,0,0,0,0
"('cell', 707)",0,1,0,1,0,0,0,0
"('cell', 1390)",4,1,0,7,1,2,3,5
"('cell', 1372)",2,1,0,13,1,1,5,9
"('cell', 1643)",0,0,4,0,3,1,10,0
"('cell', 1546)",0,0,6,0,1,0,3,2
"('cell', 1566)",0,0,7,0,1,0,0,0
"('cell', 566)",0,0,0,1,0,0,0,0
"('cell', 532)",0,0,0,1,0,0,0,0
"('cell', 548)",0,0,0,1,0,0,0,0
"('cell', 603)",0,0,0,1,0,0,0,0
"('cell', 555)",0,0,0,2,0,0,0,0
"('cell', 446)",0,0,0,3,0,0,0,0
"('cell', 422)",0,0,0,3,0,0,0,0
"('cell', 477)",0,0,0,3,0,0,0,0
"('cell', 788)",0,0,0,1,0,1,0,1
"('cell', 1376)",2,1,0,15,1,1,5,10
"('cell', 769)",1,1,0,0,0,0,0,0
"('cell', 950)",2,1,0,3,0,1,1,1
"('cell', 779)",1,1,0,0,0,0,0,0
"('cell', 1719)",1,0,0,4,3,1,5,0
"('cell', 1468)",1,1,0,12,1,1,3,5
"('cell', 1401)",2,1,0,14,1,1,5,8
"('cell', 350)",0,0,0,2,0,0,0,0
"('cell', 405)",0,0,0,3,0,0,0,0
"('cell', 373)",0,0,0,3,0,0,0,0
