,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 760)",2,0,2,4,0,2,5,1
"('cell', 592)",2,0,1,5,0,3,6,5
"('cell', 642)",3,0,2,4,0,3,6,5
"('cell', 978)",1,0,4,0,1,0,0,1
"('cell', 1749)",0,0,0,0,3,0,0,0
"('cell', 1470)",2,0,0,1,1,0,5,0
"('cell', 1422)",2,0,0,1,1,0,6,0
"('cell', 874)",0,0,3,2,1,0,1,1
"('cell', 1708)",0,0,0,0,1,0,0,0
"('cell', 1733)",0,0,1,0,0,0,0,0
"('cell', 828)",0,1,0,8,2,3,4,0
"('cell', 1945)",1,1,0,0,3,0,3,0
"('cell', 1911)",0,1,0,0,3,0,1,0
"('cell', 1870)",0,0,1,0,2,0,1,0
"('cell', 1826)",1,0,1,1,3,0,1,0
"('cell', 1904)",0,1,1,0,4,0,1,0
"('cell', 1879)",0,1,0,0,3,0,1,0
"('cell', 1671)",0,0,0,0,1,0,0,0
"('cell', 1770)",0,0,0,0,3,0,0,0
"('cell', 1734)",0,0,1,0,3,0,0,0
"('cell', 1800)",0,0,1,0,3,0,0,0
"('cell', 1715)",0,0,0,0,3,0,0,0
"('cell', 1741)",0,0,0,0,3,0,0,0
"('cell', 1478)",1,0,0,1,2,0,8,0
"('cell', 1438)",2,0,0,1,1,0,10,0
"('cell', 1503)",0,0,0,1,2,0,3,0
"('cell', 1554)",0,0,0,1,1,0,1,0
"('cell', 1590)",0,0,0,0,3,0,0,0
"('cell', 1515)",1,0,0,1,1,0,3,0
"('cell', 1563)",1,0,0,0,1,0,3,0
"('cell', 1617)",0,0,0,0,3,0,0,0
"('cell', 1390)",6,0,0,2,1,0,11,0
"('cell', 2009)",3,1,0,0,2,0,3,0
"('cell', 2036)",3,1,0,0,2,0,6,0
"('cell', 1984)",3,1,0,1,2,0,4,0
"('cell', 1944)",2,4,1,2,5,1,0,1
"('cell', 897)",0,0,5,0,1,0,0,1
"('cell', 968)",0,0,5,0,1,0,0,1
"('cell', 757)",3,0,2,7,0,2,4,0
"('cell', 797)",1,0,3,4,0,1,4,1
"('cell', 858)",0,0,5,4,0,1,1,1
"('cell', 297)",0,0,3,8,0,0,3,2
"('cell', 2016)",2,3,1,1,0,1,1,0
"('cell', 1978)",2,4,1,2,4,1,1,1
"('cell', 1887)",1,1,1,0,1,0,2,0
"('cell', 1931)",1,1,0,0,2,0,2,0
"('cell', 1942)",1,1,0,0,2,0,3,0
"('cell', 1859)",1,0,1,1,1,0,1,0
"('cell', 1906)",0,1,1,0,2,0,1,0
"('cell', 753)",1,1,0,4,8,1,2,0
"('cell', 777)",0,1,0,4,8,2,4,0
"('cell', 814)",1,1,0,5,4,2,4,0
"('cell', 823)",0,0,0,7,4,2,4,0
"('cell', 773)",0,0,0,4,9,0,3,0
"('cell', 1808)",0,0,1,0,3,0,1,0
"('cell', 1782)",0,0,0,0,3,0,0,0
"('cell', 1848)",0,0,0,0,3,0,1,0
"('cell', 1855)",0,0,0,0,3,0,0,0
"('cell', 1552)",3,0,0,2,0,0,10,0
"('cell', 1604)",2,0,0,1,0,0,1,0
"('cell', 1621)",2,0,0,1,0,0,1,0
"('cell', 1574)",6,0,0,2,0,2,8,0
"('cell', 1637)",1,0,0,0,2,0,0,0
"('cell', 1628)",0,0,0,0,3,0,0,0
"('cell', 1694)",0,0,0,0,3,0,0,0
"('cell', 1649)",1,0,0,0,1,0,0,0
"('cell', 1588)",1,0,0,0,1,0,3,0
"('cell', 1579)",1,0,0,1,1,0,8,0
"('cell', 1594)",1,0,0,1,1,0,8,0
"('cell', 1509)",4,1,0,4,0,0,15,0
"('cell', 1537)",2,0,0,2,1,0,11,0
"('cell', 1481)",2,0,0,2,1,0,13,0
"('cell', 1448)",7,1,0,3,1,1,17,0
"('cell', 1419)",5,0,0,1,1,1,16,0
"('cell', 2047)",2,3,1,1,2,0,1,0
"('cell', 1921)",2,1,0,1,2,0,4,0
"('cell', 1953)",2,1,0,1,2,0,4,0
"('cell', 1951)",0,2,1,2,14,1,0,1
"('cell', 1964)",2,3,1,2,8,1,0,1
"('cell', 907)",0,0,5,1,0,1,0,1
"('cell', 509)",0,0,5,5,6,1,0,0
