,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 863)",0,1,0,3,2,0,0,0
"('cell', 2843)",0,0,0,0,2,0,0,0
"('cell', 2869)",0,0,0,0,2,0,0,0
"('cell', 2855)",0,0,0,0,2,0,0,0
"('cell', 905)",0,1,0,3,2,0,0,0
"('cell', 1036)",0,1,0,3,5,0,0,0
"('cell', 2852)",2,0,1,1,0,0,2,0
"('cell', 2828)",0,0,0,0,2,0,0,0
"('cell', 2805)",0,0,0,0,2,0,0,0
"('cell', 2851)",0,0,0,1,2,0,2,0
"('cell', 2839)",0,0,0,1,2,0,1,0
"('cell', 2829)",0,0,0,0,1,0,0,0
"('cell', 1112)",0,0,0,2,4,0,0,0
"('cell', 967)",0,1,0,3,4,0,0,0
"('cell', 1044)",0,0,0,3,5,0,0,0
"('cell', 1140)",0,1,1,2,2,0,0,0
"('cell', 937)",0,1,0,3,1,0,0,0
"('cell', 1165)",0,0,1,2,4,0,0,0
"('cell', 1111)",0,0,1,3,4,0,0,0
"('cell', 1322)",0,1,2,1,2,0,0,0
"('cell', 1357)",0,1,1,1,1,0,0,0
"('cell', 1383)",0,1,2,1,1,0,0,0
"('cell', 1498)",0,0,2,2,2,0,0,0
"('cell', 1233)",0,1,1,2,1,0,0,0
"('cell', 1300)",0,1,1,2,1,0,0,0
"('cell', 1207)",0,1,1,2,1,0,0,0
"('cell', 1191)",0,1,1,2,1,0,0,0
"('cell', 1294)",0,1,2,1,4,0,0,0
"('cell', 1218)",0,0,1,2,3,0,0,0
"('cell', 15)",1,2,0,3,0,0,0,1
"('cell', 1429)",1,2,1,6,0,0,5,0
"('cell', 2864)",2,0,1,3,0,1,3,0
"('cell', 2820)",2,0,1,3,0,1,3,0
"('cell', 2667)",6,0,0,4,0,0,2,1
"('cell', 2075)",0,0,0,1,0,0,10,2
"('cell', 2585)",7,0,0,9,0,0,1,1
"('cell', 2609)",8,1,0,7,0,1,2,2
"('cell', 2548)",6,0,1,13,0,0,0,0
"('cell', 2734)",5,2,0,7,0,0,1,2
"('cell', 2170)",3,4,0,2,2,0,9,2
"('cell', 2132)",2,1,0,1,2,0,9,2
"('cell', 2863)",2,1,0,3,0,1,3,0
"('cell', 2005)",0,0,0,0,5,0,0,0
"('cell', 2001)",1,0,0,2,5,0,0,0
"('cell', 2431)",4,3,0,2,0,0,7,1
"('cell', 2479)",6,4,0,2,0,0,8,1
"('cell', 2240)",0,0,0,0,0,0,1,2
"('cell', 2363)",2,1,0,1,0,0,8,2
"('cell', 2296)",0,0,0,0,0,0,3,2
"('cell', 2324)",0,0,0,1,0,0,4,2
"('cell', 2780)",0,0,0,0,1,0,0,0
"('cell', 2808)",0,0,0,1,1,0,1,0
"('cell', 2403)",6,5,0,3,0,0,8,2
"('cell', 2680)",9,1,0,6,0,0,0,2
"('cell', 1328)",0,0,2,0,4,0,0,0
"('cell', 1252)",0,0,2,1,5,0,0,0
"('cell', 1362)",0,0,2,0,4,0,0,0
"('cell', 1367)",0,0,2,0,4,0,0,0
"('cell', 1413)",0,0,2,0,3,0,0,0
"('cell', 1440)",0,0,2,2,2,0,0,0
"('cell', 1791)",0,0,1,0,1,0,0,0
"('cell', 1679)",0,0,2,0,1,0,0,0
"('cell', 1528)",0,0,2,0,1,0,0,0
"('cell', 1417)",0,1,2,0,1,0,0,0
"('cell', 1617)",0,0,2,0,1,0,0,0
"('cell', 1435)",0,1,2,0,1,0,0,0
"('cell', 843)",0,1,0,3,2,0,0,0
"('cell', 1477)",0,1,0,4,0,1,0,0
"('cell', 1524)",1,5,0,12,0,1,2,0
"('cell', 1564)",0,5,0,8,0,1,0,0
"('cell', 1550)",0,4,0,8,0,2,0,0
"('cell', 1395)",1,1,1,7,0,0,3,0
"('cell', 1555)",3,2,1,8,0,0,6,1
"('cell', 1378)",1,1,1,11,0,0,7,0
"('cell', 1520)",1,4,1,7,0,0,4,0
"('cell', 1503)",1,1,1,7,0,0,4,0
"('cell', 1561)",2,4,1,12,0,0,4,1
"('cell', 1613)",1,4,0,13,0,0,2,1
"('cell', 2328)",8,3,0,12,1,0,2,1
"('cell', 2371)",8,3,0,13,1,0,5,1
"('cell', 183)",5,2,0,2,1,1,7,7
"('cell', 2632)",8,0,0,4,0,1,2,4
"('cell', 2791)",2,0,1,1,0,0,3,0
"('cell', 2746)",4,0,1,1,0,0,2,0
"('cell', 2767)",3,0,1,0,0,0,4,0
"('cell', 2796)",2,0,1,1,0,0,3,0
"('cell', 1859)",0,0,0,1,0,0,7,0
"('cell', 2131)",2,4,0,1,2,0,9,1
"('cell', 1650)",2,1,0,2,0,1,6,3
"('cell', 1930)",0,0,0,0,0,0,6,1
"('cell', 2758)",3,0,1,0,0,0,3,0
"('cell', 2811)",1,0,0,7,0,1,2,2
"('cell', 2504)",8,4,1,15,0,0,0,0
"('cell', 2543)",5,2,1,8,0,0,0,0
"('cell', 2603)",2,1,0,7,0,0,0,0
"('cell', 2519)",7,6,1,10,0,0,0,1
"('cell', 2653)",0,1,0,6,0,0,0,2
"('cell', 2564)",10,2,0,10,0,1,1,1
"('cell', 2561)",8,2,0,13,0,1,1,0
"('cell', 2637)",9,2,0,5,0,0,2,2
"('cell', 2246)",0,0,0,0,0,0,6,2
"('cell', 2312)",4,3,0,0,0,0,9,3
"('cell', 2293)",1,1,0,0,0,0,6,2
"('cell', 2256)",2,4,0,1,2,0,8,2
"('cell', 2209)",3,4,0,2,2,0,9,3
"('cell', 2220)",1,1,0,1,2,0,9,2
"('cell', 2259)",2,2,0,0,0,0,8,1
"('cell', 2647)",1,1,0,2,1,0,4,0
"('cell', 2631)",2,1,0,4,1,0,3,0
"('cell', 2620)",1,1,0,3,1,0,4,0
"('cell', 2687)",0,1,0,1,1,0,2,0
"('cell', 2768)",0,0,0,0,2,0,0,0
"('cell', 2756)",0,1,0,0,0,0,0,0
"('cell', 2745)",0,1,0,1,0,1,1,1
"('cell', 2523)",5,1,0,2,0,2,1,2
"('cell', 2660)",2,0,0,2,0,0,1,2
"('cell', 2457)",5,0,0,1,0,1,0,2
"('cell', 2775)",0,0,0,0,2,0,0,0
"('cell', 2806)",0,0,0,0,2,0,0,0
"('cell', 2834)",0,0,0,0,2,0,0,0
"('cell', 2760)",0,0,0,0,2,0,0,0
"('cell', 2708)",0,0,0,0,2,0,0,0
"('cell', 2731)",0,0,0,0,2,0,0,0
"('cell', 2696)",0,0,0,0,1,0,0,0
"('cell', 2744)",0,0,0,0,2,0,0,0
"('cell', 2612)",0,1,0,0,0,1,1,1
"('cell', 2571)",0,0,0,0,0,0,0,1
"('cell', 2576)",2,1,0,0,0,1,1,2
"('cell', 2217)",2,1,0,3,5,0,0,1
"('cell', 2228)",4,2,0,3,3,0,0,3
"('cell', 2263)",4,4,0,3,3,0,0,4
"('cell', 2214)",4,2,0,6,1,2,0,2
"('cell', 1697)",0,0,0,2,0,0,6,3
"('cell', 2260)",0,0,0,0,0,0,0,2
"('cell', 2493)",4,3,0,2,0,0,7,1
"('cell', 2062)",4,1,0,2,1,1,3,0
"('cell', 1907)",1,0,0,1,1,0,0,0
"('cell', 1964)",2,0,0,0,1,1,3,0
"('cell', 1863)",0,0,1,0,1,0,0,0
"('cell', 2487)",0,0,0,0,1,0,0,1
"('cell', 1087)",0,0,0,3,4,0,0,0
"('cell', 1287)",0,0,2,1,4,0,0,0
"('cell', 1777)",0,0,1,1,2,0,0,0
"('cell', 1843)",3,0,1,2,2,0,0,1
"('cell', 1747)",0,0,1,1,2,0,0,0
"('cell', 1689)",1,0,2,2,2,0,0,0
"('cell', 1670)",0,0,2,2,2,0,0,0
"('cell', 1732)",3,0,1,2,2,0,0,1
"('cell', 996)",0,1,0,3,6,0,0,0
"('cell', 895)",0,1,0,3,5,0,0,0
"('cell', 274)",0,0,0,0,4,0,0,1
"('cell', 59)",1,5,0,2,1,0,0,1
"('cell', 124)",1,5,0,2,4,0,0,0
"('cell', 18)",0,0,0,1,1,0,0,0
"('cell', 35)",2,2,0,5,0,0,0,1
"('cell', 37)",2,1,0,3,0,0,7,1
"('cell', 20)",0,0,0,2,1,0,1,0
"('cell', 52)",0,0,0,3,0,0,4,1
"('cell', 71)",0,0,0,2,0,0,2,1
"('cell', 40)",4,2,0,2,1,1,8,3
"('cell', 492)",2,3,1,6,0,5,0,2
"('cell', 1418)",0,2,0,4,0,0,2,0
"('cell', 1472)",0,3,0,5,0,0,1,0
"('cell', 1471)",1,4,0,9,0,0,3,0
"('cell', 1446)",1,2,1,6,0,0,3,0
"('cell', 1481)",0,2,0,5,0,2,0,0
"('cell', 1374)",0,0,2,1,0,1,0,0
"('cell', 1373)",0,0,2,1,0,0,1,0
"('cell', 1423)",0,1,0,0,0,0,1,0
"('cell', 1441)",0,1,0,2,0,1,0,0
"('cell', 1453)",0,1,0,4,0,2,0,0
"('cell', 1424)",0,1,0,4,0,2,0,0
"('cell', 1282)",0,0,2,1,0,0,0,0
"('cell', 1308)",1,1,3,11,0,0,5,0
"('cell', 1333)",0,0,2,5,0,0,3,0
"('cell', 1372)",0,0,0,7,0,0,3,0
"('cell', 1349)",0,0,1,8,0,0,3,0
"('cell', 1323)",1,1,1,12,0,0,5,0
"('cell', 1358)",1,2,1,9,0,0,4,0
"('cell', 1281)",0,0,2,6,0,0,3,0
"('cell', 2572)",1,1,0,5,1,2,5,1
"('cell', 2594)",4,1,0,5,1,0,3,0
"('cell', 1604)",3,5,0,15,0,3,0,0
"('cell', 2636)",7,0,1,2,0,0,1,3
"('cell', 2264)",4,4,0,4,3,0,0,3
"('cell', 2291)",5,4,0,4,0,0,0,4
"('cell', 2255)",9,2,0,6,3,2,0,3
"('cell', 2661)",4,0,0,3,0,0,2,0
"('cell', 2702)",4,0,0,3,0,0,2,1
"('cell', 2669)",3,0,0,2,0,0,2,0
"('cell', 2733)",4,0,1,0,0,0,2,0
"('cell', 2642)",2,1,0,8,0,0,2,2
"('cell', 2622)",3,0,0,9,0,0,1,0
"('cell', 2835)",1,0,0,5,0,1,3,0
"('cell', 2615)",4,0,0,8,0,0,1,0
"('cell', 2625)",6,0,0,5,0,0,1,1
"('cell', 2738)",4,0,1,1,0,0,2,0
"('cell', 2737)",4,0,1,1,0,0,4,0
"('cell', 2701)",4,0,1,2,0,0,2,3
"('cell', 2658)",7,0,1,3,0,0,2,3
"('cell', 2720)",4,0,1,1,0,0,4,3
"('cell', 2692)",1,0,1,1,0,0,3,2
"('cell', 2800)",2,0,1,3,0,1,3,0
"('cell', 2741)",2,0,1,4,0,1,4,0
"('cell', 2789)",2,0,1,3,0,1,3,0
"('cell', 2858)",0,0,0,5,0,1,2,0
"('cell', 2784)",1,1,0,7,0,1,2,2
"('cell', 2836)",3,1,0,5,0,2,2,2
"('cell', 1927)",0,0,0,0,3,0,0,0
"('cell', 1956)",0,0,0,0,5,0,0,0
"('cell', 829)",1,0,0,6,1,0,7,2
"('cell', 1990)",0,0,0,0,0,0,8,0
"('cell', 1940)",0,0,0,0,0,0,9,0
"('cell', 2051)",0,0,0,1,0,0,9,2
"('cell', 2096)",2,1,0,1,2,0,10,2
"('cell', 2032)",0,0,0,1,0,0,9,2
"('cell', 1986)",0,0,0,0,0,0,8,1
"('cell', 1991)",0,0,0,0,5,0,0,0
"('cell', 2021)",0,0,0,0,5,0,0,0
"('cell', 1893)",0,0,0,0,0,0,7,1
"('cell', 1870)",0,0,0,1,0,0,7,0
"('cell', 1815)",0,0,0,1,0,0,6,2
"('cell', 1860)",0,0,0,0,0,0,6,1
"('cell', 1887)",0,0,0,0,0,0,5,1
"('cell', 1941)",0,0,0,0,0,0,6,1
"('cell', 1972)",0,0,0,0,0,0,9,1
"('cell', 1717)",0,0,0,2,0,0,6,2
"('cell', 1780)",0,0,0,0,0,0,3,1
"('cell', 1821)",0,0,0,0,0,0,5,1
"('cell', 1752)",0,0,0,1,0,0,6,2
"('cell', 1854)",0,0,0,0,0,0,3,1
"('cell', 2567)",5,4,1,6,0,0,3,2
"('cell', 2591)",7,4,0,5,0,0,3,1
"('cell', 2544)",4,4,1,9,0,0,0,1
"('cell', 2643)",5,2,0,7,0,0,0,2
"('cell', 2590)",3,2,1,8,0,0,0,1
"('cell', 2688)",0,0,0,0,1,0,0,0
"('cell', 2772)",0,0,0,0,1,0,0,0
"('cell', 2635)",1,1,0,1,1,0,1,0
"('cell', 2844)",0,0,0,0,2,0,0,0
"('cell', 2821)",0,0,0,0,2,0,0,0
"('cell', 2856)",1,0,0,1,2,0,0,0
"('cell', 2872)",2,0,0,3,0,0,1,0
"('cell', 2771)",0,1,0,1,0,1,0,0
