,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 54)",2,0,0,1,0,3,10,0
"('cell', 110)",3,0,0,1,1,1,1,0
"('cell', 607)",4,0,0,1,0,0,7,0
"('cell', 1203)",2,1,0,3,3,0,7,0
"('cell', 349)",5,2,0,10,0,4,14,0
"('cell', 84)",2,0,0,1,0,2,3,0
"('cell', 783)",3,0,0,2,0,1,6,0
"('cell', 622)",4,0,0,1,0,0,5,0
"('cell', 477)",5,2,0,7,0,1,9,2
"('cell', 341)",3,0,1,4,4,0,14,0
"('cell', 1244)",0,0,0,5,7,0,6,0
"('cell', 1269)",0,0,0,3,6,0,6,0
"('cell', 1186)",2,1,0,0,3,0,6,0
"('cell', 1016)",1,1,0,0,0,0,9,0
"('cell', 1155)",5,0,0,4,3,1,5,0
"('cell', 394)",4,0,0,8,0,2,6,0
"('cell', 408)",4,1,0,6,0,1,8,0
"('cell', 107)",3,0,0,2,0,2,4,0
"('cell', 114)",3,0,0,2,0,1,1,0
"('cell', 1118)",5,0,0,1,1,1,4,0
"('cell', 1111)",6,0,0,2,3,1,8,2
"('cell', 1093)",6,0,0,2,2,1,9,2
"('cell', 533)",6,2,0,5,0,1,7,2
"('cell', 503)",5,2,0,6,0,1,7,2
"('cell', 1094)",6,0,0,2,2,1,6,1
"('cell', 438)",6,3,0,7,0,0,9,1
"('cell', 284)",2,0,1,4,5,0,6,0
"('cell', 308)",2,0,1,5,5,0,6,0
"('cell', 327)",3,0,1,5,6,0,17,1
"('cell', 243)",3,0,1,2,3,1,17,0
"('cell', 1159)",2,1,0,0,3,0,7,0
"('cell', 1144)",2,1,0,2,5,0,8,0
"('cell', 990)",1,1,0,2,1,0,5,0
"('cell', 981)",0,1,0,2,1,0,8,0
"('cell', 1005)",2,2,0,1,1,0,8,0
"('cell', 612)",4,1,0,3,2,1,11,1
"('cell', 782)",1,0,0,3,1,0,9,0
"('cell', 766)",1,0,0,3,1,0,7,0
"('cell', 632)",1,1,0,2,2,3,12,1
"('cell', 662)",1,1,0,2,1,2,10,1
"('cell', 648)",1,0,0,0,1,3,11,1
