,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 514)",0,0,0,0,0,0,2,0
"('cell', 523)",0,0,0,0,0,0,2,0
"('cell', 556)",0,0,0,0,0,0,2,0
"('cell', 985)",1,0,0,1,1,0,1,0
"('cell', 1014)",1,0,0,1,1,0,1,0
"('cell', 1252)",1,1,0,0,1,0,0,0
"('cell', 633)",0,0,0,1,0,0,2,0
"('cell', 669)",0,0,0,1,0,0,2,0
"('cell', 780)",1,0,0,1,0,0,2,0
"('cell', 32)",0,0,10,0,4,0,0,0
"('cell', 27)",0,0,5,1,4,0,0,1
"('cell', 1273)",1,1,0,0,1,0,0,0
"('cell', 1436)",0,1,0,0,0,0,3,0
"('cell', 1418)",0,1,0,0,0,0,3,0
"('cell', 1461)",0,1,0,0,0,0,3,0
"('cell', 1454)",0,1,0,0,0,0,3,0
"('cell', 879)",0,0,0,3,1,4,8,3
"('cell', 295)",0,0,0,1,1,0,0,0
"('cell', 330)",0,0,0,0,2,0,0,0
"('cell', 304)",0,0,0,1,2,0,0,0
"('cell', 572)",2,0,0,0,1,0,0,2
"('cell', 534)",2,0,0,0,1,0,0,2
"('cell', 558)",2,0,0,0,1,0,0,2
"('cell', 15)",0,1,5,0,3,1,2,0
"('cell', 78)",0,0,7,0,0,0,0,1
"('cell', 68)",0,0,11,0,0,0,0,1
"('cell', 731)",0,0,7,0,0,0,0,0
"('cell', 157)",0,0,8,0,0,0,0,0
"('cell', 191)",0,0,6,0,0,0,0,0
"('cell', 183)",0,0,5,0,0,0,0,0
"('cell', 24)",0,0,5,0,4,0,0,0
"('cell', 18)",0,0,4,0,4,0,0,1
"('cell', 41)",0,0,13,0,4,0,0,0
"('cell', 35)",0,0,6,1,4,0,0,1
"('cell', 492)",0,0,0,0,2,0,0,1
"('cell', 335)",1,0,15,0,3,0,1,0
"('cell', 934)",3,0,13,5,1,1,2,0
"('cell', 1723)",0,0,0,0,1,0,3,0
"('cell', 1667)",0,1,0,0,1,0,3,0
"('cell', 1489)",0,1,0,0,0,0,3,0
"('cell', 1847)",0,0,0,0,1,0,0,1
"('cell', 1617)",1,0,1,0,1,0,0,0
"('cell', 1633)",1,0,0,0,1,0,2,0
"('cell', 1601)",1,0,0,0,1,0,2,0
"('cell', 1009)",10,2,5,8,0,2,4,0
"('cell', 765)",0,0,6,0,0,0,0,0
"('cell', 1417)",0,1,0,0,0,0,2,0
"('cell', 1432)",0,1,0,0,0,0,3,0
"('cell', 1322)",0,1,0,0,1,0,0,0
"('cell', 1414)",0,1,0,0,0,0,3,0
"('cell', 1304)",0,1,0,0,1,0,0,0
"('cell', 944)",0,0,3,0,0,0,0,0
"('cell', 945)",0,0,1,0,0,0,0,0
