,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 1798)",0,0,0,0,0,0,0,1
"('cell', 814)",5,4,0,0,0,1,1,0
"('cell', 437)",1,0,0,0,0,0,0,1
"('cell', 29)",0,4,0,1,0,0,2,3
"('cell', 342)",0,3,2,0,2,0,0,0
"('cell', 313)",0,3,3,0,1,0,1,0
"('cell', 366)",0,3,2,0,1,0,0,0
"('cell', 1172)",0,0,0,3,0,0,0,1
"('cell', 1170)",0,0,0,3,0,0,0,1
"('cell', 1222)",0,0,0,3,0,0,0,1
"('cell', 1192)",0,0,0,3,0,0,0,1
"('cell', 1983)",0,0,0,0,0,0,0,1
"('cell', 871)",1,2,0,0,0,0,0,0
"('cell', 837)",4,3,0,0,1,0,0,0
"('cell', 947)",4,3,0,1,1,1,0,2
"('cell', 979)",4,4,0,2,1,3,3,3
"('cell', 967)",5,3,0,2,1,2,1,2
"('cell', 1009)",2,3,0,2,1,3,1,3
"('cell', 708)",4,3,0,0,0,0,0,0
"('cell', 612)",0,0,0,1,4,0,0,0
"('cell', 693)",0,0,0,0,3,0,0,0
"('cell', 1226)",0,0,1,0,0,0,0,1
"('cell', 587)",0,2,0,1,4,0,0,1
"('cell', 1908)",0,0,0,0,0,0,0,3
"('cell', 1105)",0,0,0,0,3,0,2,0
"('cell', 1301)",0,0,1,0,2,2,1,0
"('cell', 9)",0,6,0,0,0,1,3,2
"('cell', 4)",0,6,0,0,2,1,2,0
"('cell', 10)",0,6,0,0,1,1,2,0
"('cell', 41)",0,4,0,1,1,0,3,2
"('cell', 139)",0,3,1,1,0,0,2,1
"('cell', 128)",0,3,2,1,1,0,2,1
"('cell', 321)",0,3,2,1,2,0,1,1
"('cell', 333)",0,3,2,1,2,0,1,1
"('cell', 397)",0,3,2,1,4,0,1,1
"('cell', 431)",0,2,3,1,4,0,0,1
"('cell', 33)",0,6,0,0,2,1,2,0
"('cell', 36)",0,7,0,0,2,1,2,1
"('cell', 1525)",0,0,0,1,1,0,1,1
"('cell', 1213)",0,0,0,3,0,0,0,0
"('cell', 1174)",0,0,1,3,0,0,0,0
"('cell', 939)",0,4,0,3,0,6,1,2
"('cell', 1005)",0,2,0,2,0,5,0,1
"('cell', 1047)",0,1,1,2,0,0,0,0
"('cell', 1246)",0,0,0,3,0,0,0,1
"('cell', 1274)",0,0,0,3,0,0,0,1
"('cell', 2199)",0,0,0,2,0,0,0,0
"('cell', 1976)",0,0,0,0,0,0,0,1
"('cell', 1934)",0,0,0,0,0,0,0,1
"('cell', 2019)",0,0,0,0,0,0,0,1
"('cell', 2003)",0,0,0,0,0,0,0,1
"('cell', 2041)",0,0,0,0,0,0,0,1
"('cell', 640)",4,3,0,0,0,0,0,0
"('cell', 700)",5,5,0,0,0,1,1,0
"('cell', 652)",4,4,0,0,0,0,1,0
"('cell', 1015)",0,2,0,3,2,3,4,3
"('cell', 889)",5,3,0,2,1,3,3,2
"('cell', 1152)",1,1,0,1,0,4,4,2
"('cell', 1054)",0,3,0,2,1,3,2,3
"('cell', 1082)",1,1,0,2,1,5,3,4
"('cell', 1107)",1,1,0,2,1,5,5,5
"('cell', 632)",1,1,0,0,0,0,0,0
"('cell', 586)",2,1,0,0,0,0,0,0
"('cell', 649)",4,3,0,0,0,0,0,0
"('cell', 674)",1,2,0,0,0,0,0,0
"('cell', 538)",1,1,0,0,0,0,0,0
"('cell', 581)",1,1,0,0,0,0,0,0
"('cell', 568)",1,1,0,0,0,0,0,0
"('cell', 540)",1,1,0,0,0,0,0,0
"('cell', 511)",1,1,0,0,0,0,0,0
"('cell', 629)",1,1,0,0,0,0,0,0
"('cell', 801)",1,1,0,0,0,0,0,0
"('cell', 786)",4,3,0,0,0,0,0,0
"('cell', 826)",4,2,0,0,0,0,0,0
"('cell', 754)",1,2,0,0,0,0,0,0
"('cell', 733)",0,1,0,0,0,0,0,0
"('cell', 911)",1,1,0,0,0,1,0,0
"('cell', 982)",0,3,0,2,2,3,4,3
"('cell', 1132)",0,0,2,0,3,0,4,0
"('cell', 1328)",0,0,1,0,2,1,2,0
"('cell', 1258)",0,0,1,0,2,2,1,0
"('cell', 1038)",0,2,0,3,1,2,3,3
"('cell', 1106)",0,0,4,0,2,0,1,0
"('cell', 825)",0,0,0,0,1,0,1,0
"('cell', 842)",0,0,0,0,0,0,1,0
"('cell', 806)",0,0,0,0,0,0,1,0
"('cell', 527)",0,2,0,1,4,0,0,1
"('cell', 440)",0,2,1,1,3,0,0,0
"('cell', 481)",0,2,0,1,4,0,0,1
"('cell', 532)",2,3,0,0,0,0,1,2
"('cell', 575)",2,2,0,0,0,0,1,0
"('cell', 1429)",0,0,0,0,1,0,0,2
"('cell', 1472)",0,0,1,0,3,0,0,0
"('cell', 1339)",0,0,0,0,1,0,0,1
"('cell', 1567)",0,0,2,0,6,0,1,1
"('cell', 1555)",0,0,0,0,4,0,1,1
"('cell', 1532)",0,0,2,0,7,0,1,1
"('cell', 1337)",0,0,1,0,0,0,0,2
"('cell', 1239)",0,0,1,0,0,0,1,2
"('cell', 1260)",0,0,1,0,0,0,0,2
"('cell', 1286)",0,0,1,0,0,0,1,2
"('cell', 1293)",0,0,1,0,0,0,0,2
"('cell', 549)",0,3,3,3,2,0,2,2
"('cell', 622)",0,0,1,1,1,0,2,1
"('cell', 1397)",0,0,0,0,0,0,0,4
"('cell', 1408)",0,0,2,0,1,0,0,1
"('cell', 1373)",0,0,1,0,0,0,0,2
"('cell', 1343)",0,0,1,0,0,0,0,2
"('cell', 1361)",0,0,1,0,0,0,1,2
"('cell', 2111)",0,0,0,0,0,0,0,1
"('cell', 1139)",0,0,0,0,2,0,2,0
"('cell', 1270)",0,0,1,0,2,0,2,0
"('cell', 1550)",0,1,0,0,0,1,3,0
"('cell', 1477)",0,1,0,0,0,2,3,0
"('cell', 1591)",0,1,0,0,1,0,3,0
"('cell', 2061)",0,0,0,0,1,0,0,1
"('cell', 1389)",0,0,2,0,1,0,1,1
"('cell', 1237)",0,0,1,0,2,3,0,0
"('cell', 1238)",0,1,1,0,1,4,1,0
"('cell', 273)",0,3,2,0,1,0,0,1
"('cell', 19)",0,5,0,1,0,1,3,3
"('cell', 8)",0,6,0,0,1,1,3,2
"('cell', 444)",0,0,0,4,3,1,4,2
"('cell', 109)",0,3,0,1,0,1,4,1
"('cell', 117)",0,4,1,1,0,0,4,1
"('cell', 571)",0,3,0,0,0,0,1,2
"('cell', 490)",0,2,1,0,0,0,1,2
"('cell', 401)",0,3,1,1,3,0,0,1
"('cell', 163)",0,1,1,1,1,0,0,1
"('cell', 235)",0,1,2,0,1,0,0,0
